location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31081,2020-01-01,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,27.29,39.22,-1.316667,-5.677778,5.322222,0.0,64.77,-5.654321,73.042674
US_NE_31081,2020-01-02,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,16.99,31.56,1.755556,-2.477778,5.244444,0.0508,40.64,-0.882716,83.169611
US_NE_31081,2020-01-03,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,23.29,24.12,0.305556,-3.422222,4.094444,0.0,30.48,-3.04321,78.682672
US_NE_31081,2020-01-04,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,14.13,29.14,-1.416667,-7.994444,6.983333,0.0,30.48,-6.537037,68.747951
US_NE_31081,2020-01-05,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,13.53,34.66,4.905556,1.655556,7.633333,0.0,,-2.314815,59.92157
US_NE_31081,2020-01-06,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,25.67,24.98,0.205556,-4.811111,6.55,0.0,,-4.006173,73.377123
US_NE_31081,2020-01-07,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,22.81,21.39,1.0,-5.077778,8.633333,0.0,,-4.382716,67.556283
US_NE_31081,2020-01-08,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,34.74,36.91,-1.277778,-5.311111,5.955556,0.1524,,-5.166667,75.390037
US_NE_31081,2020-01-09,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,25.38,35.52,3.833333,-1.966667,7.427778,0.0,,-1.808642,68.191947
US_NE_31081,2020-01-10,ChIJ-wPnslbxmYcRKLe7d8qwKfo,Q489668,geoId/31081,US,United States of America,NE,Nebraska,31081,Hamilton County,US,USA,2,,,,,,,9194,4594,4600,1174,1269,994,1004,1053,1288,1177,735,500,1425460,40.88,-98.02,1416,80.366667,,,,25.05,33.63,-3.222222,-8.705556,3.794444,0.0,,-5.450617,84.832167
