location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SC_45023,2020-05-06,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,-1,0,34,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-29,11,6.42,9.9,13.92,8.56,5.08,6.69,6.69,,,6.16,5.08,4.55,,6.96,21.95,5.35,9.37,4.28,5.62,35.06,4.28,9.1,9.37,17.961111,13.205556,23.883333,6.053667,,12.020833,71.027113
US_SC_45023,2020-05-07,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,35,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-26,11,,6.8,9.25,7.07,,,8.71,,4.62,8.16,6.8,4.08,4.08,4.62,23.67,5.17,10.88,3.81,4.9,36.45,,7.62,,12.483333,5.111111,20.9,0.5588,,2.381944,51.700709
US_SC_45023,2020-05-08,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,39,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-16,,-16,-28,,4.11,10.42,7.41,6.58,,,7.41,,3.84,6.86,,5.49,,8.78,21.67,3.84,6.58,,4.39,32.36,4.11,7.13,9.05,12.188889,6.116667,19.455556,0.0,,6.666667,71.725416
US_SC_45023,2020-05-09,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,39,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-18,,,8.62,12.32,7.39,,4.93,8.31,,,6.77,,,4.62,10.47,16.01,,8.93,5.54,7.08,32.64,5.23,6.47,,12.027778,5.15,18.011111,1.693333,,3.465278,57.875444
US_SC_45023,2020-05-10,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,-1,0,38,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-23,,4.95,8.96,11.74,4.64,5.25,,9.58,4.95,,,,5.87,,6.18,17.31,4.33,6.8,,,34.0,,7.42,4.95,12.877778,4.672222,21.677778,0.0,,3.402778,54.163045
US_SC_45023,2020-05-11,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,2,0,40,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-25,11,,8.77,10.97,5.76,4.11,6.3,8.77,,5.48,5.48,4.66,6.03,5.76,5.48,21.11,6.3,8.22,4.93,5.21,38.38,3.84,10.42,4.66,15.116667,7.588889,20.733333,0.0,,3.715278,48.071161
US_SC_45023,2020-05-12,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,-1,0,39,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-24,10,4.64,8.19,11.47,6.01,6.55,6.01,9.01,,,9.01,,3.82,,5.19,21.85,5.19,10.38,4.37,5.19,39.6,5.74,10.65,5.46,12.211111,4.311111,19.7,0.0,,1.298611,48.821672
US_SC_45023,2020-05-13,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,39,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,,,,-28,11,,8.95,10.57,6.78,4.61,,10.03,5.42,5.15,9.76,,9.76,,5.96,20.33,4.61,7.05,,4.61,35.78,,7.05,6.51,15.772222,9.438889,23.327778,0.112889,,8.888889,65.419447
US_SC_45023,2020-05-14,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,39,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-13,,,-25,9,3.81,10.07,9.26,7.08,4.36,3.81,6.26,,4.9,9.8,5.45,4.08,4.08,7.9,20.69,4.36,6.81,,5.45,38.12,5.17,5.99,4.9,19.161111,11.805556,27.083333,0.0,,12.756944,67.726927
US_SC_45023,2020-05-15,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,40,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-15,8,,-28,,4.48,7.56,14.84,6.72,5.04,5.04,10.92,4.48,,6.16,,,5.32,7.0,18.48,,8.12,,5.88,33.6,4.76,6.72,,21.083333,13.055556,27.311111,0.0,,14.166667,65.479229
US_SC_45023,2020-05-16,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,41,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-7,,,-18,,,10.79,8.94,6.78,4.93,5.55,7.09,,4.62,5.55,4.62,5.55,5.24,8.63,20.03,4.32,10.79,,,36.98,,8.94,,21.932099,14.154321,29.567901,0.0,,15.152778,66.428843
US_SC_45023,2020-05-17,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,42,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-7,,,-23,,,7.76,12.07,5.75,8.62,,5.46,,4.88,5.46,4.02,,,5.75,21.84,5.46,12.07,6.03,,38.22,,10.92,7.47,22.333333,15.066667,28.961111,0.0,,16.368056,69.952949
US_SC_45023,2020-05-18,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,42,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-6,4,,-24,10,,8.72,14.01,9.25,10.57,5.82,8.99,4.76,5.29,6.08,4.23,,4.49,5.55,17.71,5.82,11.1,,4.49,39.66,4.76,10.84,7.67,21.677778,16.333333,27.761111,0.0,,17.638889,79.890711
US_SC_45023,2020-05-19,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,-1,0,41,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-8,0,,-24,12,4.83,7.51,10.72,7.51,8.58,4.56,9.92,,,5.9,3.75,,4.02,7.24,21.18,6.43,8.58,5.09,4.29,36.19,5.09,7.51,5.36,19.8,16.783333,25.155556,19.558,,18.319444,93.084841
US_SC_45023,2020-05-20,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,41,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-19,-7,,-26,14,3.8,7.88,7.88,8.96,7.33,6.25,7.33,,,9.78,5.16,4.07,5.16,7.88,23.63,6.79,7.06,,5.97,32.86,5.7,11.14,4.89,14.4,12.777778,19.755556,15.959667,,12.631944,93.126256
US_SC_45023,2020-05-21,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,41,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-10,,,-25,11,3.85,8.25,8.25,7.7,4.95,4.95,6.32,,,9.07,3.85,4.4,,7.97,18.97,6.05,9.07,3.85,4.95,33.54,5.22,6.87,5.5,17.294444,12.827778,23.177778,24.511,,15.326389,90.997673
US_SC_45023,2020-05-22,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,44,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-13,-1,,-29,,,8.48,7.02,10.23,6.14,,4.39,,,,4.68,,4.68,7.6,23.69,4.09,8.48,6.43,5.56,33.34,,10.23,5.56,19.061111,14.455556,27.333333,2.667,,16.055556,85.033591
US_SC_45023,2020-05-23,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,2,0,46,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-10,,,-13,,5.29,8.59,8.26,6.61,7.27,,6.28,,5.62,8.59,,,,6.94,18.83,,7.6,4.63,5.95,28.42,,10.9,5.62,22.005556,15.944444,30.25,8.509,,18.104167,79.361947
US_SC_45023,2020-05-24,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,5,0,51,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-7,,,-25,,,8.32,8.91,4.75,6.53,,9.5,,4.16,8.91,5.94,,,5.05,24.65,,8.32,4.16,,33.86,6.24,9.5,5.94,24.37037,18.228395,31.67284,0.0,,19.354167,74.418148
US_SC_45023,2020-05-25,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,52,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-24,4,,-64,,5.88,10.3,12.95,5.0,,4.12,7.06,7.36,,5.59,,,,5.88,23.83,5.0,12.36,4.71,4.12,35.31,,8.83,6.77,21.845679,18.919753,27.814815,11.684,,19.243056,86.064176
US_SC_45023,2020-05-26,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,55,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,2,5,,-23,8,5.22,4.39,9.33,7.96,4.67,5.49,11.26,3.84,4.67,6.86,4.94,4.67,5.76,5.76,21.14,6.31,11.8,4.94,,36.51,6.04,9.33,5.49,21.694444,19.672222,24.655556,0.0,,18.631944,83.206445
US_SC_45023,2020-05-27,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,59,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-12,,,-27,12,4.39,8.22,10.96,6.3,,6.3,9.32,3.84,,8.77,4.11,4.93,,6.03,25.49,5.48,8.77,4.39,3.84,33.71,4.66,8.5,5.21,20.75,19.577778,23.3,0.127,,18.430556,87.852711
US_SC_45023,2020-05-28,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,59,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-14,,,-23,10,4.28,9.7,10.84,7.7,4.28,,9.42,5.14,4.57,8.56,,,5.42,9.99,25.39,5.14,8.56,5.14,5.71,35.95,6.56,9.42,7.13,22.5,18.138889,29.283333,20.701,,20.041667,87.161631
US_SC_45023,2020-05-29,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,62,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-17,2,,-25,8,5.09,,9.04,7.63,5.65,,8.76,4.8,4.52,13.57,5.93,,4.8,7.07,18.94,5.37,8.76,4.52,3.96,31.65,,8.2,6.5,23.172222,19.805556,28.116667,6.858,,21.152778,89.768035
US_SC_45023,2020-05-30,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,12,0,74,0,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-10,,,-9,,,8.35,8.35,10.27,5.14,5.14,5.46,,,10.6,6.42,,,,15.73,7.06,9.31,,,35.0,,7.71,7.71,23.794444,19.927778,30.0,5.733143,,19.868056,78.87292
US_SC_45023,2020-05-31,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,6,1,80,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-9,,,-15,,,9.62,10.86,7.13,,,5.89,,,9.0,,6.83,,,20.47,9.0,9.62,4.34,,35.05,,7.45,5.89,23.41358,19.598765,28.895062,0.592667,,15.520833,61.97689
US_SC_45023,2020-06-01,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,83,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,6,15,,-23,7,4.93,8.7,11.31,7.25,6.38,4.93,5.51,,,,,,,8.41,25.52,,11.31,4.93,,32.77,,8.41,4.93,20.740741,15.08642,26.67284,0.0,,11.784722,57.671746
US_SC_45023,2020-06-02,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,87,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,2,3,,-22,6,5.6,7.37,9.44,6.78,5.31,4.13,6.49,,,4.13,,4.42,,9.14,23.3,5.9,9.73,,5.01,34.8,4.13,11.8,6.49,21.395062,15.037037,28.574074,0.0,,14.694444,66.988008
US_SC_45023,2020-06-03,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,6,0,93,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-11,,,-25,7,5.31,7.38,8.56,8.26,5.31,7.08,,,4.13,10.33,4.43,4.13,,7.38,22.13,6.49,14.76,,7.38,33.94,7.08,9.44,11.8,25.305556,17.688889,31.127778,0.0,,17.826389,65.801697
US_SC_45023,2020-06-04,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,93,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-5,,,-26,9,,5.11,9.02,6.01,8.72,,5.71,,,12.93,4.81,,4.51,10.22,23.75,,9.62,,4.21,34.88,,11.43,7.52,25.761111,19.744444,31.683333,0.0,,19.868056,69.796524
US_SC_45023,2020-06-05,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,96,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-11,4,,-28,,,5.03,12.12,,,4.43,5.03,,,7.39,5.32,4.14,,7.39,20.69,5.03,8.87,,,33.7,,8.57,,24.138889,20.383333,31.022222,0.0,,19.534722,76.069128
US_SC_45023,2020-06-06,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,100,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-4,,,-8,,,5.9,9.17,6.88,5.9,4.59,4.91,,,13.43,,5.9,4.91,4.91,19.65,5.24,8.52,4.91,,36.36,,7.86,6.88,25.405556,20.583333,31.144444,0.5334,,20.243056,73.735997
US_SC_45023,2020-06-07,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,103,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-5,,,-16,,5.36,5.99,10.4,4.73,,5.36,6.62,,,6.93,5.99,5.04,,8.2,22.07,6.62,16.08,,6.93,34.36,4.41,15.45,8.2,25.988889,20.911111,32.261111,0.0,,21.055556,74.872091
US_SC_45023,2020-06-08,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,6,0,109,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-4,3,,-22,7,7.19,7.48,14.67,7.76,7.48,4.89,7.76,,4.6,9.78,6.9,4.89,5.75,10.06,22.14,5.18,13.23,6.9,7.19,44.86,,7.76,7.48,25.966667,21.688889,31.872222,0.8636,,21.631944,77.684346
US_SC_45023,2020-06-09,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,110,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,3,2,,-25,7,5.11,6.82,11.08,7.1,4.83,6.25,,,,8.52,5.97,,,11.37,25.0,6.25,9.66,,5.11,37.51,,8.52,5.97,26.722222,22.7,32.516667,0.0,,22.25,77.277957
US_SC_45023,2020-06-10,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,110,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-11,-10,,-26,9,,8.76,13.14,8.76,5.84,,13.44,,,9.35,7.89,,,8.76,21.03,7.89,13.73,5.84,5.26,34.17,,11.1,8.18,25.738889,21.505556,31.844444,1.608667,,21.826389,79.854101
US_SC_45023,2020-06-11,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,113,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-5,,,-23,8,,7.52,11.0,6.66,5.5,4.63,6.08,,,11.0,4.92,,,6.08,18.52,5.79,11.57,,6.95,40.51,,8.68,8.1,26.205556,22.183333,32.177778,3.852333,,21.930556,78.157866
US_SC_45023,2020-06-12,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,1,0,114,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-15,17,,-25,6,,8.44,12.36,8.74,4.22,4.52,6.63,,,9.04,,,,7.23,25.01,5.73,10.55,,,32.85,,12.66,4.82,25.288889,21.388889,30.755556,0.084667,,17.409722,63.165262
US_SC_45023,2020-06-13,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,2,0,116,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-1,,,-11,,5.2,8.44,8.12,5.52,5.84,,6.17,5.52,,10.39,,,4.87,5.52,23.38,6.82,12.99,,,33.12,,11.04,6.82,23.372222,17.1,29.783333,0.0,,15.569444,63.169146
US_SC_45023,2020-06-14,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,120,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-1,,,-20,,4.17,8.05,9.84,6.86,4.17,4.47,6.56,4.47,,8.05,4.17,,4.17,7.16,22.96,5.37,15.81,,,35.79,5.37,11.93,7.46,22.5,16.738889,28.483333,0.0,,14.486111,61.470933
US_SC_45023,2020-06-15,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,3,0,123,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-4,1,,-22,7,5.16,10.6,11.46,9.16,,6.3,7.73,,5.73,8.88,6.59,4.87,5.73,6.87,22.34,,15.18,,,41.24,,12.6,10.6,19.327778,16.238889,25.711111,0.0,,13.625,70.553717
US_SC_45023,2020-06-16,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,2,0,125,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-7,-1,,-22,9,5.98,10.25,8.82,8.82,5.98,8.82,7.69,,4.27,7.69,4.84,4.55,7.69,4.55,26.19,5.41,12.53,6.26,6.55,39.0,,9.11,,15.577778,14.227778,18.877778,3.090333,,13.576389,90.242743
US_SC_45023,2020-06-17,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,2,0,127,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-7,,,-24,8,6.02,8.31,8.6,7.74,4.87,7.46,7.17,,4.01,10.61,7.17,,,10.04,23.51,,10.89,,5.73,30.39,,6.88,4.01,17.022222,14.444444,21.9,4.5085,,14.486111,86.481849
US_SC_45023,2020-06-18,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,0,0,127,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-6,,,-23,7,,7.09,8.57,6.8,,8.86,4.73,,,10.64,4.14,5.91,4.14,6.8,23.64,,9.46,,5.91,39.0,4.14,11.23,6.8,20.516667,16.111111,26.244444,0.296333,,16.708333,79.707349
US_SC_45023,2020-06-19,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,131,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-9,4,,-25,5,,7.59,9.72,10.63,6.38,,10.33,,,7.59,6.07,,5.16,6.99,19.74,5.77,10.63,4.86,4.25,42.22,,6.99,4.25,22.805556,18.166667,29.411111,2.751667,,18.534722,78.184691
US_SC_45023,2020-06-20,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,135,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-2,,,-8,,,11.75,10.12,4.89,5.55,5.55,10.12,6.2,,8.81,4.89,,5.55,4.89,20.89,,9.79,4.89,,34.92,,9.14,6.2,22.888889,16.705556,30.727778,0.145143,,17.958333,75.141455
US_SC_45023,2020-06-21,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,4,0,139,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-4,,,-17,,,9.55,7.0,4.46,5.09,9.87,9.87,,,5.41,7.64,,,8.28,25.16,6.37,12.74,,,36.3,,7.64,7.32,25.444444,18.011111,33.033333,0.0,,18.9375,68.68701
US_SC_45023,2020-06-22,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,8,0,147,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,-9,2,,-25,7,4.9,11.81,9.79,8.07,8.35,4.03,9.22,6.91,4.03,12.96,5.18,5.18,4.9,10.08,21.89,6.62,12.96,4.03,,39.75,4.03,10.37,6.62,26.394444,19.727778,32.9,0.0,,19.652778,67.595058
US_SC_45023,2020-06-23,ChIJTQ-Iz69CVogR6M5mqv4v6TQ,Q497377,geoId/45023,US,United States of America,SC,South Carolina,45023,Chester County,US,USA,2,5,0,152,1,,,32299,15633,16666,3899,4060,3991,3549,3887,4705,4322,2583,1303,2532500,34.69,-81.16,1518,73.754545,0,-5,,-25,8,5.96,7.67,11.08,7.38,5.11,,6.53,6.53,3.98,9.37,7.67,,5.11,6.82,30.96,5.96,10.79,,4.83,39.2,6.25,8.24,,24.044444,20.544444,31.144444,2.032,,19.9375,79.186516
