location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AL_01133,2020-07-31,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,8,0,430,10,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-26,,14.42,10.54,23.85,17.75,40.49,27.583333,24.016667,33.061111,0.6604,,22.898148,75.87896
US_AL_01133,2020-08-01,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,8,0,438,10,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-7,,17.88,,23.07,15.57,32.87,24.805556,22.3,30.783333,1.6764,,21.185185,79.958772
US_AL_01133,2020-08-02,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,1,440,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-9,,13.13,,28.54,14.27,43.95,23.405556,18.361111,29.894444,0.310444,,18.888889,73.511647
US_AL_01133,2020-08-03,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,0,442,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-17,,14.49,,27.87,17.28,42.36,24.183333,17.661111,31.85,0.0,,18.462963,68.464255
US_AL_01133,2020-08-04,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,445,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-18,,15.38,,28.91,15.38,43.67,24.594444,18.988889,31.35,0.4318,,19.796296,72.790828
US_AL_01133,2020-08-05,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,448,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-19,,15.54,,16.78,,44.76,24.644444,18.705556,31.6,0.0762,,19.305556,70.18735
US_AL_01133,2020-08-06,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,454,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-19,,15.46,,29.57,14.12,43.69,25.416667,19.533333,32.144444,0.5588,,19.833333,69.081429
US_AL_01133,2020-08-07,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,460,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-23,,15.05,,23.55,14.39,32.72,25.977778,19.2,33.183333,0.0,,19.62963,65.872905
US_AL_01133,2020-08-08,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,466,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-16,,,,26.45,,54.26,26.266667,18.994444,34.816667,0.0,,19.685185,64.970631
US_AL_01133,2020-08-09,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,4,0,470,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-11,,14.64,12.73,34.37,12.09,33.1,27.083333,20.072222,35.338889,0.0,,20.675926,66.247464
US_AL_01133,2020-08-10,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,4,0,474,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-18,,21.65,,30.83,,52.48,27.966667,21.511111,35.633333,0.0,,21.703704,68.036879
US_AL_01133,2020-08-11,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,0,0,474,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-17,,11.77,,27.45,,41.18,27.311111,21.844444,35.066667,1.74625,,21.62963,70.218884
US_AL_01133,2020-08-12,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,0,0,474,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-21,,13.08,,23.54,15.04,42.5,26.911111,21.833333,33.977778,1.04775,,22.175926,73.588636
US_AL_01133,2020-08-13,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,-1,0,473,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-20,,,11.09,26.08,19.56,40.43,25.833333,21.033333,33.95,6.434667,,21.787037,76.688587
US_AL_01133,2020-08-14,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,476,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,-8,,-24,,11.98,,23.97,13.32,40.61,25.377778,21.827778,32.3,0.254,,22.296296,81.881958
US_AL_01133,2020-08-15,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,482,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-7,,10.89,10.89,19.06,13.61,40.84,26.005556,21.705556,32.333333,2.5146,,21.527778,75.036044
US_AL_01133,2020-08-16,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,13,0,495,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-12,,19.09,,17.73,11.59,49.77,25.355556,19.0,33.627778,0.0,,20.388889,72.335217
US_AL_01133,2020-08-17,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,1,0,496,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,10.78,10.15,27.91,14.59,48.21,25.855556,20.022222,32.561111,1.5494,,18.962963,64.318382
US_AL_01133,2020-08-18,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,7,0,503,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,11.18,13.81,28.94,,46.7,24.727778,16.933333,33.777778,0.0,,17.287037,62.11686
US_AL_01133,2020-08-19,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,506,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,13.71,15.87,28.86,,49.05,24.261111,19.072222,31.672222,2.286,,19.5,73.211319
US_AL_01133,2020-08-20,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,0,511,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,14.25,,19.0,12.47,35.03,23.188889,17.616667,31.338889,3.81,,18.935185,75.576141
US_AL_01133,2020-08-21,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,0,516,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,17.2,,15.42,,37.37,22.927778,19.911111,28.844444,0.5588,,19.777778,81.511098
US_AL_01133,2020-08-22,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,1,0,517,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,19.47,,22.25,,20.86,22.177778,17.833333,29.022222,13.462,,18.731481,79.877465
US_AL_01133,2020-08-23,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,0,519,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,18.46,,34.94,11.21,40.87,24.133333,18.216667,31.783333,0.0,,19.768519,74.631612
US_AL_01133,2020-08-24,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,11,0,530,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,11.04,,27.61,11.04,50.8,25.411111,20.188889,32.033333,0.0254,,21.583333,78.165359
US_AL_01133,2020-08-25,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,533,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,10.77,9.23,18.98,8.72,40.53,24.7,22.411111,29.916667,1.6764,,22.37963,86.412492
US_AL_01133,2020-08-26,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,7,0,540,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,13.05,,23.27,9.65,34.05,24.605556,21.927778,30.438889,15.113,,22.87037,88.330912
US_AL_01133,2020-08-27,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,12,0,552,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,,7.94,21.48,7.94,41.57,26.338889,22.788889,33.116667,20.2946,,23.537037,83.077135
US_AL_01133,2020-08-28,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,8,0,560,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,7.77,,23.75,9.14,42.03,25.533333,22.555556,30.733333,3.429,,22.925926,85.347852
US_AL_01133,2020-08-29,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,8,0,568,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,,10.28,12.56,13.13,38.26,25.727778,22.25,31.75,29.3878,,23.259259,85.29776
US_AL_01133,2020-08-30,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,0,573,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,13.46,,25.83,11.84,45.21,26.033333,22.522222,32.227778,1.919111,,23.666667,86.00584
US_AL_01133,2020-08-31,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,576,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,,13.04,32.15,,41.46,24.4,21.266667,31.766667,12.643556,,22.657407,89.203763
US_AL_01133,2020-09-01,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,13,0,589,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,7.48,7.48,21.51,7.48,35.08,24.988889,21.483333,31.244444,9.8552,,23.12037,88.411741
US_AL_01133,2020-09-02,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,1,0,590,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,15.18,10.69,30.37,16.31,47.24,26.788889,23.277778,32.122222,5.6134,,23.583333,81.385204
US_AL_01133,2020-09-03,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,7,0,597,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,13.32,7.89,23.68,7.89,41.44,26.927778,23.127778,32.222222,0.0,,22.638889,76.347543
US_AL_01133,2020-09-04,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,600,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,,,25.58,,35.05,26.083333,21.65,32.411111,0.0,,22.361111,78.382944
US_AL_01133,2020-09-05,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,603,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,18.17,12.49,12.49,15.9,34.63,23.05,15.494444,30.627778,0.889,,16.027778,63.338367
US_AL_01133,2020-09-06,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,609,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,20.8,14.62,21.93,16.87,38.24,22.105556,14.138889,30.711111,0.0254,,16.018519,67.155008
US_AL_01133,2020-09-07,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,15,0,624,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,20.54,10.81,28.65,10.81,47.57,22.172222,14.722222,30.95,0.0,,16.574074,69.189932
US_AL_01133,2020-09-08,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,0,626,11,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,15.24,17.15,35.72,13.34,48.59,22.883333,16.044444,30.994444,0.0,,17.972222,72.111507
US_AL_01133,2020-09-09,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,13,1,639,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,17.52,9.28,27.82,10.3,36.58,23.383333,16.655556,30.766667,0.0,,18.462963,72.208539
US_AL_01133,2020-09-10,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,642,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,,,15.14,11.47,33.95,11.47,47.71,23.966667,17.944444,31.677778,0.0,,20.074074,76.962227
US_AL_01133,2020-09-11,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,0,647,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,-7,,-28,,13.5,9.31,31.19,11.64,37.24,25.583333,19.216667,33.144444,0.0,,21.222222,75.51299
US_AL_01133,2020-09-12,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,0,652,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-26,,15.56,,25.0,12.22,42.78,26.166667,21.45,32.672222,0.2286,,22.601852,79.443771
US_AL_01133,2020-09-13,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,13,0,665,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-21,,16.63,10.53,26.6,16.63,36.02,24.733333,22.016667,31.244444,5.969,,22.277778,84.11547
US_AL_01133,2020-09-14,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,668,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-20,,11.96,7.82,36.33,11.04,36.33,24.761111,20.972222,31.466667,16.8148,,21.314815,78.755927
US_AL_01133,2020-09-15,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,3,0,671,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-18,,7.18,6.73,26.92,,42.17,23.927778,20.538889,28.688889,3.937,,20.509259,80.146999
US_AL_01133,2020-09-16,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,9,0,680,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-24,,13.95,10.96,27.4,7.47,41.35,21.077778,18.972222,25.472222,0.5334,,17.537037,79.480457
US_AL_01133,2020-09-17,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,0,685,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-21,,10.09,,19.26,6.88,35.76,24.194444,20.372222,29.927778,4.684889,,19.388889,73.316011
US_AL_01133,2020-09-18,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,0,687,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-23,,10.27,8.93,26.78,6.7,26.34,21.372222,16.227778,27.538889,0.0,,16.064815,70.66631
US_AL_01133,2020-09-19,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,12,0,699,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-20,,15.88,9.64,26.65,17.01,43.66,18.927778,14.25,24.6,0.0,,13.435185,69.064924
US_AL_01133,2020-09-20,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,10,0,709,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-17,,,10.17,28.26,13.0,38.43,20.011111,14.516667,26.25,0.0,,13.824074,66.622894
US_AL_01133,2020-09-21,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,7,0,716,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-19,,10.14,11.59,28.0,7.72,49.73,18.133333,12.927778,24.888889,0.0,,10.305556,59.652443
US_AL_01133,2020-09-22,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,0,718,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-18,,8.41,,17.28,10.28,31.3,15.877778,9.238889,23.688889,0.0,,9.787037,65.916753
US_AL_01133,2020-09-23,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,0,0,718,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-18,3,14.54,,23.88,,35.83,17.105556,12.605556,22.538889,0.889,,13.222222,76.645864
US_AL_01133,2020-09-24,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,19,0,737,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-21,,7.51,8.45,17.37,,40.38,15.333333,12.644444,19.716667,24.2824,,14.766667,94.466543
US_AL_01133,2020-09-25,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,1,0,738,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-23,,16.51,8.26,24.77,,36.91,19.283333,17.566667,21.727778,36.2204,,18.046296,91.595526
US_AL_01133,2020-09-26,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,744,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-23,,11.77,,21.86,11.77,39.24,20.611111,18.638889,24.5,0.0762,,18.148148,84.245876
US_AL_01133,2020-09-27,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,1,0,745,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-16,,,,14.95,9.97,33.77,20.755556,15.666667,28.116667,0.0254,,17.62037,80.297055
US_AL_01133,2020-09-28,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,0,0,745,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-18,,13.6,6.58,22.38,7.46,39.49,20.338889,15.788889,26.85,2.8702,,18.648148,88.71759
US_AL_01133,2020-09-29,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,5,1,750,13,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-16,,8.81,10.28,20.07,8.32,44.07,15.5,11.961111,22.194444,3.7592,,11.416667,75.309093
US_AL_01133,2020-09-30,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,1,-1,751,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-22,2,10.81,,19.46,,43.79,15.033333,7.527778,24.816667,0.0,,9.185185,66.906669
US_AL_01133,2020-10-01,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,2,0,753,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-16,-1,11.91,7.15,15.24,,32.87,16.677778,9.783333,24.016667,0.0,,9.268519,61.321834
US_AL_01133,2020-10-02,ChIJiS7o5xoMiIgR87QJwv9ayJ8,Q503088,geoId/01133,US,United States of America,AL,Alabama,01133,Winston County,US,USA,2,6,0,759,12,,,23760,11727,12033,2542,2860,2509,2517,3005,3528,3281,2347,1171,1848803,34.149167,-87.374722,204,1637,74.983333,,,-21,,12.42,12.42,18.88,8.94,29.31,13.111111,6.077778,21.005556,0.0,,5.787037,60.854546
