location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_LA_22039,2020-01-01,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,,,,19.18,9.3,24.41,,34.3,,7.427778,3.355556,12.705556,0.0,,2.475309,72.006762
US_LA_22039,2020-01-02,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,11.22,14.95,8.01,14.95,,30.98,,43.79,,14.244444,9.922222,20.311111,17.8435,,12.012346,88.613305
US_LA_22039,2020-01-03,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,13.88,9.61,9.08,17.09,10.14,30.43,,42.18,,15.866667,14.338889,20.35,26.32075,,14.506173,91.952053
US_LA_22039,2020-01-04,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,14.37,13.18,,15.57,9.58,23.36,,39.53,,12.072222,5.983333,16.694444,4.064,,6.561728,69.697331
US_LA_22039,2020-01-05,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,12.8,9.31,11.05,15.13,9.89,32.0,,44.22,,9.327778,2.405556,19.983333,0.0,,4.820988,73.894419
US_LA_22039,2020-01-06,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,16.34,12.65,12.12,14.76,14.23,30.57,,41.12,11.07,13.6,7.411111,21.644444,0.0,,9.481481,76.875044
US_LA_22039,2020-01-07,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,,14.16,8.17,20.7,8.71,34.86,11.44,42.48,9.8,12.922222,6.722222,17.438889,0.0,,3.876543,54.712445
US_LA_22039,2020-01-08,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,13.75,16.92,19.04,14.81,11.63,41.25,11.11,53.94,22.21,7.744444,0.111111,18.405556,0.0,,-0.080247,58.235888
US_LA_22039,2020-01-09,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,,19.07,,20.16,9.81,26.7,16.89,46.86,10.35,14.266667,8.483333,22.072222,0.0254,,9.290123,72.604108
US_LA_22039,2020-01-10,ChIJr11F2q3TJIYRMBq6nv5znhs,Q504379,geoId/22039,US,United States of America,LA,Louisiana,22039,Evangeline Parish,US,USA,2,,,,,,,33663,17102,16561,4747,4651,4820,4178,3842,4411,3573,2288,1153,1837803,30.73,-92.41,1760,75.2,,,,,10.1,12.76,10.1,13.29,9.57,26.05,7.98,39.35,,20.25,17.816667,24.355556,0.0,,17.166667,82.747686
