location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27161,2020-01-01,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,8.65,,,19.89,7.35,,22.92,6.49,30.27,,-4.938272,-11.049383,2.0,0.141111,-7.407407,82.859554
US_MN_27161,2020-01-02,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,6.84,8.04,6.43,18.9,6.84,,16.49,8.44,32.57,6.84,1.277778,-0.746914,2.166667,0.0,-0.524691,87.818883
US_MN_27161,2020-01-03,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,6.15,8.83,6.15,13.83,8.45,,26.5,,30.73,,-0.191358,-1.076389,0.826389,0.0,-1.524691,90.775341
US_MN_27161,2020-01-04,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,,,8.84,24.31,,,22.98,7.07,36.24,,-3.530864,-5.734568,-0.111111,0.0,-5.166667,88.490028
US_MN_27161,2020-01-05,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,6.95,9.81,6.13,19.63,,,18.81,,31.49,,-0.876543,-4.462963,3.283951,0.1905,-3.845679,80.313003
US_MN_27161,2020-01-06,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,,5.84,6.18,13.74,,,24.73,,22.67,7.56,-2.87037,-6.512346,1.753086,0.0,-6.283951,77.351482
US_MN_27161,2020-01-07,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,,6.87,9.62,16.83,5.84,,26.79,,20.95,6.18,-3.154321,-8.302469,0.604938,0.0,-5.308642,85.108083
US_MN_27161,2020-01-08,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,5.22,,6.62,13.58,9.75,,26.81,,21.94,8.01,-14.37037,-18.901235,-8.87037,0.0,-18.024691,73.808746
US_MN_27161,2020-01-09,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,5.87,8.64,7.6,13.82,5.53,,34.54,6.22,30.4,10.36,-3.141975,-10.598765,4.04321,0.0,-6.901235,75.329107
US_MN_27161,2020-01-10,ChIJmzdsy_yi9ocRkG1GfEdBpjo,Q490652,geoId/27161,US,United States of America,MN,Minnesota,27161,Waseca County,US,USA,2,,,,,,,18713,8975,9738,2288,2539,2112,2500,2242,2495,2335,1273,929,1795881,44.02,-93.59,433,81.1,,,,,6.69,8.1,6.69,16.19,8.1,5.28,20.77,,27.11,8.45,-5.635802,-8.858025,-1.598765,0.0,-8.123457,82.687879
