location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WY_56007,2020-01-01,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,7.96,,10.3,,24.82,,-5.048611,-9.368056,-1.222222,0.254,50.8,-9.236111,72.890088
US_WY_56007,2020-01-02,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,10.16,,9.24,,30.03,,-3.659722,-8.097222,-0.722222,2.582333,50.8,-6.680556,79.973491
US_WY_56007,2020-01-03,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,10.07,8.63,7.19,14.38,,33.56,,-5.083333,-9.159722,-0.409722,0.036286,50.8,-8.708333,76.246012
US_WY_56007,2020-01-04,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,8.21,7.7,17.96,,19.5,,-3.881944,-10.236111,3.055556,0.09525,50.8,-8.604167,70.678091
US_WY_56007,2020-01-05,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,10.36,,13.32,8.88,21.71,,-5.708333,-12.548611,1.611111,0.084667,,-10.027778,72.225466
US_WY_56007,2020-01-06,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,,9.36,11.15,,26.75,,-5.138889,-10.361111,-0.201389,0.084667,,-9.868056,69.687069
US_WY_56007,2020-01-07,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,,7.96,13.26,,30.94,,-3.277778,-8.583333,1.993056,0.0,,-9.534722,62.386688
US_WY_56007,2020-01-08,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,7.7,12.68,15.85,,28.52,7.7,-3.930556,-9.590278,1.986111,0.0,,-10.368056,62.51023
US_WY_56007,2020-01-09,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,13.48,9.88,22.91,,29.2,,-4.402778,-10.520833,1.618056,0.042333,,-8.375,74.46034
US_WY_56007,2020-01-10,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,7.58,9.0,7.58,19.42,,24.63,,-7.975309,-13.080247,-2.265432,0.870857,,-11.82716,74.859942
US_WY_56007,2020-01-11,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,12.97,,20.54,,30.27,,-11.319444,-18.576389,-3.868056,0.254,50.8,-16.958333,64.546928
US_WY_56007,2020-01-12,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,10.92,7.94,13.9,,23.83,,-6.590278,-11.659722,-2.576389,0.290286,50.8,-10.541667,74.43327
US_WY_56007,2020-01-13,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,8.44,6.66,7.55,14.65,,27.09,,-5.881944,-10.694444,-1.458333,0.127,50.8,-9.798611,74.429784
US_WY_56007,2020-01-14,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,11.14,10.69,23.61,,21.38,,-4.020833,-11.159722,2.465278,0.0,50.8,-10.222222,62.443957
US_WY_56007,2020-01-15,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,10.74,7.61,,20.13,8.5,23.27,,-6.701389,-13.805556,1.493056,0.381,50.8,-11.604167,68.838898
US_WY_56007,2020-01-16,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,11.07,,19.84,,21.68,,-7.049383,-14.580247,3.401235,0.169333,50.8,-13.802469,60.321596
US_WY_56007,2020-01-17,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,6.52,,11.74,,18.7,,-2.160494,-9.314815,3.222222,0.0,,-8.135802,65.073317
US_WY_56007,2020-01-18,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,6.91,,11.66,,24.18,,-8.604167,-14.868056,0.118056,0.798286,,-13.944444,65.83204
US_WY_56007,2020-01-19,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,9.43,,,11.31,8.96,23.09,,-7.930556,-14.840278,-0.9375,0.0,30.48,-13.173611,66.465116
US_WY_56007,2020-01-20,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,8.92,14.86,,24.77,,25.76,,-9.569444,-15.395833,-1.076389,0.0,,-14.152778,70.129386
US_WY_56007,2020-01-21,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,7.92,17.7,,21.43,,32.61,,-1.284722,-8.361111,3.416667,0.0,,-6.347222,69.462158
US_WY_56007,2020-01-22,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,15.85,,17.21,,24.45,,-0.9375,-4.472222,2.847222,0.616857,,-3.819444,81.684779
US_WY_56007,2020-01-23,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,11.68,10.33,23.35,,21.11,8.98,-4.423611,-8.451389,1.868056,0.145143,,-8.576389,73.034966
US_WY_56007,2020-01-24,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,17.26,,16.76,,23.17,,-1.423611,-8.263889,2.291667,0.508,,-4.916667,78.194549
US_WY_56007,2020-01-25,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,9.88,,20.85,,27.98,,-0.895833,-5.076389,2.944444,0.338667,,-4.173611,79.432445
US_WY_56007,2020-01-26,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,23.87,,27.77,,23.87,,-1.118056,-5.451389,3.840278,0.0,,-5.708333,72.074626
US_WY_56007,2020-01-27,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,18.33,,27.05,8.29,18.33,,-0.465278,-4.9375,3.631944,0.0,,-3.604167,79.725199
US_WY_56007,2020-01-28,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,17.91,9.38,28.15,,24.74,,-5.215278,-11.152778,1.659722,1.632857,50.8,-9.020833,74.894374
US_WY_56007,2020-01-29,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,21.59,6.77,25.82,8.47,17.36,8.04,-3.458333,-7.263889,-0.368056,0.0,50.8,-6.388889,80.291175
US_WY_56007,2020-01-30,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,6.41,20.94,,32.48,,18.8,,-4.875,-9.388889,-0.368056,0.719667,78.74,-7.090278,84.723997
US_WY_56007,2020-01-31,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,24.42,,14.65,,21.76,,-8.756944,-15.902778,-0.118056,0.725714,78.74,-12.597222,74.286443
US_WY_56007,2020-02-01,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,19.09,,16.51,,25.8,,-3.027778,-10.625,2.722222,0.0,78.74,-8.194444,68.464572
US_WY_56007,2020-02-02,ChIJ4cpyvJ18XYcR41-7y64QqXo,Q156452,geoId/56007,US,United States of America,WY,Wyoming,56007,Carbon County,US,USA,2,,,,,,,15252,8178,7074,2033,1873,1906,2160,1724,1944,2033,1044,535,288626,41.69,-106.93,20627,78.725,,,,,,17.23,,19.84,,25.07,9.92,-1.923611,-9.451389,5.465278,0.03175,50.8,-10.743056,56.118109
