location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OK_40115,2020-01-01,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,7.81,13.01,7.81,,11.71,16.91,13.01,9.97,,,7.37,31.23,8.67,12.58,6.51,50.31,10.84,7.37,4.322222,-1.35,13.333333,0.0,-4.62963,52.05571
US_OK_40115,2020-01-02,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,8.37,10.88,13.39,7.95,5.86,10.05,19.67,11.3,10.46,5.86,,14.23,40.18,,9.21,,47.3,7.54,5.86,8.494444,5.5,12.655556,0.0,4.111111,73.112268
US_OK_40115,2020-01-03,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,6.59,9.06,14.41,9.47,,,16.06,9.47,10.29,5.76,,,30.88,8.23,7.82,,53.12,9.06,11.53,6.788889,3.372222,10.527778,0.0,4.222222,83.477863
US_OK_40115,2020-01-04,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,10.25,8.91,12.03,12.03,6.24,7.58,22.73,12.92,10.25,,,8.91,26.29,6.24,8.47,,49.02,8.47,6.68,3.105556,-1.638889,7.3,0.0,-5.820988,51.920653
US_OK_40115,2020-01-05,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,11.35,13.62,12.25,,7.26,18.61,14.52,9.98,,,9.53,23.6,8.62,10.89,,46.74,7.71,12.25,5.444444,-0.272222,13.988889,0.0,-4.925926,46.952882
US_OK_40115,2020-01-06,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,10.06,11.26,9.65,,,14.08,9.65,11.67,8.85,,12.47,23.33,,9.25,7.24,43.85,,,3.827778,-2.922222,11.883333,0.0,-3.62963,57.672191
US_OK_40115,2020-01-07,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,9.57,12.41,5.67,5.67,,21.28,9.22,6.74,4.96,6.38,6.38,31.56,7.09,8.87,7.45,37.94,6.74,7.45,4.4,-2.261111,12.283333,0.0,-4.469136,52.42914
US_OK_40115,2020-01-08,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,8.05,14.01,11.2,5.6,5.95,16.11,8.4,17.16,,,5.6,29.76,4.9,10.85,,38.52,10.5,,6.922222,0.161111,16.55,0.0,-5.54321,40.600064
US_OK_40115,2020-01-09,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,6.4,9.09,11.45,4.71,,,14.48,8.08,10.44,,8.08,12.46,35.7,6.4,5.72,7.75,37.38,12.12,,12.738889,10.461111,15.511111,0.0,4.277778,56.441171
US_OK_40115,2020-01-10,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,6.91,13.83,7.54,4.71,8.17,10.69,7.54,6.29,5.66,,6.91,27.03,4.4,7.54,5.66,34.25,,7.54,14.911111,8.477778,19.05,2.074333,13.771605,92.750478
US_OK_40115,2020-01-11,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,8.73,9.6,7.85,,9.16,14.4,10.91,6.11,,,7.85,25.31,6.98,9.16,,50.61,7.42,7.85,-0.833333,-5.611111,8.85,59.393667,-1.648148,93.060424
US_OK_40115,2020-01-12,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,,13.4,,7.78,,19.02,9.51,12.11,,7.35,12.54,28.54,6.05,8.65,,48.86,12.97,,-1.905556,-6.016667,6.972222,2.765778,-3.851852,86.157888
US_OK_40115,2020-01-13,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,6.25,7.56,10.85,10.85,,,15.13,10.2,11.51,4.93,5.92,13.81,27.3,6.91,5.26,6.25,42.42,,,3.683333,-1.672222,13.661111,0.0,0.722222,81.364646
US_OK_40115,2020-01-14,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,4.86,4.53,8.74,10.04,6.8,5.83,17.81,7.12,14.9,9.07,5.83,10.04,27.53,,6.8,7.12,36.92,7.45,5.83,9.555556,6.283333,14.288889,0.0,6.598765,82.073412
US_OK_40115,2020-01-15,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,,4.94,9.87,7.24,7.24,7.9,11.52,10.2,6.25,5.26,,9.21,31.59,6.25,7.57,6.91,48.7,8.56,,12.088889,7.227778,16.233333,0.0,9.790123,85.296056
US_OK_40115,2020-01-16,ChIJz2ZYPOo8yIcR3k9p59t5lbk,Q495564,geoId/40115,US,United States of America,OK,Oklahoma,40115,Ottawa County,US,USA,2,,,,,,,31368,15418,15950,4428,4439,4030,3411,3556,3846,3717,2544,1397,1818424,36.84,-94.81,1255,74.011111,,,,,,5.04,8.51,11.03,5.04,8.19,4.72,14.18,10.71,14.18,5.04,5.67,9.13,35.6,9.13,7.56,7.88,37.17,7.88,6.3,1.472222,-3.494444,9.922222,0.0,-1.95679,76.259742
