location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VI_78020,2020-03-11,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.9,23.605556,28.394444,0.2032,20.902778,72.709596
US_VI_78020,2020-03-12,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.655556,24.6,29.027778,0.762,20.569444,69.899653
US_VI_78020,2020-03-13,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.266667,23.766667,28.916667,0.0762,21.472222,75.26407
US_VI_78020,2020-03-14,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.311111,23.894444,28.705556,0.508,21.25,75.941645
US_VI_78020,2020-03-15,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.761111,23.85,28.166667,1.5748,18.680556,64.816092
US_VI_78020,2020-03-16,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.644444,23.55,28.227778,0.3048,19.555556,68.496597
US_VI_78020,2020-03-17,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.333333,24.277778,28.711111,0.310444,20.958333,71.740958
US_VI_78020,2020-03-18,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.755556,23.744444,28.661111,1.411111,21.611111,77.785381
US_VI_78020,2020-03-19,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.216667,24.077778,28.705556,2.173111,20.805556,71.617725
US_VI_78020,2020-03-20,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.727778,22.955556,28.572222,3.330222,20.333333,71.897712
US_VI_78020,2020-03-21,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.244444,22.7,27.85,2.229556,19.791667,71.043217
US_VI_78020,2020-03-22,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.65,23.7,28.161111,3.217333,20.875,75.055882
US_VI_78020,2020-03-23,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.488889,23.244444,27.9,7.0612,20.222222,71.973749
US_VI_78020,2020-03-24,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.4,23.538889,27.705556,3.4544,20.083333,72.121234
US_VI_78020,2020-03-25,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.25,24.4,28.355556,0.381,19.833333,67.727634
US_VI_78020,2020-03-26,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.527778,21.622222,28.65,0.056444,19.902778,71.398102
US_VI_78020,2020-03-27,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.966667,22.761111,28.833333,0.0508,21.013889,74.563378
US_VI_78020,2020-03-28,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.344444,23.611111,28.987654,0.4572,21.319444,73.04862
US_VI_78020,2020-03-29,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.688889,24.711111,28.883333,0.3556,21.055556,70.462003
US_VI_78020,2020-03-30,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.394444,24.688889,28.616667,0.0254,19.708333,66.006602
US_VI_78020,2020-03-31,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.080247,23.716049,28.635802,0.0,19.833333,67.465152
US_VI_78020,2020-04-01,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.722222,22.512346,28.87037,0.0,20.055556,69.868928
US_VI_78020,2020-04-02,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.561111,23.65,29.127778,0.0,20.763889,69.952544
US_VI_78020,2020-04-03,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,27.3,24.477778,29.544444,0.0,20.930556,67.506641
US_VI_78020,2020-04-04,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.833333,23.364198,29.320988,0.0,21.597222,72.697866
US_VI_78020,2020-04-05,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.611111,23.727778,29.705556,0.0,21.263889,71.42917
