location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VI_78020,2020-01-01,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.4,24.266667,29.177778,2.8702,23.319444,84.289713
US_VI_78020,2020-01-02,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.788889,23.888889,28.338889,1.665111,23.152778,86.761467
US_VI_78020,2020-01-03,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.922222,23.977778,28.277778,1.5875,22.305556,82.045335
US_VI_78020,2020-01-04,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.444444,24.677778,28.283333,0.112889,20.638889,70.928374
US_VI_78020,2020-01-05,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.988889,23.788889,28.655556,0.0,20.861111,74.720015
US_VI_78020,2020-01-06,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.566667,23.316667,28.477778,0.225778,21.430556,79.127312
US_VI_78020,2020-01-07,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.061111,23.088889,28.822222,0.127,20.5,71.746644
US_VI_78020,2020-01-08,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.516667,24.222222,29.15,0.084667,21.791667,75.951847
US_VI_78020,2020-01-09,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.744444,24.394444,29.827778,0.9398,21.819444,74.628155
US_VI_78020,2020-01-10,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.927778,24.605556,29.077778,1.524,20.555556,69.150548
US_VI_78020,2020-01-11,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.65,23.677778,28.916667,0.7366,19.958333,66.799059
US_VI_78020,2020-01-12,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.433333,24.1,28.372222,0.1016,21.152778,73.191181
US_VI_78020,2020-01-13,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.2,24.466667,28.377778,2.173111,20.180556,69.869537
US_VI_78020,2020-01-14,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.338889,22.9,27.638889,1.580444,20.25,74.43817
US_VI_78020,2020-01-15,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.461111,22.494444,28.044444,2.652889,20.75,75.770048
US_VI_78020,2020-01-16,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.677778,23.122222,28.077778,0.451556,19.930556,71.126827
US_VI_78020,2020-01-17,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.583333,22.955556,28.55,0.0762,20.458333,74.158153
US_VI_78020,2020-01-18,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.716667,23.333333,28.25,0.0,19.944444,70.559271
US_VI_78020,2020-01-19,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.122222,23.188889,27.4,0.127,20.277778,75.194445
US_VI_78020,2020-01-20,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,24.983333,23.077778,27.672222,1.721556,21.791667,84.026745
US_VI_78020,2020-01-21,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.905556,24.111111,27.761111,1.7526,21.305556,76.97044
US_VI_78020,2020-01-22,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.472222,24.427778,28.283333,0.1778,21.763889,76.737887
US_VI_78020,2020-01-23,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.433333,24.233333,28.066667,1.834444,22.111111,78.36482
US_VI_78020,2020-01-24,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,24.65,22.905556,27.077778,6.124222,22.194444,86.487064
US_VI_78020,2020-01-25,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.172222,22.794444,27.844444,1.100667,20.944444,78.590529
US_VI_78020,2020-01-26,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,24.794444,22.677778,27.616667,1.241778,21.444444,84.691695
US_VI_78020,2020-01-27,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.238889,22.727778,28.205556,1.044222,21.722222,78.991646
US_VI_78020,2020-01-28,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.5,22.694444,28.338889,0.6096,22.486111,86.083335
US_VI_78020,2020-01-29,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.8,22.9,29.083333,0.2032,21.5,79.420619
US_VI_78020,2020-01-30,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.905556,22.544444,29.066667,0.0,21.708333,77.90485
US_VI_78020,2020-01-31,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.388889,23.55,29.283333,0.0,22.194444,78.300329
US_VI_78020,2020-02-01,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.538889,24.244444,29.105556,0.0508,21.736111,74.705981
US_VI_78020,2020-02-02,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.505556,24.044444,29.094444,0.0,21.208333,74.315586
US_VI_78020,2020-02-03,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.066667,23.177778,29.366667,0.0,21.194444,74.538607
US_VI_78020,2020-02-04,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.333333,23.527778,29.288889,0.0,20.736111,70.451995
US_VI_78020,2020-02-05,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.605556,24.161111,29.616667,0.0508,21.458333,73.111307
US_VI_78020,2020-02-06,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,27.094444,24.961111,29.588889,0.4572,21.5,71.268466
US_VI_78020,2020-02-07,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.9,24.761111,29.094444,0.141111,21.458333,72.316087
US_VI_78020,2020-02-08,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.755556,25.133333,28.861111,0.381,20.069444,66.622184
US_VI_78020,2020-02-09,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.561111,24.1,29.127778,0.254,20.736111,68.843672
US_VI_78020,2020-02-10,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.783333,24.538889,29.205556,0.127,20.777778,69.034963
US_VI_78020,2020-02-11,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.622222,24.222222,29.161111,0.1016,20.347222,68.008769
US_VI_78020,2020-02-12,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.427778,24.438889,28.872222,0.0,20.930556,71.689153
US_VI_78020,2020-02-13,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.611111,24.994444,29.055556,0.5842,19.763889,65.703549
US_VI_78020,2020-02-14,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.005556,23.844444,28.422222,0.0,21.055556,73.892065
US_VI_78020,2020-02-15,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.772222,23.45,28.577778,5.108222,21.333333,76.583453
US_VI_78020,2020-02-16,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.888889,24.066667,28.066667,1.298222,21.416667,76.615495
US_VI_78020,2020-02-17,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.194444,24.1,28.861111,1.1684,20.861111,72.150048
US_VI_78020,2020-02-18,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.294444,23.95,28.85,0.254,20.847222,71.745959
US_VI_78020,2020-02-19,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.083333,24.15,28.555556,0.225778,20.513889,71.34692
US_VI_78020,2020-02-20,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.494444,24.755556,28.683333,0.635,19.652778,65.886467
US_VI_78020,2020-02-21,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.15,23.844444,28.861111,0.0,19.625,67.45691
US_VI_78020,2020-02-22,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.011111,23.355556,29.111111,0.0,20.041667,70.96342
US_VI_78020,2020-02-23,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.644444,22.805556,28.461111,0.0,19.847222,70.582752
US_VI_78020,2020-02-24,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,24.927778,22.511111,27.761111,0.169333,20.75,77.909143
US_VI_78020,2020-02-25,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.244444,22.794444,27.777778,0.874889,21.652778,81.414096
US_VI_78020,2020-02-26,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.6,23.55,28.227778,0.733778,21.611111,78.659958
US_VI_78020,2020-02-27,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.744444,22.883333,28.55,0.2794,19.5,68.601021
US_VI_78020,2020-02-28,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.061111,23.283333,28.777778,0.028222,21.041667,74.228215
US_VI_78020,2020-02-29,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.866667,22.916667,28.983333,0.0,21.152778,75.04606
US_VI_78020,2020-03-01,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.977778,22.977778,29.072222,0.1016,21.305556,76.583483
US_VI_78020,2020-03-02,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.45,22.85,28.527778,1.354667,20.916667,76.033849
US_VI_78020,2020-03-03,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.422222,24.088889,29.083333,0.762,20.263889,69.228863
US_VI_78020,2020-03-04,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.355556,23.805556,29.133333,0.0254,20.319444,69.047789
US_VI_78020,2020-03-05,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.683333,24.388889,29.211111,0.0254,20.930556,70.32686
US_VI_78020,2020-03-06,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.311111,23.783333,28.961111,0.790222,20.736111,71.39125
US_VI_78020,2020-03-07,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,25.911111,23.422222,28.588889,0.479778,20.888889,74.820408
US_VI_78020,2020-03-08,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,24.972222,22.588889,28.016667,0.423333,21.027778,78.63278
US_VI_78020,2020-03-09,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,24.822222,22.988889,27.016667,1.524,20.916667,79.999181
US_VI_78020,2020-03-10,ChIJlXiAd5ASBYwRmmnTJdolT7U,Q849441,geoid/78020,US,United States of America,VI,Virgin Islands,78020,Saint John,US,USA,2,,,,,4170,254585,18.333333,-64.733333,121,50,26.111111,23.238889,28.805556,2.455333,19.902778,68.963702
