location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29027,2020-01-11,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.41,6.72,6.09,7.97,5.04,7.56,5.67,,,15.11,,9.23,,3.99,10.91,,,4.41,,4.2,5.88,,6.72,27.07,5.46,,8.19,3.15,,5.46,6.09,39.46,,6.51,4.83,4.62,4.41,,,1.214286,-4.111111,11.531746,61.6712,30.48,0.238095,93.242895
US_MO_29027,2020-01-12,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.08,8.25,3.17,7.83,6.98,,5.08,4.65,5.29,14.81,6.77,7.83,4.44,4.87,5.92,5.5,3.38,4.02,5.29,4.44,3.17,3.6,4.65,23.69,5.92,,5.71,4.02,4.65,4.44,5.08,37.86,2.96,6.98,6.56,4.65,4.65,,3.6,-4.063492,-5.992063,-0.936508,3.2512,,-5.650794,88.821672
US_MO_29027,2020-01-13,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,3.41,5.69,4.74,8.34,10.43,5.5,6.07,4.93,3.41,13.08,,6.83,,4.55,8.72,3.79,3.98,6.07,5.12,3.79,6.45,3.6,4.93,28.63,6.83,3.79,5.69,4.36,5.31,,6.83,39.25,2.84,7.02,5.88,4.17,5.69,4.17,3.41,0.071429,-2.126984,3.595238,0.0,30.48,-1.039683,92.270152
US_MO_29027,2020-01-14,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.77,6.14,3.54,8.94,8.38,5.59,8.01,3.54,2.79,12.85,4.47,7.45,2.98,4.28,8.01,,6.33,4.84,6.52,2.98,7.26,,7.63,25.51,5.96,,5.59,4.1,4.28,5.4,5.03,40.97,2.61,8.75,3.54,3.91,4.47,,4.1,5.5,0.763889,11.451389,0.217714,30.48,3.277778,85.790224
US_MO_29027,2020-01-15,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,3.45,3.83,4.22,6.33,4.99,6.71,5.37,3.83,3.07,14.19,5.56,7.09,3.26,4.99,9.97,4.6,6.52,3.45,3.45,3.64,5.75,,7.86,27.04,5.37,4.03,4.6,,5.56,6.14,6.14,38.35,2.69,7.09,5.75,4.6,4.22,2.88,,8.95679,4.950617,12.839506,0.0,,6.95679,87.385098
US_MO_29027,2020-01-16,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.69,6.75,2.63,12.19,8.25,6.0,4.31,4.13,,12.19,4.13,6.75,3.75,3.56,8.44,4.13,3.94,2.81,3.38,2.81,5.63,,5.82,21.95,3.38,,5.63,,3.75,3.94,5.63,33.76,3.0,4.13,6.38,5.07,3.94,3.19,,-2.222222,-7.067901,6.135802,0.028222,,-6.82716,70.883624
US_MO_29027,2020-01-17,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.4,4.2,5.61,5.21,7.61,3.6,5.41,5.41,,13.61,,8.21,3.4,4.2,6.01,4.0,5.0,4.6,4.0,5.21,4.6,,7.01,17.62,,3.0,5.61,,3.6,,5.41,35.84,5.41,6.21,6.41,3.0,4.2,4.0,,-2.487654,-4.685185,0.345679,2.032,,-6.567901,73.655522
US_MO_29027,2020-01-18,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.46,4.46,,9.81,6.69,7.13,4.01,4.91,3.34,12.48,4.68,8.25,,6.02,6.24,3.79,3.79,5.35,6.02,4.01,4.68,4.01,4.91,23.41,4.01,4.24,4.46,,,4.91,4.68,35.67,,6.46,5.13,4.68,,3.34,3.34,2.141975,-1.691358,7.320988,37.634333,,-0.944444,80.311796
US_MO_29027,2020-01-19,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,3.45,7.12,5.18,8.2,10.14,4.96,4.32,3.67,3.67,12.09,3.02,8.42,,6.91,7.99,,4.1,3.45,,6.26,3.67,,9.28,17.7,4.53,,8.2,3.67,,3.45,6.26,34.1,,4.53,3.24,3.02,3.67,4.32,3.24,-6.493827,-10.679012,-0.388889,1.016,,-14.524691,53.198053
US_MO_29027,2020-01-20,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,6.8,7.0,4.0,10.21,5.6,6.4,4.6,5.0,,11.4,3.8,7.0,3.4,4.4,6.8,4.4,6.0,,3.0,7.6,5.2,3.8,7.6,22.41,6.4,,7.2,,4.2,4.6,6.4,38.82,3.0,9.2,3.8,4.2,5.2,4.4,3.6,-9.333333,-11.148148,-6.555556,0.0,30.48,-13.160494,73.850601
US_MO_29027,2020-01-21,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.19,7.88,3.11,11.41,7.26,6.43,5.39,4.98,3.94,15.97,,10.16,3.11,6.22,8.92,4.36,4.56,4.56,4.77,,8.5,2.9,4.77,26.76,6.84,,7.26,4.15,4.36,8.71,6.01,40.86,3.32,6.84,5.19,4.77,3.94,4.56,,-6.95679,-11.802469,0.5,0.7112,30.48,-10.246914,77.463266
US_MO_29027,2020-01-22,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.35,7.38,4.43,9.96,8.86,4.06,5.9,5.35,,17.71,4.98,11.07,,7.57,7.93,6.09,4.43,4.43,3.14,3.14,7.57,,6.83,26.39,5.54,,9.04,,4.8,7.75,5.54,34.13,4.61,7.38,5.35,3.32,3.14,3.51,2.77,-1.234568,-3.697531,1.141975,0.0,30.48,-6.166667,69.266247
US_MO_29027,2020-01-23,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,3.57,9.91,3.57,8.92,7.53,5.75,3.77,3.77,3.17,16.65,3.77,8.33,3.96,7.33,7.93,5.16,3.17,5.16,4.56,,6.15,,5.35,29.14,7.93,7.53,6.94,,4.56,7.73,3.77,38.86,,7.53,7.53,5.35,3.96,4.76,3.37,0.791667,-0.263889,1.854167,4.4196,30.48,-0.404762,92.369808
US_MO_29027,2020-01-24,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.68,5.11,5.74,8.3,9.15,6.38,5.53,4.89,4.04,22.97,,7.02,3.19,5.11,8.3,4.89,4.89,4.68,4.47,2.98,4.68,,6.17,26.16,4.25,,5.74,,4.89,2.98,6.59,39.56,5.53,6.59,5.74,3.83,4.04,4.68,3.4,0.592593,0.037037,1.697531,6.180667,99.06,-0.191358,94.549791
US_MO_29027,2020-01-25,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.79,6.02,4.4,10.19,6.71,4.63,4.17,5.09,3.47,20.84,,6.25,4.4,5.09,8.33,6.02,5.33,,5.33,4.86,6.48,3.24,5.56,30.1,6.71,4.86,6.95,,,6.48,5.56,42.37,5.56,5.09,6.02,3.94,7.41,5.33,5.56,0.376543,-0.808642,1.802469,2.497667,50.8,-2.197531,82.973062
US_MO_29027,2020-01-26,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.12,5.15,3.92,8.45,6.6,4.74,3.71,3.5,3.5,23.3,,8.04,3.3,7.21,10.93,4.74,4.95,4.33,4.33,,3.3,3.5,7.21,28.86,5.57,,6.18,3.3,,2.89,4.12,36.08,3.3,4.54,5.77,4.54,3.09,,3.5,-0.382716,-4.833333,5.141975,0.0,78.74,-2.759259,84.128252
US_MO_29027,2020-01-27,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.15,5.34,5.53,7.82,9.16,4.39,6.49,3.82,2.86,25.57,3.24,10.88,,4.39,8.78,7.25,4.77,4.96,2.86,3.82,2.86,2.86,8.59,36.83,6.11,4.2,6.49,2.67,4.39,5.34,5.72,33.2,,4.58,4.39,5.15,3.24,4.01,4.58,-0.024691,-2.450617,3.407407,0.0,30.48,-1.006173,93.204135
US_MO_29027,2020-01-28,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,2.82,5.65,3.39,6.02,12.42,5.46,9.04,4.52,3.95,22.4,3.58,7.91,3.95,4.71,9.6,6.21,8.28,5.46,4.89,4.14,3.95,3.39,7.15,41.22,6.59,2.63,4.52,3.77,5.65,3.95,4.52,38.96,6.96,7.34,5.46,3.2,2.82,3.01,,-0.58642,-1.296296,0.567901,0.0,50.8,-1.67284,92.452645
US_MO_29027,2020-01-29,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,5.02,4.83,5.39,10.22,8.55,3.72,6.88,3.53,5.39,25.46,3.72,7.81,2.79,5.21,10.22,4.65,5.58,5.58,2.79,,4.46,,7.43,34.76,4.09,,5.21,2.6,4.65,2.97,5.58,37.36,4.09,7.99,7.43,4.28,6.13,4.09,3.9,-0.901235,-2.123457,0.203704,1.2192,30.48,-2.839506,86.793785
US_MO_29027,2020-01-30,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.82,4.63,6.3,7.42,4.63,6.3,,3.15,3.15,28.55,4.08,7.97,,5.93,7.6,2.97,5.56,4.82,3.71,,7.42,2.6,6.67,33.0,8.34,2.78,5.93,,7.04,5.56,7.79,40.23,3.71,7.04,3.71,3.34,4.45,,,-0.506173,-1.759259,1.95679,0.903111,30.48,-2.962963,83.656326
US_MO_29027,2020-01-31,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.42,5.76,6.15,9.61,9.8,3.08,3.84,3.08,2.69,27.1,3.27,7.88,3.46,4.23,6.15,5.19,5.76,3.27,4.23,,5.19,2.88,5.57,38.44,9.8,3.46,6.34,,5.76,4.23,4.61,35.36,,5.96,8.46,3.65,3.08,,3.46,2.32716,0.388889,5.759259,0.0,,0.228395,86.106581
US_MO_29027,2020-02-01,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.08,6.35,6.35,9.76,5.9,4.08,4.54,,,19.74,,9.53,6.58,3.4,6.13,,5.45,4.99,,3.63,5.22,3.18,6.35,25.19,6.13,,3.86,,4.08,3.63,,39.94,,6.13,6.13,,4.99,4.54,3.63,2.919753,-0.444444,7.62963,0.0,,-0.234568,79.974199
US_MO_29027,2020-02-02,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,6.3,5.4,4.05,11.71,4.28,5.63,3.15,,,22.74,3.38,9.23,3.15,5.18,6.98,6.53,5.63,,,,7.88,,3.15,24.99,6.08,3.38,7.66,3.38,3.38,4.28,,35.12,4.28,9.01,5.85,7.66,3.15,4.05,6.3,9.388889,2.833333,19.493827,0.0,,0.080247,52.903738
US_MO_29027,2020-02-03,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.01,4.59,4.78,6.88,8.41,3.25,4.21,2.87,3.25,20.07,3.44,9.94,3.63,5.16,7.46,4.78,5.93,7.26,3.82,4.01,,2.87,6.12,27.72,5.54,,6.69,2.68,3.63,5.16,4.97,33.84,4.01,6.88,4.4,4.59,3.25,3.82,3.06,11.734568,4.746914,20.759259,0.0,,1.734568,51.45782
US_MO_29027,2020-02-04,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,3.96,7.93,4.91,10.0,6.42,4.34,5.28,,3.96,19.62,,9.25,,6.23,10.0,,6.04,6.61,,,2.83,,4.53,28.31,,,7.36,,4.91,3.02,7.36,39.44,4.15,5.28,4.15,4.72,5.28,6.04,2.83,4.549383,0.45679,14.623457,0.127,,0.703704,76.318557
US_MO_29027,2020-02-05,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,4.68,5.65,4.68,10.72,12.08,4.09,5.07,4.87,,17.73,,9.74,3.51,3.7,6.04,4.09,3.31,5.85,,4.29,4.09,,7.41,23.38,4.48,2.92,6.24,4.48,3.51,3.51,6.63,32.93,,6.82,4.48,2.73,2.73,,4.48,-0.67284,-2.135802,0.617284,1.947333,50.8,-4.259259,77.477874
US_MO_29027,2020-02-06,ChIJwW7F7wSxw4cR3_IDVcX9V0U,Q485213,geoId/29027,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2,,,,,,,44982,23087,21895,5090,5865,6469,5816,5493,6310,5358,3005,1576,1180450,38.84,-91.92,2194,77.5875,,,,,,7.23,4.75,4.55,11.37,7.44,7.03,6.41,5.99,,23.15,4.55,10.13,3.51,6.61,11.37,4.34,4.75,7.65,4.75,3.51,6.2,,7.03,27.08,4.34,3.1,5.17,,8.06,6.41,4.34,42.99,4.55,7.44,6.61,4.34,4.55,3.31,3.1,-2.376543,-3.962963,-0.111111,4.826,,-5.209877,81.032214
