location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72021,2020-01-01,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.5,23.660494,29.141975,0.22225,23.597222,83.670152
US_PR_72021,2020-01-02,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.475309,24.518519,28.790123,0.028222,22.847222,80.56337
US_PR_72021,2020-01-03,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.765432,23.722222,28.302469,1.058333,22.888889,85.016628
US_PR_72021,2020-01-04,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.055556,23.438272,28.592593,2.19075,20.361111,70.056074
US_PR_72021,2020-01-05,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.141975,22.401235,28.154321,0.042333,21.319444,80.075484
US_PR_72021,2020-01-06,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.080247,22.993827,27.728395,1.439333,22.305556,86.167376
US_PR_72021,2020-01-07,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.123457,23.111111,28.740741,0.282222,21.277778,74.193983
US_PR_72021,2020-01-08,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.283951,23.901235,28.888889,0.09525,22.125,78.811858
US_PR_72021,2020-01-09,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.561728,24.018519,29.191358,0.653143,22.0,75.158407
US_PR_72021,2020-01-10,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.716049,23.814815,29.12963,2.104571,21.347222,72.830959
US_PR_72021,2020-01-11,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.419753,23.604938,29.191358,0.5715,20.486111,69.120312
US_PR_72021,2020-01-12,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.037037,23.481481,28.580247,0.508,21.736111,77.472911
US_PR_72021,2020-01-13,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.919753,23.475309,28.388889,2.757714,20.902778,73.43204
US_PR_72021,2020-01-14,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.469136,22.901235,27.944444,0.818444,20.305556,72.543937
US_PR_72021,2020-01-15,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.432099,22.462963,28.320988,1.9685,21.5,79.972547
US_PR_72021,2020-01-16,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.567901,22.160494,28.518519,1.3335,19.555556,68.584013
US_PR_72021,2020-01-17,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.5,22.098765,28.481481,0.592667,21.083333,76.382082
US_PR_72021,2020-01-18,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.432099,22.425926,28.419753,0.036286,20.097222,70.915308
US_PR_72021,2020-01-19,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.135802,22.469136,27.981481,1.17475,20.694444,76.173702
US_PR_72021,2020-01-20,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.259259,22.82716,28.055556,3.483429,22.180556,83.779024
US_PR_72021,2020-01-21,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.141975,22.987654,28.783951,2.76225,21.375,74.833296
US_PR_72021,2020-01-22,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.024691,23.302469,28.783951,0.225778,21.930556,79.751932
US_PR_72021,2020-01-23,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.685185,23.179012,28.080247,2.503714,22.236111,83.32135
US_PR_72021,2020-01-24,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,24.950617,22.864198,27.703704,8.382,22.291667,85.682716
US_PR_72021,2020-01-25,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.018519,22.037037,28.067901,4.854222,21.305556,80.519624
US_PR_72021,2020-01-26,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.006173,22.290123,27.635802,1.5875,21.222222,80.914914
US_PR_72021,2020-01-27,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,24.888889,22.080247,28.006173,3.39725,21.703704,81.023866
US_PR_72021,2020-01-28,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.462963,22.240741,28.246914,0.931333,22.027778,84.384942
US_PR_72021,2020-01-29,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.691358,22.141975,29.061728,0.0,21.291667,78.771034
US_PR_72021,2020-01-30,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,25.895062,22.166667,29.493827,0.028222,21.513889,75.224654
US_PR_72021,2020-01-31,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.339506,22.907407,29.598765,0.0,21.763889,76.086424
US_PR_72021,2020-02-01,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.555556,23.62963,29.080247,0.028222,21.805556,74.052574
US_PR_72021,2020-02-02,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.561728,23.41358,29.740741,0.0,20.791667,71.255743
US_PR_72021,2020-02-03,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.246914,22.790123,29.493827,0.0,20.972222,72.302252
US_PR_72021,2020-02-04,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.462963,23.438272,29.104938,0.028222,20.75,69.760013
US_PR_72021,2020-02-05,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.623457,23.932099,29.216049,0.028222,21.097222,70.621272
US_PR_72021,2020-02-06,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.975309,24.401235,29.549383,0.141111,21.333333,70.565755
US_PR_72021,2020-02-07,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.901235,24.228395,29.222222,0.254,21.236111,71.357891
US_PR_72021,2020-02-08,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.654321,24.623457,29.080247,0.056444,20.277778,67.263009
US_PR_72021,2020-02-09,ChIJpVNddcFBA4wRBiWfz-BFWPc,Q739675,geoId/72021,US,United States of America,PR,Puerto Rico,72021,Bayamón Municipio,US,USA,2,,,,,185187,4468234,18.383333,-66.15,101,70,,,,,,,26.444444,23.506173,28.882716,0.15875,20.708333,69.390468
