location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48407,2020-01-01,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,10.44,9.45,8.45,16.9,10.44,8.45,33.3,15.91,39.27,10.94,11.209877,7.87037,14.746914,0.0,,2.880952,59.658174
US_TX_48407,2020-01-02,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,9.65,9.65,,16.26,12.2,,25.41,,52.84,11.69,14.876543,12.339506,17.444444,5.475111,,13.468254,92.747401
US_TX_48407,2020-01-03,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,12.88,12.34,,20.39,8.59,9.66,34.88,8.59,41.85,,15.506173,12.302469,19.54321,4.035778,,12.087302,81.665801
US_TX_48407,2020-01-04,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,8.03,9.64,,20.35,10.18,9.64,24.1,8.57,45.52,10.18,11.962963,4.962963,19.796296,0.0,,3.412698,57.726409
US_TX_48407,2020-01-05,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,13.54,9.21,20.04,9.21,13.0,27.08,8.12,49.83,8.12,13.407407,6.574074,22.814815,0.0,,4.547619,57.58037
US_TX_48407,2020-01-06,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,11.99,,21.8,10.9,15.26,26.16,11.45,38.7,9.81,15.419753,8.925926,23.17284,0.0,,8.730159,66.538822
US_TX_48407,2020-01-07,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,15.89,7.94,10.06,10.06,11.12,21.71,11.65,40.24,10.59,14.296296,6.833333,19.944444,0.0,,1.992063,44.530605
US_TX_48407,2020-01-08,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,8.26,12.86,7.35,17.45,11.48,10.1,34.43,,44.07,11.02,10.790123,3.962963,19.450617,0.0,,1.952381,57.958019
US_TX_48407,2020-01-09,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,9.92,13.64,5.79,9.92,,,28.52,9.09,37.61,15.29,18.092593,14.160494,22.938272,0.0,,14.579365,80.095741
US_TX_48407,2020-01-10,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,10.22,6.95,13.9,7.77,6.54,21.67,7.36,29.85,9.0,21.382716,19.623457,22.993827,0.084667,,18.666667,82.87673
US_TX_48407,2020-01-11,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,11.3,,17.76,,9.15,28.52,,41.43,,14.987654,8.506173,22.864198,18.880667,,10.769841,77.474472
US_TX_48407,2020-01-12,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,10.31,9.77,8.68,11.39,11.39,19.53,,49.91,10.31,6.240741,1.518519,13.648148,6.858,,2.285714,78.133527
US_TX_48407,2020-01-13,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,9.41,11.98,,15.83,8.13,11.12,29.95,6.42,46.21,6.85,12.191358,8.08642,17.067901,0.056444,,9.714286,85.606299
US_TX_48407,2020-01-14,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,,8.16,13.46,9.79,10.2,30.59,,35.89,7.75,19.67284,15.148148,24.246914,3.922889,,18.309524,92.602965
US_TX_48407,2020-01-15,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,10.75,9.92,8.68,6.2,9.1,22.74,12.82,40.94,11.16,21.95679,19.617284,26.092593,4.572,,20.047619,87.253692
US_TX_48407,2020-01-16,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,7.05,12.85,6.22,8.29,10.37,9.12,21.98,8.29,36.49,11.61,20.746914,18.679012,24.061728,0.0,,18.944444,88.246058
US_TX_48407,2020-01-17,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,8.42,12.03,8.82,7.62,7.62,11.22,24.85,,29.26,,17.691358,15.12963,21.660494,0.479778,,15.706349,89.266957
US_TX_48407,2020-01-18,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,9.84,,14.49,12.42,,27.43,10.35,42.96,10.35,19.95679,17.876543,22.530864,0.846667,,18.007937,87.961391
US_TX_48407,2020-01-19,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,14.93,9.27,13.38,12.35,10.29,23.16,11.32,42.72,10.29,11.932099,5.938272,18.950617,1.919111,,-0.563492,42.927155
US_TX_48407,2020-01-20,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,10.48,8.28,9.38,15.45,11.59,14.9,36.42,8.28,50.77,8.28,8.839506,2.975309,15.796296,0.0,,-2.539683,46.897655
US_TX_48407,2020-01-21,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,8.72,9.16,8.72,19.62,8.29,8.72,38.38,,34.89,10.03,8.561728,3.388889,14.679012,0.0,,-0.730159,55.15638
US_TX_48407,2020-01-22,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,6.78,10.59,28.8,9.32,,38.96,9.74,49.55,10.16,9.462963,6.067901,13.308642,0.254,,4.698413,74.638522
US_TX_48407,2020-01-23,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,13.61,11.05,,22.11,8.5,11.9,36.99,8.08,44.64,7.23,14.444444,11.506173,16.006173,18.513778,,11.865079,86.196791
US_TX_48407,2020-01-24,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,8.44,11.99,9.32,15.98,7.99,7.55,35.96,9.77,47.95,,10.746914,4.91358,18.82716,1.919111,,3.555556,63.129934
US_TX_48407,2020-01-25,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,8.71,13.94,9.29,26.14,13.94,8.71,40.66,,45.89,,11.679012,6.185185,18.716049,0.0,,4.34127,63.977507
US_TX_48407,2020-01-26,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,11.97,,24.47,11.45,7.81,34.88,8.85,49.98,8.85,16.75,14.118056,22.263889,3.07975,,12.037037,74.774426
US_TX_48407,2020-01-27,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,8.22,8.22,18.16,9.95,,26.38,6.05,45.4,10.81,13.796296,10.611111,19.54321,0.874889,,10.738095,83.116745
US_TX_48407,2020-01-28,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,6.99,9.45,10.68,19.31,13.15,7.4,36.98,8.22,29.17,9.04,13.641975,11.462963,16.932099,0.028222,,11.055556,85.627519
US_TX_48407,2020-01-29,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,9.98,12.59,7.81,20.4,12.16,7.38,33.86,10.42,50.79,11.72,10.358025,7.648148,15.753086,7.874,,5.579365,73.620327
US_TX_48407,2020-01-30,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,16.33,10.88,31.4,13.4,7.54,47.3,7.12,36.42,10.05,9.987654,8.561728,12.604938,0.0,,6.492063,79.722889
US_TX_48407,2020-01-31,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,6.24,,27.02,5.82,,37.42,6.24,40.33,9.98,11.123457,8.709877,14.37037,0.028222,,7.47619,79.36075
US_TX_48407,2020-02-01,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,12.86,,22.37,12.86,,38.03,,45.3,,10.685185,4.462963,20.0,0.0,,2.47619,58.953863
US_TX_48407,2020-02-02,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,10.9,9.86,23.35,13.49,10.38,26.46,16.09,40.48,,14.203704,6.864198,24.351852,0.0,,2.674603,47.499921
US_TX_48407,2020-02-03,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,6.59,9.06,17.71,11.53,7.41,36.66,6.59,36.66,,17.45679,11.691358,23.320988,0.0,,11.087302,66.51906
US_TX_48407,2020-02-04,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,9.41,,21.82,14.54,7.7,28.23,8.55,42.35,5.99,21.308642,18.395062,25.111111,0.028222,,17.34127,76.463984
US_TX_48407,2020-02-05,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,6.62,13.24,7.86,16.97,,8.69,25.66,6.21,30.21,5.79,11.790123,6.432099,22.530864,0.084667,,8.873016,85.063732
US_TX_48407,2020-02-06,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,12.29,6.14,19.75,8.34,7.46,24.57,6.14,31.16,6.58,5.654321,2.314815,10.722222,0.959556,,-1.015873,62.957795
US_TX_48407,2020-02-07,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,7.39,11.74,7.39,17.39,12.61,7.83,29.13,8.26,33.47,6.52,9.740741,2.148148,21.771605,0.479778,,-2.246032,45.990318
US_TX_48407,2020-02-08,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,11.12,9.45,,30.03,17.24,12.79,30.03,10.57,37.82,10.01,14.592593,8.746914,21.246914,0.0,,5.603175,55.961389
US_TX_48407,2020-02-09,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,16.22,,24.07,7.85,,31.4,11.51,45.01,14.65,17.950617,13.660494,22.191358,0.0,,15.02381,82.416618
US_TX_48407,2020-02-10,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,12.8,17.06,9.81,21.33,14.5,7.25,34.55,8.11,32.42,9.38,21.728395,18.858025,24.895062,1.044222,,19.738095,86.064002
US_TX_48407,2020-02-11,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,11.28,6.07,21.69,10.41,8.68,28.64,7.38,34.28,6.94,12.438272,9.364198,21.024691,2.794,,10.539683,91.506327
US_TX_48407,2020-02-12,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,12.28,,16.94,8.47,14.4,31.34,7.62,39.39,6.78,11.907407,9.814815,13.938272,2.822222,,10.34127,92.630371
US_TX_48407,2020-02-13,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,13.72,12.81,21.5,14.18,,25.62,,32.02,,9.58642,6.141975,13.771605,2.201333,,4.730159,72.828046
US_TX_48407,2020-02-14,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,,,,,,,,,14.33,10.24,7.68,20.98,,33.78,10.24,8.290123,2.506173,15.382716,0.0,,1.079365,61.392506
US_TX_48407,2020-02-15,ChIJze7bBSJsR4YRRAM1J5OBJQ4,Q111744,geoId/48407,US,United States of America,TX,Texas,48407,San Jacinto County,US,USA,2,,,,,,,28231,14073,14158,3237,3472,3027,2865,3124,4153,4320,2750,1283,1841056,30.58,-95.16,1626,74.6,22,1,,1,,,10.67,12.91,22.46,8.42,11.23,27.51,15.16,48.29,10.11,10.876543,5.074074,18.864198,0.0,,5.246032,69.250832
