location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29131,2020-01-01,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,13.77,12.57,,22.15,,8.98,31.13,9.58,38.91,,4.506944,-1.8125,13.791667,0.0,,-5.194444,49.459759
US_MO_29131,2020-01-02,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,10.48,15.14,12.23,18.05,11.64,13.97,36.1,,43.67,,7.791667,3.319444,12.388889,0.0,,1.111111,62.754926
US_MO_29131,2020-01-03,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,13.37,23.25,8.72,16.27,,9.3,24.41,,44.75,12.2,5.756944,2.9375,10.152778,0.0,,3.652778,86.39895
US_MO_29131,2020-01-04,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,,8.84,,15.48,,,29.29,,50.3,,2.222222,0.125,6.201389,0.0,,-3.194444,67.454937
US_MO_29131,2020-01-05,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,,12.22,11.06,15.72,,11.64,20.96,,50.06,,4.173611,-1.604167,12.694444,0.0,,-5.284722,50.313161
US_MO_29131,2020-01-06,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,8.2,12.03,13.12,16.41,,,31.17,,37.73,10.39,3.111111,-3.972222,10.909722,0.0,,-6.284722,50.33398
US_MO_29131,2020-01-07,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,,7.76,13.96,18.1,8.79,8.79,33.61,,48.09,9.31,3.736111,-0.729167,9.722222,0.0,,-5.048611,52.798766
US_MO_29131,2020-01-08,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,,,9.15,14.23,8.64,,28.96,,40.15,12.7,4.972222,-1.506944,12.972222,0.0,,-5.618056,46.441495
US_MO_29131,2020-01-09,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,8.57,11.6,,10.59,12.6,,36.3,,41.34,14.12,11.083333,6.347222,14.1875,0.169333,,1.715278,52.483173
US_MO_29131,2020-01-10,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,7.97,13.14,8.45,13.61,9.38,,26.27,,35.66,,12.993056,8.993056,17.25,12.573,50.8,11.986111,93.621995
US_MO_29131,2020-01-11,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,9.18,12.42,,11.88,10.26,,22.68,9.72,44.83,9.72,1.256944,-4.875,13.340278,61.468,30.48,0.319444,93.508583
US_MO_29131,2020-01-12,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,,9.29,,8.74,8.2,8.2,24.04,,39.88,,-4.569444,-6.618056,-1.194444,4.064,,-5.833333,90.950895
US_MO_29131,2020-01-13,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,10.6,10.12,13.97,10.12,9.64,8.67,30.36,9.64,43.85,7.71,-0.173611,-2.875,4.069444,0.0,30.48,-1.076389,93.692303
US_MO_29131,2020-01-14,ChIJJYzgFA7LxIcR02lKNSg_eFc,Q490108,geoId/29131,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2,,,,,,,25202,12566,12636,3174,3344,2762,2978,2899,3545,3367,2009,1124,1180449,38.22,-92.43,1554,76.5,,,,,,,8.6,9.07,8.6,12.41,,31.51,7.16,31.99,,5.567901,1.123457,10.802469,0.169333,30.48,3.697531,87.97118
