location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48003,2020-01-11,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,,8.87,21.05,9.97,32.69,,42.66,13.85,5.533333,-1.966667,13.961111,0.508,,-1.950617,59.132384
US_TX_48003,2020-01-12,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,11.17,12.77,9.57,13.3,10.64,17.55,,39.9,,7.755556,0.433333,17.361111,0.0508,,-6.987654,34.986109
US_TX_48003,2020-01-13,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,9.8,,,15.99,,23.21,,51.06,10.32,9.261111,0.211111,22.54321,0.0,,-4.0,40.139459
US_TX_48003,2020-01-14,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,9.89,,10.41,14.58,13.02,28.11,8.33,31.76,7.81,10.333333,-0.866667,24.5,0.0,,-5.944444,33.677399
US_TX_48003,2020-01-15,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,7.81,13.54,8.85,15.62,,24.99,8.33,51.03,,12.35,5.922222,20.755556,0.0,,-4.623457,32.32809
US_TX_48003,2020-01-16,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,10.72,8.68,14.3,13.28,28.6,7.66,44.43,,7.766667,2.094444,15.761111,0.072571,,-0.740741,55.772532
US_TX_48003,2020-01-17,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,,,24.31,10.04,23.78,7.93,35.94,,5.672222,2.194444,16.233333,4.92125,,3.185185,83.945116
US_TX_48003,2020-01-18,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,9.53,11.21,14.57,,27.46,,48.19,,8.238889,1.255556,14.572222,2.2098,,1.314815,63.249331
US_TX_48003,2020-01-19,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,8.29,,,18.14,10.37,23.84,,41.47,,3.683333,-2.222222,11.283333,0.0,,-4.685185,54.879705
US_TX_48003,2020-01-20,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,8.94,10.93,,21.86,12.92,27.33,8.94,45.21,,5.2,-0.65,11.883333,0.0,,-5.259259,47.553078
US_TX_48003,2020-01-21,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,7.4,11.34,8.38,26.63,10.36,37.48,,45.86,8.88,6.866667,2.55,11.455556,0.09525,,-2.993827,50.070952
US_TX_48003,2020-01-22,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,11.68,12.19,11.68,21.84,12.19,34.04,8.13,40.13,,9.766667,3.772222,18.888889,0.689429,,4.148148,68.331711
US_TX_48003,2020-01-23,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,11.23,7.66,,28.6,11.23,39.32,8.17,41.87,,8.816667,1.522222,16.9,0.0,,-0.049383,54.652808
US_TX_48003,2020-01-24,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,11.28,,31.69,10.74,37.06,,34.91,,7.083333,-1.155556,16.8,0.0,,-0.765432,57.984437
US_TX_48003,2020-01-25,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,,,29.66,10.68,36.18,,39.15,,10.816667,3.066667,22.055556,0.0,,0.475309,49.507881
US_TX_48003,2020-01-26,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,9.92,,12.53,30.8,,29.23,,43.84,,10.927778,1.405556,21.977778,0.0,,-2.938272,38.323642
US_TX_48003,2020-01-27,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,10.76,9.73,36.88,,46.62,,44.06,,12.016667,1.772222,22.744444,0.0,,-1.666667,38.92141
US_TX_48003,2020-01-28,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,13.94,8.46,28.38,14.94,36.34,8.46,43.31,7.96,11.211111,5.4,20.127778,0.0,,-0.901235,43.36036
US_TX_48003,2020-01-29,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,10.84,,28.38,10.84,47.99,,46.44,,4.744444,-3.872222,14.711111,0.0,,-5.648148,47.428065
US_TX_48003,2020-01-30,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,14.29,11.22,,33.67,13.27,44.9,10.71,36.74,,4.422222,-0.183333,12.511111,0.0,,-1.580247,66.027229
US_TX_48003,2020-01-31,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,8.97,14.25,,35.89,7.92,24.28,,46.44,8.44,3.938889,-1.038889,10.794444,0.254,,-1.469136,68.0714
US_TX_48003,2020-02-01,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,,,30.01,,25.97,8.66,35.2,9.23,6.622222,-1.75,20.461111,0.381,,-4.216049,46.14362
US_TX_48003,2020-02-02,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,9.73,,20.54,9.19,24.86,11.89,43.24,10.27,11.15,0.622222,22.161111,0.0,,-6.962963,27.904994
US_TX_48003,2020-02-03,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,11.1,14.63,8.57,31.77,7.57,40.85,7.57,37.83,,13.733333,4.855556,23.394444,0.0,,-4.814815,27.385518
US_TX_48003,2020-02-04,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,7.33,8.31,,20.53,7.82,25.91,,44.48,,9.072222,1.622222,21.177778,0.072571,,3.166667,67.903619
US_TX_48003,2020-02-05,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,,,21.4,6.98,24.65,8.37,37.21,,-2.638889,-4.938889,1.744444,4.7625,,-5.253086,82.82858
US_TX_48003,2020-02-06,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,8.98,,,18.46,,33.93,,35.42,8.48,-2.811111,-10.744444,10.066667,1.100667,129.54,-7.858025,69.320506
US_TX_48003,2020-02-07,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,13.39,,25.18,,34.28,11.79,35.89,,7.616667,2.333333,16.255556,0.0,129.54,-2.265432,50.67699
US_TX_48003,2020-02-08,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,10.33,14.35,,16.07,13.21,23.54,,35.02,10.33,7.433333,-0.061111,19.038889,0.0,50.8,-0.104938,59.703352
US_TX_48003,2020-02-09,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,8.29,,,24.31,14.92,28.73,,48.62,9.95,13.666667,5.505556,22.872222,0.0,,3.253086,50.250161
US_TX_48003,2020-02-10,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,9.9,9.9,,27.21,12.37,36.62,7.42,43.05,,8.516667,2.594444,20.261111,0.544286,,0.87037,59.638583
US_TX_48003,2020-02-11,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,10.57,13.93,7.21,15.86,11.53,33.15,8.65,40.84,8.65,3.65,0.983333,10.205556,0.8255,,1.882716,88.98901
US_TX_48003,2020-02-12,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,9.66,,18.35,8.21,28.01,,41.05,,4.022222,0.322222,12.811111,1.052286,,-0.092593,74.9958
US_TX_48003,2020-02-13,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,8.55,,12.82,14.96,11.22,36.86,,40.07,8.01,4.172222,-2.238889,12.683333,0.0762,,-1.790123,65.817086
US_TX_48003,2020-02-14,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,,,,,,,,17.05,10.45,21.45,9.35,35.2,,4.05,-0.944444,12.533333,0.0,,-0.185185,75.136582
US_TX_48003,2020-02-15,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,-3,-8,,-6,11.38,9.11,,14.8,11.38,24.48,9.68,40.41,,9.261111,1.411111,21.472222,0.0,,1.796296,59.970347
US_TX_48003,2020-02-16,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,17,-4,,2,,,,25.02,14.78,36.39,9.66,38.66,11.94,13.561111,2.605556,24.661111,0.0,,-1.123457,36.656942
US_TX_48003,2020-02-17,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,4,-1,44,-5,8.69,10.74,10.74,22.5,,40.91,8.18,47.56,8.18,15.683333,7.005556,25.066667,0.0,,-3.203704,27.621818
US_TX_48003,2020-02-18,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,1,-4,48,1,11.24,9.28,7.33,18.57,11.24,25.89,8.79,45.44,,11.038889,6.277778,22.683333,0.0,,1.067901,51.334776
US_TX_48003,2020-02-19,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,-1,-5,49,-1,,8.21,,19.32,10.62,25.59,,33.8,7.73,6.022222,3.516667,10.383333,0.0635,,-0.580247,63.158602
US_TX_48003,2020-02-20,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,0,-5,61,5,10.15,11.16,,16.24,16.75,29.94,11.16,34.51,9.64,4.694444,2.827778,7.388889,1.93675,,1.339506,79.542965
US_TX_48003,2020-02-21,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,-7,-2,54,-15,12.45,10.37,,19.19,,32.67,,32.15,,2.488889,-1.938889,8.411111,0.0508,,-2.728395,68.696302
US_TX_48003,2020-02-22,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,1,-8,,-2,,11.17,,8.82,9.41,21.17,9.41,34.1,,7.977778,2.505556,17.961111,0.0,,0.938272,61.400028
US_TX_48003,2020-02-23,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,-2,-9,,-12,11.65,7.95,12.71,14.3,12.71,28.08,,39.73,,12.211111,6.955556,20.805556,0.0,,3.734568,56.800029
US_TX_48003,2020-02-24,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,6,1,,5,,15.31,9.7,15.31,9.19,32.67,,47.98,,13.416667,4.277778,22.383333,0.0,,-3.185185,31.714378
US_TX_48003,2020-02-25,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,2,-4,55,1,,9.39,10.38,27.68,9.88,41.51,10.38,38.55,,8.8,0.733333,21.255556,0.0,,-5.012346,37.761244
US_TX_48003,2020-02-26,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,17,-1,,1,9.97,,10.47,26.43,,46.87,,39.89,,2.083333,-5.3,9.666667,0.0,,-10.654321,38.763731
US_TX_48003,2020-02-27,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,16,7,61,5,8.61,8.1,,24.3,8.1,48.1,8.1,36.96,,5.172222,-4.372222,19.077778,0.0,,-11.734568,28.473429
US_TX_48003,2020-02-28,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,12,3,52,-3,,9.44,,38.8,18.35,47.72,,28.84,12.58,9.85,-0.616667,21.305556,0.0,,-8.777778,26.165418
US_TX_48003,2020-02-29,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,2,1,,0,9.52,9.52,8.93,23.21,14.88,39.27,,35.7,,13.955556,6.205556,24.533333,0.0,,-7.58642,22.138031
US_TX_48003,2020-03-01,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,20,2,,-2,8.42,10.53,12.63,15.26,,24.73,,30.52,,15.844444,8.761111,22.927778,0.0,,-2.487654,28.835216
US_TX_48003,2020-03-02,ChIJB0YjgK6N-4YRULmdScI_-9o,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2,,,,,,,17603,8958,8645,3080,2793,2462,2538,2045,2018,1431,748,488,1812339,32.3,-102.64,3888,75.975,10,2,42,5,9.99,10.99,8.99,22.98,16.49,49.46,7.99,48.96,,16.738889,11.883333,22.111111,0.0,,-1.876543,27.994233
