location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51830,2020-04-25,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,15,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-70,,,-48,,8.33,6.44,10.98,,,,,,9.09,,,,,6.06,,,,,7.58,,,6.06,26.13,,,,,,,,33.33,6.44,9.47,,6.06,,,12.95679,11.320988,15.888889,1.552222,,10.157407,82.575707
US_VA_51830,2020-04-26,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,15,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-60,,,-40,,6.75,,7.88,6.38,,,,,6.75,,7.13,,,7.5,,5.63,,,,,,8.25,23.63,6.38,5.63,7.88,,,,6.0,33.38,,6.38,8.63,,,,15.203704,11.203704,20.62963,3.048,,13.027778,87.97253
US_VA_51830,2020-04-27,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,15,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-55,,,-56,,8.51,4.91,4.91,10.47,,5.89,,,8.84,5.24,,,,12.76,4.58,,,6.87,4.58,,,5.56,21.27,5.89,5.89,4.91,,4.91,,6.22,28.14,,,,,,,13.179012,8.839506,18.993827,1.072444,,8.657407,76.012378
US_VA_51830,2020-04-28,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,3,0,18,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-52,,,-60,,8.8,,15.58,10.16,7.11,,,,7.79,4.74,6.09,6.43,5.42,6.77,5.08,,5.76,6.09,5.08,4.74,4.74,7.79,24.38,7.11,4.74,4.74,,,5.76,9.82,39.96,,7.45,5.76,7.11,5.42,,12.672222,7.577778,18.55,0.0508,,6.412698,67.928533
US_VA_51830,2020-04-29,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,18,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-50,,,-56,,5.37,5.03,14.1,10.74,4.7,5.03,,,5.71,,,,,6.04,,,5.37,,,,,6.38,20.47,6.71,,8.72,,,5.03,,30.2,,8.05,,,,,18.727778,12.277778,25.516667,0.0,,12.198413,64.891482
US_VA_51830,2020-04-30,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,18,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-66,,,-60,4.48,6.72,,10.88,8.0,,4.48,4.8,,8.96,,,,5.12,7.04,,,4.48,,,,,,24.0,4.48,,7.68,,,6.4,6.08,34.89,5.44,4.48,,4.48,,,18.911111,14.305556,23.455556,7.8232,,14.349206,75.231223
US_VA_51830,2020-05-01,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,2,0,20,1,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-57,,,-53,6.76,7.43,5.75,11.83,7.43,,5.07,,,9.12,,,,5.41,7.77,,5.07,,,5.75,,,,16.9,6.08,4.73,,5.07,,,6.42,30.07,,5.75,,,5.07,,15.5,13.388889,19.977778,14.4272,,12.349206,81.576648
US_VA_51830,2020-05-02,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,1,21,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-62,,,-44,7.92,8.67,7.54,13.19,7.16,,,,,6.79,,,,,6.41,,,,,,,,6.41,22.99,7.54,,7.16,,,,6.41,24.5,,6.79,,,7.54,,15.512346,10.685185,21.185185,1.100667,,7.642857,59.4786
US_VA_51830,2020-05-03,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,0,22,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-54,,,-51,,8.75,,14.08,7.23,,5.71,,,9.13,,,,8.75,8.75,5.71,6.47,,6.47,,,,6.85,25.49,5.71,,6.85,,,,,37.67,7.23,7.61,,,,,20.703704,12.401235,29.82716,0.0,,12.492063,58.701536
US_VA_51830,2020-05-04,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,0,23,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-51,,,-51,,5.83,4.54,14.91,11.02,,6.16,,,7.78,,,,,9.4,,4.54,4.86,,,4.54,,5.51,23.98,5.51,,8.75,,,,5.51,41.8,5.83,7.45,6.48,,5.51,,22.67284,16.524691,28.055556,0.0,,11.896825,49.981001
US_VA_51830,2020-05-05,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,4,0,27,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-52,,,-58,,8.99,,14.09,9.29,,5.1,,,8.99,,,,6.3,7.5,4.2,4.8,4.2,,5.1,,,5.7,18.29,,,6.89,,,8.09,5.4,30.58,5.7,4.8,5.1,,,,14.633333,11.2,23.455556,0.2032,,7.031746,61.630103
US_VA_51830,2020-05-06,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,27,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-51,,,-57,,5.82,4.29,12.56,8.89,,,,,6.74,,,,4.9,,4.29,,,,4.29,5.82,,,22.98,,,9.5,,4.29,,4.9,32.79,,5.51,4.9,,,,13.383333,10.427778,18.366667,4.1148,,9.857143,79.036561
US_VA_51830,2020-05-07,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,2,0,29,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-50,,,-56,4.75,4.75,,8.87,6.34,5.7,,,,8.87,,,,5.07,5.7,,,5.7,6.65,4.75,,,4.75,21.23,7.6,,6.65,,6.34,,,30.1,,5.7,4.75,,9.5,,12.814815,8.092593,19.074074,1.241778,,3.849206,54.307362
US_VA_51830,2020-05-08,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,2,0,31,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-58,,,-53,,6.56,4.92,9.52,8.86,,,,,7.22,5.25,,,,,,,5.25,5.58,6.24,,,,19.03,5.58,,10.5,,,,,21.66,,8.2,6.56,,,,15.444444,9.148148,21.604938,0.0,,5.18254,50.970235
US_VA_51830,2020-05-09,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,31,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-64,,,-49,,6.81,,11.35,6.43,,5.67,,,10.21,,,,,5.67,,5.67,6.43,,,,,5.67,12.86,,,6.81,,,,,38.2,,6.81,6.43,,,,9.777778,4.160494,17.851852,1.552222,,0.079365,50.967168
US_VA_51830,2020-05-10,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,8,0,39,2,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-42,,,-44,,5.98,5.98,17.14,8.77,,,,,7.17,,,,,,,,,,,8.37,,,19.13,7.57,,10.36,,,6.78,,31.08,,7.57,,,,,11.246914,2.104938,19.623457,0.084667,,0.039683,46.736128
US_VA_51830,2020-05-11,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,3,1,42,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-50,,,-48,6.77,12.25,6.45,11.61,6.13,,,,,6.13,,,,5.48,8.06,,4.51,6.77,,,,5.8,,23.22,,,7.09,,,,5.8,36.12,,7.74,6.77,,,,15.882716,13.018519,19.358025,0.0,,6.007937,52.146053
US_VA_51830,2020-05-12,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,42,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-48,,,-50,,7.83,5.64,8.45,4.38,,4.7,5.32,,9.39,,,,5.64,7.83,,6.26,6.26,5.95,6.26,4.38,,5.64,22.86,6.58,,6.58,,4.7,6.89,,25.36,,10.64,5.95,,,,11.962963,5.493827,18.432099,0.0,,0.706349,46.231485
US_VA_51830,2020-05-13,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,42,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-43,,,-53,,11.15,,13.7,9.24,7.01,,,4.78,12.43,,5.42,,,7.33,4.78,,6.05,,,,,5.42,25.8,,,8.92,,,,5.1,33.45,,7.65,5.42,,,,13.777778,6.438272,20.265432,0.0,,4.412698,54.104951
US_VA_51830,2020-05-14,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,42,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-47,9,,-54,,9.45,,9.14,4.73,,,,,4.73,4.41,,4.73,5.67,7.56,7.25,5.36,5.36,5.99,4.73,,,6.3,21.43,5.67,,,,,4.73,5.99,28.99,,8.19,,,5.04,,16.530864,8.493827,25.358025,0.0,,10.730159,69.217395
US_VA_51830,2020-05-15,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,42,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-46,-3,,-52,,5.9,,14.1,,,6.56,,4.92,8.53,,,,7.54,,4.59,,,,,,,5.9,24.27,,4.59,6.56,4.59,6.23,,4.92,23.29,5.25,5.9,5.9,,,,22.419753,14.969136,28.351852,0.0,,14.706349,60.613778
US_VA_51830,2020-05-16,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-54,-13,,-39,6.67,10.0,6.3,15.56,9.63,,,,,,,,5.19,,,,,,5.19,8.89,5.19,,8.52,27.78,,,11.11,,,,,33.34,5.93,9.63,7.78,,,,23.228395,18.092593,29.0,0.0,,16.555556,64.853179
US_VA_51830,2020-05-17,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-45,-5,,-42,,8.27,,18.42,6.01,,,,,,,,,,,,,,,,,,,17.29,,,12.41,6.77,6.01,,7.52,34.59,,7.89,7.14,,,,19.716049,16.635802,26.277778,0.0,,16.515873,79.767053
US_VA_51830,2020-05-18,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-54,-11,,-48,5.33,9.09,7.84,10.98,4.7,15.37,6.27,,4.39,8.15,,,,,7.53,,,,,,4.39,,7.53,24.46,7.84,4.39,7.53,,5.33,4.7,6.9,28.22,,5.02,,,,5.64,17.12963,16.080247,20.641975,2.060222,,16.150794,93.724008
US_VA_51830,2020-05-19,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-47,-4,,-50,,7.96,6.05,11.46,8.28,9.87,,,,6.69,,4.46,,,5.73,4.46,7.32,,,5.09,6.37,,4.46,21.34,8.6,,7.96,,4.78,5.09,8.28,28.66,6.37,6.69,,5.09,,,15.617284,13.561728,17.722222,3.527778,,11.357143,75.775386
US_VA_51830,2020-05-20,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-47,-13,,-57,5.78,10.91,4.49,10.59,6.74,5.78,5.46,,6.42,7.06,5.46,,,,,,,6.74,,,,,,24.07,6.1,,8.03,,4.49,,6.1,26.0,5.14,8.99,4.82,,5.46,,13.561728,12.197531,15.395062,1.213556,,10.555556,82.912545
US_VA_51830,2020-05-21,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-44,0,,-55,,6.97,5.07,10.14,5.7,6.97,4.44,,,8.24,,5.07,,4.75,,,7.29,5.07,5.7,11.41,,,6.34,20.28,,4.44,6.34,,5.39,,,39.29,,5.07,,,,,15.993827,12.648148,20.314815,0.395111,,13.595238,85.241977
US_VA_51830,2020-05-22,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-40,-8,,-47,4.68,6.36,6.02,15.39,6.69,5.35,6.36,,,,,,,6.36,,,,4.68,,,,,,18.41,,,5.35,,6.69,,,30.12,,7.03,5.35,,,,21.549383,15.975309,27.925926,4.938889,,18.134921,79.627682
US_VA_51830,2020-05-23,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-44,-12,,-34,,9.99,,11.99,9.19,,,,,,,,,6.39,10.79,,,,,6.39,,,,19.98,9.59,,8.79,,,,8.79,38.37,,6.0,6.0,6.39,,,22.469136,18.679012,27.580247,0.338667,,18.230159,75.390519
US_VA_51830,2020-05-24,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-30,-7,,-38,,5.71,6.09,11.42,,,,5.71,,7.99,,,,,7.99,,,,8.75,5.71,,,,17.88,6.09,5.71,9.89,,,6.47,7.61,33.1,,9.13,,,,,17.894444,15.733333,24.155556,0.0,,16.055556,87.67662
US_VA_51830,2020-05-25,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-30,-8,,-62,,7.44,,18.4,7.44,,,,,8.22,,,,,,,6.66,,8.61,,,,,19.58,,,10.18,,,,7.05,34.06,,7.05,6.66,,,,17.566667,15.333333,21.7,0.0,,15.079365,82.769008
US_VA_51830,2020-05-26,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-31,2,,-46,,8.41,6.66,11.56,8.06,7.0,4.9,,,9.46,,,,,6.66,,5.96,,,,4.9,,9.11,22.07,,,11.56,,,5.25,,36.08,,8.76,5.25,,,,18.744444,15.222222,22.327778,0.0,,16.666667,86.537815
US_VA_51830,2020-05-27,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,43,3,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-36,-1,,-48,,9.26,,11.66,7.55,7.89,,,,6.52,,,,5.14,6.17,,,4.8,,,4.8,5.14,6.17,18.86,,,8.57,,8.23,6.86,6.52,33.96,,5.83,,,,,20.038889,16.666667,25.166667,0.2032,,18.34127,86.470134
US_VA_51830,2020-05-28,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,1,44,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-43,-11,,-50,,8.45,,12.02,7.15,6.17,4.55,,,6.82,,,,5.85,,,,4.87,,,,,8.12,22.41,4.55,,6.5,6.17,,,7.47,36.7,6.82,8.77,7.79,,,,22.933333,20.011111,27.183333,3.3782,,21.936508,91.141471
US_VA_51830,2020-05-29,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,44,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-45,-13,,-43,,8.42,6.07,8.09,5.39,5.05,5.05,,4.72,5.05,,,,,6.74,,4.72,,5.39,,,,,19.21,4.72,,5.73,,,,,33.7,,5.05,,,5.39,,24.555556,22.209877,29.006173,8.89,,22.539683,87.524171
US_VA_51830,2020-05-30,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,44,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-45,-8,,-22,,9.27,6.95,,10.43,7.34,,,,,,,,,,,,6.57,5.79,,,,7.73,20.09,,,8.11,,,7.73,6.57,38.63,9.27,9.66,,5.79,,,23.530864,21.469136,27.882716,1.834444,,20.531746,82.530636
US_VA_51830,2020-05-31,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,44,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-24,-9,,-34,,8.39,,7.19,7.99,,,,,,,,,,7.59,,,,,,,,7.59,22.37,7.59,,11.59,,,,6.79,32.36,,11.19,,,,,20.566667,17.927778,25.305556,1.4732,,12.269841,58.94874
US_VA_51830,2020-06-01,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,44,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-25,6,,-38,,10.11,,9.41,7.67,,6.62,,,,,,,,5.93,,,,,,4.88,,,13.25,6.62,,8.37,,,8.02,4.88,25.8,,6.97,,,,,17.872222,13.816667,22.616667,0.0,,8.706349,55.396921
US_VA_51830,2020-06-02,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,44,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-32,-3,,-42,,7.24,6.21,11.03,6.55,,,,,,,,,,,,,5.17,,,,7.59,6.21,17.24,,,9.65,,,,,28.96,5.86,12.41,,,,5.17,19.538889,14.472222,26.822222,0.0,,12.857143,65.387463
US_VA_51830,2020-06-03,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,0,45,4,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-27,-2,,-48,,6.9,,14.48,7.59,,5.52,,,5.52,,,,,8.97,4.83,,,,5.86,,,7.59,17.93,6.21,,10.69,,,,7.59,33.45,,8.97,4.83,,,,26.127778,18.85,32.438889,0.0,,18.912698,63.494539
US_VA_51830,2020-06-04,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,1,45,5,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-35,10,,-46,,8.37,,13.96,10.82,,5.58,,,,,,,,6.28,,5.93,,,,,,,16.75,5.23,,6.98,,,,5.58,27.91,,8.37,5.93,4.88,,4.88,27.916667,22.455556,32.816667,0.0,,21.285714,64.81149
US_VA_51830,2020-06-05,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,45,5,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-34,0,,-43,,10.1,,5.57,6.97,,,5.57,,5.22,,,4.88,,,,,,6.62,,,,,11.84,,,8.36,,,,5.57,34.13,10.1,5.57,6.62,,4.88,5.22,26.166667,22.861111,31.166667,0.0,,20.928571,72.088352
US_VA_51830,2020-06-06,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,45,5,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-36,2,,-38,,,,8.73,9.12,,,,,,,,,,8.73,,,,,5.95,,,,17.06,,,6.74,,,,,33.72,,8.33,,,,,25.75,21.894444,31.127778,6.0325,,22.007937,78.68684
US_VA_51830,2020-06-07,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,1,0,46,5,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-16,8,,-36,,10.3,,6.74,7.13,6.74,6.74,,,6.34,,,,,7.53,,,,,6.74,,,,21.01,7.53,,10.3,,,,,40.03,,7.53,,,,,24.05,19.916667,29.433333,11.2268,,17.849206,67.395446
US_VA_51830,2020-06-08,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,0,0,46,5,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-26,4,,-36,,6.63,,10.48,5.59,4.89,6.63,,,5.94,,,,6.29,4.89,,5.94,,5.94,,,,6.29,19.91,,,7.33,,5.24,4.89,,35.97,6.29,9.43,8.38,,,,22.472222,17.066667,28.461111,0.0254,,16.52381,69.630598
US_VA_51830,2020-06-09,ChIJG6qVRAqJsIkRqg4WXhcwS8E,Q492346,geoId/51830,US,United States of America,VA,Virginia,51830,Williamsburg,US,USA,2,2,0,48,5,,,14994,6850,8144,1023,2848,4272,1383,1007,1335,1442,1072,612,206807,37.2708,-76.7069,15,23,78.2,-25,9,,-37,,12.04,6.54,11.35,6.88,,8.26,,,,,,,,8.26,5.85,6.19,4.82,,4.82,,,,24.77,5.16,,10.32,6.54,6.19,,,38.88,5.16,7.57,9.98,5.5,,6.88,24.761111,18.261111,30.711111,0.0,,19.452381,71.817632
