location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29133,2020-01-01,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,,20.19,4.583333,-1.116667,11.822222,0.0,,-2.722222,59.291461
US_MO_29133,2020-01-02,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,31.34,31.34,8.894444,6.227778,10.888889,0.689429,,3.3,68.085819
US_MO_29133,2020-01-03,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,23.46,36.75,10.977778,8.972222,12.444444,8.962571,,10.433333,96.490419
US_MO_29133,2020-01-04,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,21.95,34.49,4.811111,1.555556,9.805556,0.635,,1.45,79.033718
US_MO_29133,2020-01-05,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,30.34,40.46,3.727778,-2.005556,13.416667,0.0,,-0.227778,75.471069
US_MO_29133,2020-01-06,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,22.14,23.61,5.405556,-1.222222,10.894444,0.0,,-0.733333,64.716127
US_MO_29133,2020-01-07,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,16.84,28.07,5.25,-0.444444,10.988889,0.0,,-1.916667,60.041362
US_MO_29133,2020-01-08,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,17.41,24.96,5.588889,-1.183333,12.561111,0.0,,-2.227778,57.33958
US_MO_29133,2020-01-09,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,18.3,40.14,9.105556,3.827778,14.65,0.036286,,0.522222,55.318272
US_MO_29133,2020-01-10,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,17.81,18.41,14.772222,11.722222,16.655556,5.7785,,11.055556,78.622688
US_MO_29133,2020-01-11,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,18.05,33.64,12.261111,4.016667,18.844444,40.785143,,10.861111,91.231649
US_MO_29133,2020-01-12,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,15.75,27.57,2.488889,0.772222,4.316667,9.144,,0.477778,86.701681
US_MO_29133,2020-01-13,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,16.81,33.63,4.555556,2.066667,9.077778,0.0,,2.127778,84.389748
US_MO_29133,2020-01-14,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,14.22,21.32,7.177778,4.094444,10.611111,0.0,,6.066667,92.703916
US_MO_29133,2020-01-15,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,16.58,36.02,11.122222,6.227778,15.577778,0.0,,10.538889,96.227319
US_MO_29133,2020-01-16,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,20.39,32.39,6.011111,0.35,12.638889,0.0,,2.283333,77.198001
US_MO_29133,2020-01-17,ChIJA8yVBmmweYgRUuJG5q-bCZg,Q490014,geoId/29133,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2,,,,,,,13594,7338,6256,1534,1604,1845,1773,1820,1858,1547,1079,534,1180487,36.83,-89.29,1111,75.65,,,,18.22,23.08,1.155556,-0.927778,5.366667,0.0,,-4.494444,66.123379
