location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18013,2020-01-01,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,,,22.62,43.82,2.661111,-0.755556,8.016667,0.0,,-2.814815,67.626723
US_IN_18013,2020-01-02,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,,13.21,20.55,41.83,6.783333,0.8,10.95,0.0,,-0.302469,61.093594
US_IN_18013,2020-01-03,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,14.38,11.64,21.91,36.97,8.138889,5.055556,10.55,11.006667,,7.283951,95.029915
US_IN_18013,2020-01-04,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,,,16.39,50.61,3.011111,0.75,8.133333,2.624667,,1.179012,88.225008
US_IN_18013,2020-01-05,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,10.98,13.18,23.42,40.99,1.372222,-3.666667,8.594444,0.1524,,-2.95679,73.195655
US_IN_18013,2020-01-06,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,18.07,14.05,16.73,46.17,2.655556,-3.3,8.133333,0.0,,-3.32716,65.441142
US_IN_18013,2020-01-07,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,12.54,19.5,26.47,29.25,1.7,-3.633333,7.888889,0.0,,-4.080247,66.394545
US_IN_18013,2020-01-08,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,,15.63,26.99,37.65,0.638889,-3.227778,6.144444,0.0,,-7.148148,57.36307
US_IN_18013,2020-01-09,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,,17.71,29.96,37.46,3.044444,-2.955556,12.65,0.0,,-5.87037,52.6107
US_IN_18013,2020-01-10,ChIJfTLsqCeHa4gRlIYscYvH96w,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010,7410,7600,1308,1710,1352,1470,1821,2423,2652,1614,660,1325198,39.2,-86.23,820,77.85,,,,15.04,12.64,15.64,24.07,10.8,6.411111,13.411111,23.509111,,7.62963,81.826989
