location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13149,2020-01-01,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,27.9,31.12,6.311111,0.322222,13.405556,0.0,-2.727778,52.65292
US_GA_13149,2020-01-02,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,30.63,33.5,7.944444,4.716667,11.483333,0.465667,3.833333,75.551728
US_GA_13149,2020-01-03,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,15.87,37.34,15.1,8.861111,19.188889,26.543,14.255556,94.732784
US_GA_13149,2020-01-04,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,28.94,31.93,13.238889,7.294444,15.861111,23.960667,9.066667,75.976075
US_GA_13149,2020-01-05,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,28.01,31.87,4.538889,-0.983333,13.172222,0.4826,-2.7,59.482174
US_GA_13149,2020-01-06,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,18.13,26.37,7.744444,1.15,17.472222,0.0,1.433333,64.668929
US_GA_13149,2020-01-07,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,14.5,37.86,11.0,5.727778,15.05,0.338667,3.55,60.120136
US_GA_13149,2020-01-08,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,22.26,34.62,7.361111,0.066667,16.438889,0.0,-3.427778,46.583593
US_GA_13149,2020-01-09,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,19.53,30.05,7.927778,0.677778,17.783333,0.0,-0.644444,55.027719
US_GA_13149,2020-01-10,ChIJt6_6EiRGi4gRb2G-84Ga4NM,Q486348,geoId/13149,US,United States of America,GA,Georgia,13149,Heard County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751,5853,5898,1407,1558,1457,1280,1506,1806,1443,909,385,1073869,33.3,-85.13,780,75.166667,,,19.1,22.28,14.761111,10.516667,19.305556,0.0,9.488889,70.791479
