location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AR_05133,2020-01-01,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,15.41,42.37,43.34,4.125,-0.458333,10.833333,0.0,-2.166667,64.156066
US_AR_05133,2020-01-02,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,13.21,36.11,47.56,10.722222,8.5625,14.395833,0.0,6.347222,74.454062
US_AR_05133,2020-01-03,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,16.98,25.91,35.74,12.5,9.708333,15.388889,4.6355,10.354167,86.766698
US_AR_05133,2020-01-04,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,,28.02,44.84,6.722222,1.180556,12.590278,0.22225,-1.673611,55.14832
US_AR_05133,2020-01-05,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,16.96,25.44,22.62,6.506944,-1.222222,19.111111,0.0,-0.666667,60.622375
US_AR_05133,2020-01-06,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,,17.19,36.45,7.583333,0.638889,16.236111,0.0,1.555556,65.869538
US_AR_05133,2020-01-07,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,,23.52,34.27,7.736111,0.104167,16.0,0.0,-2.388889,49.034521
US_AR_05133,2020-01-08,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,,19.73,35.52,6.354167,-1.715278,17.701389,0.0,-2.916667,52.293044
US_AR_05133,2020-01-09,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,12.46,28.66,28.66,12.296296,8.944444,17.04321,0.0,6.277778,67.51837
US_AR_05133,2020-01-10,ChIJm91JPQDmNIYR6cj-RaP3KZY,Q61384,geoId/05133,US,United States of America,AR,Arkansas,05133,Sevier County,US,USA,2,,,,,,,17103,8583,8520,2756,2597,2212,2019,2112,2034,1736,1034,603,1820239,34.0,-94.25,1506,75.275,,,,,26.21,34.95,18.154321,16.080247,21.493827,2.358571,15.8125,85.240734
