location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13311,2020-01-11,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,4.78,9.86,7.17,10.46,10.76,6.28,5.98,5.38,15.24,10.46,,11.65,5.08,6.57,5.68,,4.78,7.17,22.11,5.68,4.18,4.48,7.17,6.57,40.34,,5.38,6.57,5.68,4.48,16.355556,11.783333,20.016667,1.354667,14.594444,89.424416
US_GA_13311,2020-01-12,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.76,4.8,5.44,11.52,9.6,6.08,5.44,,16.96,8.96,,6.08,9.92,,6.4,7.04,7.04,9.92,27.51,9.28,8.96,,,4.48,45.75,8.0,12.16,,,6.4,14.283333,6.638889,19.683333,28.744333,10.2,76.634184
US_GA_13311,2020-01-13,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.19,7.78,7.0,11.41,8.04,7.52,4.67,,15.83,6.49,5.71,5.97,4.15,5.71,6.75,4.15,4.67,6.75,26.72,7.0,9.08,3.63,,6.49,42.03,4.67,7.78,4.93,4.15,4.93,12.705556,9.216667,16.95,4.572,11.161111,90.338606
US_GA_13311,2020-01-14,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,4.55,6.96,4.28,9.1,6.96,5.35,,4.55,13.92,5.89,6.42,9.9,5.62,,8.3,6.42,7.5,10.71,28.37,6.16,5.89,6.16,5.89,,47.11,3.75,7.23,4.55,,7.23,14.605556,12.911111,16.388889,13.419667,14.172222,97.254025
US_GA_13311,2020-01-15,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,7.21,5.27,,8.31,12.75,8.04,6.65,6.37,12.47,9.42,6.93,10.26,5.27,8.87,5.54,4.71,6.93,9.42,24.67,8.04,5.82,,4.99,5.82,46.84,6.93,4.99,4.16,5.27,4.16,14.788889,11.35,19.733333,10.795,13.572222,92.588462
US_GA_13311,2020-01-16,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,6.4,6.4,6.96,9.18,10.02,6.12,,,14.75,8.07,5.57,12.8,4.73,8.07,4.17,,4.17,6.12,28.11,8.07,9.46,6.12,,4.73,43.14,6.12,8.91,7.51,8.91,4.17,15.705556,11.111111,19.155556,6.561667,9.244444,66.022924
US_GA_13311,2020-01-17,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.87,6.7,5.03,5.31,7.54,6.14,5.31,3.91,15.64,8.38,,5.31,4.19,7.54,4.47,4.75,,8.94,28.21,8.1,5.59,,4.75,5.03,43.01,,8.38,5.59,,,6.683333,2.488889,12.061111,0.7874,-4.766667,44.869002
US_GA_13311,2020-01-18,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.04,8.3,12.16,13.34,10.08,7.12,6.23,,18.09,9.19,4.74,8.3,5.93,6.52,5.04,,6.82,9.19,23.72,6.23,7.12,4.74,4.74,5.93,48.33,5.34,4.45,4.15,,6.52,4.616667,2.538889,7.816667,5.334,-2.2,61.504567
US_GA_13311,2020-01-19,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,4.19,6.88,4.79,11.06,11.96,5.68,5.98,4.79,17.34,12.56,,10.17,6.28,4.19,,7.78,,9.87,20.93,5.68,8.37,,,8.07,45.45,4.79,9.57,,5.08,4.49,6.388889,2.127778,10.155556,6.858,0.944444,68.854506
US_GA_13311,2020-01-20,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,7.05,9.19,4.29,10.11,6.13,6.43,7.97,,16.55,8.27,6.13,7.05,7.66,7.35,4.6,,,10.11,30.33,5.82,6.13,4.9,4.6,7.05,45.65,,7.05,5.21,,6.13,-0.722222,-4.966667,4.705556,0.0508,-8.511111,55.937132
US_GA_13311,2020-01-21,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.27,10.26,,11.09,4.16,6.38,6.1,,19.41,9.15,6.38,9.43,5.27,6.93,3.88,,6.93,7.21,33.0,6.1,4.71,3.88,8.04,7.21,40.48,4.16,5.82,7.21,4.71,,-0.972222,-4.5,4.377778,0.0,-9.016667,54.829232
US_GA_13311,2020-01-22,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,6.98,11.44,4.19,10.33,9.77,5.3,6.42,4.19,17.86,10.61,5.58,9.49,4.75,5.02,5.86,,5.02,9.77,28.47,5.3,5.58,4.75,6.7,12.84,42.14,6.42,5.58,7.26,5.02,6.42,-0.661111,-7.6,9.416667,0.0,-9.944444,49.96076
US_GA_13311,2020-01-23,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.22,9.34,5.22,11.54,6.59,8.52,4.12,,20.61,12.09,5.5,8.79,4.12,,4.12,,,7.97,32.15,7.69,7.69,,,4.67,45.07,6.05,6.32,6.32,5.77,,4.116667,-0.994444,9.7,0.0,-6.583333,46.865833
US_GA_13311,2020-01-24,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,7.5,5.36,6.43,11.52,4.55,5.89,6.16,5.09,18.48,6.96,5.89,8.57,,5.89,4.29,4.02,6.43,10.45,28.12,5.89,5.89,4.82,,4.82,41.52,4.82,5.89,8.57,4.55,8.04,6.172222,3.472222,9.172222,12.911667,4.35,88.193432
US_GA_13311,2020-01-25,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.99,9.77,,10.72,6.62,7.88,,4.41,26.17,9.46,5.36,5.99,4.73,9.46,6.62,5.67,6.94,7.88,31.53,7.57,6.94,7.88,7.25,5.67,51.39,6.62,6.62,8.51,,5.04,4.961111,2.166667,7.733333,9.68375,1.522222,78.501626
US_GA_13311,2020-01-26,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.45,12.72,,7.57,9.39,4.54,6.97,7.57,23.93,7.27,4.24,10.9,,6.66,8.18,5.75,6.97,4.54,34.23,4.24,,,5.15,5.45,43.92,8.18,6.06,6.66,,6.66,4.038889,-0.933333,10.988889,0.0,-1.833333,66.178719
US_GA_13311,2020-01-27,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,6.34,6.61,,8.98,10.57,7.93,4.23,,28.8,7.93,7.93,10.3,7.66,3.7,,,3.7,9.51,43.33,10.04,9.25,4.23,,6.08,41.22,,8.98,7.66,4.23,5.81,6.994444,3.744444,10.838889,1.0668,3.355556,78.227167
US_GA_13311,2020-01-28,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,,4.17,6.12,12.8,10.02,5.01,5.84,,29.23,10.3,5.84,10.02,6.12,8.35,4.73,4.45,3.9,8.63,42.03,,,4.45,4.73,9.74,45.93,,7.79,7.24,4.45,5.29,6.327778,-0.494444,14.3,0.1778,0.561111,66.992914
US_GA_13311,2020-01-29,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,,6.71,6.18,14.23,7.52,6.18,9.13,4.3,32.5,13.43,8.32,7.52,5.37,7.52,6.71,4.03,4.3,7.25,47.54,7.79,8.32,5.1,,6.45,41.9,,13.7,7.25,6.71,5.1,5.333333,0.561111,11.216667,0.028222,-0.066667,68.658594
US_GA_13311,2020-01-30,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.29,8.07,5.29,8.62,10.29,5.56,5.84,,36.17,12.8,5.01,8.07,4.73,7.23,8.9,5.29,7.23,8.62,36.45,7.79,5.84,,7.23,7.23,41.45,5.01,,,,5.01,6.427778,0.883333,13.111111,0.0,1.805556,72.412937
