location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13311,2020-01-01,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.86,4.4,,12.89,9.38,9.09,6.45,,22.57,14.07,5.57,7.62,4.69,4.69,5.28,,4.98,8.21,23.45,12.89,8.21,4.98,6.45,6.45,44.55,4.4,7.33,9.96,,,5.866667,0.5,12.638889,0.0,-4.188889,48.933426
US_GA_13311,2020-01-02,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,6.76,11.75,,8.81,9.11,8.23,5.58,5.88,19.69,7.05,6.76,7.64,7.93,5.58,7.64,6.76,6.46,7.64,23.51,7.05,9.4,7.05,7.05,,42.02,4.11,8.81,6.76,4.41,,5.411111,2.083333,9.494444,13.292667,0.883333,73.37759
US_GA_13311,2020-01-03,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,6.19,6.78,5.6,11.79,6.48,7.07,8.25,,22.1,10.61,5.89,5.89,5.01,4.13,6.19,6.78,4.71,7.37,23.87,5.89,10.02,,6.19,5.01,45.09,,7.66,5.6,5.01,5.89,9.994444,6.611111,14.494444,29.506333,9.6,97.425141
US_GA_13311,2020-01-04,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,6.16,10.46,7.08,6.16,9.54,6.77,,,18.16,9.85,,11.39,,4.31,4.31,6.46,5.54,8.93,22.16,4.62,10.46,,,,43.71,5.23,6.77,6.16,5.23,4.62,11.75,4.811111,14.116667,23.579667,8.983333,83.271936
US_GA_13311,2020-01-05,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,7.98,12.14,8.62,11.18,7.35,6.39,11.5,,23.95,11.82,,7.03,7.03,6.71,8.94,,,6.39,23.31,10.54,7.67,,4.47,5.75,44.39,,11.18,7.35,,,4.372222,-0.2,11.511111,1.088571,-3.055556,58.825149
US_GA_13311,2020-01-06,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,,11.06,7.81,16.27,7.49,7.16,10.41,,18.22,9.44,,6.51,,11.06,6.18,6.51,4.56,9.44,26.68,5.53,8.14,4.56,7.49,,43.61,,9.44,6.18,,5.86,6.583333,-0.527778,15.494444,0.0,-1.05,58.590056
US_GA_13311,2020-01-07,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,,9.24,,10.84,8.29,6.06,,5.42,16.25,14.34,,8.61,,7.33,,,5.74,10.84,26.77,8.29,8.92,5.74,6.69,6.06,42.07,,7.01,6.06,6.06,5.1,8.427778,2.9,13.35,1.989667,1.716667,62.911031
US_GA_13311,2020-01-08,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,4.64,7.73,,10.2,7.42,4.95,,,16.38,11.75,,8.35,6.49,6.49,6.18,7.73,4.64,5.56,27.51,5.56,6.18,,4.33,8.04,40.5,,9.89,5.56,5.56,5.25,6.572222,-0.711111,15.261111,0.127,-4.288889,46.759598
US_GA_13311,2020-01-09,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.75,11.2,,11.2,7.27,,7.57,6.96,19.08,8.18,,13.02,5.15,6.06,4.54,10.6,4.54,7.87,28.16,,7.87,,4.24,7.87,45.72,6.96,13.02,6.66,8.48,,6.461111,-1.15,15.794444,0.0,-1.616667,56.846817
US_GA_13311,2020-01-10,ChIJc2y6bU9GX4gR1390JFcqz50,Q389365,geoId/13311,US,United States of America,GA,Georgia,13311,White County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29445,14400,15045,3007,3768,3388,2914,3521,4196,4179,3078,1394,1074327,34.683333,-83.75,242,78.28,,,,,,5.65,7.0,8.61,8.08,6.73,6.19,6.19,3.77,18.57,6.19,,9.96,,7.0,4.31,5.65,4.04,6.73,24.77,5.38,7.81,5.11,4.84,,43.34,4.31,9.42,5.92,6.46,5.92,12.288889,7.161111,17.144444,0.0,4.505556,59.205001
