location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17153,2020-01-01,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,4.444444,-1.455556,11.788889,0.0,,-2.8,59.486484
US_IL_17153,2020-01-02,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,8.661111,5.95,10.566667,0.92075,,2.761111,66.564627
US_IL_17153,2020-01-03,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,10.172222,7.533333,11.572222,8.579556,,9.75,97.242007
US_IL_17153,2020-01-04,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,4.061111,1.044444,7.877778,0.6858,,1.211111,81.809299
US_IL_17153,2020-01-05,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,3.205556,-2.733333,12.755556,0.0,,-0.844444,74.885194
US_IL_17153,2020-01-06,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,4.616667,-2.272222,10.438889,0.0,,-1.55,64.416618
US_IL_17153,2020-01-07,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,4.277778,-1.883333,10.216667,0.0,,-2.4,62.0238
US_IL_17153,2020-01-08,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,5.027778,-1.255556,11.35,0.0,,-3.444444,54.550677
US_IL_17153,2020-01-09,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,8.866667,2.972222,14.633333,0.03175,,-0.355556,52.593709
US_IL_17153,2020-01-10,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,14.116667,11.155556,16.088889,15.296444,,10.711111,80.295775
US_IL_17153,2020-01-11,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,11.605556,3.672222,18.594444,41.345556,,10.366667,92.178113
US_IL_17153,2020-01-12,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,2.144444,0.188889,3.977778,11.514667,,0.438889,88.601515
US_IL_17153,2020-01-13,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,4.027778,1.294444,8.688889,0.0,,1.8,85.559474
US_IL_17153,2020-01-14,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,6.616667,2.527778,11.672222,0.0,,5.283333,91.270801
US_IL_17153,2020-01-15,ChIJRQFKIvXdeYgRAJLx_P0z_wk,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2,,,,,,,5520,2678,2842,626,715,598,573,608,755,862,498,285,1800897,37.23,-89.13,527,75.2,,10.538889,4.988889,15.483333,0.028222,,9.722222,94.746445
