location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NV_32009,2020-01-01,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,3.302469,-3.08642,12.302469,0.028222,,-4.944444,61.312187
US_NV_32009,2020-01-02,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,5.32716,-1.37037,12.561728,0.028222,,-5.142857,51.418171
US_NV_32009,2020-01-03,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,4.851852,-2.271605,12.993827,0.0,,-6.047619,52.03748
US_NV_32009,2020-01-04,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,5.215278,-0.861111,13.4375,0.0,,-6.638889,48.889535
US_NV_32009,2020-01-05,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,3.5625,-3.604167,12.902778,0.0,,-8.518519,47.795434
US_NV_32009,2020-01-06,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,2.895062,-4.901235,12.006173,0.0,,-10.452381,44.114575
US_NV_32009,2020-01-07,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,2.617284,-5.141975,12.864198,0.0,,-8.984127,49.459421
US_NV_32009,2020-01-08,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,3.814815,-4.345679,11.808642,0.0,,-9.81746,41.114154
US_NV_32009,2020-01-09,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,1.802469,-3.95679,8.907407,0.09525,,-9.230159,50.528174
US_NV_32009,2020-01-10,ChIJHbm8ZlGEvoARWBWtzSMz794,Q484349,geoId/32009,US,United States of America,NV,Nevada,32009,Esmeralda County,US,USA,2,,,,,,,843,467,376,77,68,56,102,86,113,155,118,68,166469,37.7847,-117.63237,1310,9295,0.703704,-6.765432,10.018519,0.0,,-10.15873,54.007282
