location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31099,2020-01-01,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,36.57,42.66,-2.302469,-6.845679,4.623457,0.0,64.77,-6.469136,73.370009
US_NE_31099,2020-01-02,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,33.19,44.91,1.790123,-1.901235,5.055556,0.0,40.64,-0.851852,82.814792
US_NE_31099,2020-01-03,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,,31.85,0.339506,-2.777778,3.574074,0.0,30.48,-2.851852,79.362729
US_NE_31099,2020-01-04,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,,39.7,-1.475309,-7.962963,7.240741,0.0,30.48,-6.141975,70.654025
US_NE_31099,2020-01-05,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,,40.21,4.580247,1.117284,7.345679,0.0,,-2.524691,60.190929
US_NE_31099,2020-01-06,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,32.79,31.06,0.228395,-4.345679,6.302469,0.0,,-4.209877,72.171926
US_NE_31099,2020-01-07,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,31.12,49.79,0.759259,-5.148148,8.697531,0.0,,-4.833333,66.345429
US_NE_31099,2020-01-08,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,32.86,39.78,-0.95679,-4.858025,5.808642,0.169333,,-4.290123,78.228061
US_NE_31099,2020-01-09,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,32.86,,2.962963,-2.660494,7.481481,0.0,,-1.820988,71.188895
US_NE_31099,2020-01-10,ChIJFSGfBgUlmYcRut-n11T8C-g,Q507266,geoId/31099,US,United States of America,NE,Nebraska,31099,Kearney County,US,USA,2,,,,,,,6492,3234,3258,841,882,666,739,738,911,811,526,378,1425474,40.51,-98.95,1337,78.3,,,34.1,-3.222222,-8.820988,3.037037,0.0,,-5.111111,86.886244
