location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13171,2020-01-01,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,9.66,10.14,,21.73,8.21,25.11,,36.21,11.59,7.316667,1.416667,14.55,0.0,-2.266667,50.769802
US_GA_13171,2020-01-02,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,7.4,13.88,,21.29,9.26,28.23,6.94,44.89,,8.433333,4.077778,12.655556,0.296333,4.394444,75.928662
US_GA_13171,2020-01-03,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,11.73,9.85,7.51,8.44,,23.45,,38.0,,16.388889,8.6,21.877778,17.102667,14.861111,90.927881
US_GA_13171,2020-01-04,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,10.41,,,13.38,7.43,18.34,7.43,30.23,,14.644444,9.444444,18.883333,21.039667,10.838889,77.989445
US_GA_13171,2020-01-05,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,8.42,9.42,,9.91,7.93,19.82,,39.15,,5.627778,-0.227778,14.85,0.3048,-2.444444,56.211686
US_GA_13171,2020-01-06,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,8.79,,,13.68,10.74,21.0,7.82,41.52,7.33,7.988889,0.9,18.072222,0.0,1.583333,64.21125
US_GA_13171,2020-01-07,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,7.1,7.1,8.43,12.42,,27.95,7.98,35.49,7.98,11.277778,4.661111,16.772222,0.1905,3.983333,60.900245
US_GA_13171,2020-01-08,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,,9.7,,13.5,7.17,24.04,8.44,32.48,9.7,7.944444,0.35,16.977778,0.0,-3.0,46.219215
US_GA_13171,2020-01-09,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,,11.17,,9.93,,31.44,12.83,29.38,6.62,7.638889,-0.6,18.677778,0.0,0.255556,59.867881
US_GA_13171,2020-01-10,ChIJX3aTTPZl9IgRxQFUe8DqmWo,Q493049,geoId/13171,US,United States of America,GA,Georgia,13171,Lamar County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,8917,9683,2141,2752,2738,1993,2219,2423,2263,1409,662,1028127,33.07,-84.14,481,74.5,,,,,,9.78,,10.56,12.91,23.86,5.87,30.51,8.21,15.305556,10.483333,20.377778,0.0,9.977778,70.615156
