location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48335,2020-01-01,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,34.74,41.36,7.361111,2.277778,12.683333,0.0,,-1.895062,52.048401
US_TX_48335,2020-01-02,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,,50.28,11.194444,4.705556,18.066667,0.0,,-0.5,44.568272
US_TX_48335,2020-01-03,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,30.64,39.15,9.622222,5.794444,15.572222,0.22225,,0.253086,52.486039
US_TX_48335,2020-01-04,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,,49.0,7.644444,-0.461111,19.022222,0.0,,-3.191358,46.201894
US_TX_48335,2020-01-05,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,,39.4,10.644444,1.55,18.838889,0.0,,-4.716049,33.405921
US_TX_48335,2020-01-06,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,27.36,40.24,7.894444,-0.977778,18.094444,0.0,,-3.561728,44.035218
US_TX_48335,2020-01-07,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,,29.48,6.094444,-3.566667,17.688889,0.0,,-8.864198,33.231706
US_TX_48335,2020-01-08,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,29.44,46.27,8.211111,-0.561111,18.083333,0.0,,-6.814815,33.021804
US_TX_48335,2020-01-09,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,24.97,34.17,15.394444,10.455556,23.216667,0.0,,6.358025,55.194689
US_TX_48335,2020-01-10,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,,40.98,14.988889,10.15,21.144444,0.0,,7.166667,59.972614
US_TX_48335,2020-01-11,ChIJtWfo87e--IYRTtf5E82QlGo,Q112442,geoId/48335,US,United States of America,TX,Texas,48335,Mitchell County,US,USA,2,,,,,,,8215,4772,3443,1044,963,1498,1158,982,941,812,509,308,1812357,32.3,-100.92,2372,79.1,,,,,,36.24,5.905556,-0.422222,16.833333,3.33375,,-1.716049,59.054307
