location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13145,2020-10-30,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,0,0,888,25,,,0,0,0,0,0,0,0,0,0,0,14,8,69,140,90,135,154,151,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,15,38,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-20,3,6.25,4.68,,10.93,9.63,7.54,3.9,4.16,8.33,3.9,5.46,8.07,4.68,3.64,4.42,,,4.68,20.3,5.98,8.07,3.9,3.9,3.64,38.25,5.72,,5.72,,5.98,13.855556,9.65,20.066667,0.0254,6.005556,59.283488
US_GA_13145,2020-10-31,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,3,0,891,25,,,0,0,0,0,0,1,0,0,0,0,14,8,69,140,90,136,154,151,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,15,38,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-2,,5.28,7.46,,6.83,8.7,7.46,,,7.14,,4.66,6.21,,,,5.59,,9.32,18.64,5.9,5.28,,,,39.45,,5.9,8.39,4.35,4.35,13.127778,8.222222,20.388889,0.0,6.927778,66.170129
US_GA_13145,2020-11-01,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,2,0,893,25,,,0,0,0,0,0,1,0,0,0,1,14,8,69,140,90,137,154,151,66,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,15,38,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-14,,7.25,6.69,3.9,18.68,17.84,4.74,7.25,7.25,5.3,,11.15,8.64,,7.53,6.69,5.85,5.58,6.13,19.79,5.85,12.27,3.9,5.58,6.69,41.53,,6.13,8.08,5.85,,16.605556,12.5,22.783333,0.0,11.333333,71.164739
US_GA_13145,2020-11-02,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,4,0,897,25,,,0,0,0,1,0,1,0,0,1,-1,14,8,69,141,90,138,154,151,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,7,4,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,6,15,38,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-22,6,3.66,10.72,7.07,10.48,14.62,7.07,3.41,,8.77,4.63,9.51,9.99,4.39,4.39,4.14,3.66,4.14,9.26,25.83,6.58,6.09,,3.66,4.14,42.65,3.41,5.12,7.31,5.85,5.85,11.472222,4.372222,18.988889,0.0,-3.022222,36.474202
US_GA_13145,2020-11-03,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,1,0,898,25,,,0,0,0,-1,1,0,0,1,1,0,14,8,69,140,91,138,154,152,68,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,7,4,0,0,0,0,0,0,0,-1,0,0,0,0,2,2,4,6,15,37,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-21,6,4.13,9.18,3.67,10.09,7.57,3.67,6.65,5.28,8.49,,6.65,10.78,3.67,4.82,,4.59,4.59,6.42,16.52,7.8,6.65,3.9,5.05,7.34,33.95,3.21,4.13,4.13,4.82,3.9,9.322222,1.344444,20.111111,0.0,-0.327778,51.368021
US_GA_13145,2020-11-04,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,7,0,905,25,,,0,0,0,2,1,0,1,0,0,0,14,8,69,142,92,138,155,152,68,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-21,7,3.48,5.43,,11.73,9.56,5.43,6.95,5.43,5.0,,8.04,6.3,3.91,4.13,5.43,4.56,5.43,5.86,15.2,3.26,5.43,5.43,5.43,8.04,36.27,3.91,6.08,3.26,4.34,4.78,11.5,2.972222,22.016667,0.0,4.488889,62.293067
US_GA_13145,2020-11-05,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,6,1,911,26,,,0,0,2,1,0,0,1,0,2,0,14,8,71,143,92,138,156,152,70,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-18,7,,,4.92,12.65,11.72,4.92,5.16,3.28,9.37,3.98,6.33,10.78,5.39,5.62,,4.45,6.09,6.33,26.71,6.09,7.97,4.45,4.92,7.97,39.6,3.52,7.97,7.03,5.39,4.45,13.738889,5.894444,23.444444,0.0,7.9,68.023296
US_GA_13145,2020-11-06,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,13,0,924,26,,,0,1,0,1,2,0,2,0,2,0,14,9,71,144,94,138,158,152,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-19,6,,6.18,,11.65,7.85,4.76,6.66,,6.66,6.18,7.13,9.28,3.57,3.33,4.99,,4.76,7.37,25.21,5.47,7.85,,4.76,4.04,40.91,6.42,8.09,4.52,4.52,4.52,17.75,10.75,25.1,0.0,12.083333,69.556152
US_GA_13145,2020-11-07,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,2,0,926,26,,,0,0,0,0,0,0,1,0,0,0,14,9,71,144,94,138,159,152,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-5,,5.46,7.38,,10.65,9.83,6.01,5.74,,6.83,,7.65,7.38,,6.28,,,4.1,6.28,22.67,7.38,7.92,4.1,,,41.52,4.1,5.74,6.01,,,18.727778,14.816667,23.711111,0.381,16.027778,84.45794
US_GA_13145,2020-11-08,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,0,0,926,26,,,0,0,0,0,0,0,0,0,0,0,14,9,71,144,94,138,159,152,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,21,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-20,,,7.94,,12.44,9.79,6.88,9.27,,9.53,,3.97,9.27,7.15,3.71,,,4.76,5.82,21.71,7.94,8.21,5.29,4.5,4.5,44.21,5.29,,7.15,6.35,5.29,20.294444,16.861111,24.422222,0.296333,17.405556,83.633623
US_GA_13145,2020-11-09,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,1,0,927,26,,,0,0,0,0,0,0,0,0,0,0,14,9,71,144,94,138,159,152,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-23,6,7.89,7.89,3.94,15.55,9.75,7.43,6.73,5.34,7.19,4.18,9.52,11.37,5.11,6.03,5.57,5.34,,8.12,26.92,7.19,7.89,4.64,5.34,8.59,42.47,7.43,8.82,6.96,3.94,5.11,21.516667,18.861111,26.433333,0.169333,17.961111,80.327049
US_GA_13145,2020-11-10,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,26,0,953,26,,,0,1,0,0,1,2,1,1,0,1,14,10,71,144,95,140,160,153,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-20,6,5.58,7.67,6.27,13.71,8.36,5.81,3.72,4.18,5.58,,6.5,12.08,4.65,,5.34,4.41,5.58,8.6,26.25,5.58,7.67,3.95,4.88,5.11,36.93,5.81,5.11,5.58,3.95,6.74,21.666667,19.811111,24.522222,0.036286,19.327778,86.717654
US_GA_13145,2020-11-11,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,6,0,959,26,,,0,0,0,0,0,0,2,0,0,0,14,10,71,144,95,140,162,153,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-37,12,7.24,7.24,3.88,12.68,10.09,7.76,4.66,4.92,10.09,7.24,3.88,12.68,5.17,9.06,,,,9.06,22.77,5.17,6.99,3.62,,4.4,43.21,3.62,9.31,6.47,6.73,,23.311111,21.022222,27.338889,0.338667,21.661111,90.636669
US_GA_13145,2020-11-12,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,5,0,964,26,,,0,0,0,1,1,0,1,0,0,1,14,10,71,145,96,140,163,153,72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-20,8,6.04,7.2,7.67,12.08,10.45,4.88,7.9,4.41,9.76,3.95,8.83,10.22,3.48,5.11,6.04,4.88,3.25,8.59,20.44,4.88,6.27,5.11,,5.34,41.81,4.18,6.74,8.36,5.34,5.81,21.777778,19.072222,25.672222,3.33375,19.311111,85.991935
US_GA_13145,2020-11-13,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,3,0,967,26,,,0,0,0,1,0,2,0,0,0,0,14,10,71,146,96,142,163,153,72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-22,5,4.36,6.3,5.57,9.69,7.27,,4.12,,9.69,5.33,5.33,12.36,5.57,,,,5.82,9.94,21.32,3.88,5.33,4.12,6.3,6.06,36.11,5.09,5.57,4.36,4.6,4.36,17.233333,11.677778,24.9,0.0,11.477778,69.028891
US_GA_13145,2020-11-14,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,3,0,970,26,,,0,0,0,1,1,1,0,-1,0,0,14,10,71,147,97,143,163,152,72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-1,,5.5,9.84,4.34,10.42,13.32,5.5,6.37,,7.24,5.21,5.5,9.55,4.63,,,4.34,,10.13,26.64,5.5,9.55,,4.34,7.53,40.83,5.5,9.55,6.37,7.53,6.08,14.977778,7.366667,24.35,0.0,6.933333,58.967302
US_GA_13145,2020-11-15,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,1,0,971,26,,,0,0,0,1,1,0,0,0,0,0,14,10,71,148,98,143,163,152,72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-19,,5.56,11.39,3.89,12.79,10.28,6.12,4.17,,13.06,6.12,6.95,10.01,,6.67,,5.28,,8.34,19.46,4.17,5.28,5.84,,,45.58,3.89,8.89,9.73,6.95,,15.805556,8.938889,24.311111,0.0,12.194444,79.368975
US_GA_13145,2020-11-16,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,-1,0,970,26,,,0,0,0,0,0,0,0,0,0,0,14,10,71,148,98,143,163,152,72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,7,4,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-21,6,4.36,5.32,,12.58,10.4,,6.05,4.11,8.71,5.81,5.56,9.19,6.29,4.11,4.36,4.84,,8.22,24.68,4.84,6.53,5.56,4.36,8.22,36.29,,7.74,9.19,3.63,5.81,11.8,4.327778,20.505556,0.0254,1.172222,48.538932
US_GA_13145,2020-11-17,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,2,1,972,27,,,0,0,-1,-1,1,2,0,0,1,0,14,10,70,147,99,145,163,152,73,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,15,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-21,7,3.47,8.43,6.69,11.4,7.68,5.95,3.47,4.96,10.16,6.94,8.67,10.41,4.96,6.94,,4.21,5.45,9.42,27.26,6.94,5.95,4.21,5.45,6.69,41.63,3.72,4.96,8.18,4.46,4.96,10.444444,3.2,19.6,0.0,-0.961111,45.604346
US_GA_13145,2020-11-18,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,5,0,977,27,,,0,0,2,1,2,1,0,0,0,0,14,10,72,148,101,146,163,152,73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,1,1,0,0,0,0,0,2,2,5,7,16,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-20,6,6.66,5.92,16.03,13.32,13.81,4.93,3.95,4.19,9.62,4.69,7.15,7.4,8.14,6.17,3.7,4.44,5.18,8.88,22.44,4.69,7.15,5.67,4.19,7.64,37.73,4.44,,4.93,3.45,5.92,10.255556,2.944444,18.394444,0.0,-3.505556,38.11617
US_GA_13145,2020-11-19,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,9,0,986,27,,,0,0,1,0,2,0,3,0,1,0,14,10,73,148,103,146,166,152,74,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,16,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-18,7,5.32,10.89,10.41,10.16,11.86,3.39,5.08,6.29,8.71,4.36,5.08,15.25,4.36,4.11,6.53,4.36,3.87,9.92,27.59,6.05,7.99,5.32,3.87,5.08,40.41,8.71,7.02,6.05,7.02,5.57,9.261111,2.155556,18.516667,0.0,-0.188889,52.17291
US_GA_13145,2020-11-20,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,6,0,992,27,,,0,0,1,0,0,3,1,1,0,0,14,10,74,148,103,149,167,153,74,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,16,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-20,5,4.04,6.31,7.57,10.34,10.85,5.55,4.04,,8.32,,4.04,6.56,,6.31,6.05,3.78,4.04,10.09,24.47,5.3,5.55,4.29,,8.83,34.3,,6.31,5.55,4.54,7.32,12.344444,3.966667,22.727778,0.0,5.711111,64.343929
US_GA_13145,2020-11-21,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,7,0,999,27,,,0,0,0,1,0,1,0,0,1,0,14,10,74,149,103,150,167,153,75,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,16,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,2,,4.42,7.66,4.12,15.62,8.84,5.01,6.78,,6.78,4.12,5.3,8.84,5.01,6.19,4.12,,4.71,8.84,24.45,4.42,9.13,,,,47.73,,5.89,7.37,,5.01,14.6,6.922222,22.822222,0.0,10.055556,74.334994
US_GA_13145,2020-11-22,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,3,0,1002,27,,,0,0,0,0,0,0,0,0,2,0,14,10,74,149,103,150,167,153,77,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,16,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-14,,6.02,10.03,,14.61,7.45,7.45,7.74,,9.46,7.45,,7.45,4.3,,5.16,5.73,7.45,9.46,26.65,5.16,10.6,5.44,7.74,4.58,44.7,4.01,4.87,5.44,6.02,8.88,14.905556,8.777778,22.955556,0.0,10.738889,76.401388
US_GA_13145,2020-11-23,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,3,0,1005,27,,,0,0,1,0,0,2,0,0,1,0,14,10,75,149,103,152,167,153,78,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,16,37,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-37,8,8.85,6.85,4.28,11.99,11.99,7.14,6.57,4.28,5.42,,7.71,9.42,4.85,,,7.14,,7.14,21.7,5.71,7.14,5.71,,5.42,43.69,4.0,6.28,7.71,6.0,,13.727778,8.727778,19.594444,0.0,7.111111,64.463865
US_GA_13145,2020-11-24,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,14,1,1019,28,,,0,0,0,0,0,1,2,3,0,0,14,10,75,149,103,153,169,156,78,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,10,8,4,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,7,16,38,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-35,8,4.09,10.52,4.68,13.15,8.77,,,5.84,11.11,6.14,7.01,10.52,,4.97,4.38,,5.55,9.35,28.35,4.97,8.18,4.97,5.84,4.68,49.1,5.84,7.01,8.77,4.38,5.26,9.738889,2.911111,19.338889,0.0,2.7,61.773056
US_GA_13145,2020-11-25,ChIJxzfX3sBN84gRJbSa83uVdb4,Q486133,geoId/13145,US,United States of America,GA,Georgia,13145,Harris County,US,USA,2,4,0,1023,28,,,0,0,2,0,0,1,0,0,0,1,14,10,77,149,103,154,169,156,78,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,16,38,22,6,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,33943,16994,16949,3584,4512,3535,3635,4623,5292,4853,2762,1147,1073863,32.74,-84.91,1225,80.975,,,,-44,10,,8.62,,13.63,8.07,,8.62,,9.46,5.56,5.01,8.62,4.45,4.17,6.68,4.17,4.17,7.23,22.53,5.84,4.17,4.73,3.9,,45.34,,6.12,6.12,5.29,,15.45,7.45,24.094444,0.217714,10.555556,72.736352
