location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AK_02275,2020-01-01,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,4.728395,1.030864,6.91358,2.8575,,2.675926,87.371333
US_AK_02275,2020-01-02,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,0.345679,-1.37037,3.734568,3.7465,,-2.416667,82.757773
US_AK_02275,2020-01-03,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,0.17284,-1.506173,1.617284,0.53975,,-4.388889,74.532441
US_AK_02275,2020-01-04,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-0.17284,-2.271605,2.024691,2.19075,,-2.953704,82.41368
US_AK_02275,2020-01-05,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,0.919753,-1.209877,2.444444,2.76225,,-0.759259,88.3004
US_AK_02275,2020-01-06,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-0.432099,-2.580247,1.981481,0.47625,,-2.648148,86.917126
US_AK_02275,2020-01-07,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-1.635802,-3.944444,1.728395,0.395111,,-4.555556,84.657309
US_AK_02275,2020-01-08,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-1.228395,-3.308642,0.685185,0.254,,-3.675926,87.048002
US_AK_02275,2020-01-09,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-0.993827,-2.506173,0.450617,0.98425,,-2.87963,88.382118
US_AK_02275,2020-01-10,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-0.91358,-2.222222,0.487654,1.651,,-2.75,87.132614
US_AK_02275,2020-01-11,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-5.104938,-7.104938,-2.154321,2.358571,,-9.240741,75.008715
US_AK_02275,2020-01-12,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-8.024691,-9.530864,-6.141975,0.0,,-15.935185,58.899737
US_AK_02275,2020-01-13,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-8.407407,-10.055556,-6.265432,0.0,,-15.074074,63.421136
US_AK_02275,2020-01-14,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-8.895062,-10.858025,-6.524691,0.0,,-16.935185,58.755697
US_AK_02275,2020-01-15,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-9.08642,-11.148148,-7.111111,0.0,,-17.574074,56.048405
US_AK_02275,2020-01-16,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-8.074074,-9.932099,-5.981481,0.0,,-16.907407,53.531314
US_AK_02275,2020-01-17,ChIJq8l0wDrKCFQRc9jhlV0bTc0,Q43983,geoId/02275,US,United States of America,AK,Alaska,02275,Wrangell,US,USA,2,,,,,,,2521,1324,1197,270,281,272,223,244,405,474,226,126,2605235,56.47083,-132.37667,21,8966,78.7,-6.598765,-8.783951,-4.08642,0.0,,-13.777778,58.711167
