location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53043,2020-06-20,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,28.18,21.13,20.882716,12.407407,28.734568,0.084667,,10.340278,51.141413
US_WA_53043,2020-06-21,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,44.6,19.462963,14.037037,25.746914,0.395111,,10.791667,57.763895
US_WA_53043,2020-06-22,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-25,21.5,33.33,19.623457,10.679012,28.339506,0.0,,8.229167,47.215599
US_WA_53043,2020-06-23,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-20,,40.84,22.506173,10.734568,32.283951,0.0,,10.076389,44.610542
US_WA_53043,2020-06-24,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,29.71,32.0,24.950617,13.037037,32.506173,0.056444,,12.833333,47.017348
US_WA_53043,2020-06-25,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,22.33,44.65,22.364198,13.771605,32.012346,0.197556,,10.597222,48.088562
US_WA_53043,2020-06-26,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-28,,35.27,23.716049,13.209877,32.561728,0.0,,10.541667,43.098462
US_WA_53043,2020-06-27,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,3,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,43.45,36.0,23.024691,14.864198,32.561728,0.0,,7.111111,36.017613
US_WA_53043,2020-06-28,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,3,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,41.42,16.092593,10.061728,26.006173,0.0,,5.159722,47.997171
US_WA_53043,2020-06-29,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,3,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-23,20.69,29.41,17.135802,8.679012,27.037037,2.314222,,7.506944,53.29502
US_WA_53043,2020-06-30,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-10,21.94,26.33,17.882716,9.567901,26.858025,2.201333,,9.659722,59.763685
US_WA_53043,2020-07-01,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,29.73,33.97,14.845679,9.623457,23.530864,2.427111,,7.0625,61.897405
US_WA_53043,2020-07-02,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-32,29.6,37.56,16.030864,9.876543,22.91358,2.681111,,6.458333,53.254963
US_WA_53043,2020-07-03,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-47,,39.03,17.67284,8.302469,27.04321,0.0,,6.0,46.194129
US_WA_53043,2020-07-04,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,,18.54321,7.549383,27.018519,0.0,,4.138889,38.154746
US_WA_53043,2020-07-05,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,21.03,32.1,18.876543,8.839506,27.487654,0.0,,5.236111,40.135047
US_WA_53043,2020-07-06,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-30,26.58,44.3,19.728395,8.858025,28.592593,0.0,,6.381944,41.022393
US_WA_53043,2020-07-07,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-28,35.8,30.38,19.611111,10.611111,28.722222,0.903111,,7.395833,45.140883
US_WA_53043,2020-07-08,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-25,31.65,20.04,16.592593,8.574074,24.728395,0.084667,,6.756944,53.117882
US_WA_53043,2020-07-09,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-22,27.29,29.38,18.438272,8.277778,26.944444,0.0,,7.666667,48.712745
US_WA_53043,2020-07-10,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-31,19.58,36.99,20.259259,10.62963,27.660494,0.0,,7.993056,44.980262
US_WA_53043,2020-07-11,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,31.95,21.135802,10.487654,32.216049,0.0,,8.006944,42.599318
US_WA_53043,2020-07-12,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,21.14,22.2,20.808642,11.135802,32.259259,0.0,,4.965278,35.405918
US_WA_53043,2020-07-13,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-21,19.12,40.38,17.734568,7.808642,25.802469,0.0,,2.451389,35.590045
US_WA_53043,2020-07-14,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-20,21.69,26.03,18.740741,7.37037,29.141975,0.0,,3.479167,35.834673
US_WA_53043,2020-07-15,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-24,37.22,36.13,21.32716,8.209877,31.376543,0.0,,5.1875,34.273551
US_WA_53043,2020-07-16,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,5,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,22.68,44.32,24.04321,11.685185,32.925926,0.0,,8.416667,36.279735
US_WA_53043,2020-07-17,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,5,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-25,29.32,38.75,22.907407,14.253086,32.944444,0.0,,8.090278,38.322156
US_WA_53043,2020-07-18,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,5,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,25.86,42.32,22.17284,12.512346,30.67284,0.0,,7.944444,39.348021
US_WA_53043,2020-07-19,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,5,0,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,27.86,43.46,23.32716,11.969136,32.820988,0.0,,8.430556,37.859185
US_WA_53043,2020-07-20,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,6,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-24,21.6,30.24,24.932099,12.598765,33.407407,0.0,,9.083333,36.287906
US_WA_53043,2020-07-21,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,6,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-21,17.04,34.08,25.197531,14.111111,35.67284,0.0,,8.722222,34.690153
US_WA_53043,2020-07-22,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,6,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-27,,31.34,26.098765,14.339506,35.67284,0.0,,9.131944,33.734748
US_WA_53043,2020-07-23,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,7,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-25,27.52,40.77,24.160494,15.839506,33.746914,0.0,,6.381944,31.732491
US_WA_53043,2020-07-24,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,8,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-27,,38.49,21.561728,13.018519,30.444444,0.0,,4.597222,32.592666
US_WA_53043,2020-07-25,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,2,0,10,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,20.57,38.86,19.487654,8.95679,28.654321,0.0,,4.0625,35.386631
US_WA_53043,2020-07-26,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,-1,0,9,0,,,0,0,,0,0,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,55.85,21.876543,9.549383,32.765432,0.0,,5.881944,34.993948
US_WA_53043,2020-07-27,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,9,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-23,25.64,31.56,24.888889,12.203704,35.635802,0.0,,6.840278,31.243937
US_WA_53043,2020-07-28,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,9,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-23,29.24,36.3,26.055556,13.154321,36.783951,0.0,,7.576389,30.763426
US_WA_53043,2020-07-29,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,10,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,24.8,36.71,26.919753,14.283951,36.777778,0.0,,7.4375,28.857983
US_WA_53043,2020-07-30,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,10,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-28,23.08,37.12,27.925926,15.388889,38.604938,0.0,,9.229167,31.279092
US_WA_53043,2020-07-31,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,10,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-25,20.19,44.42,29.314815,16.925926,40.111111,0.0,,9.041667,27.845545
US_WA_53043,2020-08-01,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,3,0,13,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,39.65,26.91358,17.462963,38.938272,0.0,,9.208333,32.4016
US_WA_53043,2020-08-02,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,13,0,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,21.1,39.03,23.895062,12.975309,33.407407,0.0,,8.256944,36.232485
US_WA_53043,2020-08-03,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,13,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-22,17.44,31.0,24.259259,13.228395,33.308642,0.0,,6.638889,31.649733
US_WA_53043,2020-08-04,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,2,0,15,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-22,24.57,35.38,23.234568,12.833333,32.401235,0.0,,6.819444,33.938559
US_WA_53043,2020-08-05,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,15,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,22.87,28.83,23.925926,11.796296,34.746914,0.0,,6.986111,33.397554
US_WA_53043,2020-08-06,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,15,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-23,16.77,41.43,23.17284,13.049383,34.709877,0.197556,,9.368056,41.538122
US_WA_53043,2020-08-07,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,5,0,20,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-25,,26.9,16.925926,8.814815,27.54321,0.705556,,4.854167,44.891589
US_WA_53043,2020-08-08,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,20,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,18.26,32.22,19.598765,11.574074,27.209877,0.0,,5.979167,40.092107
US_WA_53043,2020-08-09,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,8,0,28,0,,,0,0,0,0,0,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,34.1,20.024691,10.851852,28.598765,0.0,,5.076389,37.07264
US_WA_53043,2020-08-10,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,-1,0,27,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-23,18.59,36.19,21.080247,9.635802,32.54321,0.0,,5.333333,35.00463
US_WA_53043,2020-08-11,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,27,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-20,22.73,34.64,23.246914,10.0,32.567901,0.0,,3.979167,28.420537
US_WA_53043,2020-08-12,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,27,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-23,,44.62,20.709877,13.746914,30.987654,0.0,,1.798611,28.251926
US_WA_53043,2020-08-13,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,27,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-24,16.97,37.13,16.018519,7.012346,25.240741,0.0,,2.993056,41.158536
US_WA_53043,2020-08-14,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,27,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,-26,,42.92,18.055556,6.623457,29.265432,0.0,,1.902778,33.202991
US_WA_53043,2020-08-15,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,3,0,30,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,29.35,21.969136,7.876543,33.833333,0.0,,4.416667,31.033454
US_WA_53043,2020-08-16,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,1,0,31,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,33.34,25.475309,10.82716,38.944444,0.0,,6.479167,29.248512
US_WA_53043,2020-08-17,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,25.21,29.25,29.623457,16.833333,38.895062,0.0,,9.256944,27.925745
US_WA_53043,2020-08-18,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,0,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,26.96,29.296296,18.969136,38.576389,0.0,,9.652778,29.539977
US_WA_53043,2020-08-19,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,1,31,1,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,25.31,37.42,26.765432,17.061728,37.333333,0.0,,7.180556,28.79172
US_WA_53043,2020-08-20,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,1,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,32.8,37.92,23.574074,15.197531,33.814815,0.197556,,5.611111,30.799892
US_WA_53043,2020-08-21,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,1,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,22.59,37.99,23.493827,14.987654,32.185185,0.028222,,8.673611,37.867382
US_WA_53043,2020-08-22,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,1,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,,36.58,22.049383,12.308642,32.098765,0.0,,6.805556,37.050267
US_WA_53043,2020-08-23,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,1,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,21.12,27.46,19.382716,8.376543,31.04321,0.0,,3.958333,35.157262
US_WA_53043,2020-08-24,ChIJ1bH-mg1gnlQRvC95C0AFE2k,Q484150,geoId/53043,US,United States of America,WA,Washington,53043,Lincoln County,US,USA,2,0,0,31,1,,,,,,,,,,,,,,,,10585,5369,5216,1171,1345,903,996,1087,1498,1770,1155,660,1153068,47.57,-118.41,6060,81.05,,21.38,38.68,21.080247,8.839506,31.345679,0.0,,4.986111,34.103799
