location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29009,2021-06-29,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,3,0,3052,47,7,10289,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,9,-20,4,7.22,8.05,15.0,6.39,7.22,7.5,7.78,,4.17,11.94,7.78,9.17,3.89,4.72,,11.94,29.16,6.11,16.39,4.72,4.17,5.83,45.55,8.05,13.61,6.11,6.11,,25.709877,20.975309,31.08642,2.50825,,21.487654,77.61215
US_MO_29009,2021-06-30,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,7,0,3059,47,39,10328,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,37,,-14,3,4.06,,15.97,8.12,4.33,,13.26,,5.14,16.24,6.23,3.79,4.87,4.6,5.68,10.29,23.55,6.77,12.45,,4.6,7.31,41.69,5.68,12.45,8.39,6.23,5.41,24.796296,21.512346,29.45679,1.227667,,22.111111,85.210647
US_MO_29009,2021-07-01,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,16,0,3075,47,20,10348,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,40,,-21,4,7.58,6.5,15.16,7.58,6.5,7.04,7.58,,6.77,7.31,5.41,4.6,4.33,5.95,,7.85,24.09,6.77,8.93,6.22,3.79,8.12,38.7,6.5,12.18,8.66,,7.04,23.877778,21.988889,27.677778,5.334,,22.522222,92.270447
US_MO_29009,2021-07-02,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,9,0,3084,47,21,10369,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,52,,-21,0,4.9,4.9,14.12,6.63,,5.47,6.05,,4.03,11.53,4.03,,,,5.19,7.49,26.8,7.49,14.41,5.19,6.63,5.47,37.74,,10.37,4.9,6.34,8.07,23.766667,20.622222,28.038889,3.628571,,18.977778,74.684349
US_MO_29009,2021-07-03,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,3085,47,38,10407,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,37,,-14,,,7.14,15.84,,5.59,5.28,8.39,,5.28,8.39,5.28,4.35,,,,7.14,27.34,7.14,15.53,,,,42.56,,13.36,5.59,,6.21,22.683333,16.5,28.855556,0.0,,17.227778,71.366867
US_MO_29009,2021-07-04,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,19,0,3104,47,10,10417,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,62,,-25,,5.88,,14.54,8.97,7.11,,8.97,,,8.35,9.28,,,,,6.8,23.2,4.95,12.99,,,,33.09,,6.8,7.73,5.57,,23.866667,18.255556,29.277778,0.0,,17.844444,69.059101
US_MO_29009,2021-07-05,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,14,0,3118,47,0,10417,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,27,16,-58,12,6.46,6.18,16.58,6.18,,5.06,9.84,6.18,4.78,13.21,8.43,5.34,4.5,,,8.43,29.23,5.9,18.55,,6.46,4.5,43.85,5.06,14.62,7.87,4.22,7.59,23.538889,16.661111,29.238889,0.0,,16.666667,65.407479
US_MO_29009,2021-07-06,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,3123,47,6,10423,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,26,,-25,5,5.42,7.86,19.25,7.86,7.32,5.96,8.13,5.42,,10.85,8.13,7.86,4.88,,4.61,5.96,29.82,5.42,21.96,,,4.88,45.28,3.8,13.01,8.95,6.24,6.51,24.616667,18.077778,30.105556,0.0,,18.016667,66.78295
US_MO_29009,2021-07-07,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,8,0,3131,47,3,10426,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,39,,-23,3,4.38,4.93,19.7,8.48,5.2,6.57,9.85,7.66,9.3,11.22,4.65,6.02,,6.57,4.11,6.84,24.08,5.47,19.98,,4.11,6.57,44.88,3.83,13.41,9.3,4.93,5.47,25.8,19.877778,31.477778,0.1778,,19.5,68.263089
US_MO_29009,2021-07-08,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,19,0,3150,47,18,10444,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,28,,-22,3,4.67,5.22,17.87,8.52,6.05,4.67,9.07,9.62,,12.92,5.77,,,4.4,5.77,10.17,30.52,7.7,15.12,,7.42,6.05,40.69,5.77,13.2,,6.32,,25.894444,20.755556,31.516667,0.0,,21.016667,74.570307
US_MO_29009,2021-07-09,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,11,0,3161,47,16,10460,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,33,,-20,2,6.37,4.16,15.24,6.93,4.71,4.99,9.42,6.37,,10.25,4.16,6.1,,,3.88,9.7,26.88,5.82,13.02,,4.71,4.71,41.57,4.43,8.31,7.76,8.87,6.1,26.738889,21.394444,32.611111,0.0,,21.644444,73.693394
US_MO_29009,2021-07-10,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,15,0,3176,47,23,10483,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,13,,-3,,4.01,4.87,15.48,5.16,4.87,4.59,8.31,7.45,,8.03,5.16,8.31,4.3,,4.3,5.45,25.22,4.3,14.9,,6.31,,45.86,6.31,10.03,4.59,5.45,5.73,25.572222,22.05,30.15,0.0,,21.977778,80.646612
US_MO_29009,2021-07-11,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,10,0,3186,47,21,10504,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,28,,-22,,7.07,6.48,13.55,6.48,7.66,,14.73,5.89,4.71,6.48,,5.6,,,,5.3,26.51,6.78,11.78,,5.01,,44.19,5.6,13.26,7.66,5.01,,22.194444,19.005556,26.888889,4.953,,19.255556,83.562775
US_MO_29009,2021-07-12,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,3187,47,9,10513,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,14,-20,5,4.43,7.48,11.08,9.97,6.37,9.7,11.08,4.71,,10.25,6.09,4.99,5.26,,,7.48,31.58,8.03,9.14,4.16,5.26,5.54,44.04,5.54,10.53,6.92,4.99,4.43,20.533333,17.638889,24.238889,3.302,,18.3,87.124758
US_MO_29009,2021-07-13,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,19,1,3206,48,3,10516,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,24,,-19,4,,5.94,11.04,8.21,6.79,8.21,9.05,4.81,5.66,7.92,7.64,,,7.64,4.81,6.22,32.26,8.49,10.19,7.64,5.94,4.81,39.33,4.81,12.45,6.22,,4.53,22.9,16.516667,30.305556,0.1778,,17.522222,71.831521
US_MO_29009,2021-07-14,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,21,0,3227,48,19,10535,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,42,,-17,2,,5.05,19.93,5.89,6.17,6.46,11.51,7.3,6.74,8.14,5.33,5.61,3.93,,5.33,10.38,28.63,8.7,12.35,,4.49,4.49,46.87,,10.1,4.77,4.77,6.46,26.233333,20.177778,31.894444,0.0,,19.266667,65.560848
US_MO_29009,2021-07-15,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,17,0,3244,48,29,10564,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,39,,-19,2,5.77,7.42,11.26,7.14,6.04,7.96,11.54,,,7.96,7.69,7.69,6.59,5.49,6.32,6.87,27.46,6.87,10.98,5.22,,7.96,41.47,6.04,8.51,5.77,,4.67,26.4,22.288889,31.322222,0.0,,20.205556,68.841486
US_MO_29009,2021-07-16,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,18,0,3262,48,19,10583,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,39,,-18,3,6.76,6.76,11.63,7.03,4.06,4.06,7.58,4.6,3.79,10.28,,7.85,4.33,4.6,4.87,10.01,27.05,5.95,10.01,,5.41,7.03,39.77,7.3,10.55,5.41,,,23.966667,18.805556,28.855556,19.515667,,20.494444,81.008075
US_MO_29009,2021-07-17,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,21,0,3283,48,85,10668,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,25,,2,,8.72,,13.65,6.68,4.36,7.55,8.43,4.65,4.94,9.01,6.1,,,4.36,4.36,6.39,22.66,4.65,11.62,,6.1,4.65,42.42,6.1,9.3,6.39,4.65,5.52,24.7,20.983333,30.283333,21.1455,,22.144444,85.781796
US_MO_29009,2021-07-18,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,12,0,3295,48,11,10679,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,41,,-18,,6.86,6.86,15.52,9.55,4.18,5.67,7.76,4.18,,8.95,8.06,4.18,,5.07,,6.57,23.58,6.27,15.82,,5.07,,38.2,4.18,16.71,5.67,5.67,5.07,23.805556,20.022222,29.794444,15.566571,,21.094444,84.937591
US_MO_29009,2021-07-19,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,10,0,3305,48,1,10680,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,24,18,-18,5,4.62,6.25,10.59,7.33,8.42,9.78,7.61,,4.62,13.31,7.06,4.89,,,3.8,8.96,28.79,8.96,17.11,,4.62,5.7,46.72,7.06,13.04,5.43,7.61,6.52,24.555556,20.122222,29.127778,0.508,,20.377778,77.628241
US_MO_29009,2021-07-20,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,7,0,3312,48,0,10680,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,24,,-21,5,5.2,7.66,15.05,4.38,4.65,5.75,9.85,,3.83,9.85,5.47,6.02,6.84,,4.65,10.12,34.21,7.94,13.14,,4.65,5.47,42.97,,11.22,6.84,,6.02,23.45,18.344444,28.361111,0.028222,,18.511111,73.86961
US_MO_29009,2021-07-21,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,23,1,3335,49,19,10699,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,40,,-16,2,5.03,7.83,16.5,4.2,6.15,4.47,10.91,6.43,4.2,16.22,5.03,10.63,4.2,,6.99,10.35,27.13,5.31,13.43,6.43,,,40.55,4.2,12.31,6.71,7.83,5.87,23.727778,17.655556,29.438889,0.0,,18.45,72.411826
US_MO_29009,2021-07-22,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,15,0,3350,49,62,10761,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,30,,-20,3,6.03,6.58,15.9,6.03,6.03,5.21,7.13,5.21,3.84,9.32,4.11,5.76,5.76,5.76,4.93,8.22,26.87,6.58,10.42,4.93,,4.11,28.24,6.58,7.13,,6.03,4.39,25.111111,19.7,30.566667,0.0,,20.072222,73.67964
US_MO_29009,2021-07-23,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,24,0,3374,49,27,10788,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,34,,-17,2,5.54,7.21,14.41,6.1,5.82,5.54,10.81,5.82,,10.25,6.93,4.99,6.93,4.99,6.37,5.54,40.46,8.31,11.36,,,,35.2,5.26,10.53,7.21,7.48,5.26,26.622222,21.161111,32.25,0.0,,21.75,74.6937
US_MO_29009,2021-07-24,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,24,0,3398,49,24,10812,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,,-4,,8.19,5.16,15.17,7.28,7.89,6.37,9.41,7.59,,10.92,6.37,5.46,5.16,,,10.01,29.13,6.68,13.96,5.16,4.55,5.46,41.57,7.28,13.96,10.62,4.86,5.16,27.927778,22.738889,33.088889,0.0,,22.422222,72.085587
US_MO_29009,2021-07-25,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,9,0,3407,49,29,10841,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,30,,-15,,6.74,5.86,19.64,6.45,5.57,5.57,9.38,6.45,7.33,9.09,5.57,6.74,4.11,7.33,6.16,7.92,29.61,9.68,17.3,,5.86,,43.68,4.4,12.61,9.38,4.69,,27.105556,23.216667,31.888889,0.725714,,23.35,80.045136
US_MO_29009,2021-07-26,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,4,0,3411,49,17,10858,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,12,-19,6,4.6,5.14,20.83,8.65,6.22,7.57,11.9,4.87,,10.01,6.49,5.68,5.95,,4.33,10.28,30.83,6.76,14.61,4.6,3.79,4.06,36.51,,11.63,7.3,4.87,5.14,26.983333,21.755556,33.038889,0.09525,,22.861111,78.250754
US_MO_29009,2021-07-27,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,1,3416,50,7,10865,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,17,,-21,5,6.8,6.52,12.78,8.15,7.07,5.44,12.5,7.07,6.52,11.42,4.89,4.35,5.71,4.62,3.81,8.7,29.63,7.07,16.58,4.89,8.15,4.89,43.22,4.35,14.13,7.88,6.8,7.34,28.522222,22.816667,34.55,0.0,,23.122222,72.641611
US_MO_29009,2021-07-28,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,16,0,3432,50,29,10894,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,38,,-18,3,4.65,7.11,17.77,8.75,7.11,4.1,11.76,6.01,5.19,8.2,5.19,7.93,5.74,4.65,6.01,7.93,26.25,6.56,17.5,3.83,,6.29,46.2,7.38,16.68,5.47,3.83,4.65,28.8,23.005556,34.538889,0.0,,23.361111,72.532307
US_MO_29009,2021-07-29,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,19,0,3451,50,18,10912,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,29,,-20,4,,8.4,13.01,7.32,6.51,4.07,11.93,5.69,,7.32,5.15,4.88,4.34,,5.42,7.32,30.91,7.05,15.72,5.69,,9.49,40.12,,11.66,5.96,4.88,,28.816667,22.511111,34.355556,0.0,,22.966667,70.771983
US_MO_29009,2021-07-30,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,23,0,3474,50,25,10937,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,36,,-18,2,,4.97,18.23,6.08,7.73,,12.43,,5.8,12.15,7.18,3.87,,6.63,6.63,6.35,28.72,8.28,11.6,,3.87,4.97,40.59,,10.22,8.28,,4.97,28.438889,21.966667,34.6,0.0,,22.127778,68.817598
US_MO_29009,2021-07-31,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,15,0,3489,50,78,11015,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,18,,-4,,6.76,4.7,16.16,7.93,4.41,,8.52,6.17,6.17,9.11,5.88,5.88,,4.41,4.41,8.23,27.62,5.88,13.81,5.0,4.41,4.11,36.43,4.11,16.75,4.41,5.88,,28.661111,22.438889,34.861111,0.0,,22.327778,68.705371
US_MO_29009,2021-08-01,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,17,0,3506,50,12,11027,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,29,,-17,,,6.84,14.56,7.73,5.65,5.05,13.08,7.73,6.24,6.24,4.16,,,4.16,5.94,11.89,24.67,4.16,15.16,4.76,6.54,5.35,40.12,5.65,12.48,8.03,,5.65,24.588889,21.288889,30.75,8.297333,,20.772222,79.456041
US_MO_29009,2021-08-02,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,13,0,3519,50,0,11027,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,20,18,-19,5,5.12,6.47,18.06,10.51,,6.74,10.78,6.74,4.31,7.82,,,7.01,5.39,4.58,9.16,35.04,8.09,11.59,4.31,5.39,6.47,41.24,4.85,12.94,8.89,4.31,7.01,23.35,18.15,29.105556,1.862667,,18.522222,74.354174
US_MO_29009,2021-08-03,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,17,0,3536,50,7,11034,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,28,,-22,5,7.11,5.74,16.41,9.02,4.65,7.11,9.3,7.93,4.65,8.75,,4.65,4.1,4.65,4.1,12.03,31.99,8.75,11.21,4.1,,,41.02,5.74,9.02,8.48,6.84,4.65,22.933333,17.316667,28.672222,0.0,,17.311111,70.642819
US_MO_29009,2021-08-04,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,29,0,3565,50,21,11055,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,34,,-18,3,5.0,8.88,20.26,8.33,6.38,6.38,12.21,6.38,,9.44,6.94,5.0,6.38,5.55,5.0,8.88,31.64,9.99,15.82,4.44,5.55,5.0,44.14,7.22,11.94,,6.94,4.44,22.916667,17.866667,28.672222,0.0,,17.494444,71.558317
US_MO_29009,2021-08-05,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,15,0,3580,50,105,11160,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,26,,-16,4,4.72,6.94,18.87,6.38,5.83,7.77,9.71,6.11,5.55,11.38,5.27,4.44,,6.66,,7.21,31.36,5.0,15.54,,3.88,8.32,42.73,4.72,13.6,8.32,5.27,8.32,23.288889,18.816667,28.383333,0.0,,18.566667,74.855805
US_MO_29009,2021-08-06,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,23,1,3603,51,34,11194,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,35,,-17,2,,4.69,15.18,5.52,4.97,3.86,12.97,7.45,4.14,7.73,,8.55,3.86,,,7.73,30.63,8.83,14.63,5.24,4.97,9.11,32.84,,11.31,6.35,4.69,4.69,23.7,18.4,30.083333,0.7874,,19.738889,78.645482
US_MO_29009,2021-08-07,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,15,0,3618,51,24,11218,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,,-3,,6.82,8.0,16.6,8.3,4.74,7.11,10.38,4.15,,8.3,4.45,,,4.15,,6.82,21.64,4.74,14.53,,4.45,,36.76,,12.15,5.63,5.63,5.04,25.777778,19.677778,31.783333,0.127,,20.161111,71.227804
US_MO_29009,2021-08-08,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,10,0,3628,51,94,11312,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,33,,-17,,5.02,,15.94,7.97,6.49,7.67,8.86,,4.13,7.97,6.2,4.43,5.9,4.72,5.31,7.38,28.04,7.67,10.04,,4.43,5.31,43.1,,13.87,9.45,5.61,5.9,26.805556,22.127778,32.122222,0.084667,,21.655556,73.463796
US_MO_29009,2021-08-09,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,9,0,3637,51,23,11335,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,15,-17,5,6.27,4.63,18.52,5.99,4.63,6.54,16.89,8.17,5.45,12.26,5.72,3.81,7.36,,,6.81,32.96,10.62,16.07,5.45,4.63,5.99,41.41,5.99,13.08,9.26,5.72,4.09,28.527778,24.35,33.6,1.27,,22.705556,70.811917
US_MO_29009,2021-08-10,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,20,0,3657,51,0,11335,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,,-19,5,6.06,11.84,13.49,7.43,5.78,7.71,10.46,5.78,4.96,8.26,4.96,9.36,7.99,7.99,5.51,9.09,36.35,5.23,10.74,,4.13,7.43,42.68,4.41,13.22,7.43,4.13,7.99,29.366667,25.038889,34.788889,0.0,,22.022222,64.732873
US_MO_29009,2021-08-11,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,11,0,3668,51,80,11415,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,36,,-17,3,10.32,5.86,18.69,6.14,5.3,7.25,13.95,6.7,4.74,7.53,6.42,4.74,7.25,5.86,,7.25,34.87,5.86,16.18,5.86,5.02,9.48,43.8,,9.48,8.37,,5.3,29.377778,24.294444,35.022222,0.0,,20.35,58.370387
US_MO_29009,2021-08-12,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,21,0,3689,51,0,11415,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,26,,-17,3,,4.72,17.48,7.49,5.83,4.16,11.38,7.21,4.72,11.1,5.83,5.27,5.55,,5.83,9.71,32.74,6.38,15.54,,5.27,,41.34,4.99,10.82,4.72,6.94,5.55,29.316667,23.744444,35.627778,0.0,,20.838889,60.358267
