location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17139,2020-01-01,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,25.21,38.56,2.016667,-3.161111,9.077778,0.0,,-2.753086,71.371872
US_IL_17139,2020-01-02,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,20.94,37.54,5.883333,2.361111,10.822222,0.0,,-0.092593,65.991275
US_IL_17139,2020-01-03,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,16.18,32.37,5.005556,2.177778,7.683333,0.0,,3.802469,91.351894
US_IL_17139,2020-01-04,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,23.0,37.57,1.177778,-0.477778,3.1,0.084667,,-0.858025,86.503333
US_IL_17139,2020-01-05,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,26.82,39.44,0.983333,-4.611111,9.394444,0.2032,,-3.512346,72.154489
US_IL_17139,2020-01-06,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,31.71,32.4,1.438889,-4.511111,6.888889,0.0,,-4.45679,65.394936
US_IL_17139,2020-01-07,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,23.05,32.12,0.933333,-4.144444,6.788889,0.0508,,-3.987654,69.755786
US_IL_17139,2020-01-08,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,18.54,33.64,-1.022222,-4.611111,2.838889,0.0508,,-7.993827,59.384909
US_IL_17139,2020-01-09,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,25.27,35.52,4.0,-2.511111,11.55,0.072571,,-3.487654,58.437761
US_IL_17139,2020-01-10,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,10.82,17.18,28.0,10.761111,8.188889,14.433333,12.643556,,9.314815,90.523231
US_IL_17139,2020-01-11,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,23.05,17.67,7.505556,1.25,14.672222,45.748222,,6.32716,92.577755
US_IL_17139,2020-01-12,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,20.94,36.45,-1.633333,-3.583333,1.305556,11.260667,,-3.419753,87.935823
US_IL_17139,2020-01-13,ChIJedLzUXF5c4gRVfTsaQeroVM,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2,,,,,,,14701,7198,7503,1987,2078,1635,1787,1627,1933,1794,1044,816,1800581,39.64,-88.62,892,77.65,,,,23.55,26.1,1.4,-0.222222,4.011111,0.0254,50.8,-0.703704,86.094771
