location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48149,2020-01-11,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,8.08,9.98,,,,9.5,8.08,11.88,22.34,,,31.84,9.98,,13.522222,7.616667,22.527778,12.3698,,8.072222,70.340018
US_TX_48149,2020-01-12,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,10.54,8.15,7.19,8.15,,12.46,12.94,,21.56,8.62,9.1,36.9,11.5,,7.055556,0.211111,16.866667,0.2794,,3.0,75.557049
US_TX_48149,2020-01-13,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,5.46,13.82,,5.82,,14.18,9.09,9.09,25.09,7.27,8.73,32.0,6.18,6.91,12.25,8.777778,16.477778,0.0,,10.666667,90.151157
US_TX_48149,2020-01-14,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,6.18,9.09,8.36,,8.0,13.45,12.36,8.72,24.36,6.54,,41.44,6.18,6.91,16.788889,14.211111,23.35,1.4224,,16.154321,95.485346
US_TX_48149,2020-01-15,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,9.38,7.94,9.74,,5.41,11.55,7.58,6.86,17.32,,5.77,31.76,5.77,5.77,21.866667,18.7,26.766667,0.508,,19.488889,86.461002
US_TX_48149,2020-01-16,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.67,9.86,9.86,5.84,5.47,11.68,6.21,9.86,25.19,6.93,8.39,38.69,12.41,8.03,19.3,15.7,23.711111,0.127,,17.919753,91.624919
US_TX_48149,2020-01-17,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,5.64,10.15,6.39,7.52,,6.39,9.4,8.27,22.94,6.02,5.64,30.83,6.39,5.64,16.061111,13.483333,20.505556,5.1308,,14.666667,92.523635
US_TX_48149,2020-01-18,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,12.49,8.65,7.21,,,11.53,12.01,7.21,21.62,,12.49,46.6,,10.57,18.083333,14.888889,20.877778,2.9718,,15.088889,82.869878
US_TX_48149,2020-01-19,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,11.76,9.4,,7.05,,14.58,11.76,7.52,18.81,,12.22,47.49,7.52,,9.861111,4.0,16.383333,0.8382,,-1.433333,45.566667
US_TX_48149,2020-01-20,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,12.77,7.24,8.09,,11.92,6.81,9.79,19.58,,6.38,41.7,9.79,,8.6,2.644444,15.644444,0.0,,-2.533333,45.744496
US_TX_48149,2020-01-21,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,13.82,,5.38,,17.66,7.68,8.83,29.95,7.68,6.14,39.16,,5.76,9.320988,3.104938,16.95679,0.0,,0.253086,53.42147
US_TX_48149,2020-01-22,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,12.15,10.0,7.5,7.5,20.36,12.5,10.36,29.65,5.72,7.86,37.51,7.5,5.0,10.905556,8.083333,14.483333,2.4638,,7.316667,78.642046
US_TX_48149,2020-01-23,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.53,11.29,9.03,5.64,,24.84,6.77,9.03,33.12,,6.77,37.26,6.02,6.4,13.766667,9.577778,17.188889,15.2654,,11.333333,85.368662
US_TX_48149,2020-01-24,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,10.19,,,6.55,26.55,8.37,8.0,36.38,6.55,5.09,33.47,6.18,,10.15,2.988889,19.072222,0.0254,,4.077778,66.201764
US_TX_48149,2020-01-25,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.25,11.79,,7.25,,24.93,,11.33,38.98,6.8,,43.52,11.79,6.8,11.266667,4.172222,19.577778,0.0,,5.172222,66.362568
US_TX_48149,2020-01-26,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.42,12.66,7.42,,8.3,22.27,8.73,8.3,29.69,8.3,,37.12,11.79,7.86,17.072222,10.805556,24.511111,0.508,,12.322222,73.705021
US_TX_48149,2020-01-27,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.71,14.68,6.97,6.97,6.97,28.26,8.44,7.34,32.3,6.97,5.5,50.65,6.97,5.87,12.711111,6.872222,20.861111,0.3302,,9.988889,83.831181
US_TX_48149,2020-01-28,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,6.38,10.51,8.25,,6.75,15.76,7.5,5.25,30.39,,7.88,37.15,9.38,,14.755556,11.3,22.194444,2.1336,,11.55,81.311606
US_TX_48149,2020-01-29,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,9.68,9.68,,8.52,21.68,12.39,8.13,34.46,6.58,5.81,36.78,7.74,,10.617284,6.95679,17.104938,2.286,,3.796296,62.932268
US_TX_48149,2020-01-30,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,6.94,10.41,6.17,,7.33,29.68,13.11,8.48,28.91,6.55,6.55,41.25,5.4,8.48,8.407407,5.950617,12.728395,0.0,,5.277778,80.804475
US_TX_48149,2020-01-31,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,8.2,9.32,,,5.59,23.48,5.59,6.71,27.58,,5.22,37.27,,6.34,9.933333,7.711111,15.494444,0.056444,,5.138889,72.250401
US_TX_48149,2020-02-01,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.34,11.75,,,,26.43,10.28,13.22,26.93,10.77,8.32,42.59,11.75,,10.522222,2.472222,22.566667,0.0,,1.822222,55.145568
US_TX_48149,2020-02-02,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,7.62,,,10.0,,23.34,9.53,,28.58,9.05,9.53,41.44,10.0,,13.888889,4.516667,25.577778,0.0,,0.516667,40.181381
US_TX_48149,2020-02-03,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,6.93,5.84,7.3,5.11,9.86,18.98,6.93,10.59,21.9,6.57,6.57,39.42,,,17.561111,12.611111,23.666667,0.0,,11.277778,66.73089
US_TX_48149,2020-02-04,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,9.69,11.18,6.71,7.08,5.59,22.72,8.94,13.78,26.45,,11.92,40.6,7.08,,20.972222,15.916667,25.411111,0.1016,,17.288889,79.536096
US_TX_48149,2020-02-05,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,5.87,10.27,6.6,10.63,6.23,20.9,9.9,,24.2,5.5,5.13,40.34,,5.87,7.327778,3.577778,16.205556,0.084667,,4.438889,82.073837
US_TX_48149,2020-02-06,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,9.21,6.52,6.52,,17.27,8.06,7.67,24.18,7.29,7.29,40.3,6.52,5.76,4.661111,-0.555556,12.4,0.254,,-2.777778,58.679044
US_TX_48149,2020-02-07,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,6.51,13.4,8.43,,,23.36,7.66,6.89,33.32,5.75,8.04,39.45,8.43,,9.261111,0.077778,23.594444,0.0254,,-2.372222,44.201917
US_TX_48149,2020-02-08,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,9.23,9.23,,,15.55,9.23,,26.73,10.21,,34.51,,,13.233333,6.266667,22.022222,0.0,,3.522222,51.913027
US_TX_48149,2020-02-09,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,11.47,13.77,,,8.72,17.44,8.72,7.8,28.0,,8.26,51.4,7.34,,18.872222,15.838889,22.811111,0.0,,16.727778,87.433829
US_TX_48149,2020-02-10,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,8.61,15.78,6.82,7.89,5.38,12.91,10.76,7.17,23.67,,8.25,44.48,6.46,5.38,18.716667,10.7,22.494444,2.8194,,17.790123,94.217494
US_TX_48149,2020-02-11,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,6.08,8.58,5.36,,6.08,16.81,12.87,6.79,19.31,,8.94,38.62,,,7.811111,6.266667,10.188889,3.5052,,6.422222,91.057267
US_TX_48149,2020-02-12,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,10.35,9.24,7.39,5.91,6.65,11.45,7.39,9.98,22.54,,6.28,40.64,5.54,5.91,8.623457,6.938272,13.382716,12.192,,7.236111,91.051661
US_TX_48149,2020-02-13,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,,7.85,7.07,,7.07,20.81,12.56,10.6,28.27,,7.85,37.3,,5.5,7.777778,3.395062,12.604938,9.200444,,4.537037,80.122427
US_TX_48149,2020-02-14,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,,,,,5.74,,6.12,,,11.47,10.32,6.12,16.44,,,32.12,6.12,,6.666667,0.580247,14.962963,0.0,,1.345679,69.132265
US_TX_48149,2020-02-15,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,13,8,8,2,,12.69,,,8.29,16.1,,,19.52,,,34.64,,,9.808642,2.475309,19.407407,0.0,,5.234568,73.427521
US_TX_48149,2020-02-16,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,18,4,16,-4,10.51,14.16,8.22,,,18.73,13.25,6.85,29.69,9.13,8.22,36.08,,7.76,16.117284,10.308642,23.333333,0.0,,12.944444,81.664531
US_TX_48149,2020-02-17,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,10,8,16,-16,8.3,17.39,8.3,,,14.63,7.51,11.86,32.81,7.91,9.09,36.76,,6.72,18.969136,14.141975,25.481481,0.028222,,17.076389,88.908245
US_TX_48149,2020-02-18,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,1,1,2,-1,5.42,11.55,5.78,6.14,5.05,14.08,9.75,9.03,29.24,7.58,7.22,47.66,,8.3,20.549383,12.567901,25.104938,0.141111,,18.358025,87.323022
US_TX_48149,2020-02-19,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,-4,-2,1,-2,7.84,11.41,5.7,4.99,5.35,9.27,8.55,8.2,24.24,6.06,9.98,38.14,8.55,6.77,11.077778,9.311111,11.919753,1.6764,,8.766667,86.671694
US_TX_48149,2020-02-20,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,-10,-3,5,1,5.63,10.21,4.93,5.63,,10.91,9.85,10.56,19.71,8.09,5.28,32.73,,5.63,8.227778,7.016667,10.444444,6.7056,,6.883333,91.358138
US_TX_48149,2020-02-21,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,4,-2,14,-3,9.38,12.27,5.05,7.22,6.5,12.99,10.47,5.77,24.9,,5.41,26.71,5.05,5.05,7.211111,2.088889,12.338889,5.08,,1.488889,67.156
US_TX_48149,2020-02-22,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,4,-1,3,3,11.66,12.63,7.77,12.15,7.29,16.52,14.09,9.72,19.92,,,36.92,12.15,,8.894444,3.355556,17.416667,0.0,,2.483333,64.442475
US_TX_48149,2020-02-23,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,10,0,16,0,11.3,9.04,6.78,,,11.3,12.21,,22.61,,,47.48,,,14.55,10.755556,20.283333,0.0,,10.383333,76.21558
US_TX_48149,2020-02-24,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,0,6,5,0,,7.47,,,5.34,14.59,11.39,6.05,31.32,6.41,,38.44,,6.05,18.838889,16.255556,21.222222,0.7112,,12.833333,68.208452
US_TX_48149,2020-02-25,ChIJY1VBTcyAQ4YRl4D1vOLKCXM,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2,,,,,,,25119,12319,12800,2651,2955,2464,2548,2594,3633,3910,2680,1684,1837665,29.86,-96.93,2486,79.157143,15,7,9,1,8.02,13.49,5.47,5.47,,24.79,,9.85,37.19,6.93,5.47,37.19,7.66,,13.177778,6.627778,19.561111,1.0922,,6.427778,63.809573
