location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45037,2020-01-01,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,9.67,12.09,12.09,18.86,,,20.31,,41.1,7.74,8.472222,3.772222,14.355556,0.0,-1.865079,49.745772
US_SC_45037,2020-01-02,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.38,11.17,,17.69,,10.71,26.54,9.31,36.32,7.92,7.85,4.5,12.811111,0.435429,2.444444,70.646154
US_SC_45037,2020-01-03,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.73,9.19,,14.24,,9.19,28.02,,45.47,,14.677778,7.322222,23.594444,5.406571,12.285714,88.570499
US_SC_45037,2020-01-04,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,10.21,10.21,13.62,14.59,7.29,26.26,,43.28,,15.627778,11.4,20.861111,16.473714,11.626984,78.728706
US_SC_45037,2020-01-05,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,7.03,9.85,,18.29,7.5,,22.04,,33.29,,6.938889,1.338889,15.266667,2.1336,-1.547619,56.162192
US_SC_45037,2020-01-06,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.64,9.12,,14.41,10.09,,27.85,,44.66,8.16,8.705556,2.244444,17.094444,0.0,0.626984,58.194756
US_SC_45037,2020-01-07,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,9.14,9.14,8.38,10.29,6.86,,20.19,,36.19,,10.083333,4.911111,17.016667,0.0,4.31746,68.497548
US_SC_45037,2020-01-08,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.36,9.55,5.97,15.12,13.53,6.37,29.45,,27.86,11.54,8.166667,0.405556,16.3,0.2286,-2.746032,48.672749
US_SC_45037,2020-01-09,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,9.14,,21.72,11.43,9.14,32.0,6.86,40.0,11.43,8.605556,1.461111,17.761111,0.0,0.261905,57.321379
US_SC_45037,2020-01-10,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,5.8,6.18,,13.91,6.57,10.05,17.78,8.89,34.4,7.34,13.533333,9.127778,19.305556,0.381,7.301587,66.189733
US_SC_45037,2020-01-11,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,7.14,10.0,,12.86,,,25.72,8.1,42.39,9.05,18.361111,13.244444,22.861111,0.592667,16.666667,89.006254
US_SC_45037,2020-01-12,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,7.92,8.39,7.46,20.04,8.86,,23.3,,39.15,12.12,18.395062,15.098765,22.432099,10.776857,16.174603,87.453239
US_SC_45037,2020-01-13,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.27,12.21,8.27,12.21,8.27,10.24,16.15,5.91,39.0,,17.791667,16.5625,19.9375,12.192,17.12963,95.404181
US_SC_45037,2020-01-14,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,8.22,7.81,13.56,7.81,7.81,21.78,6.16,42.73,8.22,18.291667,16.472222,20.222222,11.218333,17.492063,94.806928
US_SC_45037,2020-01-15,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,10.75,7.44,12.82,8.68,11.58,20.67,,36.8,8.68,17.826389,14.326389,23.666667,0.254,15.452381,86.040658
US_SC_45037,2020-01-16,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.94,13.62,,13.62,10.64,6.38,23.83,8.51,37.44,6.38,18.902778,15.340278,23.340278,6.096,12.642857,67.235113
US_SC_45037,2020-01-17,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,,9.85,16.56,,8.95,39.84,7.61,30.44,,9.685185,5.938272,16.12963,0.0,-5.777778,33.580351
US_SC_45037,2020-01-18,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,11.32,11.81,,13.78,9.35,,24.12,7.38,30.03,,7.652778,3.472222,15.625,0.0,-0.509259,57.21872
US_SC_45037,2020-01-19,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,9.2,9.2,7.74,17.91,7.74,7.26,20.33,,37.27,8.71,11.030864,5.395062,14.604938,1.487714,4.269841,65.006799
US_SC_45037,2020-01-20,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,10.88,11.83,9.46,17.98,14.67,11.83,20.82,9.46,39.75,,3.238889,-1.216667,10.488889,0.4318,-6.555556,49.384528
US_SC_45037,2020-01-21,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.3,9.13,8.3,14.12,14.53,14.12,23.66,12.04,43.59,6.64,0.505556,-3.061111,5.411111,0.0,-8.174603,52.964671
US_SC_45037,2020-01-22,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,6.85,11.29,,19.75,10.08,9.27,23.78,,29.02,,1.733333,-3.6,9.988889,0.0,-9.785714,43.214122
US_SC_45037,2020-01-23,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.55,14.39,10.11,20.22,14.0,7.78,27.61,7.39,38.11,6.22,4.5,-0.844444,10.616667,0.0,-4.738095,51.824336
US_SC_45037,2020-01-24,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,10.56,7.71,22.33,10.56,7.31,26.39,10.15,34.51,,9.877778,4.311111,15.094444,2.44475,7.031746,84.472709
US_SC_45037,2020-01-25,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.01,8.01,9.51,18.52,,,24.02,,37.54,10.01,8.983333,4.577778,13.738889,5.785556,4.896825,77.459284
US_SC_45037,2020-01-26,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,11.3,9.04,8.14,29.84,8.59,7.23,32.1,9.95,44.31,,6.716667,0.961111,13.95,0.0,-0.007937,63.458934
US_SC_45037,2020-01-27,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.59,8.18,,26.99,11.45,,33.13,9.82,29.86,8.18,10.138889,5.738889,14.272222,0.399143,4.071429,66.611482
US_SC_45037,2020-01-28,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,6.5,7.31,6.5,24.77,8.94,6.09,30.87,,41.02,6.09,8.566667,1.75,15.505556,0.3302,2.412698,66.749319
US_SC_45037,2020-01-29,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,6.67,10.01,,34.11,5.93,,28.55,,35.23,7.04,5.888889,0.987654,12.277778,0.0,2.190476,78.630805
US_SC_45037,2020-01-30,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,8.36,14.72,7.16,29.44,,9.15,30.64,,35.41,7.56,8.117284,2.024691,13.845679,0.973667,4.198413,77.516252
US_SC_45037,2020-01-31,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,7.07,11.4,9.43,20.83,12.97,5.89,28.69,,30.66,6.68,4.839506,2.808642,10.604938,7.039429,2.515873,86.396954
US_SC_45037,2020-02-01,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,14.74,,29.96,,9.33,36.35,9.33,37.82,,5.635802,3.253086,10.783951,14.478,4.404762,92.154732
US_SC_45037,2020-02-02,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,9.01,12.33,7.59,29.39,10.9,11.38,29.87,8.53,29.39,8.06,8.808642,3.061728,16.234568,0.0,2.357143,64.705407
US_SC_45037,2020-02-03,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,8.72,8.31,27.82,10.38,6.23,32.81,,36.55,,14.401235,4.938272,24.08642,0.0,3.039683,46.816519
US_SC_45037,2020-02-04,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,7.18,10.77,,21.94,10.37,8.38,27.93,,37.1,5.98,15.697531,8.469136,21.969136,0.0,8.68254,63.269084
US_SC_45037,2020-02-05,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,11.68,6.03,18.46,7.53,6.78,32.02,6.03,31.64,,16.95679,13.716049,21.12963,0.217714,14.436508,84.555757
US_SC_45037,2020-02-06,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,,,,,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,,,,9.97,8.82,20.7,8.82,7.67,30.29,8.82,30.67,5.37,18.481481,15.561728,22.537037,16.219714,17.37963,92.562859
