location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45037,2020-05-25,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,49,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-61,,9.29,15.49,,6.58,8.52,6.97,19.75,12.0,30.97,6.97,23.161111,19.85,29.277778,2.88925,20.404762,85.011689
US_SC_45037,2020-05-26,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,49,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,10.72,10.72,6.13,8.42,5.36,8.04,27.18,14.55,33.31,11.87,21.638889,19.505556,26.183333,5.2705,19.357143,87.345378
US_SC_45037,2020-05-27,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,49,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,11.06,12.65,,9.88,6.72,5.93,22.13,10.67,37.54,9.09,21.677778,19.844444,24.816667,3.58775,19.293651,87.016082
US_SC_45037,2020-05-28,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,0,51,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,8.31,7.52,10.29,,6.73,9.5,26.93,8.71,32.87,8.71,24.172222,19.705556,30.955556,0.4826,21.246032,84.364836
US_SC_45037,2020-05-29,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,51,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-20,,10.44,11.24,6.02,,8.83,9.63,20.47,11.64,35.73,10.84,25.127778,21.205556,30.561111,0.8255,21.833333,82.991379
US_SC_45037,2020-05-30,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,51,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,3,,10.23,14.07,,,12.79,7.67,17.48,13.64,40.92,9.38,24.605556,20.144444,31.238889,9.172222,20.015873,75.587546
US_SC_45037,2020-05-31,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,51,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-6,,,,7.48,6.65,9.14,,18.7,6.65,34.5,7.9,24.355556,18.683333,29.811111,0.0,17.174603,65.148887
US_SC_45037,2020-06-01,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,51,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-18,,8.74,9.53,6.36,8.74,7.15,5.96,17.48,11.92,39.73,6.36,22.794444,17.677778,28.638889,0.0,15.619048,64.371811
US_SC_45037,2020-06-02,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,51,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-20,,6.18,9.88,,,8.24,,16.89,10.29,37.06,6.18,22.688889,16.216667,29.511111,0.0,16.111111,67.485965
US_SC_45037,2020-06-03,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,52,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,8.72,6.64,11.62,8.3,12.04,,21.59,11.21,37.36,9.13,24.633333,17.7,31.133333,0.0,18.031746,66.926606
US_SC_45037,2020-06-04,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,53,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,,14.97,,,10.69,7.7,19.24,12.4,36.78,9.84,24.944444,20.2,31.522222,0.09525,20.47619,76.372422
US_SC_45037,2020-06-05,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,54,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,6.14,11.87,,,9.01,,17.2,8.19,37.26,9.42,24.366667,20.816667,31.405556,1.143,20.904762,81.723146
US_SC_45037,2020-06-06,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,54,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,0,,6.64,9.3,,,6.64,,16.82,8.86,38.08,11.07,25.383333,20.877778,31.011111,1.0414,21.396825,78.933312
US_SC_45037,2020-06-07,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,0,56,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-11,,6.66,11.24,8.74,6.24,8.32,14.98,16.65,6.66,37.04,8.32,25.716667,21.066667,31.505556,0.0,21.595238,78.691275
US_SC_45037,2020-06-08,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,56,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-16,,9.18,17.56,11.57,,6.39,10.38,19.56,9.18,46.3,11.57,25.566667,21.588889,31.0,0.09525,22.571429,84.471123
US_SC_45037,2020-06-09,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,-1,0,55,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-20,,10.44,13.53,6.57,,10.83,6.57,18.95,11.99,33.25,11.99,26.438889,22.172222,33.105556,0.98425,22.507937,79.418627
US_SC_45037,2020-06-10,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,56,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,10.77,13.57,6.38,6.38,9.18,,23.54,22.35,41.9,7.58,25.044444,21.733333,31.933333,2.921,22.68254,88.006473
US_SC_45037,2020-06-11,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,57,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-19,,6.84,10.45,,,8.85,6.03,19.7,6.84,33.37,6.43,26.566667,22.327778,32.572222,11.1125,22.007937,76.429404
US_SC_45037,2020-06-12,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,58,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-20,,10.02,11.76,,,,10.89,21.35,12.2,39.65,7.41,25.733333,21.077778,31.238889,2.4638,19.039683,67.12212
US_SC_45037,2020-06-13,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,59,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-1,,6.87,16.02,9.62,,11.9,,15.57,11.45,26.56,,24.727778,19.066667,30.238889,0.0254,17.071429,63.264311
US_SC_45037,2020-06-14,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,60,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-14,,8.24,16.92,,13.02,,,26.9,9.11,24.73,,23.388889,17.666667,29.222222,0.0,15.769841,62.892033
US_SC_45037,2020-06-15,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,61,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-18,,6.8,12.39,,8.4,8.4,10.8,22.39,10.8,36.39,7.6,20.838889,17.155556,27.033333,0.0,15.952381,73.904943
US_SC_45037,2020-06-16,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,61,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,,8.0,6.31,,,7.58,22.73,8.84,35.77,8.42,17.433333,15.744444,21.722222,0.03175,14.02381,81.183763
US_SC_45037,2020-06-17,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,61,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,7.42,11.96,9.07,9.48,,7.42,22.67,9.89,37.51,11.13,18.072222,15.183333,23.216667,0.0,14.460317,79.351483
US_SC_45037,2020-06-18,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,61,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-21,,6.17,10.69,6.58,,,6.58,28.36,12.33,35.34,8.63,21.077778,16.055556,27.294444,0.108857,17.301587,79.339915
US_SC_45037,2020-06-19,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,0,63,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,,13.6,,,9.65,,19.74,10.09,42.11,10.53,23.933333,17.688889,30.872222,0.108857,18.896825,73.668044
US_SC_45037,2020-06-20,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,0,65,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-6,,7.25,8.61,,,,,28.54,14.5,29.45,7.7,24.222222,17.816667,31.966667,3.4925,18.206349,68.586929
US_SC_45037,2020-06-21,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,4,0,69,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-13,,6.58,12.28,14.03,7.45,7.89,10.52,18.85,15.78,32.88,13.59,26.333333,18.85,33.972222,0.0,19.126984,65.018131
US_SC_45037,2020-06-22,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,70,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,11.7,8.88,8.88,6.46,,,26.64,9.69,40.76,10.49,26.288889,20.216667,33.577778,0.056444,19.928571,69.055982
US_SC_45037,2020-06-23,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,71,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-24,,,11.14,6.19,7.01,10.72,,28.05,14.03,35.06,11.55,24.288889,20.427778,31.661111,2.4765,20.952381,83.417202
US_SC_45037,2020-06-24,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,0,73,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-25,,6.5,,6.5,,11.77,,19.89,12.58,38.97,7.31,24.666667,21.322222,30.505556,7.493,21.515873,83.271952
US_SC_45037,2020-06-25,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,73,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,10.34,9.92,9.1,8.27,9.1,11.57,25.22,11.16,34.31,9.92,24.016667,20.622222,30.2,20.22475,21.063492,83.261848
US_SC_45037,2020-06-26,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,73,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-23,,9.37,11.5,12.36,8.52,9.8,11.93,25.99,10.65,37.92,11.5,25.955556,21.405556,31.844444,8.071556,21.119048,75.267371
US_SC_45037,2020-06-27,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,73,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,6,,9.87,13.01,7.18,8.97,7.62,7.18,22.88,9.87,36.78,9.87,25.855556,21.25,31.777778,1.143,18.857143,66.0991
US_SC_45037,2020-06-28,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,0,73,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-8,,,14.08,,9.82,8.96,7.26,22.62,15.37,31.58,10.67,25.427778,20.461111,33.133333,4.445,21.222222,77.83884
US_SC_45037,2020-06-29,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,3,0,76,2,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-19,,10.95,14.61,,8.93,10.55,8.11,33.67,18.66,47.06,12.58,27.938889,21.95,33.977778,0.056444,21.888889,69.894108
US_SC_45037,2020-06-30,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,0,1,76,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-22,,9.54,12.85,7.05,9.12,9.12,10.78,25.29,9.95,33.58,9.95,27.6,22.322222,33.855556,1.354667,21.809524,71.534726
US_SC_45037,2020-07-01,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,7,0,83,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-26,,10.38,11.21,7.05,8.3,10.79,9.13,29.88,10.38,40.67,6.64,26.327778,21.733333,32.138889,1.8415,21.055556,73.393438
US_SC_45037,2020-07-02,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,3,0,86,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-27,,10.03,9.16,7.42,9.16,7.85,6.54,30.53,13.09,46.24,10.47,27.105556,21.616667,33.6,0.0254,21.507937,71.773137
US_SC_45037,2020-07-03,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,4,0,90,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-50,,6.63,10.6,7.51,9.28,,,27.84,9.28,39.77,10.16,27.661111,21.377778,33.744444,0.1016,20.809524,67.250294
US_SC_45037,2020-07-04,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,5,0,95,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-20,,,7.87,,9.84,,,27.07,10.83,38.88,,27.816667,21.766667,34.672222,0.0,20.825397,66.725037
US_SC_45037,2020-07-05,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,4,0,99,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-18,,8.09,12.78,,8.09,,,24.7,13.63,38.34,,27.5,21.433333,33.838889,0.0,20.373016,66.010395
US_SC_45037,2020-07-06,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,100,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-26,,9.99,19.59,,11.99,11.19,6.0,28.38,10.39,45.17,13.59,25.455556,21.777778,32.227778,4.60375,21.571429,80.700825
US_SC_45037,2020-07-07,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,1,0,101,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-30,,8.81,17.63,7.61,,6.41,10.42,36.06,14.42,37.26,11.62,23.744444,22.188889,28.344444,30.13075,22.62963,94.1544
US_SC_45037,2020-07-08,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,5,0,106,3,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-25,,,18.98,,6.75,7.59,8.44,28.69,13.92,34.59,,25.227778,22.605556,30.411111,30.95625,22.47619,84.592647
US_SC_45037,2020-07-09,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,1,108,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-26,,11.2,8.71,6.22,8.71,10.37,,22.4,9.12,42.72,7.88,26.316667,22.538889,31.205556,4.6482,22.793651,80.922589
US_SC_45037,2020-07-10,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,2,0,110,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-28,,8.83,8.41,7.57,8.83,7.99,10.1,31.55,11.36,32.39,9.67,27.477778,22.433333,33.966667,0.564444,22.650794,75.298179
US_SC_45037,2020-07-11,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,11,0,121,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,0,,,18.58,8.61,,6.8,,21.75,7.7,33.08,,27.472222,22.666667,33.761111,2.850444,21.539683,70.915276
US_SC_45037,2020-07-12,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,4,0,125,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-17,,,11.45,9.76,13.57,7.21,7.63,22.05,8.91,41.56,11.88,27.277778,21.066667,33.683333,0.0,19.992063,65.326939
US_SC_45037,2020-07-13,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,5,0,130,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-21,,,20.09,,11.07,8.2,9.43,25.82,6.56,36.07,13.12,27.638889,21.877778,33.783333,0.0,21.412698,69.601475
US_SC_45037,2020-07-14,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,6,0,136,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-24,,7.46,14.92,7.87,,10.78,9.53,24.45,9.12,37.71,,28.288889,22.161111,34.894444,0.0,21.15873,65.494857
US_SC_45037,2020-07-15,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,6,0,142,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-24,,7.27,11.71,8.08,10.5,8.08,6.46,21.41,14.14,37.57,9.29,28.861111,22.222222,35.783333,0.0762,21.357143,64.910812
US_SC_45037,2020-07-16,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,4,0,146,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-24,,9.77,8.92,,7.22,,6.8,31.44,10.2,40.37,12.75,29.022222,23.266667,35.055556,0.0,22.65873,69.253256
US_SC_45037,2020-07-17,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,4,0,150,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-27,,8.17,15.06,,13.34,,,24.09,12.91,36.57,9.89,28.3,23.061111,34.633333,0.0,22.706349,72.467012
US_SC_45037,2020-07-18,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,7,0,157,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-2,,7.62,18.83,8.97,,9.86,9.41,23.76,13.45,34.97,10.31,28.740741,23.388889,35.469136,0.0,22.75,71.200512
US_SC_45037,2020-07-19,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,11,0,168,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-18,,9.72,10.98,7.18,10.98,12.67,,25.35,15.63,29.57,11.41,28.58642,23.345679,35.759259,0.0,22.333333,70.41833
US_SC_45037,2020-07-20,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,3,0,171,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-20,,,13.02,,10.17,11.39,9.77,28.08,10.99,47.2,9.77,29.138889,24.055556,35.938889,0.09525,22.420635,67.261177
US_SC_45037,2020-07-21,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,5,0,176,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-28,,6.64,11.21,8.31,9.55,9.14,10.38,25.33,10.38,34.47,6.64,27.9,23.755556,35.216667,0.870857,22.928571,75.73255
US_SC_45037,2020-07-22,ChIJ44eCXM1H-IgRlhVqbrUDvsg,Q495096,geoId/45037,US,United States of America,SC,South Carolina,45037,Edgefield County,US,USA,2,9,0,185,4,,,26837,14424,12413,2386,3123,3399,3540,3459,4022,3629,2183,1096,2532505,33.77229,-81.96658,130,1312,77.05,,,-26,,9.18,8.76,,10.02,7.51,9.6,22.54,10.85,45.91,7.93,27.805556,22.216667,35.05,0.0,21.873016,70.774208
