location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51163,2020-01-11,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,6.53,6.53,6.53,13.06,6.53,8.06,23.81,,41.09,,13.277778,8.055556,18.65,1.524,50.8,10.91358,85.309781
US_VA_51163,2020-01-12,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.39,8.16,6.22,12.05,7.0,,17.5,,34.6,,15.472222,8.333333,19.4,19.5834,,9.450617,68.509966
US_VA_51163,2020-01-13,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,6.62,16.35,8.96,18.69,,9.73,25.7,9.73,41.27,8.18,7.933333,4.327778,16.555556,1.2192,,4.438272,79.716131
US_VA_51163,2020-01-14,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.67,6.86,8.07,15.34,7.67,6.05,21.39,,35.12,7.27,8.083333,4.366667,12.961111,5.446889,,7.030864,92.410999
US_VA_51163,2020-01-15,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.85,8.67,7.02,15.7,9.5,14.04,25.61,7.43,36.76,6.2,9.138889,3.066667,15.372222,1.213556,,5.993827,81.588549
US_VA_51163,2020-01-16,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.1,11.83,,10.64,9.07,8.28,21.29,7.88,35.48,11.43,9.955556,2.777778,15.416667,0.0762,,1.395062,56.898848
US_VA_51163,2020-01-17,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,9.09,12.65,7.9,15.02,7.9,7.51,13.04,6.32,38.34,7.11,0.066667,-3.561111,5.066667,0.0,,-10.32716,46.986517
US_VA_51163,2020-01-18,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,9.35,11.22,7.48,16.08,,7.48,20.95,,38.15,,-0.194444,-3.488889,4.255556,1.016,,-6.833333,60.22064
US_VA_51163,2020-01-19,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,9.72,7.48,6.73,13.46,8.6,,19.44,8.6,42.24,5.61,3.083333,-3.494444,8.783333,3.175,,-2.635802,67.856951
US_VA_51163,2020-01-20,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,11.11,6.13,10.73,16.86,6.51,,28.73,6.51,42.91,,-4.316667,-7.922222,1.744444,0.072571,,-12.092593,57.026276
US_VA_51163,2020-01-21,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.5,8.33,10.42,14.58,11.67,,26.25,6.67,45.42,6.67,-5.177778,-10.355556,1.138889,0.0,30.48,-12.308642,59.001488
US_VA_51163,2020-01-22,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.15,12.62,,18.51,7.99,11.78,28.6,,35.33,,-3.255556,-10.422222,5.85,0.0,30.48,-11.697531,52.946521
US_VA_51163,2020-01-23,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,8.22,16.03,16.03,7.4,7.4,32.89,9.04,36.17,6.17,-0.544444,-7.972222,7.433333,0.0,,-9.666667,52.174752
US_VA_51163,2020-01-24,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,6.51,11.21,7.59,18.44,5.42,5.06,27.12,7.59,36.16,7.23,3.688889,-2.227778,8.161111,1.975556,,-2.141975,65.652705
US_VA_51163,2020-01-25,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,9.58,12.78,6.79,20.36,7.59,5.99,24.75,5.99,36.33,9.58,6.833333,1.294444,10.505556,30.2514,,4.135802,84.388398
US_VA_51163,2020-01-26,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,10.42,,7.72,27.02,,8.11,31.27,10.81,34.35,6.18,2.566667,-0.111111,8.155556,4.7498,,-2.703704,70.480363
US_VA_51163,2020-01-27,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.9,,8.98,26.23,,12.22,37.73,6.11,43.11,6.11,3.123457,-1.438272,8.802469,0.084667,,-1.798611,71.89916
US_VA_51163,2020-01-28,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,14.03,,29.54,7.38,11.45,32.12,7.75,39.88,9.6,3.216667,-1.227778,7.538889,0.028222,,-2.561728,68.463027
US_VA_51163,2020-01-29,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.13,11.41,7.13,28.54,10.35,9.63,38.17,,37.46,8.92,1.477778,-1.322222,5.788889,0.0254,,-3.358025,71.822862
US_VA_51163,2020-01-30,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.54,7.54,5.9,24.92,9.84,6.56,22.62,,32.13,,0.161111,-3.261111,4.4,0.181429,,-3.734568,76.38705
US_VA_51163,2020-01-31,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,8.31,8.64,6.65,27.26,4.99,,24.6,,27.92,,1.561111,-1.822222,5.027778,0.479778,,-1.283951,81.287151
US_VA_51163,2020-02-01,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,6.22,8.7,,21.55,8.29,7.05,24.45,7.05,30.26,,2.938272,-1.962963,9.061728,0.4064,,1.055556,87.712013
US_VA_51163,2020-02-02,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,6.52,12.63,7.33,17.11,8.15,7.33,27.71,,37.9,,6.672222,-0.288889,15.466667,1.124857,,-1.012346,58.986091
US_VA_51163,2020-02-03,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,7.11,8.46,8.8,20.64,6.43,6.77,26.06,5.75,33.5,6.77,13.794444,4.272222,18.561111,0.0762,30.48,-0.012346,39.861825
US_VA_51163,2020-02-04,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,8.87,6.9,18.08,6.9,7.89,29.25,7.56,36.48,7.56,14.666667,7.416667,19.366667,0.254,,4.919753,53.592207
US_VA_51163,2020-02-05,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,9.64,9.0,23.46,8.36,,27.96,,37.92,7.39,11.481481,5.074074,18.425926,1.411111,,8.861111,83.719824
US_VA_51163,2020-02-06,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,5.69,6.33,5.38,21.51,6.33,5.69,28.15,5.69,34.79,4.43,6.191358,3.265432,11.191358,12.502444,,5.722222,94.47737
US_VA_51163,2020-02-07,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,6.69,7.47,6.29,20.46,8.26,,24.0,,32.65,6.29,6.333333,-0.038889,12.277778,37.9984,,2.703704,79.428397
US_VA_51163,2020-02-08,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,8.24,9.48,7.0,24.72,7.42,6.18,27.19,11.12,35.84,8.24,0.111111,-3.427778,6.922222,2.0828,,-6.783951,61.499956
US_VA_51163,2020-02-09,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,5.95,7.54,6.35,19.05,7.14,,25.0,8.33,36.51,,2.188889,-3.405556,9.288889,0.127,50.8,-3.685185,65.981594
US_VA_51163,2020-02-10,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,6.23,5.91,19.36,11.48,6.23,28.87,5.25,39.04,,5.394444,-1.927778,9.711111,3.951111,30.48,0.111111,68.703647
US_VA_51163,2020-02-11,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,5.02,11.11,7.17,19.0,9.32,7.53,24.73,6.09,30.47,5.38,10.567901,3.666667,15.5,11.373556,,9.472222,93.145742
US_VA_51163,2020-02-12,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,8.79,9.15,8.06,25.63,5.49,8.79,33.69,,32.96,9.15,6.177778,2.966667,13.494444,3.7592,,1.407407,72.639531
US_VA_51163,2020-02-13,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,9.82,9.46,20.0,,10.55,27.28,7.28,35.65,9.09,8.320988,3.938272,14.969136,5.644444,,6.5625,87.766223
US_VA_51163,2020-02-14,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,,,,,,10.32,10.32,12.53,6.27,8.48,22.12,5.9,41.28,,1.811111,-2.811111,9.055556,4.2164,,-5.91358,58.986171
US_VA_51163,2020-02-15,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-1,-2,-1,,,5.93,,18.18,9.88,7.9,31.62,11.07,37.94,7.9,-3.95,-9.911111,4.35,0.0762,,-10.987654,58.989033
US_VA_51163,2020-02-16,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-3,-5,6,,,8.82,8.05,15.34,,,23.39,6.13,38.73,,2.627778,-5.872222,11.283333,0.0,50.8,-5.030864,57.561456
US_VA_51163,2020-02-17,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-2,-5,-6,,5.29,9.87,6.34,14.1,7.75,7.4,24.67,9.52,36.65,8.11,5.716667,-2.366667,12.422222,0.0,,-1.364198,61.212148
US_VA_51163,2020-02-18,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-6,-11,-1,,9.27,11.29,6.85,15.32,8.46,10.48,24.59,6.45,34.27,7.26,7.155556,0.75,12.977778,0.6985,,2.283951,71.844093
US_VA_51163,2020-02-19,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-6,1,2,,8.25,10.73,6.6,11.55,7.01,6.6,29.7,,39.6,,7.044444,1.316667,11.888889,2.6416,,-0.179012,61.309384
US_VA_51163,2020-02-20,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-7,-10,0,,9.26,7.58,,18.1,12.21,10.94,21.05,7.58,40.83,8.84,0.644444,-2.188889,8.038889,0.197556,,-6.154321,61.96569
US_VA_51163,2020-02-21,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,1,-2,-1,,7.2,10.16,8.04,15.66,8.89,6.77,18.2,6.77,33.87,8.47,-1.466667,-6.833333,3.855556,0.0,,-11.5,46.459062
US_VA_51163,2020-02-22,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,3,-7,6,,9.12,11.29,,11.72,,,25.62,,39.95,,0.883333,-7.588889,11.366667,0.0,,-13.691358,33.874779
US_VA_51163,2020-02-23,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-1,-7,-6,,7.5,10.83,9.17,20.0,6.67,,22.08,,35.42,7.92,4.044444,-6.2,14.727778,0.0,,-10.475309,36.286376
US_VA_51163,2020-02-24,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-10,-9,2,,,14.09,,18.79,8.11,,23.48,,38.85,6.4,5.927778,-3.622222,13.994444,0.03175,,-3.518519,52.795252
US_VA_51163,2020-02-25,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-4,-1,-1,,6.33,8.86,,27.43,8.86,8.86,40.09,,35.02,11.39,8.666667,3.194444,15.083333,6.2484,,6.216049,84.208842
US_VA_51163,2020-02-26,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,-3,0,2,,7.87,7.46,6.22,27.76,6.22,14.92,43.51,,33.56,,9.461111,4.411111,14.972222,1.7526,,6.82716,83.953328
US_VA_51163,2020-02-27,ChIJC1uZb7pKs4kRh3jqy6I19Sc,Q513805,geoId/51163,US,United States of America,VA,Virginia,51163,Rockbridge County,US,USA,2,,,,,,,22668,11225,11443,2144,2451,2395,2225,2499,3412,3590,2494,1458,2532634,37.81,-79.45,1557,80.225,1,-2,1,,,9.36,10.59,26.46,9.77,,36.64,8.14,43.97,6.92,2.294444,-1.811111,10.994444,8.128,,-4.87037,61.6774
