location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35027,2021-06-11,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1760,18,14,5866,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,21,42,-20,-22,1,5.95,7.0,6.3,5.25,7.0,9.1,13.3,7.35,31.49,9.8,5.6,28.544444,16.711111,37.82716,0.0,,-6.382716,10.176084
US_NM_35027,2021-06-12,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1760,18,5,5871,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,27,-54,-20,,7.23,12.49,5.26,5.59,6.25,6.9,16.76,7.56,29.25,7.56,5.59,27.738889,17.427778,37.683333,0.0,,2.185185,20.894714
US_NM_35027,2021-06-13,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1760,18,15,5886,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,6,17,-56,-23,,4.69,9.04,,6.69,9.37,7.03,15.73,8.03,30.79,7.7,6.69,28.588889,18.322222,37.5,0.8128,,6.45679,26.364986
US_NM_35027,2021-06-14,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1761,18,5,5891,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,16,40,,-19,1,4.86,6.6,5.9,4.86,9.72,9.72,12.85,8.68,34.04,7.64,17.02,28.7,17.711111,37.527778,0.0,,3.271605,20.33531
US_NM_35027,2021-06-15,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1761,18,31,5922,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,28,46,,-16,2,,14.51,8.29,4.84,7.95,6.91,19.0,,29.36,5.87,,28.172222,18.577778,36.227778,0.0,,6.290123,26.327888
US_NM_35027,2021-06-16,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1762,18,53,5975,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,43,44,,-15,1,,10.53,8.78,5.97,11.59,10.88,16.85,,31.59,7.37,5.62,28.0,17.761111,36.411111,0.0,,3.783951,22.361619
US_NM_35027,2021-06-17,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1763,18,107,6082,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,29,50,,-20,2,9.31,11.38,5.86,,10.69,,14.14,7.93,34.83,6.9,4.83,29.066667,21.094444,35.583333,0.0,,2.574074,19.233097
US_NM_35027,2021-06-18,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,18,30,6112,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,30,57,,-19,1,5.75,6.43,,6.43,6.77,9.47,15.9,7.44,30.79,5.75,,27.105556,17.027778,35.722222,0.0,,-0.061728,17.572261
US_NM_35027,2021-06-19,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,18,3,6115,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,8,47,-41,-17,,5.63,12.82,10.01,7.82,6.25,,15.32,10.01,29.7,6.25,,28.472222,18.027778,36.605556,0.0,,1.475309,18.018016
US_NM_35027,2021-06-20,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,18,30,6145,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,20,37,-40,-23,,8.36,10.61,4.5,9.65,6.43,8.04,15.44,8.68,40.21,7.72,8.36,29.4,19.233333,38.35,0.870857,,3.524691,19.979875
US_NM_35027,2021-06-21,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,1,1763,19,15,6160,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,16,37,,-22,3,,10.75,,6.24,6.24,7.63,16.65,6.24,32.6,4.86,5.9,28.15,21.461111,36.783333,0.0508,,5.845679,25.918676
US_NM_35027,2021-06-22,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,19,3,6163,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,29,46,,-18,2,5.62,7.73,6.33,9.14,5.27,,16.17,5.98,37.26,5.98,4.92,25.294444,16.944444,35.061111,0.0,,9.802469,39.275077
US_NM_35027,2021-06-23,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,19,13,6176,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,29,45,,-17,3,4.94,8.46,6.7,4.94,6.35,5.99,19.75,7.05,32.09,,7.4,28.8,18.827778,36.988889,0.0,,5.209877,23.455685
US_NM_35027,2021-06-24,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,19,29,6205,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,26,47,,-20,2,5.2,11.45,4.86,5.55,6.59,6.59,15.61,10.41,45.44,5.55,6.59,27.488889,19.905556,35.405556,0.4572,,7.845679,29.228561
US_NM_35027,2021-06-25,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,19,16,6221,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,20,48,0,-19,2,,5.48,,,,8.56,10.27,7.19,42.78,5.82,,26.044444,17.272222,35.538889,0.9144,,9.216049,34.620203
US_NM_35027,2021-06-26,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,19,8,6229,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-4,35,-47,-14,,5.14,12.86,4.82,6.11,,5.46,11.25,5.79,33.42,,,26.077778,17.477778,34.622222,0.0,,4.37037,25.938938
US_NM_35027,2021-06-27,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1763,19,20,6249,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,9,17,-49,-20,,5.33,5.99,7.66,,9.32,,17.97,8.65,35.95,9.65,6.32,22.074074,16.074074,30.666667,3.527778,,9.430556,48.329934
US_NM_35027,2021-06-28,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1764,19,6,6255,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,10,27,,-18,3,6.28,9.59,5.95,,6.94,9.59,21.49,6.61,34.05,6.94,4.96,17.574074,15.037037,21.944444,12.417778,,13.715278,80.442137
US_NM_35027,2021-06-29,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1765,19,3,6258,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,20,37,,-22,6,5.45,6.47,,5.79,7.5,6.13,17.37,6.13,30.66,5.79,,16.3,14.633333,19.833333,16.481778,,14.87037,91.734154
US_NM_35027,2021-06-30,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1765,19,101,6359,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,36,41,-34,-19,5,6.62,6.62,,5.63,6.29,9.61,15.9,5.3,31.14,5.63,,17.838889,15.666667,22.622222,20.799778,,15.728395,87.917772
US_NM_35027,2021-07-01,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1765,19,5,6364,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,33,53,,-17,2,9.53,6.47,6.47,5.11,6.81,8.85,14.3,,32.68,,,21.144444,16.55,27.944444,6.632222,,16.320988,74.837254
US_NM_35027,2021-07-02,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1766,19,18,6382,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,32,61,6,-21,3,5.84,8.12,9.74,,7.14,7.14,23.38,7.47,37.02,6.49,5.52,23.061111,17.566667,28.988889,0.169333,,16.117284,67.316825
US_NM_35027,2021-07-03,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1766,19,19,6401,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,10,43,-41,-6,,4.64,7.25,,7.25,7.54,,16.82,7.83,28.71,,5.22,22.766667,17.694444,30.527778,3.443111,,16.259259,66.907045
US_NM_35027,2021-07-04,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1766,19,36,6437,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,33,48,-18,-16,,5.06,9.56,,7.03,,4.22,15.18,4.5,30.09,6.75,,24.694444,18.138889,33.344444,1.693333,,15.185185,56.913176
US_NM_35027,2021-07-05,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1766,19,0,6437,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,52,68,,-39,7,7.16,10.02,4.58,6.87,7.45,6.87,20.33,10.6,32.93,,8.59,25.533333,18.266667,33.016667,0.282222,,14.296296,51.071303
US_NM_35027,2021-07-06,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1767,19,7,6444,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,46,61,,-12,1,6.91,10.68,,,7.22,6.28,22.61,9.11,29.52,7.22,,23.522222,17.544444,31.4,11.260667,,16.203704,64.4294
US_NM_35027,2021-07-07,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1767,19,11,6455,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,41,51,,-13,4,10.3,9.34,6.76,6.76,7.72,5.47,19.31,7.72,27.04,6.12,6.12,22.416667,17.311111,29.288889,19.275778,,16.08642,68.182535
US_NM_35027,2021-07-08,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1768,19,53,6508,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,37,57,,-14,1,7.18,8.74,5.0,4.68,5.0,8.43,15.93,7.81,34.35,,4.68,24.266667,16.627778,31.994444,0.8636,,14.092593,54.768612
US_NM_35027,2021-07-09,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,1769,19,16,6524,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,28,52,7,-13,1,,9.78,7.33,7.64,9.78,4.58,18.95,4.89,35.45,6.72,4.58,25.977778,17.855556,34.555556,0.0,,12.617284,44.672274
US_NM_35027,2021-07-10,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1769,19,5,6529,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,29,-45,-10,,,7.88,7.58,6.37,5.76,6.37,14.55,7.58,31.83,8.18,,26.794444,18.0,35.255556,0.0,,11.882716,40.977667
US_NM_35027,2021-07-11,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1769,19,16,6545,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,8,23,-47,-11,,10.11,8.27,6.74,6.43,4.59,,17.45,4.29,46.55,6.74,5.82,25.794444,18.566667,33.827778,1.11125,,14.697531,52.577631
US_NM_35027,2021-07-12,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,1771,19,1,6546,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,26,49,,-15,1,,11.3,6.14,5.17,5.81,8.07,14.21,7.43,37.79,7.43,,22.127778,16.866667,31.077778,9.990667,,15.438272,67.937966
US_NM_35027,2021-07-13,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1771,19,0,6546,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,39,50,,-15,1,4.66,9.66,8.66,,7.66,7.0,26.65,9.99,42.65,8.33,6.33,24.394444,17.283333,31.233333,0.0,,13.518519,52.029892
US_NM_35027,2021-07-14,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,1773,19,24,6570,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,52,51,,-13,3,,7.63,,4.64,7.96,9.29,19.9,,34.82,6.3,5.31,24.816667,17.877778,31.8,0.2032,,11.098765,43.478051
US_NM_35027,2021-07-15,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,3,1,1776,20,6,6576,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,45,67,,-13,2,5.5,10.35,,7.44,11.65,10.35,15.21,8.09,31.7,5.5,,24.433333,18.627778,31.183333,1.651,,12.777778,49.624419
US_NM_35027,2021-07-16,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1776,20,12,6588,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,39,51,-1,-11,3,6.21,10.55,4.34,4.97,13.66,7.45,22.66,10.86,29.8,10.24,,24.516667,17.872222,32.066667,0.649111,,13.728395,52.05573
US_NM_35027,2021-07-17,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1776,20,12,6600,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,15,33,-49,-4,,6.89,8.9,5.46,5.46,6.89,5.74,19.24,6.89,26.99,4.31,4.02,25.366667,18.455556,32.644444,0.0635,,13.481481,48.382898
US_NM_35027,2021-07-18,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1776,20,6,6606,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,28,31,-33,-17,,7.91,13.39,8.52,8.52,,7.3,19.78,8.82,30.73,5.78,5.48,23.861111,18.705556,30.95,1.778,,15.049383,59.726679
US_NM_35027,2021-07-19,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,4,0,1780,20,14,6620,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,35,43,,-14,3,5.74,7.34,5.42,7.02,,11.17,14.68,6.7,36.38,9.25,,23.266667,17.65,29.605556,1.185333,,16.104938,65.855585
US_NM_35027,2021-07-20,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1780,20,0,6620,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,47,60,,-15,2,7.12,8.41,9.38,,6.79,9.71,18.76,4.85,34.61,7.76,,23.838889,17.672222,30.716667,0.028222,,14.895062,59.019714
US_NM_35027,2021-07-21,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,1782,20,10,6630,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,51,48,,-17,3,5.23,14.07,5.56,7.2,9.16,5.23,16.68,7.2,36.96,6.54,6.54,23.927778,17.338889,30.8,0.0,,12.641975,51.021907
US_NM_35027,2021-07-22,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,9,0,1791,20,7,6637,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,49,56,,-14,2,8.37,6.76,8.37,7.08,10.95,7.08,16.75,4.83,34.78,5.47,,24.433333,17.572222,31.544444,0.0,,11.067901,45.040476
US_NM_35027,2021-07-23,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,4,0,1795,20,9,6646,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,31,47,0,-13,4,5.39,9.59,5.09,5.39,6.0,6.89,23.38,7.19,29.67,5.7,6.89,23.322222,17.066667,30.633333,1.890889,,12.481481,51.858872
US_NM_35027,2021-07-24,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1795,20,8,6654,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,3,30,-42,-7,,6.59,11.08,7.19,8.09,5.39,,14.97,7.19,30.25,6.59,8.09,21.45,16.805556,28.944444,2.624667,,13.703704,62.176627
US_NM_35027,2021-07-25,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1795,20,15,6669,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,11,,-44,-10,,6.94,9.35,6.94,6.33,6.94,6.03,15.98,5.73,33.17,8.44,,22.85,16.561111,30.15,0.34925,,14.45679,59.743719
US_NM_35027,2021-07-26,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,9,0,1804,20,9,6678,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,25,32,,-18,5,5.07,7.93,6.66,6.66,4.44,6.98,18.71,,31.4,4.44,5.07,23.016667,17.216667,30.788889,1.04775,,14.691358,60.864621
US_NM_35027,2021-07-27,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,5,0,1809,20,2,6680,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,45,51,,-13,3,8.28,9.28,8.62,6.29,9.94,7.29,18.22,10.27,32.47,7.29,,23.872222,18.222222,31.605556,0.282222,,14.154321,55.58892
US_NM_35027,2021-07-28,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,9,0,1818,20,8,6688,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,44,56,,-15,4,,9.78,4.57,8.8,6.52,6.2,17.61,7.17,32.93,4.89,6.52,24.338889,17.683333,32.25,0.0635,,13.277778,50.929743
US_NM_35027,2021-07-29,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,16,0,1834,20,33,6721,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,41,56,,-14,2,7.32,9.65,5.32,8.98,5.66,,23.95,9.65,36.6,7.32,7.32,24.161111,17.161111,31.666667,0.338667,,12.746914,50.881189
US_NM_35027,2021-07-30,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,13,0,1847,20,10,6731,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,26,52,8,-13,2,,9.09,4.7,5.64,12.54,6.58,18.5,6.27,34.8,6.9,4.7,24.211111,16.15,31.405556,0.0,,11.475309,45.872837
US_NM_35027,2021-07-31,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1847,20,9,6740,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-2,30,-44,-6,,5.38,10.77,6.28,7.48,5.38,,13.46,6.58,26.32,,5.68,24.244444,16.733333,32.088889,0.0,,11.469136,45.873759
US_NM_35027,2021-08-01,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,1847,20,24,6764,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,7,21,-53,-10,,5.73,14.0,,6.04,7.32,6.36,23.22,8.27,36.9,5.09,,23.638889,18.338889,30.422222,0.508,,13.209877,53.947775
US_NM_35027,2021-08-02,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,11,0,1858,20,7,6771,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,17,41,,-14,3,4.53,11.01,,7.77,7.13,,21.05,,34.01,,6.8,21.9,17.544444,28.755556,4.628444,,14.277778,63.962287
US_NM_35027,2021-08-03,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,13,0,1871,20,4,6775,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,34,45,,-11,2,7.85,9.9,4.78,7.85,10.58,6.83,22.87,10.24,35.84,7.85,,22.911111,16.761111,30.294444,0.338667,,13.993827,58.654636
US_NM_35027,2021-08-04,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,6,0,1877,20,29,6804,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,38,45,-25,-14,3,7.48,9.52,8.84,9.52,10.2,5.44,19.05,6.12,32.31,5.1,,22.505556,16.194444,30.288889,0.6858,,13.0,57.155412
US_NM_35027,2021-08-05,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,26,0,1903,20,12,6816,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,35,57,,-14,2,5.69,12.39,,9.71,6.36,8.71,19.43,7.03,34.84,,5.36,23.161111,15.511111,31.577778,0.725714,,11.462963,49.197045
