location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51181,2020-01-13,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,52.6,14.494444,10.611111,18.838889,1.721556,,12.861111,89.514841
US_VA_51181,2020-01-14,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,53.31,11.972222,10.683333,15.533333,9.398,,11.506944,95.398504
US_VA_51181,2020-01-15,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,59.69,11.538889,8.694444,14.427778,1.4732,,10.118056,89.254189
US_VA_51181,2020-01-16,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,55.33,13.405556,8.522222,16.605556,0.0,,6.798611,63.864574
US_VA_51181,2020-01-17,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,62.23,3.833333,0.627778,12.166667,0.0,,-8.076389,42.127686
US_VA_51181,2020-01-18,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,60.07,2.194444,-1.65,7.627778,0.1016,,-4.222222,63.90421
US_VA_51181,2020-01-19,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,53.67,9.105556,1.694444,12.588889,1.4732,,3.916667,70.456072
US_VA_51181,2020-01-20,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,39.9,0.077778,-3.094444,4.383333,0.0254,,-9.916667,47.559653
US_VA_51181,2020-01-21,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,100.0,-0.972222,-3.916667,2.9,0.0,,-10.548611,49.18168
US_VA_51181,2020-01-22,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,49.44,0.277778,-3.55,5.927778,0.0,,-7.0625,58.780595
US_VA_51181,2020-01-23,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,34.64,1.827778,-2.916667,7.794444,0.0,,-1.840278,79.125065
US_VA_51181,2020-01-24,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,6.838889,0.644444,14.122222,0.0254,,4.652778,85.661054
US_VA_51181,2020-01-25,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,56.55,12.844444,8.427778,16.322222,9.3218,,9.729167,79.914092
US_VA_51181,2020-01-26,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,6.722222,1.994444,13.988889,0.7874,,1.451389,69.882528
US_VA_51181,2020-01-27,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,78.3,5.472222,-0.744444,12.511111,0.0,,-0.444444,66.935212
US_VA_51181,2020-01-28,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,40.2,6.277778,1.277778,10.944444,0.0,,-0.826389,61.348716
US_VA_51181,2020-01-29,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,43.49,3.811111,-0.75,8.644444,0.0,,-2.104167,67.717678
US_VA_51181,2020-01-30,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,34.52,2.855556,-1.483333,8.561111,0.0,,-1.451389,75.3031
US_VA_51181,2020-01-31,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,47.59,3.955556,-1.077778,10.0,0.0,,0.3125,78.870615
US_VA_51181,2020-02-01,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,6.1,2.061111,10.05,6.3754,,4.319444,88.858935
US_VA_51181,2020-02-02,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,7.572222,1.761111,13.705556,0.5842,,2.284722,69.36282
US_VA_51181,2020-02-03,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,47.59,13.844444,5.894444,21.722222,0.0,,2.277778,45.599703
US_VA_51181,2020-02-04,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,36.83,15.816667,10.961111,20.566667,0.0,,6.659722,54.160478
US_VA_51181,2020-02-05,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,14.1,6.483333,18.427778,0.2286,,9.590278,73.454045
US_VA_51181,2020-02-06,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,33.38,9.566667,6.244444,16.7,6.5532,,8.986111,96.677459
US_VA_51181,2020-02-07,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,33.61,13.883333,7.122222,17.561111,27.0256,,8.888889,71.704477
US_VA_51181,2020-02-08,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,4.25,-0.333333,7.9,1.8796,,-5.826389,48.34559
US_VA_51181,2020-02-09,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,4.783333,-0.416667,10.044444,0.0,,-1.069444,66.342142
US_VA_51181,2020-02-10,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,52.3,9.077778,2.888889,16.544444,0.0,,3.770833,69.621415
US_VA_51181,2020-02-11,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,37.21,15.488889,12.3,17.95,1.651,,14.138889,91.026811
US_VA_51181,2020-02-12,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,10.338889,8.005556,16.533333,23.4442,,6.472222,76.495252
US_VA_51181,2020-02-13,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,47.97,11.8,7.905556,16.505556,0.1016,,9.972222,88.563983
US_VA_51181,2020-02-14,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,38.79,7.911111,3.538889,16.166667,5.4102,,1.756944,65.531387
US_VA_51181,2020-02-15,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,53.73,0.611111,-2.994444,7.105556,0.0,,-8.798611,49.698715
US_VA_51181,2020-02-16,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,3.977778,-1.666667,10.638889,0.0,,-1.409722,68.666448
US_VA_51181,2020-02-17,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-23,73.48,8.661111,1.95,12.788889,0.0,,2.590278,65.975413
US_VA_51181,2020-02-18,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-3,46.65,7.716667,2.238889,16.061111,0.0,,4.451389,81.258295
US_VA_51181,2020-02-19,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-1,42.5,10.661111,3.944444,14.838889,3.0226,,4.548611,66.096547
US_VA_51181,2020-02-20,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-2,37.51,3.016667,-0.222222,9.572222,0.9652,,-1.756944,73.614414
US_VA_51181,2020-02-21,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-26,68.59,0.205556,-1.983333,4.333333,4.5212,,-4.472222,71.418935
US_VA_51181,2020-02-22,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,61.74,1.05,-4.811111,9.866667,0.0,78.74,-6.458333,59.011431
US_VA_51181,2020-02-23,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,5.95679,-3.067901,15.611111,0.028222,,-2.388889,55.896347
US_VA_51181,2020-02-24,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,2,50.15,8.561111,1.033333,14.0,0.0762,,1.868056,64.001935
US_VA_51181,2020-02-25,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,3,59.3,11.216667,5.644444,16.561111,2.921,,10.333333,93.557162
US_VA_51181,2020-02-26,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,3,45.54,11.561111,8.933333,15.622222,1.4732,,11.277778,96.898436
US_VA_51181,2020-02-27,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,3,33.64,9.154321,5.530864,15.08642,2.878667,,1.095238,56.765322
US_VA_51181,2020-02-28,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,2,,5.672222,0.883333,12.511111,0.0508,,-6.769841,42.043419
US_VA_51181,2020-02-29,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,53.64,4.605556,-0.816667,9.805556,0.0,,-4.650794,51.11034
US_VA_51181,2020-03-01,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,45.39,3.361111,-4.094444,11.211111,0.0,,-8.849206,41.307279
US_VA_51181,2020-03-02,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-3,50.99,9.855556,-0.538889,19.466667,0.0,,-0.458333,48.948512
US_VA_51181,2020-03-03,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,2,44.93,15.083333,7.205556,19.416667,0.1524,,8.611111,64.743029
US_VA_51181,2020-03-04,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-6,41.41,13.461111,5.527778,18.35,0.2032,,4.590278,55.04226
US_VA_51181,2020-03-05,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-2,,9.755556,5.866667,15.177778,0.0,,0.743056,53.759593
US_VA_51181,2020-03-06,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,2,46.33,7.727778,5.994444,11.711111,1.6002,,4.243056,79.06126
US_VA_51181,2020-03-07,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,7.616667,5.461111,11.488889,2.3622,,-2.444444,49.049144
US_VA_51181,2020-03-08,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,5.988889,-1.255556,15.361111,0.0,,-3.888889,50.768489
US_VA_51181,2020-03-09,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,3,39.55,12.772222,4.266667,21.383333,0.0,,-1.0625,38.295872
US_VA_51181,2020-03-10,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,3,,16.677778,12.016667,21.238889,0.4064,,9.625,62.36658
US_VA_51181,2020-03-11,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-7,35.89,15.05,10.811111,19.233333,0.0762,,10.5,72.683098
US_VA_51181,2020-03-12,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,-3,40.64,12.227778,8.477778,17.755556,0.0,,9.361111,81.500187
US_VA_51181,2020-03-13,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,3,33.78,17.738889,10.861111,24.555556,1.354667,,14.055556,77.640137
US_VA_51181,2020-03-14,ChIJO64sW1ZdsIkRvNmWQRIRagU,Q506209,geoId/51181,US,United States of America,VA,Virginia,51181,Surry County,US,USA,2,,,,,,,6503,3210,3293,574,683,722,592,719,1243,1050,632,288,2534206,37.11691,-76.88831,25,804,76.55,,,13.405556,8.466667,21.677778,0.0508,,0.291667,40.009156
