location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28157,2020-01-01,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,7.411111,2.405556,13.683333,0.0,,1.977778,68.605417
US_MS_28157,2020-01-02,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,15.627778,10.522222,22.261111,23.984857,,13.594444,87.733602
US_MS_28157,2020-01-03,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,16.094444,14.188889,21.694444,41.148,,15.116667,93.952476
US_MS_28157,2020-01-04,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,13.005556,8.522222,16.438889,5.5372,,7.9,71.206215
US_MS_28157,2020-01-05,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,8.788889,1.616667,19.072222,0.0,,3.794444,70.938543
US_MS_28157,2020-01-06,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,13.094444,5.633333,21.622222,0.0,,8.411111,73.336926
US_MS_28157,2020-01-07,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,13.377778,8.261111,17.622222,0.0,,5.122222,57.448326
US_MS_28157,2020-01-08,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,7.833333,-0.122222,18.433333,0.0,,-0.183333,57.04963
US_MS_28157,2020-01-09,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,13.383333,7.011111,22.327778,0.0254,,8.394444,71.886337
US_MS_28157,2020-01-10,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,20.077778,17.944444,23.644444,0.338667,,17.616667,85.789885
US_MS_28157,2020-01-11,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,20.588889,13.633333,23.805556,18.324286,,17.772222,83.984022
US_MS_28157,2020-01-12,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,9.366667,5.811111,15.855556,7.9502,,6.216667,80.750607
US_MS_28157,2020-01-13,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,13.466667,10.655556,17.072222,1.415143,,12.205556,92.108124
US_MS_28157,2020-01-14,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,19.916667,16.955556,23.694444,9.595556,,19.05,94.818381
US_MS_28157,2020-01-15,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,21.166667,18.761111,25.211111,20.54225,,19.255556,88.910435
US_MS_28157,2020-01-16,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,18.472222,15.388889,22.322222,0.0,,17.361111,93.310895
US_MS_28157,2020-01-17,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,15.0,11.977778,19.816667,2.2225,,9.483333,69.821278
US_MS_28157,2020-01-18,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,19.216667,16.077778,23.127778,1.378857,,16.9,86.518112
US_MS_28157,2020-01-19,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,11.566667,5.166667,19.905556,10.087429,,2.083333,52.246891
US_MS_28157,2020-01-20,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,5.227778,1.533333,10.683333,0.0,,-3.194444,54.768073
US_MS_28157,2020-01-21,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,3.294444,-1.572222,9.45,0.0,,-3.85,59.840498
US_MS_28157,2020-01-22,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,3.6,-0.416667,8.838889,0.3175,,-2.394444,65.193568
US_MS_28157,2020-01-23,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,9.972222,5.861111,16.183333,8.091714,,8.15,88.482719
US_MS_28157,2020-01-24,ChIJNSThkiwJJoYRHQxayjEqEq4,Q486513,geoId/28157,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2,,,,,,,8855,4760,4095,1031,1042,1265,1214,972,1218,1141,603,369,1833664,31.16,-91.32,688,74.4,,,10.927778,4.588889,16.311111,2.906889,,6.538889,74.751496
