location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17121,2020-01-01,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,7.05,13.81,7.64,7.64,7.05,7.64,4.41,7.93,15.86,9.99,4.7,7.64,,4.41,,4.7,,8.22,5.58,21.74,7.05,8.81,5.88,6.76,8.81,40.25,,7.93,4.99,,,3.661111,-2.111111,11.383333,0.0,,-2.444444,65.195194
US_IL_17121,2020-01-02,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,6.64,9.12,4.7,10.23,8.85,7.74,4.42,,20.18,11.06,8.29,9.95,5.53,6.36,5.25,,4.42,4.42,11.06,30.14,7.19,8.57,6.91,5.81,9.12,47.83,5.53,7.74,,5.25,4.15,7.2,3.133333,11.777778,0.2032,,0.905556,65.27393
US_IL_17121,2020-01-03,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,5.26,5.53,5.26,10.79,9.4,6.36,6.08,4.98,13.0,8.85,,6.64,7.19,5.81,4.43,4.43,3.87,5.53,11.34,26.55,6.64,9.68,6.64,6.36,6.92,38.45,4.7,7.19,4.43,,4.98,7.227778,3.794444,9.283333,2.878667,,6.572222,95.829449
US_IL_17121,2020-01-04,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,5.38,9.06,4.53,10.47,6.51,5.38,8.49,4.81,12.74,11.04,5.94,7.08,5.66,6.79,3.96,5.38,,5.66,5.09,28.87,7.64,7.08,,5.66,4.53,34.53,7.36,4.81,5.66,,5.94,2.5,0.488889,4.9,0.254,,0.244444,85.428388
US_IL_17121,2020-01-05,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,4.88,12.35,,9.48,12.64,6.32,4.88,4.6,12.93,8.04,6.89,11.49,6.03,,5.46,4.31,4.6,5.75,7.47,31.6,7.76,11.21,4.6,4.02,,39.07,4.02,6.03,4.88,6.32,6.89,2.222222,-3.166667,11.588889,0.0254,,-2.605556,70.970762
US_IL_17121,2020-01-06,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,5.22,6.97,,9.95,9.7,9.7,5.97,,14.18,10.45,8.21,10.7,3.48,3.73,4.73,5.72,4.23,5.22,8.46,26.87,9.7,6.72,,3.48,8.21,39.31,4.23,5.97,8.21,6.47,7.22,3.45,-2.95,9.383333,0.0,,-3.677778,60.190222
US_IL_17121,2020-01-07,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,4.4,6.11,,8.31,8.31,7.33,5.13,4.4,12.71,9.04,5.38,16.37,5.13,3.91,,4.15,,3.67,8.06,28.1,4.15,7.58,6.35,5.62,6.11,41.05,,6.35,4.15,8.8,4.64,2.005556,-3.533333,8.205556,0.0,,-3.716667,66.301981
US_IL_17121,2020-01-08,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,5.08,7.75,3.39,11.86,4.36,7.51,3.63,4.84,15.98,10.17,5.08,7.75,5.81,5.08,4.36,5.57,,4.84,6.05,29.05,5.33,8.96,4.84,,6.54,36.56,4.6,11.86,5.33,3.39,4.12,2.216667,-1.933333,6.538889,0.0,,-6.538889,52.856469
US_IL_17121,2020-01-09,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,,3.4,4.13,9.24,10.45,6.56,7.29,,11.67,7.05,10.21,9.24,5.83,7.29,5.83,4.62,,5.11,9.48,32.09,6.56,5.11,4.13,6.81,8.99,41.32,3.4,12.15,6.56,6.32,5.59,6.805556,0.977778,13.072222,0.254,,-2.033333,54.067816
US_IL_17121,2020-01-10,ChIJc2hkB46kdogR_DH0u_ru0vw,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2,,,,,,,37726,18375,19351,4922,4554,4505,4226,4329,5281,4884,3060,1965,1801533,38.65,-88.92,1481,75.625,,,,,,8.37,6.51,3.72,8.37,5.35,6.75,5.35,4.19,10.47,7.67,7.21,9.77,6.05,3.95,,3.49,4.88,5.35,8.14,23.95,5.81,8.84,7.67,6.98,5.58,35.58,4.65,10.47,7.44,3.95,4.88,12.111111,8.427778,14.244444,20.54225,,10.461111,89.912386
