location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72033,2020-01-11,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.419753,23.604938,29.191358,0.5715,20.486111,69.120312
US_PR_72033,2020-01-12,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.037037,23.481481,28.580247,0.508,21.736111,77.472911
US_PR_72033,2020-01-13,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.919753,23.475309,28.388889,2.757714,20.902778,73.43204
US_PR_72033,2020-01-14,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.469136,22.901235,27.944444,0.818444,20.305556,72.543937
US_PR_72033,2020-01-15,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.432099,22.462963,28.320988,1.9685,21.5,79.972547
US_PR_72033,2020-01-16,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.567901,22.160494,28.518519,1.3335,19.555556,68.584013
US_PR_72033,2020-01-17,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.5,22.098765,28.481481,0.592667,21.083333,76.382082
US_PR_72033,2020-01-18,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.432099,22.425926,28.419753,0.036286,20.097222,70.915308
US_PR_72033,2020-01-19,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.135802,22.469136,27.981481,1.17475,20.694444,76.173702
US_PR_72033,2020-01-20,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.259259,22.82716,28.055556,3.483429,22.180556,83.779024
US_PR_72033,2020-01-21,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.141975,22.987654,28.783951,2.76225,21.375,74.833296
US_PR_72033,2020-01-22,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.024691,23.302469,28.783951,0.225778,21.930556,79.751932
US_PR_72033,2020-01-23,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.685185,23.179012,28.080247,2.503714,22.236111,83.32135
US_PR_72033,2020-01-24,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,24.950617,22.864198,27.703704,8.382,22.291667,85.682716
US_PR_72033,2020-01-25,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.018519,22.037037,28.067901,4.854222,21.305556,80.519624
US_PR_72033,2020-01-26,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.006173,22.290123,27.635802,1.5875,21.222222,80.914914
US_PR_72033,2020-01-27,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,24.888889,22.080247,28.006173,3.39725,21.703704,81.023866
US_PR_72033,2020-01-28,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.462963,22.240741,28.246914,0.931333,22.027778,84.384942
US_PR_72033,2020-01-29,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.691358,22.141975,29.061728,0.0,21.291667,78.771034
US_PR_72033,2020-01-30,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.895062,22.166667,29.493827,0.028222,21.513889,75.224654
US_PR_72033,2020-01-31,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.339506,22.907407,29.598765,0.0,21.763889,76.086424
US_PR_72033,2020-02-01,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.555556,23.62963,29.080247,0.028222,21.805556,74.052574
US_PR_72033,2020-02-02,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.561728,23.41358,29.740741,0.0,20.791667,71.255743
US_PR_72033,2020-02-03,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.246914,22.790123,29.493827,0.0,20.972222,72.302252
US_PR_72033,2020-02-04,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.462963,23.438272,29.104938,0.028222,20.75,69.760013
US_PR_72033,2020-02-05,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.623457,23.932099,29.216049,0.028222,21.097222,70.621272
US_PR_72033,2020-02-06,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.975309,24.401235,29.549383,0.141111,21.333333,70.565755
US_PR_72033,2020-02-07,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.901235,24.228395,29.222222,0.254,21.236111,71.357891
US_PR_72033,2020-02-08,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.654321,24.623457,29.080247,0.056444,20.277778,67.263009
US_PR_72033,2020-02-09,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.444444,23.506173,28.882716,0.15875,20.708333,69.390468
US_PR_72033,2020-02-10,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.648148,23.888889,29.259259,0.366889,21.138889,70.930626
US_PR_72033,2020-02-11,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.654321,23.987654,29.259259,0.141111,20.388889,68.272774
US_PR_72033,2020-02-12,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.450617,24.018519,29.055556,0.1905,21.138889,71.866328
US_PR_72033,2020-02-13,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,26.54321,23.962963,29.246914,0.733778,20.041667,66.492953
US_PR_72033,2020-02-14,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,,,,,,25.969136,23.395062,28.901235,0.15875,21.194444,74.334868
US_PR_72033,2020-02-15,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,15,3,40,0,-7,25.753086,22.753086,28.648148,5.531556,21.333333,75.770057
US_PR_72033,2020-02-16,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,6,0,54,-3,,26.024691,23.320988,28.604938,1.923143,21.680556,76.692725
US_PR_72033,2020-02-17,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,22,10,99,14,-29,26.395062,23.765432,28.975309,0.508,21.263889,73.351348
US_PR_72033,2020-02-18,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,16,10,20,13,4,26.561728,23.925926,29.123457,0.28575,21.25,72.237391
US_PR_72033,2020-02-19,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,6,-3,8,3,5,26.141975,23.62963,28.771605,0.762,20.763889,71.292448
US_PR_72033,2020-02-20,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-9,-3,-10,-31,9,26.450617,23.975309,28.944444,0.28575,19.916667,66.622806
US_PR_72033,2020-02-21,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,0,-3,-2,3,14,26.018519,22.839506,28.611111,0.084667,20.125,69.241543
US_PR_72033,2020-02-22,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,5,2,13,8,-5,26.092593,22.938272,29.574074,0.0,20.166667,70.062041
US_PR_72033,2020-02-23,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-2,0,9,6,,25.802469,23.111111,29.17284,0.0,19.902778,70.386251
US_PR_72033,2020-02-24,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-5,1,2,1,16,24.351852,22.666667,27.055556,1.886857,21.055556,81.733135
US_PR_72033,2020-02-25,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-16,-11,-26,-28,4,24.567901,22.475309,27.141975,15.784286,21.638889,84.464966
US_PR_72033,2020-02-26,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,4,-2,6,-10,6,25.716049,23.314815,28.339506,3.991429,22.0,78.503264
US_PR_72033,2020-02-27,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,4,5,7,-11,9,25.333333,21.148148,28.358025,0.705556,19.291667,69.442717
US_PR_72033,2020-02-28,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,8,6,25,1,12,25.876543,22.246914,28.679012,0.0,21.097222,74.568131
US_PR_72033,2020-02-29,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,26,-2,54,-4,-5,25.623457,21.82716,28.740741,0.09525,21.055556,75.303763
US_PR_72033,2020-03-01,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,24,8,63,16,,25.987654,22.734568,28.938272,0.169333,21.541667,76.042967
US_PR_72033,2020-03-02,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-4,3,2,-17,-9,25.141975,23.092593,28.030864,1.0795,21.388889,79.173372
US_PR_72033,2020-03-03,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,4,4,6,-13,7,25.660494,22.987654,28.382716,0.790222,20.986111,75.017203
US_PR_72033,2020-03-04,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,9,6,17,0,4,26.277778,23.209877,28.771605,0.084667,20.944444,72.395447
US_PR_72033,2020-03-05,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,2,4,-3,-33,2,26.419753,23.709877,29.018519,0.09525,21.347222,73.249679
US_PR_72033,2020-03-06,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,11,8,-4,0,3,25.969136,23.364198,28.91358,0.653143,20.916667,73.850363
US_PR_72033,2020-03-07,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,21,8,25,12,2,25.858025,22.709877,28.635802,0.620889,20.652778,72.571863
US_PR_72033,2020-03-08,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,1,3,26,-8,,25.364198,22.783951,28.296296,0.362857,20.861111,75.765456
US_PR_72033,2020-03-09,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-1,12,3,-12,10,24.345679,22.790123,26.851852,0.508,21.236111,82.130667
US_PR_72033,2020-03-10,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-8,4,-18,-20,7,25.265432,22.407407,28.209877,6.604,20.680556,75.465568
US_PR_72033,2020-03-11,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-8,-2,-15,-24,2,25.253086,22.777778,27.864198,0.036286,21.013889,77.267206
US_PR_72033,2020-03-12,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-17,19,-30,-60,4,26.530864,23.345679,29.67284,3.65125,20.347222,68.861162
US_PR_72033,2020-03-13,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-13,20,-26,-22,7,26.092593,22.87037,29.055556,0.0,21.277778,74.795567
US_PR_72033,2020-03-14,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-37,13,-46,-38,-11,26.290123,23.154321,28.469136,0.15875,21.416667,76.056166
US_PR_72033,2020-03-15,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-57,2,-55,-69,-14,25.858025,23.54321,28.240741,1.072444,18.125,62.298153
US_PR_72033,2020-03-16,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-70,-4,-60,-52,-36,25.314815,23.302469,28.0,0.217714,19.236111,69.383213
US_PR_72033,2020-03-17,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-82,-29,-79,-75,-48,26.037037,23.524691,28.530864,0.889,20.916667,73.548428
US_PR_72033,2020-03-18,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-88,-36,-86,-81,-56,25.604938,23.339506,28.08642,0.217714,21.458333,76.080871
US_PR_72033,2020-03-19,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-90,-44,-90,-84,-58,25.864198,23.580247,28.234568,0.508,20.958333,72.466817
US_PR_72033,2020-03-20,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-89,-28,-89,-70,-57,25.746914,23.024691,28.734568,1.8415,19.763889,68.074636
US_PR_72033,2020-03-21,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-91,-31,-93,-83,-49,25.623457,22.845679,28.209877,0.592667,19.375,67.109244
US_PR_72033,2020-03-22,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-96,-52,-94,-92,-52,25.444444,22.95679,28.382716,1.995714,20.736111,74.61171
US_PR_72033,2020-03-23,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-89,-37,-87,-66,-57,25.135802,22.592593,27.345679,8.309429,20.569444,75.453134
US_PR_72033,2020-03-24,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-93,-53,-89,-75,-58,25.302469,23.376543,27.493827,1.665111,19.638889,70.360443
US_PR_72033,2020-03-25,ChIJvdXdgFdpA4wRU-L7j-N4jmc,Q768483,geoId/72033,US,United States of America,PR,Puerto Rico,72033,Cataño Municipio,US,USA,2,,,,,23155,4467850,18.441389,-66.118333,19,18,-90,-54,-88,-81,-61,26.148148,23.901235,28.54321,0.141111,20.291667,69.845345
