location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48261,2020-01-01,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,15.382716,13.654321,16.981481,0.705556,11.069444,78.834001
US_TX_48261,2020-01-02,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,16.394444,14.822222,19.061111,2.6416,14.833333,89.971986
US_TX_48261,2020-01-03,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,17.088889,13.638889,22.216667,0.0508,10.0,63.750998
US_TX_48261,2020-01-04,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,14.716667,7.727778,21.616667,0.0,2.333333,42.309095
US_TX_48261,2020-01-05,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,14.538889,7.3,22.305556,0.0,5.666667,58.891813
US_TX_48261,2020-01-06,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,16.711111,11.455556,23.605556,0.0,9.236111,65.794025
US_TX_48261,2020-01-07,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,16.244444,12.694444,20.622222,0.0,8.458333,62.162857
US_TX_48261,2020-01-08,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,15.422222,10.172222,21.872222,0.1016,7.458333,65.495992
US_TX_48261,2020-01-09,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,20.777778,18.644444,25.127778,0.0,17.097222,74.680714
US_TX_48261,2020-01-10,ChIJb7WG_weyaIYRzkraA7ponQY,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2,,,,,,,427,222,205,54,79,43,57,43,52,41,38,20,1828381,26.93,-97.62,5039,21.927778,20.116667,25.011111,0.0,18.833333,75.273535
