location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21183,2020-01-01,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,,12.92,20.79,,34.27,9.55,49.44,,4.633333,-0.977778,10.85,0.0,,-2.728395,59.440556
US_KY_21183,2020-01-02,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,,16.64,14.98,16.64,24.41,9.43,39.95,,7.444444,2.038889,11.077778,3.104444,,0.82716,63.384566
US_KY_21183,2020-01-03,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,10.99,12.04,22.5,17.27,26.16,8.9,46.05,7.85,10.888889,7.481481,12.253086,15.8115,,10.402778,97.063173
US_KY_21183,2020-01-04,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,,10.42,10.96,10.96,31.25,,46.6,,5.011111,2.183333,10.644444,8.777111,,2.728395,85.854857
US_KY_21183,2020-01-05,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,10.55,12.77,13.33,,36.1,10.0,48.31,13.88,3.288889,-2.688889,11.122222,0.6604,,-1.283951,72.170863
US_KY_21183,2020-01-06,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,7.29,11.66,16.51,10.2,30.11,12.63,46.14,7.29,4.433333,-2.561111,10.483333,0.0,,-2.604938,60.573991
US_KY_21183,2020-01-07,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,8.65,15.86,21.15,8.65,37.98,11.54,49.51,12.02,4.35,-2.066667,10.066667,0.0,,-3.679012,56.88373
US_KY_21183,2020-01-08,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,,9.89,15.83,15.34,33.15,9.89,51.94,9.89,4.205556,-1.066667,10.033333,0.0,,-5.537037,49.509531
US_KY_21183,2020-01-09,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,,8.68,13.03,14.96,26.05,12.54,40.52,12.06,6.916667,0.438889,14.655556,0.0,,-4.265432,45.790833
US_KY_21183,2020-01-10,ChIJyWzigbttb4gR9DPu4249zwE,Q500663,geoId/21183,US,United States of America,KY,Kentucky,21183,Ohio County,US,USA,2,,,,,,,24116,12035,12081,3105,3341,2792,2903,2937,3264,2945,1872,957,1846572,37.47,-86.84,1546,75.033333,,,,,,8.32,11.56,14.8,14.8,39.31,7.4,41.62,,14.455556,10.622222,17.583333,4.572,,6.82716,61.564339
