location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18125,2020-01-01,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,26.52,26.52,3.594444,-1.216667,10.366667,0.0,,-1.722222,67.86414
US_IN_18125,2020-01-02,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,22.4,53.57,6.866667,2.033333,10.594444,0.73025,,1.438272,68.823942
US_IN_18125,2020-01-03,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,31.83,42.13,9.044444,5.872222,10.116667,10.724444,,8.654321,97.41526
US_IN_18125,2020-01-04,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,29.91,30.88,3.611111,1.4,7.611111,4.261556,,1.882716,88.398533
US_IN_18125,2020-01-05,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,29.94,32.84,2.361111,-3.283333,10.95,0.762,,-1.296296,76.252639
US_IN_18125,2020-01-06,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,25.0,30.3,3.561111,-2.961111,9.422222,0.1778,,-2.450617,64.851108
US_IN_18125,2020-01-07,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,18.36,26.01,2.311111,-3.477778,8.738889,0.0254,,-3.055556,68.195724
US_IN_18125,2020-01-08,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,23.94,23.94,2.566667,-1.911111,6.905556,0.0,,-5.771605,54.385057
US_IN_18125,2020-01-09,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,13.97,38.8,5.466667,-0.588889,13.211111,0.0,,-3.419753,52.413009
US_IN_18125,2020-01-10,ChIJQ5onYJ1obogRTxRCwFwP_20,Q512885,geoId/18125,US,United States of America,IN,Indiana,18125,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12315,6172,6143,1429,1491,1306,1321,1532,1858,1711,1065,602,1482468,38.4,-87.23,883,80.925,,,,18.54,26.09,12.1,7.572222,14.688889,12.022667,,8.425926,78.414829
