location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22093,2020-01-01,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,,8.4,,17.21,,9.24,19.73,,32.33,6.3,11.233333,7.211111,15.772222,0.0,3.571429,60.834725
US_LA_22093,2020-01-02,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,10.18,9.82,,11.64,9.82,8.0,18.19,5.46,35.28,,18.805556,12.527778,24.494444,9.002889,16.650794,87.558894
US_LA_22093,2020-01-03,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,7.12,13.88,6.05,13.16,7.47,8.18,24.9,,34.51,6.05,17.277778,14.866667,23.077778,6.6675,16.190476,92.702764
US_LA_22093,2020-01-04,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,,13.8,6.69,14.21,,,21.32,11.29,34.28,8.78,14.644444,12.355556,17.661111,9.4742,9.738095,72.104652
US_LA_22093,2020-01-05,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,7.47,11.2,,14.93,,,20.33,10.37,41.9,10.37,11.127778,4.977778,18.305556,0.0,4.547619,66.519807
US_LA_22093,2020-01-06,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,5.56,13.34,,12.6,7.78,5.56,23.34,,34.83,6.3,13.755556,7.283333,21.35,0.028222,8.484127,71.596195
US_LA_22093,2020-01-07,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,9.29,9.29,6.19,13.55,7.36,7.36,21.29,,37.16,8.13,15.016667,11.544444,18.4,0.0,7.396825,60.395755
US_LA_22093,2020-01-08,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,6.09,10.03,9.67,15.4,,9.67,27.58,,31.88,13.25,10.794444,4.761111,17.838889,0.0254,2.396825,58.917245
US_LA_22093,2020-01-09,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,5.55,12.84,10.76,9.02,7.98,,32.27,7.63,29.84,14.92,15.283333,9.355556,22.383333,0.0254,11.02381,76.938346
US_LA_22093,2020-01-10,ChIJQ7x_dic7IYYR-1OMwiyz0uI,Q507016,geoId/22093,US,United States of America,LA,Louisiana,22093,St. James Parish,US,USA,2,,,,,,,21380,10307,11073,2678,2659,2859,2704,2277,3182,2653,1528,840,1836617,30.03,-90.8,668,76.514286,,,,,6.3,10.85,5.6,11.9,8.05,7.0,16.1,5.95,30.46,,20.594444,17.822222,24.705556,0.28575,18.769841,88.331184
