location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51610,2020-09-10,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,66,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,,,,,9.56,11.27,8.54,4.78,10.25,7.51,,5.81,6.49,,5.12,,,6.83,20.84,8.2,6.49,,5.46,37.57,,5.81,,,24.15,21.294444,26.911111,8.636,,22.783951,92.571259
US_VA_51610,2020-09-11,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,67,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,-64,,7.8,15.23,11.89,,,5.2,7.8,6.32,7.43,,7.8,5.2,,7.8,15.61,8.18,7.06,,10.4,29.73,,7.8,,,23.805556,21.588889,26.75,12.2936,,21.314815,86.86047
US_VA_51610,2020-09-12,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,66,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-38,,,,7.78,17.72,9.51,6.48,6.91,,,,,,,,,8.21,16.85,,6.48,,7.35,37.16,,10.8,6.91,,21.277778,19.061111,25.733333,0.1524,,17.54321,80.067684
US_VA_51610,2020-09-13,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,67,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-35,,,,11.78,13.96,,,7.42,7.42,,,6.98,,,,,,15.7,,,,10.9,36.64,,,,,20.094444,14.255556,27.027778,0.0,,15.802469,77.103649
US_VA_51610,2020-09-14,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,67,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,-62,,8.84,12.72,8.48,,5.65,,,,7.42,5.3,,4.95,,,14.49,4.95,9.19,4.95,4.95,30.75,5.65,8.84,,,22.355556,16.055556,26.616667,0.028222,,16.932099,72.461457
US_VA_51610,2020-09-15,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,67,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-31,,-65,,7.09,9.57,12.76,,9.22,6.38,,7.44,5.32,10.28,,,,10.63,14.18,10.28,8.51,,6.03,39.35,5.32,6.74,8.86,,15.883333,10.405556,23.405556,0.0,,8.709877,63.659322
US_VA_51610,2020-09-16,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,-1,66,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,-63,,6.38,14.89,8.51,,5.32,4.96,,5.67,8.16,5.32,6.74,,,7.09,26.95,,6.74,,5.67,38.3,,,,,15.027778,9.088889,22.533333,0.0254,,10.932099,78.341386
US_VA_51610,2020-09-17,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,67,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-33,,-66,5.97,9.13,10.54,8.43,,6.32,6.32,4.92,6.32,8.43,5.97,,,,8.43,20.72,8.78,7.03,,,31.61,,,5.97,4.92,18.116667,10.644444,22.4,1.213556,,15.555556,86.764327
US_VA_51610,2020-09-18,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,68,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-25,,-61,,8.83,18.77,13.98,,5.52,7.36,,6.26,7.73,,,,,5.15,15.46,,6.62,,,32.39,,6.62,,,19.611111,14.988889,23.333333,4.656667,,15.975309,80.35685
US_VA_51610,2020-09-19,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,68,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-36,,,,9.49,9.49,9.95,7.68,,10.4,,,10.4,,,,6.78,,22.15,,8.59,,7.23,33.45,,9.95,,,13.911111,7.744444,21.966667,0.5334,,2.679012,47.450509
US_VA_51610,2020-09-20,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,68,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-34,,,,16.6,10.92,6.99,6.99,,,,6.55,9.17,,,,7.43,,17.48,,9.17,,6.55,37.57,,8.3,,,13.255556,6.35,19.688889,0.0,,4.351852,56.365546
US_VA_51610,2020-09-21,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,68,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-65,,6.99,12.24,11.89,6.64,,,,,5.94,4.89,5.24,5.24,4.89,11.89,16.08,,7.34,6.99,6.64,29.72,5.59,4.89,,,12.472222,5.6,19.483333,0.0,,4.432099,59.414567
US_VA_51610,2020-09-22,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,68,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,-64,,12.89,15.33,7.32,,6.27,5.92,,5.58,8.01,,7.67,,8.01,8.71,19.51,,,6.62,,35.89,,,,,12.283333,4.444444,21.522222,0.0,,5.351852,64.297967
US_VA_51610,2020-09-23,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,69,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-32,,-64,,6.75,13.5,10.66,6.4,8.17,5.69,,5.69,7.46,,,,,8.17,19.55,5.69,7.82,,5.69,35.18,,8.17,7.11,,16.794444,6.127778,26.561111,0.0,,9.339506,63.305452
US_VA_51610,2020-09-24,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,70,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-33,,-64,,7.34,11.88,13.28,,8.74,6.99,,6.64,9.09,4.89,,,,5.24,19.92,,,6.64,5.24,33.21,,9.09,4.89,,17.566667,10.344444,25.238889,0.1016,,13.67284,79.605654
US_VA_51610,2020-09-25,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,70,6,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-30,,-62,5.02,5.02,12.19,11.83,5.02,5.02,7.89,,6.45,5.38,,,,,,16.85,,5.38,,,33.7,5.02,7.89,5.38,,16.494444,13.233333,21.522222,0.056444,,14.635802,90.122856
US_VA_51610,2020-09-26,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,1,70,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-40,,,,7.73,13.74,10.74,,,6.87,,12.03,,,6.87,,,7.73,15.03,,,,,35.22,,6.87,7.73,,17.811111,14.627778,21.733333,6.3754,,16.487654,92.74536
US_VA_51610,2020-09-27,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,70,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-36,,,,7.18,9.29,7.61,,,8.87,,,,,,,7.18,,12.25,6.76,8.45,6.34,8.03,37.6,,6.76,,,20.544444,16.283333,24.983333,0.508,,18.45679,88.47361
US_VA_51610,2020-09-28,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,70,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,-61,4.81,5.84,14.78,8.59,8.59,,7.56,,,9.28,,,,,,18.55,,7.56,,9.62,43.64,5.15,5.15,8.93,,21.044444,17.805556,26.566667,0.127,,18.530864,86.195418
US_VA_51610,2020-09-29,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,70,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,-64,,8.53,9.55,8.19,,7.84,6.82,,5.12,7.16,,5.46,,,5.12,15.35,,6.82,,7.84,37.86,6.14,8.53,5.46,,21.416667,16.327778,25.961111,0.2794,,18.469136,84.120536
US_VA_51610,2020-09-30,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,70,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-27,,-60,,8.92,10.97,7.54,5.83,5.14,8.23,6.86,4.8,8.92,6.52,,,4.8,6.86,20.92,,,,5.83,26.06,4.8,8.23,,6.52,15.933333,11.744444,23.861111,4.2672,,10.895062,72.529427
US_VA_51610,2020-10-01,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,71,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-31,,-62,,9.1,17.5,10.85,,6.3,4.9,,,7.35,6.3,,,,5.25,18.55,9.45,5.6,,10.15,32.89,,6.3,,,16.644444,11.361111,23.083333,0.635,,11.401235,72.701531
US_VA_51610,2020-10-02,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,71,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,-59,,,12.26,6.31,7.8,7.8,8.17,7.43,,,,5.57,,,6.69,23.77,,6.31,,15.23,31.57,,5.57,,5.2,15.244444,11.227778,21.472222,1.9304,,10.209877,72.89252
US_VA_51610,2020-10-03,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,72,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-36,,,,10.72,9.83,8.93,,,,,,,,,,,6.7,16.53,,,,9.83,32.61,,8.04,,,12.377778,6.372222,19.327778,0.2794,,5.407407,64.203589
US_VA_51610,2020-10-04,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,72,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-33,,,,,12.48,12.05,10.33,,9.47,6.46,8.18,,,,,,,13.78,,8.18,,6.46,31.86,,,,,12.172222,5.594444,20.111111,0.0,,6.802469,71.632758
US_VA_51610,2020-10-05,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,72,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-31,,-63,,8.35,16.34,9.08,5.81,,5.81,,,7.62,,6.54,,6.9,7.62,19.97,7.99,8.71,,7.99,41.39,5.81,5.45,,5.45,14.616667,6.894444,20.166667,0.3302,,9.395062,72.405582
US_VA_51610,2020-10-06,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,72,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-23,,-64,,9.39,11.92,9.76,5.78,,8.67,6.14,5.06,8.31,,7.95,5.42,5.42,5.06,18.43,5.78,5.78,5.42,7.23,35.05,6.14,6.5,7.23,5.42,13.544444,6.211111,22.066667,0.0,,8.808642,74.588126
US_VA_51610,2020-10-07,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,72,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-61,5.28,,17.59,16.89,,5.28,8.09,,7.39,7.74,,,6.68,,5.63,16.89,,5.98,5.63,8.44,29.2,,6.68,,,16.983333,7.144444,26.633333,0.0,,11.401235,71.210203
US_VA_51610,2020-10-08,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,72,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-66,5.94,6.29,15.38,8.04,5.59,7.34,5.59,,5.24,13.63,,,,,5.94,18.88,,9.79,,,38.81,5.59,7.34,,,17.233333,10.505556,25.483333,0.0,,8.469136,57.691005
US_VA_51610,2020-10-09,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,73,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-59,,7.62,15.23,7.98,5.08,,7.98,7.62,,9.43,,6.89,,,6.17,15.96,,,5.44,7.62,37.36,,5.44,7.62,,13.316667,6.311111,21.427778,0.0,,6.975309,67.035125
US_VA_51610,2020-10-10,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,74,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-41,,,,10.78,12.57,,,,,,,,,,,,,14.82,,,,7.18,28.29,,,6.74,,16.388889,8.755556,22.761111,0.0,,13.135802,82.308957
US_VA_51610,2020-10-11,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,74,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-34,,,,8.37,12.98,5.86,,10.47,7.95,,,,,,6.7,,5.86,21.77,7.12,,,7.54,33.49,,,,,18.616667,13.638889,22.2,1.905,,17.111111,91.787796
US_VA_51610,2020-10-12,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,74,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-23,,-72,,7.35,11.02,9.18,,6.25,5.14,,5.88,8.08,6.61,,,,6.25,12.86,6.25,8.45,6.25,,35.63,,,,,15.827778,13.338889,19.672222,15.0368,,14.969136,95.52498
US_VA_51610,2020-10-13,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-26,,-62,4.8,7.89,9.95,8.58,,6.18,7.55,,6.18,10.98,5.15,6.18,,4.8,8.58,20.59,7.89,7.55,5.49,6.86,38.44,5.15,4.8,5.83,,15.205556,12.194444,21.527778,1.7526,,12.135802,82.948232
US_VA_51610,2020-10-14,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,-61,,10.74,13.86,9.7,5.89,,5.2,,6.24,5.89,,,,5.54,4.85,24.25,8.66,6.93,6.24,,38.11,4.85,5.54,7.62,,14.416667,6.894444,22.9,0.0508,,7.91358,66.584882
US_VA_51610,2020-10-15,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-62,4.88,7.67,13.95,6.63,,5.23,9.07,,5.58,8.37,,,,,6.97,19.88,10.11,,,4.88,31.04,,8.72,,,16.111111,7.472222,23.611111,0.0,,11.487654,75.578009
US_VA_51610,2020-10-16,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-59,,8.71,7.98,7.26,,5.81,7.62,,6.89,7.26,8.35,,,,5.81,13.43,,5.44,,,32.66,,,,,15.316667,10.472222,22.366667,0.959556,,10.574074,74.373489
US_VA_51610,2020-10-17,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-39,,,,8.08,8.98,12.57,,8.53,7.63,6.74,,,,,,,,19.76,,15.72,,,26.94,,,,,10.5,3.783333,18.255556,0.889,,3.41358,63.05902
US_VA_51610,2020-10-18,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-34,,,,6.96,14.78,8.7,,,,,6.96,,,8.7,,,,12.17,,,,,30.87,,10.87,,,9.977778,2.988889,18.372222,0.0,,5.425926,75.273261
US_VA_51610,2020-10-19,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-62,5.59,11.88,15.72,6.99,,6.29,10.13,,5.59,11.18,,8.39,4.89,,7.34,19.22,6.99,8.04,,5.94,34.94,,5.94,7.34,,14.961111,5.805556,21.638889,0.0,,11.82716,82.891154
US_VA_51610,2020-10-20,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-25,,-63,,10.96,9.59,7.19,,8.22,6.85,5.82,,6.85,,,,6.85,7.88,18.5,,8.22,7.54,5.14,32.55,,6.85,,7.19,16.477778,10.527778,23.911111,0.0,,13.407407,83.254317
US_VA_51610,2020-10-21,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-26,,-59,,10.03,8.36,9.36,5.01,4.68,,,,5.35,,4.68,,6.69,,19.05,,5.01,5.68,5.01,31.43,,5.01,5.35,,18.083333,12.011111,24.866667,0.0254,,16.32716,90.236104
US_VA_51610,2020-10-22,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,-1,0,74,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-31,,-60,,10.16,10.51,12.96,6.31,,5.96,,6.31,4.91,5.26,5.61,,,,24.53,,7.01,4.91,9.11,33.64,,8.06,5.26,4.91,18.644444,13.488889,26.4,0.0254,,16.271605,87.334824
US_VA_51610,2020-10-23,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,74,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-53,,10.65,11.39,8.82,6.25,5.14,6.25,,8.82,7.35,7.72,,,,6.25,21.31,,6.98,,5.88,33.44,,6.98,10.29,,18.611111,13.627778,25.972222,0.0,,15.641975,84.078034
US_VA_51610,2020-10-24,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,74,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-38,,,,6.54,11.34,7.41,6.54,,10.03,,6.54,7.41,6.54,,,,6.98,21.37,,6.54,,,31.4,9.59,,9.16,,17.861111,13.755556,24.211111,0.0,,14.462963,81.643093
US_VA_51610,2020-10-25,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-42,,,,8.04,,6.34,,,,,8.46,9.3,,,,,,16.91,7.61,,,7.61,38.48,6.34,,,,10.1,7.072222,19.461111,3.81,,6.308642,78.005864
US_VA_51610,2020-10-26,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-33,,-60,,,20.36,11.23,,6.32,7.72,,6.32,9.48,5.27,,,,7.72,18.25,5.27,7.72,,8.07,38.61,5.62,5.27,,,10.566667,7.444444,16.222222,2.511778,,9.135802,91.658527
US_VA_51610,2020-10-27,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-60,,14.95,10.43,8.69,8.34,6.95,8.69,4.87,6.6,6.6,5.21,5.21,,5.21,7.99,20.51,6.95,,5.91,6.6,33.72,,,5.21,,14.3,9.733333,17.711111,0.0508,,11.796296,85.909411
US_VA_51610,2020-10-28,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-29,,-59,,10.52,11.57,11.93,,,5.61,7.37,,11.57,5.61,5.26,,4.91,7.37,17.19,7.01,6.66,5.26,8.77,39.28,,,7.72,5.26,17.061111,13.238889,21.094444,0.0254,,14.907407,87.877539
US_VA_51610,2020-10-29,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-43,,-64,,5.81,7.52,8.2,4.79,5.13,7.86,,4.79,5.13,,,,5.13,6.49,17.43,6.83,4.79,5.81,,30.07,,7.18,6.49,,14.75,10.488889,19.683333,8.297333,,13.67284,94.110333
US_VA_51610,2020-10-30,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,0,0,75,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-28,,-59,6.27,8.49,9.59,11.44,6.64,7.38,5.17,5.9,6.64,,,,,7.38,8.49,14.76,,7.75,,,35.8,,,,,9.805556,7.616667,14.577778,24.440444,,6.901235,83.052055
US_VA_51610,2020-10-31,ChIJrWNGem5LtokRWZc9l4hmU24,Q408744,geoId/51610,US,United States of America,VA,Virginia,51610,Falls Church,US,USA,2,1,0,76,7,,,14245,6994,7251,1889,1937,1681,1790,2185,2026,1568,775,394,206642,38.882222,-77.171111,99,5,83.8,-39,,,,,8.26,,,9.18,6.89,,,,,8.26,,,,16.53,,8.72,,,29.84,,,,,7.030864,2.537037,11.240741,0.479778,,2.555556,74.55916
