location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47127,2020-01-01,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,,3.933333,-2.15,11.55,0.0254,,-3.228395,59.410926
US_TN_47127,2020-01-02,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,31.19,49.91,8.622222,5.805556,11.205556,0.15875,,3.438272,69.381988
US_TN_47127,2020-01-03,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,50.98,12.283333,9.927778,15.227778,31.40075,,11.987654,97.729086
US_TN_47127,2020-01-04,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,44.07,9.638889,3.288889,14.155556,4.5085,,6.845679,83.590248
US_TN_47127,2020-01-05,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,54.33,3.244444,-2.722222,11.861111,0.3302,,-1.716049,69.862353
US_TN_47127,2020-01-06,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,32.93,5.677778,-1.516667,14.627778,0.1778,,0.938272,71.229892
US_TN_47127,2020-01-07,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,40.13,9.127778,3.8,12.55,0.22225,,2.037037,61.501094
US_TN_47127,2020-01-08,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,23.82,39.23,5.222222,-2.211111,15.038889,0.2032,,-2.740741,56.42292
US_TN_47127,2020-01-09,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,,28.38,6.216667,-1.166667,16.083333,0.0508,,-1.790123,56.164617
US_TN_47127,2020-01-10,ChIJA87lpnPLY4gRGRyIF0EkkFE,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2,,,,,,,6391,3167,3224,602,794,692,682,860,925,880,630,326,1848192,35.28,-86.36,338,78.2,,36.1,33.32,15.438889,13.461111,17.905556,0.084667,,8.512346,63.23918
