location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17083,2020-01-01,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,,10.61,,15.67,,23.75,7.58,42.96,,3.839506,-2.82716,12.771605,0.0,,-2.858025,62.359271
US_IL_17083,2020-01-02,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,9.08,12.11,,20.69,12.11,28.25,8.07,42.88,,7.283951,2.438272,11.993827,0.0,,0.759259,63.670744
US_IL_17083,2020-01-03,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,,,9.05,17.6,10.06,34.19,,42.23,,5.08642,2.135802,9.154321,0.0,,3.82716,91.715636
US_IL_17083,2020-01-04,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,10.3,16.18,,18.14,8.34,27.46,,39.23,,1.938272,-0.08642,4.432099,0.036286,,-0.814815,82.367248
US_IL_17083,2020-01-05,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,8.53,7.52,,17.56,,26.58,8.03,35.11,10.03,2.08642,-3.666667,11.654321,0.056444,,-3.160494,68.681406
US_IL_17083,2020-01-06,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,,10.81,,14.25,8.85,23.59,7.37,40.8,8.85,2.487654,-4.179012,9.234568,0.0,,-4.283951,61.297059
US_IL_17083,2020-01-07,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,10.71,8.38,6.98,11.64,,34.45,,43.76,,2.654321,-2.679012,8.018519,0.0,,-3.925926,62.305864
US_IL_17083,2020-01-08,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,9.39,7.04,13.14,9.39,10.79,31.44,8.92,35.67,11.73,1.790123,-2.993827,6.080247,0.0,,-7.240741,51.651163
US_IL_17083,2020-01-09,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,,10.52,8.13,10.04,7.17,26.31,11.96,43.52,14.83,7.95679,1.41358,13.432099,0.108857,,0.024691,57.571241
US_IL_17083,2020-01-10,ChIJqWBzwAkT34cRExV0iD6-xDY,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2,,,,,,,21912,10674,11238,2313,2833,2627,2456,2556,3415,2898,1747,1067,1800759,39.09,-90.36,976,77.083333,,,,,14.51,,,,10.3,21.06,,31.82,8.89,12.265432,9.246914,14.709877,20.60575,30.48,11.592593,95.723816
