location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40123,2020-01-01,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,4.97,7.33,4.45,11.26,8.38,9.42,7.07,4.19,20.68,,11.78,4.19,7.33,,3.93,8.12,4.19,4.97,4.45,6.54,27.48,4.97,6.81,,4.71,3.93,35.34,4.19,6.28,5.24,,,5.233333,-0.422222,12.161111,0.0,,-3.333333,54.447957
US_OK_40123,2020-01-02,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,6.56,7.5,5.16,13.36,7.5,3.99,3.75,,20.4,,9.61,4.92,3.52,5.16,7.27,7.27,4.69,8.21,5.86,9.14,97.29,20.63,6.56,3.28,5.86,7.97,39.62,5.16,12.89,4.22,3.75,5.39,10.538889,7.394444,14.7,0.0,,5.761111,72.341057
US_OK_40123,2020-01-03,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,3.32,10.66,4.97,13.74,8.05,4.5,5.92,,17.77,,12.08,4.74,6.4,,6.4,4.74,4.97,4.03,6.4,6.87,98.31,25.11,4.74,7.82,8.05,7.82,37.19,4.97,12.79,4.74,,5.92,8.238889,4.605556,13.127778,0.0,,3.788889,73.628037
US_OK_40123,2020-01-04,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,7.24,10.45,,7.77,8.58,,3.75,4.02,20.91,,12.87,5.63,8.04,6.97,5.63,5.9,,5.09,4.56,7.5,54.95,8.58,7.5,,6.43,4.02,31.09,5.9,8.85,6.43,4.02,4.83,4.877778,-1.233333,12.361111,0.0,,-2.6,58.623511
US_OK_40123,2020-01-05,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,5.53,11.32,8.42,9.21,5.26,6.32,5.79,4.47,22.11,3.95,11.84,,9.74,4.74,5.0,4.47,4.21,4.74,6.32,5.0,38.16,9.47,9.21,,3.95,3.95,37.9,5.0,8.16,4.21,5.53,5.79,7.472222,0.666667,16.622222,0.0,,-1.6,52.851376
US_OK_40123,2020-01-06,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,5.14,6.21,4.28,13.06,5.14,5.57,3.42,4.71,17.98,,9.63,3.21,8.99,4.5,4.28,5.35,5.35,3.85,6.63,6.63,39.81,13.7,7.71,4.92,5.78,7.49,45.16,4.28,9.42,7.06,5.35,4.28,6.65,-0.4,15.633333,0.0,,-1.905556,54.709062
US_OK_40123,2020-01-07,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,3.07,6.95,,12.27,6.75,6.13,6.54,3.48,18.6,,10.83,4.91,10.02,3.27,5.32,5.32,,3.48,7.56,7.97,43.75,8.18,8.18,3.88,7.36,6.54,45.18,3.88,9.61,8.59,5.52,,6.488889,-2.25,16.75,0.0,,-4.855556,44.482256
US_OK_40123,2020-01-08,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,5.34,5.54,3.56,10.88,6.72,3.76,3.16,3.76,20.96,,8.9,4.55,8.3,6.33,4.94,5.73,5.34,3.56,5.93,9.69,55.36,10.68,8.3,3.56,5.14,7.91,35.79,5.73,16.02,5.14,4.35,5.73,8.011111,0.238889,17.088889,0.0,,-5.261111,39.071264
US_OK_40123,2020-01-09,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,5.67,7.43,4.3,15.05,8.21,4.89,4.5,4.11,17.4,3.13,7.23,5.08,9.38,3.13,4.11,5.87,3.91,3.32,6.84,6.45,38.32,9.58,4.5,4.89,6.65,4.5,38.12,4.11,11.93,4.89,4.69,6.06,13.9,11.2,17.855556,0.0,,7.527778,65.548557
US_OK_40123,2020-01-10,ChIJp2uVR-BZs4cRi7Hz773KmrE,Q495856,geoId/40123,US,United States of America,OK,Oklahoma,40123,Pontotoc County,US,USA,2,,,,,,,38371,18689,19682,5261,5260,5892,4834,4100,4662,3998,2691,1673,1822237,34.72,-96.69,1879,75.28,,,,,4.49,7.61,3.12,11.52,9.17,3.71,3.12,3.12,12.3,,6.44,3.32,8.2,3.9,3.32,4.29,3.51,3.51,5.08,6.64,30.84,4.88,4.49,3.32,5.66,7.61,32.2,3.9,11.52,4.88,5.86,2.73,16.755556,10.9,20.15,8.0645,,15.488889,92.350264
