location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16067,2020-01-01,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,11.65,,8.47,20.65,7.94,25.42,,37.6,,-1.012346,-5.845679,3.104938,2.8575,,-2.738095,82.186055
US_ID_16067,2020-01-02,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,8.49,9.98,,15.47,12.48,25.96,,46.42,,-1.135802,-4.450617,2.432099,3.217333,,-4.214286,76.963393
US_ID_16067,2020-01-03,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,8.3,,,12.21,,30.28,,37.12,,-1.518519,-5.358025,3.753086,0.056444,,-5.293651,70.939001
US_ID_16067,2020-01-04,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,10.01,7.9,,15.28,8.96,26.35,7.9,33.72,,-2.796296,-7.580247,4.598765,0.03175,,-6.198413,75.00559
US_ID_16067,2020-01-05,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,10.21,8.06,9.68,8.06,9.14,17.74,,28.49,9.14,-4.765432,-8.790123,2.049383,0.310444,,-7.833333,78.240102
US_ID_16067,2020-01-06,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,10.26,11.49,6.97,13.13,,27.9,,38.57,6.57,-3.358025,-7.709877,0.685185,1.524,,-6.603175,75.484515
US_ID_16067,2020-01-07,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,6.66,6.66,7.83,11.75,,19.58,,36.02,8.22,0.395062,-6.098765,5.055556,0.141111,30.48,-3.761905,70.110213
US_ID_16067,2020-01-08,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,,8.48,,8.87,,23.52,,27.37,13.11,-0.611111,-4.240741,4.95679,0.084667,,-4.412698,72.390835
US_ID_16067,2020-01-09,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,7.26,7.67,6.46,9.28,10.9,25.02,,30.67,9.28,-2.41358,-5.382716,2.438272,0.987778,,-4.563492,83.381596
US_ID_16067,2020-01-10,ChIJ__pB5p0Hq1QROlHw1eZofA4,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2,,,,,,,20722,10356,10366,3337,3084,2653,2428,2182,2486,2218,1434,900,1742100,42.85,-113.64,1976,79.32,,,,,,,,5.89,14.92,,16.49,,27.1,,-7.339506,-13.512346,-1.654321,1.044222,30.48,-11.246032,73.45919
