location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50005,2020-01-01,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,5.79,7.72,6.56,7.72,6.17,6.56,13.51,8.1,6.95,,,,5.4,,,20.07,5.4,6.95,,7.72,43.22,,5.79,7.33,,-1.644444,-3.627778,0.261111,2.032,165.1,-3.705556,86.182557
US_VT_50005,2020-01-02,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,5.67,8.5,6.02,10.63,5.67,6.73,14.88,8.86,7.44,7.79,,7.09,4.96,4.96,7.44,21.96,9.57,,6.73,7.09,38.97,,,6.38,,-1.583333,-5.033333,1.75,1.2065,154.94,-5.411111,75.733588
US_VT_50005,2020-01-03,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,,8.45,6.69,9.15,4.93,7.74,18.3,11.97,,5.63,,,,,6.69,20.41,7.04,,,7.39,45.75,,,8.1,4.93,0.977778,-3.966667,4.522222,0.084667,154.94,-1.8,82.267208
US_VT_50005,2020-01-04,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,,7.33,11.19,8.1,8.1,5.79,10.8,6.94,,,,,,6.94,8.48,19.29,8.1,7.33,,9.64,48.98,,5.4,,,0.583333,-1.833333,4.138889,0.60325,204.47,-0.672222,91.4756
US_VT_50005,2020-01-05,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,,7.54,10.71,9.91,,9.12,13.48,9.91,5.95,5.55,,,5.55,,9.12,21.81,7.54,,,7.93,37.28,,6.34,,,-3.933333,-8.116667,2.405556,5.61975,219.71,-6.15,84.813477
US_VT_50005,2020-01-06,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,,6.36,10.6,12.36,9.89,7.77,11.66,9.19,6.71,8.48,,7.07,,,9.89,27.55,7.77,8.12,4.95,,37.09,7.42,8.12,,,-9.316667,-14.861111,-1.822222,0.762,229.87,-11.644444,83.263546
US_VT_50005,2020-01-07,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,5.06,6.07,9.1,7.42,5.39,5.73,10.45,6.41,4.72,7.75,,7.08,,,7.75,26.63,8.77,7.08,6.07,5.06,41.8,,6.74,5.06,,-5.088889,-9.933333,-2.355556,2.104571,229.87,-7.816667,81.551759
US_VT_50005,2020-01-08,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,5.12,4.77,7.84,13.98,,5.8,12.62,8.52,4.77,6.48,5.8,,,,5.12,25.57,5.8,9.21,,,39.89,,8.52,7.5,,-3.977778,-7.844444,-0.711111,1.959429,279.4,-6.088889,85.555551
US_VT_50005,2020-01-09,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,,5.08,6.43,13.2,6.43,7.44,14.21,9.13,6.09,10.49,6.77,5.75,,5.41,,29.1,5.08,6.77,5.41,7.44,38.57,,8.46,6.77,5.75,-11.927778,-16.544444,-1.583333,2.54,254.0,-17.255556,64.838322
US_VT_50005,2020-01-10,ChIJI7HSVUZKtEwRgpS9-vOmbhI,Q515205,geoId/50005,US,United States of America,VT,Vermont,50005,Caledonia County,US,USA,2,,,,,,,30141,15086,15055,3031,3847,3405,3260,3580,4482,4651,2558,1327,62022,44.458221,-72.095627,1703,81.58,,,,,,6.36,10.05,10.72,5.36,7.7,19.09,9.71,9.71,6.36,6.36,6.7,6.36,,,27.47,7.37,7.37,7.7,4.69,39.86,5.03,9.38,,,-6.1,-14.894444,0.966667,0.145143,254.0,-11.361111,67.031496
