location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_transit_stations,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48421,2020-01-01,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,3.394444,-3.322222,15.872222,0.0,,-5.716049,51.304234
US_TX_48421,2020-01-02,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,5.311111,0.427778,11.044444,0.0,,-2.901235,55.889695
US_TX_48421,2020-01-03,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,3.577778,-2.75,10.188889,0.0,,-3.290123,60.690992
US_TX_48421,2020-01-04,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,3.994444,-3.355556,16.527778,0.0,,-4.5,53.980395
US_TX_48421,2020-01-05,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,7.122222,1.377778,12.255556,0.0,,-4.197531,44.54783
US_TX_48421,2020-01-06,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,2.844444,-4.861111,12.177778,0.0,,-6.703704,49.625458
US_TX_48421,2020-01-07,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,2.744444,-6.627778,16.05,0.0,,-10.104938,37.982607
US_TX_48421,2020-01-08,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,5.6,-2.45,17.605556,0.0,,-8.777778,35.175925
US_TX_48421,2020-01-09,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,7.088889,-1.916667,14.188889,0.0,,-5.796296,39.334875
US_TX_48421,2020-01-10,ChIJr5WOhqtxBocRUXsu0flPcz8,Q114423,geoId/48421,US,United States of America,TX,Texas,48421,Sherman County,US,USA,2,,,,,,,3046,1580,1466,459,485,357,340,351,452,284,196,122,1807489,36.28,-101.89,2391,87.3,,3.444444,-0.905556,9.405556,0.0,,-4.290123,57.204014
