location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20059,2020-01-11,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,5.54,10.39,5.2,6.58,5.54,11.43,7.28,8.31,4.85,5.89,,23.56,6.24,5.54,,29.1,6.93,5.89,-6.131944,-9.576389,1.013889,22.061714,,-8.208333,85.376489
US_KS_20059,2020-01-12,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,10.56,6.47,7.15,5.11,,9.19,5.45,5.11,7.49,,9.53,18.05,5.45,6.13,7.15,39.84,8.51,,-4.611111,-7.8125,-0.583333,0.979714,,-6.173611,88.992924
US_KS_20059,2020-01-13,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,6.11,7.27,7.27,6.98,6.11,15.99,8.72,7.85,,5.52,6.69,23.84,6.11,6.11,,34.31,6.69,,-0.048611,-6.861111,8.486111,0.03175,,-1.458333,90.308711
US_KS_20059,2020-01-14,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,4.36,,7.84,7.84,5.81,,11.33,5.81,7.84,,6.39,5.81,21.21,6.1,6.1,,35.44,8.13,7.26,5.993056,1.548611,9.180556,0.127,,4.465278,90.056629
US_KS_20059,2020-01-15,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,4.51,6.01,7.21,9.32,8.12,5.41,14.73,10.52,6.61,7.21,,5.41,22.84,,4.51,7.21,37.57,4.51,5.41,6.534722,-0.944444,10.020833,0.0,,4.944444,89.619925
US_KS_20059,2020-01-16,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,6.33,5.75,8.05,4.6,4.03,8.34,14.38,5.18,5.18,,4.03,7.48,26.46,7.19,4.31,,30.77,4.03,,-6.645833,-10.548611,-0.9375,0.0,,-11.881944,66.401069
US_KS_20059,2020-01-17,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,7.68,11.2,8.32,6.08,8.32,11.2,7.36,6.08,4.48,,5.44,25.27,,4.8,8.0,38.38,5.44,6.72,-1.604167,-5.361111,1.347222,0.616857,,-4.833333,78.763768
US_KS_20059,2020-01-18,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,8.02,6.62,8.02,5.58,,10.11,6.28,4.88,,,7.32,20.92,5.58,7.67,6.28,34.86,5.23,5.93,1.256944,-3.979167,6.895833,7.84225,,-2.951389,73.572101
US_KS_20059,2020-01-19,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,4.81,5.15,5.15,,5.15,10.65,8.59,7.56,,5.84,6.18,20.61,,6.87,6.87,29.54,11.68,,-5.791667,-10.118056,-0.3125,0.254,,-13.701389,53.782631
US_KS_20059,2020-01-20,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,10.73,9.39,7.04,6.7,5.7,13.41,5.03,8.38,,,6.37,23.8,5.36,5.03,7.38,36.54,10.06,9.05,-8.819444,-11.277778,-4.861111,0.0,,-14.340278,64.419752
US_KS_20059,2020-01-21,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,3.97,6.81,8.79,5.67,5.11,,15.61,9.08,6.81,,5.96,7.66,18.44,6.24,5.67,,37.45,,5.96,-8.673611,-13.486111,0.1875,0.0,,-12.5625,73.576127
US_KS_20059,2020-01-22,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,3.94,7.32,9.85,9.57,,,17.16,8.72,6.47,5.91,4.5,7.32,22.79,6.19,4.78,5.07,32.36,12.94,,0.736111,-1.048611,1.979167,0.689429,,-2.125,81.305904
US_KS_20059,2020-01-23,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.0,6.39,10.55,9.44,,,23.05,9.16,5.55,6.94,6.39,3.89,28.33,5.28,,,34.99,6.11,5.0,1.736111,0.819444,2.902778,4.354286,,1.041667,95.195229
US_KS_20059,2020-01-24,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,9.41,5.42,5.42,4.85,4.56,23.95,6.56,9.7,,3.99,4.85,32.79,,4.85,5.42,33.08,7.41,5.7,0.173611,-0.604167,1.569444,1.741714,,-1.229167,90.386703
US_KS_20059,2020-01-25,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,4.9,6.65,10.85,,,5.6,24.15,11.55,9.8,8.05,,8.05,30.45,5.25,,6.3,36.41,5.25,5.25,-1.3125,-3.256944,0.618056,0.254,30.48,-3.076389,87.933935
US_KS_20059,2020-01-26,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.82,5.82,7.75,5.17,6.78,7.11,29.4,11.31,7.43,,8.08,9.69,38.77,,5.49,4.85,32.95,7.75,6.78,0.243056,-3.916667,6.284722,0.0,,-1.618056,87.415448
US_KS_20059,2020-01-27,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.47,4.9,8.35,8.35,,4.32,27.94,9.51,10.08,4.9,5.18,6.34,40.9,6.05,6.91,,31.68,6.05,5.47,0.729167,-3.520833,6.319444,0.0,,-1.333333,86.145503
US_KS_20059,2020-01-28,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,5.73,7.45,7.73,5.73,7.16,50.99,10.6,4.58,6.88,5.16,7.16,58.72,4.3,,8.02,38.67,9.45,,0.347222,-1.194444,2.555556,0.0,,-1.680556,86.41377
US_KS_20059,2020-01-29,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,4.34,8.4,8.11,7.53,5.5,4.05,32.72,6.66,9.56,,8.4,6.66,43.72,4.34,,4.63,28.96,11.87,,-0.673611,-2.5,1.583333,1.197429,,-2.826389,85.462841
US_KS_20059,2020-01-30,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,5.56,7.6,10.53,10.82,7.9,35.09,9.94,9.36,4.09,6.14,7.6,34.22,6.73,5.26,4.97,30.41,7.02,5.26,-0.027778,-3.395833,3.75,0.0,30.48,-2.715278,82.345822
US_KS_20059,2020-01-31,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.03,6.21,7.4,7.7,6.51,7.4,28.12,8.29,9.18,,5.62,7.7,34.33,6.81,4.14,,31.96,,,1.756944,-2.090278,5.958333,0.0,,-0.854167,82.896303
US_KS_20059,2020-02-01,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,6.9,8.71,6.54,5.81,6.54,22.15,7.26,7.99,,,6.17,32.31,,5.08,,38.49,6.54,,3.006944,-3.798611,13.854167,0.0,,-2.263889,68.467303
US_KS_20059,2020-02-02,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,,7.91,5.04,,9.35,10.79,,9.35,,,6.83,20.86,,5.04,,32.02,,6.12,10.076389,1.618056,20.6875,0.0,,0.722222,52.375925
US_KS_20059,2020-02-03,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,4.54,7.09,16.44,8.51,,,22.11,7.37,5.95,4.54,4.82,5.67,34.02,7.09,7.09,5.67,35.44,11.62,4.25,8.805556,2.458333,18.402778,0.0,,1.548611,60.868976
US_KS_20059,2020-02-04,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,3.96,5.38,8.21,8.49,3.96,5.09,16.98,7.36,4.25,,,5.94,33.12,5.66,7.08,4.25,36.8,6.23,5.94,0.583333,-1.097222,3.895833,0.0,,-4.104167,71.079601
US_KS_20059,2020-02-05,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,3.99,,8.54,7.69,4.27,5.12,17.94,7.4,9.4,6.83,3.99,8.26,23.06,4.56,8.54,,30.18,4.27,5.41,-2.055556,-3.486111,-0.354167,0.108857,,-8.458333,61.760005
US_KS_20059,2020-02-06,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,7.41,10.25,6.27,4.56,4.56,18.8,8.83,6.55,6.27,3.99,6.27,34.46,5.7,7.97,,39.31,7.69,5.7,-2.75,-9.069444,3.625,0.0,,-9.145833,61.510991
US_KS_20059,2020-02-07,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,7.39,6.21,8.28,6.21,,20.41,13.01,8.87,,9.76,5.32,29.87,5.62,4.73,5.92,29.87,5.03,5.03,-0.555556,-5.423611,4.645833,0.0,,-6.5625,64.036371
US_KS_20059,2020-02-08,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,7.23,5.78,,,9.03,24.93,9.03,10.84,8.67,,8.67,27.46,8.31,7.23,,35.41,6.5,7.23,-1.291667,-8.020833,6.9375,0.0,,-7.104167,64.686942
US_KS_20059,2020-02-09,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.35,8.7,7.36,5.02,6.69,6.36,22.41,11.71,9.7,,6.69,10.7,31.44,6.02,,,41.14,14.38,,5.833333,1.381944,11.923611,0.0,,-0.604167,63.456407
US_KS_20059,2020-02-10,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.68,6.25,9.37,8.8,,5.11,26.97,7.95,13.34,7.95,8.8,6.25,34.63,8.52,6.81,4.54,34.63,8.23,3.97,0.208333,-4.902778,7.611111,0.0,,-5.465278,65.725606
US_KS_20059,2020-02-11,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,5.96,9.09,8.8,,,23.29,9.65,8.52,6.25,10.79,6.82,28.96,8.52,10.22,4.83,38.9,8.23,,2.736111,-2.0,7.340278,0.0,,-5.583333,54.371727
US_KS_20059,2020-02-12,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,6.53,5.99,7.35,7.9,6.26,4.9,20.69,8.17,9.53,4.9,4.08,6.26,40.84,5.45,5.45,5.72,35.67,4.36,4.9,0.340278,-1.548611,4.451389,0.0,,-3.25,77.028449
US_KS_20059,2020-02-13,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,5.15,7.73,7.08,9.66,4.51,7.73,19.0,9.34,11.59,,5.47,9.98,31.23,4.83,5.15,5.47,36.71,5.8,7.41,-9.375,-16.104167,0.881944,8.236857,,-14.409722,66.901449
US_KS_20059,2020-02-14,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,,,,,,,7.4,13.84,7.08,,5.15,17.05,10.62,8.37,6.76,6.43,7.4,26.38,,6.76,,32.17,10.62,7.4,-12.097222,-17.743056,-3.361111,0.0,50.8,-17.486111,64.452894
US_KS_20059,2020-02-15,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,-4,-3,4,3,,6.87,5.42,6.51,7.96,,6.51,18.44,11.57,6.51,6.87,7.96,,28.93,6.15,,,33.99,5.79,6.87,0.590278,-6.083333,6.708333,0.0,50.8,-4.430556,69.228909
US_KS_20059,2020-02-16,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,13,2,4,5,,5.12,6.49,8.19,5.12,,8.53,15.36,9.56,7.51,6.83,9.56,4.78,24.92,,10.24,5.12,38.23,7.51,,1.6875,-6.243056,11.722222,0.0,50.8,-1.493056,79.617362
US_KS_20059,2020-02-17,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,14,11,-5,-16,4,8.1,5.18,8.75,6.16,7.13,6.16,23.33,9.07,9.72,4.54,7.45,7.13,28.52,6.16,5.51,4.86,40.51,6.8,6.8,8.097222,2.875,16.888889,0.0,,3.569444,73.293198
US_KS_20059,2020-02-18,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,-2,9,-18,2,0,7.58,5.89,10.95,11.79,7.3,4.21,19.09,9.54,7.02,3.93,5.33,9.82,31.16,,7.02,6.18,39.58,6.46,5.33,3.256944,-1.631944,13.659722,0.0,,-3.5,61.318065
US_KS_20059,2020-02-19,ChIJq2K_WtPOuIcRT5XqhcGD1_g,Q374989,geoId/20059,US,United States of America,KS,Kansas,20059,Franklin County,US,USA,2,,,,,,,25631,12755,12876,3312,3696,3042,3036,2956,3747,3054,1828,960,1070416,38.5833,-95.2833,1494,77.14,8,19,5,4,-1,,7.83,9.28,10.44,5.22,7.54,24.08,5.8,10.73,5.22,5.22,6.09,32.49,5.8,9.57,,39.75,5.8,6.09,0.305556,-4.972222,6.645833,0.0,,-5.319444,65.967156
