location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39161,2021-06-15,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,15,5931,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,8,4,-19,1,5.92,5.33,13.92,8.0,4.44,4.15,6.51,6.51,,4.15,8.88,,,4.74,4.15,4.44,8.88,23.99,6.51,10.07,6.81,5.92,5.63,41.46,7.4,10.66,10.37,5.63,6.22,20.161111,13.505556,27.833333,0.381,,11.65,58.387125
US_OH_39161,2021-06-16,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,36,5967,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,13,,-19,0,,7.78,17.66,9.58,7.48,,,7.48,5.09,4.79,9.88,4.19,4.19,,6.29,6.29,8.98,22.75,5.99,13.47,5.69,4.79,5.69,42.2,6.29,11.07,5.69,6.88,4.79,19.355556,11.4,26.866667,0.0,,7.738889,47.080265
US_OH_39161,2021-06-17,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,48,6015,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,19,,-20,1,5.11,7.82,7.82,6.31,,6.92,,5.71,7.52,4.81,10.52,6.31,4.51,,4.51,,6.01,21.95,6.01,10.22,,,4.51,39.39,4.51,9.02,10.82,,,21.211111,11.583333,30.505556,0.0,,8.166667,43.336511
US_OH_39161,2021-06-18,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,14,6029,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,,-26,3,4.02,4.6,15.52,4.31,7.47,,5.17,6.9,,5.46,7.18,,,,,4.02,13.22,17.53,,9.77,5.75,5.17,6.32,35.93,5.17,10.63,6.32,,,23.027778,15.466667,29.75,0.508,,15.394444,62.38624
US_OH_39161,2021-06-19,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,17,6046,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,3,,-13,,,7.84,11.77,7.19,,4.9,,8.5,,5.56,6.86,,,,,6.54,6.54,17.98,8.82,10.79,,5.23,,36.28,,11.11,8.5,,5.56,23.777778,18.105556,28.983333,13.62075,,19.2,75.730839
US_OH_39161,2021-06-20,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,64,6110,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,10,,-21,,5.39,6.34,7.92,7.29,,8.88,,9.19,5.71,,6.34,6.02,5.07,,,,8.24,20.6,4.44,13.95,,,,32.96,,11.09,7.29,,,25.338889,20.4,30.627778,0.592667,,20.511111,74.847926
US_OH_39161,2021-06-21,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,11,6121,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,11,,-23,3,,4.78,15.73,7.58,4.78,5.9,4.5,7.58,5.06,5.06,8.15,,8.15,3.93,3.93,4.5,7.58,22.76,7.3,9.27,9.27,,5.06,41.86,5.62,9.83,5.62,3.93,6.18,23.505556,19.327778,29.4,7.08025,,18.122222,71.979449
US_OH_39161,2021-06-22,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,13,6134,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,10,9,-19,1,5.45,4.59,12.06,5.17,4.88,,4.88,8.32,,,10.05,4.88,,,4.88,4.88,8.61,21.82,6.03,11.48,4.59,5.45,7.18,34.74,,10.05,4.02,6.6,5.74,16.022222,9.411111,23.538889,0.7874,,7.372222,56.636851
US_OH_39161,2021-06-23,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,5,6139,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,11,,-21,1,4.4,6.75,14.68,7.92,7.92,5.87,,12.03,4.99,,6.46,4.7,4.7,4.99,5.58,5.28,,20.84,5.58,12.91,,4.99,,38.45,4.7,11.45,5.58,4.11,4.4,17.683333,10.277778,25.088889,0.0,,8.877778,56.559511
US_OH_39161,2021-06-24,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,64,18,6157,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,16,,-23,1,5.32,5.02,13.3,7.68,7.39,4.43,6.5,7.98,5.02,4.73,8.57,6.5,,,5.02,4.73,7.98,18.91,7.98,8.87,5.32,5.02,9.46,39.3,5.32,10.05,7.68,5.32,,21.855556,13.238889,29.194444,0.0,,11.988889,53.628995
US_OH_39161,2021-06-25,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,1,2472,65,8,6165,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,0,,-24,3,,8.04,13.4,6.55,,5.66,,5.66,,,10.12,,,,,,9.23,22.63,8.04,14.29,,5.06,5.06,37.51,4.17,13.1,6.55,,6.25,23.305556,18.361111,27.361111,0.22225,,18.772222,75.911971
US_OH_39161,2021-06-26,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2472,65,9,6174,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,5,,3,,8.39,4.84,14.52,6.45,6.13,5.81,,5.81,5.48,,7.74,4.52,,,5.16,,,20.0,5.48,10.97,4.52,,4.84,40.97,,11.61,7.1,4.84,,25.688889,22.077778,29.8,10.357556,,20.755556,74.480787
US_OH_39161,2021-06-27,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2473,65,39,6213,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,16,,-15,,,5.93,9.05,7.18,6.24,5.93,4.37,4.37,6.55,4.68,7.49,6.55,4.99,,,,,15.91,5.62,9.98,4.99,,,39.62,5.93,12.79,,,,26.177778,22.927778,30.766667,0.508,,20.033333,69.149496
US_OH_39161,2021-06-28,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2474,65,20,6233,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,16,,-22,0,6.0,6.86,16.29,8.29,4.0,6.29,,5.43,,4.86,8.57,6.0,,4.86,,,,25.44,5.72,14.58,4.0,,7.15,42.31,,15.15,10.29,5.72,4.0,26.316667,21.477778,32.25,5.108222,,21.45,74.813595
US_OH_39161,2021-06-29,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2475,65,3,6236,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,11,3,-24,1,4.94,4.36,13.08,6.4,5.52,,,6.4,,5.23,10.18,5.23,4.36,,,4.65,8.43,21.8,8.43,15.7,6.69,5.52,7.56,44.19,4.65,11.05,4.07,,4.65,27.011111,21.6,33.094444,1.298222,,21.644444,72.811437
US_OH_39161,2021-06-30,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2477,65,11,6247,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,15,,-22,3,7.48,,10.36,10.07,6.33,6.62,4.89,5.75,,5.18,13.23,6.33,7.19,,4.03,,9.49,16.69,7.77,14.1,,6.33,6.91,43.16,6.33,12.37,7.48,7.19,,23.727778,21.594444,29.944444,3.39725,,21.477778,87.431012
US_OH_39161,2021-07-01,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2478,65,13,6260,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,22,,-23,1,5.6,6.19,15.92,12.38,5.6,,,5.31,4.42,,8.84,6.78,5.31,5.31,,5.6,9.43,16.8,6.78,11.5,4.13,7.37,4.13,36.55,4.13,12.09,4.72,7.07,,23.494444,20.455556,28.133333,4.628444,,19.477778,78.391678
US_OH_39161,2021-07-02,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,-1,0,2477,65,11,6271,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,11,,-34,1,8.64,4.94,10.8,9.26,5.86,5.86,4.63,,4.63,,8.64,5.86,4.32,,,6.79,7.71,23.76,6.48,8.95,,6.17,4.32,44.44,,9.26,4.94,,5.86,19.544444,13.455556,27.083333,2.159,,12.861111,65.463868
US_OH_39161,2021-07-03,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2478,65,15,6286,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,3,,-32,,5.08,,14.87,7.98,,,,11.24,,,5.08,,,,,,,21.04,9.43,9.43,,,,35.91,,12.33,,,6.89,19.194444,11.866667,26.861111,0.0,,12.733333,66.341998
US_OH_39161,2021-07-04,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2478,65,31,6317,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,5,,-37,,6.08,8.23,12.52,,11.8,,,9.66,,,5.37,8.94,,,,,5.72,28.62,,12.52,,,6.08,43.64,,11.8,11.45,6.44,,24.3,15.238889,31.122222,0.0,,17.911111,67.777233
US_OH_39161,2021-07-05,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2478,65,0,6317,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,8,,-70,15,,5.96,13.8,,6.9,,4.39,5.96,,,13.8,6.27,6.27,,,4.39,,21.95,7.53,9.72,5.96,5.33,5.33,47.66,,14.74,9.09,,4.7,25.861111,19.105556,32.016667,0.0,,20.2,71.246413
US_OH_39161,2021-07-06,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2478,65,14,6331,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,11,7,-27,3,,5.21,16.77,8.96,,5.49,,6.94,4.92,6.07,9.54,4.34,5.78,,4.92,,9.83,27.47,6.07,14.75,4.63,,6.65,42.22,4.34,12.72,10.99,6.36,5.21,26.488889,20.494444,31.977778,0.0,,20.544444,70.146272
US_OH_39161,2021-07-07,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,4,0,2482,65,8,6339,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,9,,-25,4,3.95,7.05,14.67,6.49,8.18,4.23,6.21,5.64,4.23,3.95,11.57,3.95,,,,,9.88,18.91,4.51,14.96,,6.77,7.9,39.51,4.23,10.72,9.03,4.51,6.49,25.438889,21.033333,31.566667,0.0,,20.638889,74.91542
US_OH_39161,2021-07-08,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2484,65,5,6344,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,13,,-23,4,6.33,6.61,12.94,7.76,5.17,5.75,,,,,10.35,4.89,,,,,6.61,20.7,4.6,16.96,6.61,,5.46,42.84,,12.65,7.19,4.03,,23.361111,20.666667,29.427778,2.76225,,20.194444,82.59199
US_OH_39161,2021-07-09,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2485,65,17,6361,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,2,,-24,1,5.42,5.72,13.55,9.94,4.21,6.92,,7.53,,,10.84,6.62,4.52,,5.12,4.52,7.23,17.46,4.52,12.04,4.52,,8.13,31.91,4.52,8.73,7.53,5.12,6.32,19.805556,15.988889,25.922222,2.3495,,15.816667,78.013535
US_OH_39161,2021-07-10,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2487,65,19,6380,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,17,,-2,,,6.24,12.82,8.54,,7.23,,8.87,7.89,4.6,5.92,4.93,5.26,,4.93,4.93,7.89,17.09,,10.84,,,,31.55,,9.2,,5.26,4.6,19.727778,14.127778,24.422222,0.0,,15.611111,77.527098
US_OH_39161,2021-07-11,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2489,65,8,6388,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,6,,-14,,,7.56,14.83,8.17,4.24,7.56,,9.08,,,8.17,,4.84,5.75,4.24,,7.26,20.27,5.45,11.8,,,6.35,36.91,5.75,13.62,8.17,,,20.55,16.338889,24.666667,12.482286,,18.016667,85.566539
US_OH_39161,2021-07-12,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,6,0,2495,65,2,6390,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,13,,-22,2,5.34,8.43,13.77,6.74,4.5,3.93,,5.06,4.21,,10.68,4.5,4.78,,,5.34,7.02,25.29,5.62,11.24,,6.46,5.62,39.34,5.9,12.08,7.02,4.5,,22.222222,18.627778,27.661111,1.93675,,19.838889,86.561182
US_OH_39161,2021-07-13,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2497,65,4,6394,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,5,4,-21,3,6.4,6.95,13.9,7.51,5.84,4.73,4.73,5.01,4.45,4.73,11.4,,5.28,,,6.12,9.73,16.69,,9.73,,5.01,3.89,44.5,5.56,7.79,5.56,5.01,6.95,23.35,19.961111,27.511111,9.978571,,20.661111,85.05468
US_OH_39161,2021-07-14,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2498,65,7,6401,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,17,,-22,1,,6.12,15.16,7.29,4.96,5.83,,5.83,,,9.91,4.08,,,,4.66,8.74,23.32,7.29,14.57,5.83,5.54,6.41,40.22,6.12,9.91,6.7,,5.25,23.561111,19.672222,28.605556,2.1844,,19.666667,78.973215
US_OH_39161,2021-07-15,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2500,65,0,6401,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,13,,-20,3,5.43,4.0,12.58,9.15,,,,6.86,6.29,,10.29,6.0,5.15,,4.0,5.43,7.72,23.16,,11.44,4.86,4.0,5.43,38.03,,9.15,6.58,6.58,4.29,24.627778,19.933333,30.905556,0.0,,20.438889,77.735024
US_OH_39161,2021-07-16,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,2503,65,12,6413,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,4,,-24,4,6.03,5.74,9.47,5.45,6.03,6.89,5.17,6.89,,5.45,9.76,,4.02,,,4.59,8.61,22.09,6.6,9.76,,,6.03,41.6,5.74,9.76,8.32,6.03,4.59,22.722222,20.427778,28.505556,9.361714,,20.716667,88.601315
US_OH_39161,2021-07-17,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,2505,65,6,6419,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,8,,-4,,4.51,7.41,9.98,6.44,5.8,6.12,,4.83,5.47,4.83,5.47,,,,,,5.15,15.78,,14.81,,,5.8,36.39,4.51,11.59,4.83,,,22.733333,19.755556,27.622222,32.584571,,20.094444,85.214834
US_OH_39161,2021-07-18,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2506,65,24,6443,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,17,,-13,,4.84,7.1,15.16,7.1,8.71,,5.48,7.74,,,10.0,,,,,4.84,5.16,18.71,,16.45,,,5.16,40.32,5.48,17.42,,,4.84,22.755556,17.961111,28.305556,6.745111,,17.638889,73.191571
US_OH_39161,2021-07-19,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2506,65,2,6445,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,14,,-24,3,6.91,6.04,14.68,11.51,,,4.61,7.2,5.18,4.32,8.35,6.33,,4.89,4.89,4.89,10.36,21.3,4.32,10.36,,4.32,6.04,34.25,5.18,11.51,8.63,,5.76,22.272222,15.877778,28.722222,0.0,,17.144444,72.893185
US_OH_39161,2021-07-20,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,2509,65,0,6445,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,13,11,-22,2,,5.73,14.33,7.45,,6.59,4.58,7.74,4.87,4.01,6.59,5.73,,,4.3,,10.89,24.07,4.3,15.47,,4.01,5.73,39.54,,13.18,7.74,,,22.694444,16.177778,28.722222,0.0,,17.805556,74.185186
US_OH_39161,2021-07-21,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2510,65,21,6466,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,14,,-23,2,5.86,7.32,16.4,10.25,4.1,7.62,4.98,9.37,6.15,5.27,8.79,4.98,4.1,,,6.44,7.62,19.62,5.27,14.64,7.62,,8.49,41.0,,12.3,6.74,4.98,4.1,21.738889,17.066667,27.072222,0.395111,,16.794444,73.860688
US_OH_39161,2021-07-22,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2511,65,3,6469,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,19,,-22,1,4.97,5.85,15.79,5.26,,6.43,4.09,7.6,,,9.94,,6.14,,,,8.77,25.14,,11.4,4.97,,4.68,37.13,,12.57,,,6.14,20.191358,13.290123,27.283951,0.338667,,14.709877,71.002654
US_OH_39161,2021-07-23,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,2514,65,5,6474,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,10,,-26,1,5.64,5.64,13.36,5.34,,4.75,6.53,8.61,,5.04,5.04,4.16,4.75,4.45,,5.34,8.61,24.34,5.34,8.9,4.45,4.75,5.64,42.74,,11.57,9.79,4.16,5.34,21.805556,15.461111,27.622222,0.0,,17.455556,76.640022
US_OH_39161,2021-07-24,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,2517,65,7,6481,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,15,,-9,,,5.07,14.56,6.96,,4.43,,9.5,6.33,,6.65,6.33,,,,,4.75,17.09,,11.4,,,,32.92,4.75,11.08,6.33,,4.43,24.672222,18.116667,30.222222,3.81,,20.316667,76.986972
US_OH_39161,2021-07-25,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,2517,65,16,6497,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,16,,-13,,5.63,6.89,14.4,5.63,,4.38,7.2,9.39,4.38,,9.08,4.7,4.7,4.7,5.95,4.7,7.51,27.86,,16.9,,,,35.68,5.32,13.46,7.2,,8.14,25.577778,19.922222,30.744444,4.797778,,21.161111,76.801408
US_OH_39161,2021-07-26,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,-1,0,2516,65,8,6505,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,13,,-22,3,5.33,7.57,15.14,6.45,6.45,9.26,5.89,7.29,4.49,,8.41,5.61,,5.05,,,8.97,24.68,5.89,14.02,,4.49,3.93,31.97,3.93,12.62,5.89,4.49,,25.188889,18.555556,30.977778,1.0922,,17.688889,63.943346
US_OH_39161,2021-07-27,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,6,0,2522,65,2,6507,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,12,12,-22,1,6.29,6.58,14.87,6.86,10.58,5.15,4.58,9.44,4.86,,10.87,5.15,4.86,,7.15,4.29,10.87,24.02,6.58,10.3,5.72,,4.0,38.33,4.29,11.15,8.29,,5.43,23.622222,16.288889,30.816667,0.0,,17.911111,70.579132
US_OH_39161,2021-07-28,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,2523,65,6,6513,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,12,,-21,2,5.87,6.71,16.49,6.43,4.19,6.99,6.15,8.38,4.19,5.31,8.11,5.59,,6.71,7.55,5.03,8.66,23.48,6.71,10.62,3.91,6.15,5.03,39.97,,9.78,8.38,4.19,4.47,24.377778,16.888889,30.866667,0.0,,19.977778,76.682784
US_OH_39161,2021-07-29,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,5,0,2528,65,2,6515,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,10,,-21,3,5.31,8.94,14.81,9.78,4.19,5.59,,5.59,,,10.34,4.75,6.15,4.47,,3.91,5.59,23.47,4.47,9.22,,4.75,5.03,37.99,,10.62,5.59,6.43,4.75,25.666667,19.361111,30.727778,2.648857,,22.066667,80.688325
US_OH_39161,2021-07-30,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,7,0,2535,65,10,6525,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,6,,-25,0,6.9,6.9,14.7,,,,5.1,4.8,,,8.7,7.5,,,4.8,6.6,11.4,21.0,6.6,9.3,,4.8,6.9,32.41,4.2,10.2,5.4,4.8,4.5,22.405556,17.811111,28.994444,0.3048,,17.572222,74.292256
