location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45029,2021-06-13,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,-1,0,3685,129,127,10581,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,30,24,61,-31,,7.54,6.4,4.57,14.63,8.91,3.2,5.03,7.77,8.46,3.43,6.86,,4.11,10.29,4.34,,3.66,,4.57,6.17,8.69,25.6,5.03,3.2,12.8,3.66,3.2,6.63,45.03,4.8,15.09,9.83,5.94,,23.290123,21.753086,28.209877,31.0515,21.666667,90.996342
US_SC_45029,2021-06-14,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,3687,129,65,10646,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,28,12,,-15,4,5.17,6.24,3.23,14.42,7.53,4.52,7.75,3.23,5.6,3.23,,3.44,5.17,10.55,4.52,4.52,3.44,3.01,6.24,5.38,10.55,26.91,4.74,,13.56,4.3,3.87,5.6,39.82,5.17,8.61,7.96,4.3,3.23,25.648148,21.759259,30.975309,0.508,21.819444,79.465952
US_SC_45029,2021-06-15,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,3688,129,37,10683,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,33,16,14,-17,4,3.02,8.62,3.23,14.66,9.27,7.11,6.68,6.47,6.47,3.88,5.39,4.53,5.17,10.13,3.45,5.61,3.67,4.31,3.88,4.74,12.72,23.93,5.61,,9.05,3.67,4.74,3.67,41.61,,11.21,7.54,6.25,5.82,27.882716,22.95679,34.888889,0.0,22.555556,73.456482
US_SC_45029,2021-06-16,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,-1,0,3687,129,62,10745,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,31,19,3,-17,3,5.27,5.92,3.29,15.8,8.56,,7.02,,8.56,3.07,5.71,3.29,4.39,10.97,3.73,5.71,,3.07,3.95,4.83,10.1,24.36,7.02,,11.63,4.61,,6.36,40.82,3.73,10.31,7.02,7.46,4.39,24.944444,20.660494,31.222222,0.6096,21.159722,79.713289
US_SC_45029,2021-06-17,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,1,3688,130,52,10797,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,30,20,23,-18,2,4.9,6.46,,11.81,9.36,5.57,4.68,5.13,7.58,3.12,4.68,6.69,4.24,8.47,4.01,5.35,3.57,4.68,4.68,3.57,10.92,23.41,10.03,3.34,9.36,4.24,4.46,6.24,41.46,6.24,9.81,8.47,4.46,4.24,24.858025,19.666667,31.259259,0.338667,18.791667,69.939566
US_SC_45029,2021-06-18,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,-2,0,3686,130,63,10860,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,16,16,37,-18,3,5.96,5.5,4.81,14.66,8.7,3.44,5.96,,10.77,3.21,7.33,5.5,,8.93,3.89,4.58,3.21,3.89,3.89,5.73,6.18,23.13,4.35,3.67,9.16,,3.21,5.96,40.08,5.27,10.08,9.85,4.58,5.27,25.771605,20.358025,31.055556,0.0,20.243056,72.229716
US_SC_45029,2021-06-19,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3686,130,58,10918,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,34,33,67,-20,-1,5.38,7.48,4.68,15.43,4.21,6.08,6.55,5.14,9.12,5.38,3.97,4.44,,9.12,4.68,3.97,3.51,,4.21,4.44,7.71,22.44,5.61,,11.46,,7.48,7.48,36.47,5.61,11.46,8.88,7.25,,25.895062,21.95679,31.203704,0.0,22.333333,81.586949
US_SC_45029,2021-06-20,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3686,130,48,10966,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,26,29,42,-32,,6.73,6.49,4.64,13.45,5.8,3.25,7.89,,6.49,4.17,6.26,4.41,4.17,8.35,3.71,4.64,,5.33,7.42,4.17,6.49,22.5,4.64,4.17,14.38,3.94,6.73,6.03,39.89,,10.67,8.81,5.57,5.57,26.703704,23.703704,30.271605,3.429,23.347222,82.555768
US_SC_45029,2021-06-21,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,8,1,3694,131,61,11027,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,28,11,,-21,5,5.11,7.33,4.89,10.88,8.88,,5.77,4.89,10.66,6.22,5.11,4.89,6.66,8.88,5.55,4.0,3.33,6.22,4.22,4.66,9.99,24.87,6.22,,12.88,4.66,,8.66,47.74,7.11,11.1,6.66,3.55,5.55,27.444444,23.104938,32.734568,25.7556,23.291667,78.319137
US_SC_45029,2021-06-22,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,3,0,3697,131,25,11052,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,29,12,10,-26,8,6.53,6.97,6.31,16.11,8.05,5.66,7.62,4.35,6.97,5.22,5.44,,5.01,9.8,5.66,4.79,5.44,3.27,5.66,5.01,9.8,30.04,5.01,,15.02,,4.14,8.93,46.59,4.14,11.1,8.27,4.57,5.66,25.277778,22.67284,29.506173,0.1905,21.909722,82.476567
US_SC_45029,2021-06-23,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,3698,131,63,11115,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,23,15,22,-24,4,5.55,4.85,7.4,15.26,9.01,6.01,5.55,7.17,9.24,6.47,6.01,3.24,5.08,9.48,7.4,6.93,3.93,5.08,6.7,4.85,9.01,27.5,7.86,4.16,11.79,5.08,3.7,5.55,54.55,4.16,10.63,10.63,4.62,5.32,24.819444,22.270833,28.770833,2.394857,21.587302,82.477795
US_SC_45029,2021-06-24,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,-2,0,3696,131,38,11153,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,20,16,40,-22,2,3.67,8.71,5.96,16.05,8.71,4.58,6.88,5.27,13.53,3.67,5.04,4.81,4.13,10.09,4.58,8.48,3.44,3.9,5.73,,6.65,31.41,6.88,3.21,10.54,5.73,5.04,6.19,47.91,3.21,8.25,11.0,4.58,3.44,24.076389,19.388889,28.097222,0.0,17.18254,65.796215
US_SC_45029,2021-06-25,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,4,1,3700,132,49,11202,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,14,17,40,-25,5,3.22,7.13,,15.88,6.67,5.98,4.6,4.37,6.9,5.98,5.06,3.68,3.91,8.74,4.37,5.06,,,5.29,4.6,6.67,23.47,5.52,6.21,9.66,4.83,,4.83,36.36,4.37,10.36,8.05,5.06,6.44,24.401235,19.722222,29.987654,0.0,18.784722,71.405011
US_SC_45029,2021-06-26,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3700,132,51,11253,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,26,19,95,-19,0,5.47,7.38,4.28,13.32,8.8,7.61,,5.0,8.33,4.76,4.04,5.47,4.76,9.04,,5.0,4.52,,5.23,4.52,9.28,23.55,6.42,3.57,9.75,3.81,,5.23,32.36,5.0,9.75,8.33,5.23,6.9,25.131944,21.486111,29.340278,0.0,22.634921,86.683621
US_SC_45029,2021-06-27,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3700,132,111,11364,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,36,32,93,-30,,7.37,9.03,4.75,16.16,7.13,5.23,6.65,4.75,10.22,,6.42,5.7,4.99,6.65,5.46,5.46,4.04,4.75,6.18,,5.46,25.66,,,15.44,,3.8,4.51,42.77,5.94,11.64,4.99,5.23,6.42,26.180556,22.715278,30.118056,0.508,22.730159,81.935536
US_SC_45029,2021-06-28,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,3702,132,127,11491,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,21,10,,-23,4,7.2,5.46,5.24,15.93,8.29,4.8,6.55,3.27,7.86,,5.67,5.89,4.8,9.39,5.24,5.02,,6.33,5.02,3.93,6.99,24.66,6.99,3.06,11.13,4.37,5.67,4.37,42.13,3.06,6.99,8.51,6.99,5.67,24.746914,22.098765,28.37037,0.0,22.631944,88.934039
US_SC_45029,2021-06-29,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,3,0,3705,132,20,11511,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,28,14,20,-24,4,4.7,5.38,3.58,13.44,10.08,6.5,8.96,,10.98,4.03,3.14,5.82,,7.39,5.82,,,4.26,7.39,4.7,10.08,30.46,5.15,4.03,15.23,6.27,5.6,4.26,47.94,4.93,9.41,7.62,3.81,6.05,26.092593,22.148148,30.462963,1.27,22.958333,83.178553
US_SC_45029,2021-06-30,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3705,132,31,11542,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,30,16,23,-23,3,4.83,10.99,4.4,15.39,8.13,6.15,8.13,,7.69,3.74,4.83,4.18,,9.45,4.4,5.05,4.83,3.52,3.74,3.3,10.11,24.84,6.15,4.18,10.99,7.03,4.62,3.52,44.84,6.81,11.65,6.37,6.59,5.28,26.54321,22.901235,30.41358,0.0,22.923611,80.848532
US_SC_45029,2021-07-01,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,3706,132,43,11585,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,35,22,55,-24,4,5.69,7.01,,14.89,9.42,5.25,9.42,4.6,8.98,,6.57,5.47,,12.7,3.94,6.13,,3.5,4.6,3.5,9.42,27.37,7.66,,13.79,3.07,7.23,5.25,46.2,4.6,8.98,9.85,8.1,,26.425926,22.092593,30.055556,0.0,23.041667,82.012702
US_SC_45029,2021-07-02,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,3707,132,9,11594,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,27,22,59,-26,6,5.63,11.48,6.53,14.41,6.3,5.63,6.53,4.28,7.43,4.5,4.73,3.38,5.63,8.33,5.85,4.95,,6.08,4.05,3.83,7.2,26.79,5.85,,11.93,,4.5,5.4,42.55,4.73,9.46,10.13,4.05,5.4,25.680556,23.256944,29.298611,0.0,22.902778,84.806586
US_SC_45029,2021-07-03,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3707,132,52,11646,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,27,37,104,-20,0,4.39,5.85,,14.39,8.54,5.61,4.39,4.39,9.27,5.37,6.58,,5.37,9.75,3.66,5.85,,5.61,4.39,4.39,9.75,26.34,7.32,,10.97,,,,37.31,7.07,8.05,6.58,,7.32,24.777778,20.97619,29.087302,0.9525,20.698413,78.238338
US_SC_45029,2021-07-04,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3707,132,43,11689,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,10,34,25,-36,-2,7.88,6.86,3.56,13.21,4.32,5.08,4.83,,11.43,5.59,3.56,5.08,,9.15,8.64,4.32,,4.32,5.08,4.07,3.56,24.9,4.83,,10.42,,5.08,5.34,38.88,,9.4,6.61,4.57,5.34,24.349206,18.460317,29.761905,0.0,18.563492,70.60054
US_SC_45029,2021-07-05,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,9,0,3716,132,0,11689,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,40,18,,-63,15,6.38,7.48,6.16,13.86,9.46,7.26,7.92,4.62,9.46,6.16,5.5,5.28,3.52,7.92,7.04,4.4,3.52,,6.16,,5.94,25.29,5.28,,11.88,6.16,,4.4,49.26,3.74,9.68,7.48,,4.18,25.231481,19.185185,31.333333,0.0,19.083333,68.805681
US_SC_45029,2021-07-06,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,3717,132,33,11722,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,35,29,18,-28,5,6.1,8.93,5.01,15.47,8.93,5.67,5.88,5.45,7.63,5.67,4.14,5.45,6.1,11.98,6.54,6.32,5.01,4.36,3.49,3.92,7.84,27.02,6.97,,13.73,5.01,6.75,6.1,44.66,8.06,10.46,8.71,6.75,5.45,25.826389,22.159722,29.965278,0.0,22.1875,80.81534
US_SC_45029,2021-07-07,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3717,132,15,11737,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,19,18,6,-28,7,8.47,9.32,4.02,15.25,9.32,6.57,6.35,6.14,12.28,5.29,5.72,4.66,4.66,11.22,4.24,4.87,3.6,4.87,3.81,,6.78,28.38,7.2,2.96,14.82,5.51,,4.45,46.59,4.66,11.22,8.05,6.99,5.08,26.388889,23.484127,30.246032,1.566333,24.103175,87.384442
US_SC_45029,2021-07-08,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3717,132,23,11760,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,17,9,24,-32,10,8.06,5.44,5.01,15.03,10.45,5.44,,5.44,6.75,3.92,3.7,,6.53,9.8,3.27,4.36,,5.23,3.92,,7.62,25.7,6.1,5.23,13.94,4.79,6.1,6.75,37.89,3.48,9.58,7.62,4.57,6.75,25.888889,22.714286,29.642857,70.442667,23.420635,86.478748
US_SC_45029,2021-07-09,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,7,0,3724,132,24,11784,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,13,14,44,-28,6,4.58,7.32,3.89,16.47,5.26,5.72,4.8,,12.12,5.26,3.66,3.66,,10.29,3.66,5.72,,5.03,4.8,4.58,12.58,27.91,,6.86,13.5,3.2,5.72,6.63,44.38,4.35,7.78,6.63,6.63,5.26,27.373016,23.531746,32.166667,50.165,23.31746,79.065584
US_SC_45029,2021-07-10,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3724,132,40,11824,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,24,24,96,-14,0,5.0,9.53,4.05,10.25,8.1,4.77,6.67,,10.01,4.05,4.77,4.77,6.43,10.25,3.58,5.72,,4.53,4.29,5.24,7.87,21.69,3.81,3.34,11.2,4.77,5.24,6.43,49.58,5.48,8.82,6.43,5.24,5.48,26.18254,22.039683,32.539683,0.0508,22.460317,80.192839
US_SC_45029,2021-07-11,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3724,132,48,11872,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,34,29,82,-30,,5.34,9.53,5.34,13.95,7.67,4.65,4.65,4.88,8.13,3.95,3.72,,3.49,8.13,5.11,5.11,,5.34,4.88,5.11,5.81,24.17,5.34,,11.62,,,4.18,47.88,3.49,10.23,8.13,3.95,5.34,26.738095,23.039683,31.896825,0.0,22.960317,80.093184
US_SC_45029,2021-07-12,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,8,0,3732,132,17,11889,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,24,17,,-22,4,7.49,6.83,,13.21,7.04,3.96,8.15,,11.45,,5.28,4.62,5.94,9.47,5.94,5.5,3.96,4.4,3.3,,11.23,25.98,,,11.45,4.4,4.84,4.62,43.37,5.72,7.49,8.81,5.06,4.18,27.325397,22.984127,31.349206,0.0,23.492063,79.781033
US_SC_45029,2021-07-13,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3732,132,12,11901,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,22,19,13,-23,6,7.31,7.31,4.21,15.73,9.97,5.98,7.75,3.54,10.63,5.09,5.32,6.2,6.42,10.19,3.99,6.65,4.43,4.87,5.76,,9.97,27.25,5.76,5.98,9.97,3.77,4.21,6.65,48.3,5.76,8.86,7.98,3.54,4.65,26.555556,23.52381,30.111111,0.423333,23.333333,82.611466
US_SC_45029,2021-07-14,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,3734,132,15,11916,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,26,22,15,-22,4,3.79,8.69,4.9,13.14,7.13,4.23,6.01,4.9,8.24,5.35,5.57,3.56,,11.36,7.58,3.56,3.12,5.79,3.56,5.79,10.69,26.51,5.79,4.46,10.92,,,,33.87,4.68,8.02,10.25,7.13,4.9,27.430556,23.291667,31.201389,0.072571,22.513889,74.990241
US_SC_45029,2021-07-15,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,5,0,3739,132,22,11938,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,25,21,30,-21,4,5.46,8.08,4.15,13.97,6.11,7.2,6.99,6.77,9.17,4.58,4.15,,3.27,9.82,5.67,6.33,3.93,5.24,3.93,3.93,9.17,25.76,5.24,3.06,8.29,3.49,3.93,3.06,42.35,,9.61,8.95,5.24,4.58,26.8125,23.006944,31.576389,0.0635,22.777778,78.688641
US_SC_45029,2021-07-16,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,6,0,3745,132,14,11952,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,13,18,46,-23,5,5.55,7.63,5.55,11.34,6.01,5.55,8.79,5.09,9.72,7.17,4.86,3.47,3.7,10.18,5.09,6.01,3.24,4.4,3.7,,9.25,25.45,6.71,3.7,8.79,3.47,4.86,5.09,42.57,7.63,9.02,7.4,6.25,6.25,27.013889,23.381944,31.298611,0.0,23.3125,80.656001
US_SC_45029,2021-07-17,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3745,132,34,11986,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,28,24,89,-15,0,5.8,6.77,4.11,16.45,6.77,4.84,4.35,7.25,12.82,6.29,4.35,3.87,,9.92,8.22,5.32,5.8,7.25,3.87,4.59,6.77,23.22,7.5,,10.16,,4.84,,34.34,3.39,7.5,6.05,3.87,,27.230159,24.055556,32.111111,1.862667,23.47619,80.138052
US_SC_45029,2021-07-18,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3745,132,14,12000,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,31,31,75,-27,,5.79,9.73,,14.14,8.81,6.72,5.1,6.49,12.05,,7.42,5.1,3.48,8.81,4.17,7.18,5.56,7.65,6.26,6.26,7.88,22.71,4.4,4.17,11.36,,6.03,5.33,41.49,5.79,11.82,7.88,6.72,6.03,26.642857,23.52381,31.68254,0.0,23.753968,84.304001
US_SC_45029,2021-07-19,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,11,0,3756,132,24,12024,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,21,14,,-22,6,5.04,8.99,,13.59,7.45,6.14,5.04,4.17,11.62,3.29,6.36,6.14,3.73,11.84,5.7,5.7,3.51,6.58,8.11,5.26,9.21,26.31,7.67,5.7,13.59,4.6,7.01,5.7,46.04,,10.74,10.08,8.33,7.01,25.979167,23.0,31.347222,0.1905,22.770833,82.659285
US_SC_45029,2021-07-20,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,3756,132,0,12024,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,21,18,11,-22,7,7.42,9.38,4.36,9.82,7.42,6.33,5.02,4.8,8.51,4.36,6.33,7.42,4.36,7.42,5.67,5.89,3.93,5.89,4.36,8.07,9.16,27.27,5.24,3.93,9.82,3.71,5.67,6.11,44.94,,9.16,8.72,4.36,7.63,24.416667,22.479167,28.840278,7.704667,22.972222,91.777666
US_SC_45029,2021-07-21,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,9,1,3765,133,22,12046,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,24,16,17,-22,5,6.08,10.81,,14.42,7.43,6.76,7.66,6.08,9.46,,4.5,6.53,6.08,10.81,4.28,4.5,5.63,5.86,6.08,4.05,8.79,29.73,6.08,4.96,12.84,6.31,,6.98,48.88,3.6,9.69,7.66,7.43,5.18,25.861111,22.340278,31.090278,18.880667,23.055556,84.744155
US_SC_45029,2021-07-22,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,7,0,3772,133,33,12079,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,20,17,34,-22,5,3.25,6.51,4.99,13.02,7.16,5.86,7.16,4.56,9.76,3.04,4.99,6.94,4.77,10.41,4.99,6.94,3.47,,7.59,5.21,10.41,30.59,6.08,3.91,9.76,5.42,4.99,3.91,40.79,6.29,12.59,10.85,4.34,7.16,26.645833,23.888889,31.381944,0.508,24.243056,86.815089
