location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54053,2020-01-01,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,11.6,9.11,7.46,19.47,8.7,,33.97,7.46,40.6,6.63,3.641975,1.425926,8.012346,0.036286,,-2.549383,64.095094
US_WV_54053,2020-01-02,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,7.71,9.74,7.3,22.31,6.9,10.55,31.24,6.49,47.47,,3.969136,-1.598765,11.135802,0.042333,,-1.740741,66.958469
US_WV_54053,2020-01-03,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,8.67,12.61,,18.91,8.67,6.3,36.24,7.88,42.94,6.7,10.41358,6.895062,12.049383,10.377714,,9.728395,95.580273
US_WV_54053,2020-01-04,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,10.0,7.08,7.08,14.99,11.24,7.08,27.07,8.33,36.23,7.5,8.179012,1.753086,11.993827,8.998857,,7.08642,92.880046
US_WV_54053,2020-01-05,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,8.61,8.18,13.35,18.09,9.9,10.77,31.87,,40.05,8.18,2.018519,0.41358,10.203704,2.902857,,-2.351852,72.902497
US_WV_54053,2020-01-06,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,8.06,9.6,6.91,15.74,6.91,8.45,28.8,7.29,39.55,5.76,4.203704,-0.148148,7.839506,0.028222,,-2.419753,62.371619
US_WV_54053,2020-01-07,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,10.55,,6.55,8.73,9.09,7.27,32.37,12.0,38.91,12.37,1.179012,-3.58642,8.444444,0.0,78.74,-3.5,71.181882
US_WV_54053,2020-01-08,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,7.81,11.52,8.18,19.33,10.41,7.81,27.88,10.41,38.29,11.89,3.271605,-3.253086,8.0,0.8255,,-6.277778,49.734801
US_WV_54053,2020-01-09,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,11.07,11.84,9.55,17.56,10.31,11.46,29.78,6.87,39.33,,1.654321,-5.351852,13.845679,0.0,30.48,-6.87037,53.750268
US_WV_54053,2020-01-10,ChIJrZHq7u-QSIgRWTEAN_qxbKk,Q501830,geoId/54053,US,United States of America,WV,West Virginia,54053,Mason County,US,USA,2,,,,,,,26806,12947,13859,3006,3109,2940,3107,3278,3878,3834,2339,1315,1913190,38.77,-82.02,1152,76.966667,,,,5.5,10.26,,12.83,16.13,12.46,34.09,5.5,48.39,11.36,11.876543,5.697531,17.62963,0.3175,,2.222222,52.247513
