location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18009,2020-01-01,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,24.39,39.19,0.805556,-2.088889,5.683333,0.0762,,-2.722222,77.534082
US_IN_18009,2020-01-02,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,21.09,41.26,5.138889,-0.222222,10.505556,0.0,,-0.5,67.251364
US_IN_18009,2020-01-03,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,32.03,41.82,6.55,4.061111,9.155556,1.806222,,5.805556,95.142899
US_IN_18009,2020-01-04,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,25.39,40.27,2.244444,0.094444,6.3,0.290286,,1.098765,92.207407
US_IN_18009,2020-01-05,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,29.71,40.52,0.327778,-3.327778,6.55,0.084667,,-2.988889,78.590141
US_IN_18009,2020-01-06,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,19.79,28.92,1.611111,-3.038889,6.211111,0.0,,-2.3,75.562483
US_IN_18009,2020-01-07,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,26.62,23.66,0.427778,-4.216667,6.172222,0.0,,-3.561111,74.951634
US_IN_18009,2020-01-08,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,30.48,21.98,-1.388889,-5.011111,4.094444,0.0,,-6.911111,66.22018
US_IN_18009,2020-01-09,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,36.67,31.13,-0.094444,-5.572222,10.611111,0.036286,,-6.272222,63.318217
US_IN_18009,2020-01-10,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,16.32,18.93,8.988889,5.938889,12.172222,18.868571,,7.016667,87.681011
US_IN_18009,2020-01-11,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,16.44,50.17,11.788889,4.505556,15.233333,18.941143,,10.994444,95.092291
US_IN_18009,2020-01-12,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,31.84,39.12,1.155556,-0.65,4.627778,23.730857,,0.161111,93.276166
US_IN_18009,2020-01-13,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,22.49,39.91,2.25,0.394444,3.455556,0.09525,,0.794444,90.34334
US_IN_18009,2020-01-14,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,15.52,30.31,2.327778,-0.516667,6.527778,0.0,,1.338889,93.35332
US_IN_18009,2020-01-15,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,27.36,37.24,2.083333,-0.955556,6.883333,0.0508,,1.75,97.750801
US_IN_18009,2020-01-16,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,27.29,38.07,0.238889,-3.944444,5.694444,0.056444,,-1.977778,85.229314
US_IN_18009,2020-01-17,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,27.36,31.57,-4.661111,-7.216667,0.455556,0.0,,-8.35,75.599763
US_IN_18009,2020-01-18,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,16.73,43.16,0.8,-4.294444,6.016667,10.341429,30.48,-0.772222,89.424996
US_IN_18009,2020-01-19,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,22.1,39.09,-9.927778,-13.822222,-0.722222,3.338286,30.48,-12.944444,78.792643
US_IN_18009,2020-01-20,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,20.89,33.57,-8.55,-12.888889,-3.233333,0.0,,-10.777778,84.208471
US_IN_18009,2020-01-21,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,20.15,31.96,-3.755556,-8.888889,-1.044444,0.0,,-6.683333,80.490764
US_IN_18009,2020-01-22,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,25.33,25.33,-4.127778,-7.666667,1.05,0.0,,-7.416667,78.186903
US_IN_18009,2020-01-23,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,29.93,24.7,1.327778,-4.377778,5.888889,0.0,,-4.927778,63.645184
US_IN_18009,2020-01-24,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,27.14,33.4,3.144444,0.083333,5.211111,1.451429,,1.905556,91.770671
US_IN_18009,2020-01-25,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,33.78,45.04,1.077778,-0.2,3.85,5.261429,30.48,0.633333,96.984858
US_IN_18009,2020-01-26,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,30.81,29.95,0.033333,-0.75,2.131944,1.161143,30.48,-0.633333,95.445295
US_IN_18009,2020-01-27,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,43.43,39.98,-0.555556,-1.827778,1.361111,0.0,30.48,-1.383333,94.299319
US_IN_18009,2020-01-28,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,36.96,33.34,-0.133333,-1.284722,0.618056,0.0,30.48,-0.861111,95.020467
US_IN_18009,2020-01-29,ChIJ95RQtSMLFYgRnPXwoVvKkW4,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12028,5923,6105,1402,1479,1351,1256,1437,1705,1651,1089,658,1802221,40.47,-85.32,428,75.625,,,,37.99,34.34,-0.216667,-0.901235,0.451389,0.0,,-2.122222,87.274004
