location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_transit_stations,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48311,2020-01-11,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,17.076389,11.5,24.868056,4.100286,,5.618056,47.966806
US_TX_48311,2020-01-12,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,11.465278,3.076389,22.180556,0.0,,5.4375,66.695839
US_TX_48311,2020-01-13,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,16.034722,13.138889,19.9375,0.0,,14.506944,90.694155
US_TX_48311,2020-01-14,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,20.736111,17.430556,28.625,0.508,,18.673611,88.173683
US_TX_48311,2020-01-15,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,23.027778,19.708333,27.861111,0.03175,,19.694444,81.602245
US_TX_48311,2020-01-16,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,22.465278,19.784722,26.333333,0.0635,,19.840278,85.271325
US_TX_48311,2020-01-17,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,20.027778,17.923611,24.701389,1.905,,17.472222,85.402856
US_TX_48311,2020-01-18,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,19.965278,17.263889,24.680556,0.28575,,17.027778,83.28705
US_TX_48311,2020-01-19,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,13.277778,6.881944,20.729167,0.127,,0.916667,43.038905
US_TX_48311,2020-01-20,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,10.416667,4.048611,17.409722,0.0,,-3.166667,38.584763
US_TX_48311,2020-01-21,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,10.805556,3.694444,19.104167,0.0,,1.430556,52.767393
US_TX_48311,2020-01-22,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,14.583333,11.576389,17.840278,2.88925,,11.5625,82.208429
US_TX_48311,2020-01-23,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,15.354167,9.631944,23.583333,3.737429,,11.180556,76.280981
US_TX_48311,2020-01-24,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,13.388889,5.055556,21.972222,0.0,,5.659722,59.541607
US_TX_48311,2020-01-25,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,13.555556,7.798611,20.083333,0.0,,9.381944,76.030982
US_TX_48311,2020-01-26,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,18.715278,14.145833,26.298611,0.544286,,14.854167,78.341389
US_TX_48311,2020-01-27,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,15.833333,8.083333,25.194444,0.036286,,10.291667,70.480157
US_TX_48311,2020-01-28,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,18.666667,13.944444,25.402778,0.66675,,12.395833,67.131042
US_TX_48311,2020-01-29,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,14.263889,6.395833,21.861111,0.09525,,0.923611,40.907994
US_TX_48311,2020-01-30,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,10.159722,7.020833,17.027778,0.0,,5.069444,70.791337
US_TX_48311,2020-01-31,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,12.024691,9.419753,17.290123,0.0,,6.41358,68.587091
US_TX_48311,2020-02-01,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,12.265432,4.487654,21.938272,0.0,,2.432099,51.273751
US_TX_48311,2020-02-02,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,13.382716,3.722222,25.160494,0.0,,-0.185185,39.881443
US_TX_48311,2020-02-03,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,18.481481,13.938272,24.055556,0.0,,11.17284,62.873546
US_TX_48311,2020-02-04,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,20.598765,15.012346,27.240741,0.0,,16.265432,76.470839
US_TX_48311,2020-02-05,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,11.592593,5.987654,23.358025,0.0,,7.549383,76.326829
US_TX_48311,2020-02-06,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,7.425926,0.302469,16.851852,0.0,,-2.518519,49.434705
US_TX_48311,2020-02-07,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,10.919753,0.925926,25.034722,0.0,,-1.611111,41.990461
US_TX_48311,2020-02-08,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,15.709877,9.907407,23.969136,0.0,,9.697531,68.273527
US_TX_48311,2020-02-09,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,21.486111,17.0625,28.020833,0.03175,,17.895833,80.120172
US_TX_48311,2020-02-10,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,23.534722,19.208333,29.833333,0.03175,,19.902778,80.380944
US_TX_48311,2020-02-11,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,12.740741,8.679012,21.580247,0.181429,,10.895062,88.562656
US_TX_48311,2020-02-12,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,10.012346,8.098765,16.716049,5.551714,,8.271605,88.985254
US_TX_48311,2020-02-13,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,11.479167,5.805556,19.111111,2.4765,,5.243056,65.686545
US_TX_48311,2020-02-14,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,9.083333,2.402778,16.979167,0.0,,2.395833,62.974466
US_TX_48311,2020-02-15,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,12.145833,4.784722,20.993056,0.0,,7.208333,71.842516
US_TX_48311,2020-02-16,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,17.284722,11.166667,26.048611,0.0,,14.006944,81.147304
US_TX_48311,2020-02-17,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-26,21.652778,15.826389,30.340278,0.0,,17.847222,79.157555
US_TX_48311,2020-02-18,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-23,22.166667,17.652778,27.833333,0.0,,18.631944,80.562844
US_TX_48311,2020-02-19,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-28,13.364198,10.938272,19.839506,0.508,,11.209877,86.945807
US_TX_48311,2020-02-20,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-14,10.191358,8.08642,12.506173,0.818444,,9.104938,93.01111
US_TX_48311,2020-02-21,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-19,9.216049,5.302469,14.925926,0.592667,,3.037037,65.382538
US_TX_48311,2020-02-22,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,10.506173,3.907407,19.209877,0.0,,3.691358,62.777327
US_TX_48311,2020-02-23,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,17.555556,13.635802,24.518519,0.0,,12.253086,71.118274
US_TX_48311,2020-02-24,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,20.691358,17.444444,25.302469,0.0,,14.216049,66.737121
US_TX_48311,2020-02-25,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-7,16.919753,8.783951,26.037037,0.0,,7.222222,53.246631
US_TX_48311,2020-02-26,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,13.135802,7.228395,22.148148,0.0,,-3.0,32.768092
US_TX_48311,2020-02-27,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,7.858025,-1.969136,18.277778,0.0,,-5.851852,37.513899
US_TX_48311,2020-02-28,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,11.54321,1.265432,24.462963,0.0,,-2.098765,38.646516
US_TX_48311,2020-02-29,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,14.87037,3.919753,25.438272,0.0,,2.512346,43.97014
US_TX_48311,2020-03-01,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,19.987654,14.320988,27.864198,0.0,,13.104938,64.759481
US_TX_48311,2020-03-02,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-7,21.135802,16.345679,27.641975,0.0,,17.061728,77.821864
US_TX_48311,2020-03-03,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-5,22.12963,18.530864,26.691358,0.0,,18.771605,81.383748
US_TX_48311,2020-03-04,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,22.037037,16.938272,26.820988,0.1905,,15.716049,67.735806
US_TX_48311,2020-03-05,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-7,17.395062,11.04321,25.037037,2.483556,,7.117284,51.082311
US_TX_48311,2020-03-06,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-12,16.240741,8.574074,24.444444,0.0,,2.351852,39.424792
US_TX_48311,2020-03-07,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,15.407407,9.938272,21.820988,0.0,,6.450617,55.71001
US_TX_48311,2020-03-08,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,17.061728,10.518519,26.123457,0.0,,11.561728,70.126991
US_TX_48311,2020-03-09,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,20.481481,16.938272,25.209877,0.0,,16.17284,76.391503
US_TX_48311,2020-03-10,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-9,21.166667,17.919753,27.265432,0.580571,,18.351852,84.024314
US_TX_48311,2020-03-11,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,22.580247,16.561728,31.067901,0.0,,17.635802,73.760212
US_TX_48311,2020-03-12,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,23.753086,18.277778,31.228395,0.0,,18.061728,70.706407
US_TX_48311,2020-03-13,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,23.709877,20.098765,29.746914,0.0,,18.617284,73.412103
US_TX_48311,2020-03-14,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,24.666667,21.351852,30.759259,0.0,,19.438272,72.869484
US_TX_48311,2020-03-15,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,23.944444,21.450617,29.518519,0.0,,19.611111,76.965502
US_TX_48311,2020-03-16,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-21,22.635802,20.030864,27.901235,0.41275,,19.123457,80.750376
US_TX_48311,2020-03-17,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-25,24.203704,20.12963,31.123457,0.338667,,19.512346,75.300921
US_TX_48311,2020-03-18,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-16,24.895062,20.67284,32.376543,0.6985,,19.623457,72.668557
US_TX_48311,2020-03-19,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-21,25.185185,21.049383,32.969136,0.09525,,19.666667,71.804153
US_TX_48311,2020-03-20,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,-35,21.950617,16.703704,29.574074,12.22375,,18.975309,83.487276
US_TX_48311,2020-03-21,ChIJD3J7bIeEXYYRuFs4i_G-lZk,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2,,,,,,,765,399,366,76,97,83,73,86,119,97,81,53,1828306,28.35,-98.57,2959,,13.376543,11.62963,17.666667,6.999111,,11.506173,88.566882
