location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29107,2020-01-11,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,8.08,8.98,6.58,7.18,7.18,14.06,9.57,5.68,14.36,,,6.58,6.58,7.48,21.84,8.68,7.18,4.19,,39.49,4.19,6.58,5.98,6.58,-3.814815,-7.222222,0.925926,23.5204,30.48,-5.006173,91.511501
US_MO_29107,2020-01-12,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,4.61,6.45,9.83,,,6.45,14.44,5.84,,12.29,6.14,5.22,6.14,,,19.04,6.14,7.99,4.91,4.91,34.71,4.3,8.91,5.53,4.3,-4.354167,-6.75,-1.0,0.9652,50.8,-5.854167,89.429871
US_MO_29107,2020-01-13,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.81,4.65,11.33,10.75,4.65,,14.24,8.43,4.36,10.75,,4.65,5.81,4.07,6.1,22.08,5.81,8.14,5.81,5.81,37.77,,5.81,4.36,,0.166667,-4.326389,7.506944,0.036286,30.48,-1.0,91.96314
US_MO_29107,2020-01-14,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,6.39,4.94,11.92,8.14,7.56,4.94,17.15,7.56,,12.5,6.11,,,5.52,8.14,24.71,5.23,5.52,4.65,6.69,38.66,4.36,7.85,5.23,4.36,5.263889,1.916667,9.819444,0.0,,3.569444,88.98619
US_MO_29107,2020-01-15,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.81,,9.87,8.42,6.68,6.39,13.36,6.97,5.23,8.71,6.1,4.36,5.23,5.23,9.58,27.3,6.1,5.52,,5.81,45.31,5.52,6.1,7.84,5.81,7.541667,1.361111,10.986111,0.03175,,6.215278,91.366052
US_MO_29107,2020-01-16,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,6.33,8.92,4.89,,4.89,14.97,9.79,7.2,14.11,,4.32,7.2,,9.5,21.88,6.91,5.18,,5.47,27.06,,4.89,5.47,,-5.194444,-9.284722,0.708333,0.03175,,-9.541667,71.743442
US_MO_29107,2020-01-17,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,4.22,6.93,5.73,9.65,5.73,5.73,12.66,5.43,,9.95,6.33,8.44,5.12,5.43,8.74,27.13,7.24,10.55,,4.22,42.2,5.12,7.24,5.73,4.82,-2.055556,-4.715278,0.527778,2.54,,-5.180556,79.239062
US_MO_29107,2020-01-18,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.14,5.14,12.2,7.06,4.82,6.42,12.2,9.95,5.46,10.59,5.46,4.82,7.38,5.14,6.74,20.86,5.46,11.23,,,40.12,5.14,7.06,7.06,,1.152778,-2.659722,6.451389,7.408333,,-2.138889,78.809975
US_MO_29107,2020-01-19,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,4.93,6.78,6.47,4.32,,5.24,10.48,6.16,4.32,8.01,5.86,,4.93,5.86,5.55,24.66,5.24,5.55,6.16,,36.37,4.62,5.86,6.47,5.55,-5.972222,-10.180556,-1.145833,0.127,,-14.118056,52.717458
US_MO_29107,2020-01-20,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,4.26,7.91,9.12,6.99,6.08,7.91,12.47,7.3,,8.52,,5.47,,5.47,9.43,24.33,4.87,4.87,,,32.54,6.39,5.78,5.47,6.69,-9.763889,-11.451389,-7.305556,0.0,,-14.145833,70.568491
US_MO_29107,2020-01-21,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,3.93,6.45,10.66,3.93,5.33,5.33,17.67,8.13,7.86,4.77,3.93,6.73,5.61,,5.33,31.42,7.29,8.98,6.17,5.05,38.71,5.33,7.86,6.45,3.93,-9.104167,-14.333333,-0.965278,0.1524,30.48,-11.972222,79.959156
US_MO_29107,2020-01-22,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.69,5.99,6.29,9.59,5.39,5.69,22.18,10.79,6.59,9.29,5.39,5.09,7.49,8.39,7.79,29.97,6.89,6.29,9.89,7.79,41.96,,11.99,5.69,,-0.243056,-2.25,1.041667,0.2032,,-3.493056,78.869819
US_MO_29107,2020-01-23,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,7.32,8.79,7.91,10.84,5.27,4.98,14.65,7.91,,13.18,4.1,4.69,7.62,4.39,7.32,23.43,5.86,7.91,5.57,6.74,45.11,,7.03,,4.39,1.527778,0.680556,2.583333,1.1176,,1.095238,96.907194
US_MO_29107,2020-01-24,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.83,4.6,7.36,7.67,4.3,,21.17,7.36,,10.74,,,5.83,,9.82,30.68,8.9,7.67,4.91,5.52,31.91,5.22,7.98,5.83,,0.534722,0.0,1.920635,3.4544,99.06,-0.152778,95.259224
US_MO_29107,2020-01-25,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,8.38,8.38,6.44,,6.12,19.65,9.34,5.15,8.7,,,5.48,9.66,6.12,34.15,7.09,,,6.44,44.13,5.15,7.41,,,-0.201389,-0.881944,0.916667,0.1905,99.06,-2.1875,86.590177
US_MO_29107,2020-01-26,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,6.63,11.14,9.94,5.12,4.52,25.3,4.22,6.02,10.24,4.82,7.23,6.93,,6.02,29.52,,6.63,,4.52,38.86,,6.02,8.43,8.43,-0.5,-4.305556,3.638889,0.0,50.8,-1.784722,91.131241
US_MO_29107,2020-01-27,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.92,5.35,9.86,8.74,4.79,5.35,17.75,7.04,4.51,7.61,4.23,3.94,4.79,,7.61,33.25,4.51,7.89,4.23,6.2,40.86,4.23,7.04,4.23,,-0.375,-3.520833,3.361111,0.0,,-1.416667,92.88081
US_MO_29107,2020-01-28,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.35,,8.16,7.6,5.06,7.03,32.64,9.28,8.72,11.54,5.06,5.06,5.63,6.75,6.47,41.08,7.88,5.91,7.32,5.63,38.55,,11.82,5.63,3.94,-0.284722,-1.0625,1.048611,0.0,,-1.354167,92.704053
US_MO_29107,2020-01-29,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.4,5.68,7.67,9.09,5.68,,24.42,7.67,4.54,10.22,,3.98,,,7.1,36.64,7.38,4.83,6.82,7.1,34.36,4.54,14.2,7.95,6.82,-1.152778,-2.277778,0.201389,0.254,30.48,-2.756944,89.035991
US_MO_29107,2020-01-30,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,,11.11,8.48,6.43,4.09,29.83,8.77,4.39,11.11,,6.43,6.43,,11.11,28.36,6.73,10.53,,5.26,36.55,4.97,10.82,4.68,6.14,-0.375,-2.041667,2.888889,0.127,,-3.166667,81.772008
US_MO_29107,2020-01-31,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,6.33,6.33,12.09,6.04,,26.48,8.06,6.91,9.21,,4.32,6.62,,9.5,32.81,4.89,8.63,4.61,,35.69,,4.89,5.76,,2.013889,-0.027778,4.638889,0.0,,0.180556,87.881576
US_MO_29107,2020-02-01,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,8.04,8.04,5.36,,,22.11,8.71,5.03,13.4,6.37,,,7.04,10.38,24.45,,6.37,7.71,5.7,34.84,,,4.69,,3.069444,-0.951389,10.486111,0.0,,-0.597222,77.244363
US_MO_29107,2020-02-02,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.55,5.22,6.53,6.53,4.9,4.9,22.85,8.49,,6.53,4.57,,,5.55,10.12,22.85,,4.57,,,30.03,,,,4.9,9.486111,3.597222,18.555556,0.0,,1.361111,57.197867
US_MO_29107,2020-02-03,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,6.05,,7.21,5.76,,,18.16,7.49,5.48,8.94,6.34,4.9,4.9,4.9,6.63,30.55,4.04,5.19,6.05,4.04,32.86,,7.49,7.21,,11.067901,4.203704,19.351852,0.0,,2.623457,56.88763
US_MO_29107,2020-02-04,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,5.63,,3.94,6.76,4.51,3.94,18.87,6.76,5.91,8.45,,5.35,,3.94,6.48,24.78,,5.35,,5.35,35.2,6.48,5.07,,5.63,1.549383,-0.592593,5.919753,0.127,,-1.777778,78.980349
US_MO_29107,2020-02-05,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,6.47,8.01,8.32,4.93,,16.34,5.86,8.32,7.4,,5.86,6.17,6.17,10.17,23.73,4.32,5.86,5.24,,33.6,4.93,7.09,,4.32,-1.351852,-2.771605,-0.123457,0.381,30.48,-6.388889,69.072417
US_MO_29107,2020-02-06,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,4.95,6.11,13.1,5.53,4.08,7.86,20.96,7.28,5.53,10.48,9.03,,6.99,5.82,6.99,32.9,7.57,4.08,6.41,5.82,34.65,,7.86,,,-2.534722,-7.055556,1.645833,0.465667,30.48,-7.305556,70.459188
US_MO_29107,2020-02-07,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,4.3,8.59,6.88,7.16,4.3,26.07,12.03,,8.59,5.44,6.02,6.88,4.87,9.17,34.66,7.16,5.44,,6.59,36.09,4.01,7.45,,6.3,-1.708333,-5.409722,2.9375,0.0,,-6.104167,72.828198
US_MO_29107,2020-02-08,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,,9.6,10.92,8.6,7.61,20.84,7.94,,7.94,4.96,,8.27,,7.28,29.78,5.96,5.96,,7.28,37.05,,,7.61,,-1.465278,-6.847222,4.638889,0.0,,-6.486111,68.87336
US_MO_29107,2020-02-09,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,8.62,12.0,5.54,8.0,4.62,24.31,6.77,4.62,8.62,6.46,,6.46,6.46,8.92,31.7,9.23,7.69,9.23,6.16,44.31,5.54,4.92,8.0,,5.770833,1.013889,11.465278,0.145143,,0.513889,69.397931
US_MO_29107,2020-02-10,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,4.8,5.08,10.72,10.44,4.8,7.33,25.95,10.72,5.08,11.0,7.05,5.36,5.92,,7.33,37.52,4.23,7.05,,6.21,36.96,4.23,7.62,6.77,7.05,0.666667,-3.041667,6.868056,0.580571,,-3.381944,74.825098
US_MO_29107,2020-02-11,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,4.87,9.16,6.01,6.59,4.01,23.2,14.6,6.59,9.45,5.44,4.87,7.45,,6.59,42.67,6.59,5.73,5.73,5.73,39.23,5.44,8.3,,7.16,2.645833,-0.125,6.194444,0.0,,-3.506944,64.554989
US_MO_29107,2020-02-12,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,6.11,10.0,8.61,4.45,5.83,21.95,8.61,5.28,6.95,4.45,5.56,7.22,,11.95,29.18,,7.5,5.0,5.28,30.29,5.28,5.28,4.72,,0.611111,-0.5625,3.548611,1.7272,50.8,-2.75,78.47191
US_MO_29107,2020-02-13,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,,7.12,10.22,5.26,,5.26,18.88,11.76,6.5,9.6,5.88,6.19,10.22,,10.53,24.77,4.33,8.67,,6.5,35.91,7.43,5.88,,4.95,-7.506944,-14.6875,0.5,3.9624,50.8,-11.666667,72.514891
US_MO_29107,2020-02-14,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,,,,,,6.08,5.44,10.88,9.28,,7.04,19.84,6.72,,9.92,,,,4.8,7.68,26.88,7.36,8.0,4.48,8.64,40.31,5.44,5.12,7.68,,-11.534722,-16.638889,-3.118056,0.0,,-17.305556,62.619549
US_MO_29107,2020-02-15,ChIJS91ARFN8wYcR0iyqHbG5ufg,Q490009,geoId/29107,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2,,,,,,,32579,16140,16439,3926,4291,3704,3707,3918,4797,4005,2569,1662,1180551,39.06,-93.78,1655,77.057143,-2,-1,8,2,,7.43,,9.05,6.78,6.78,5.49,20.35,9.05,,9.05,,,6.46,4.85,6.46,30.04,8.72,8.4,5.49,,39.09,,7.43,7.43,,0.412698,-4.166667,5.531746,0.0,,-5.650794,63.878487
