location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53019,2020-01-11,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-0.228395,-4.962963,1.234568,9.779,45.085,-1.598765,90.579702
US_WA_53019,2020-01-12,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.080247,-1.648148,1.487654,1.23825,177.165,-1.549383,89.01261
US_WA_53019,2020-01-13,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-6.679012,-11.54321,1.333333,4.445,212.09,-11.080247,71.577237
US_WA_53019,2020-01-14,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-11.098765,-12.524691,-6.604938,0.762,229.87,-15.098765,73.143373
US_WA_53019,2020-01-15,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-10.901235,-13.185185,-7.141975,0.653143,232.41,-14.351852,75.932384
US_WA_53019,2020-01-16,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-5.876543,-9.722222,-3.104938,2.4765,239.776,-8.216049,83.716173
US_WA_53019,2020-01-17,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-5.512346,-8.919753,-1.950617,1.55575,272.288,-7.5,85.981803
US_WA_53019,2020-01-18,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-4.197531,-7.055556,-1.382716,1.11125,247.904,-5.907407,88.013329
US_WA_53019,2020-01-19,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-0.111111,-4.055556,2.111111,2.9845,241.808,-1.432099,90.926858
US_WA_53019,2020-01-20,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.944444,-1.111111,3.141975,1.959429,196.088,-0.549383,89.915719
US_WA_53019,2020-01-21,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.401235,-2.228395,3.222222,0.41275,173.736,-0.950617,90.794327
US_WA_53019,2020-01-22,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,1.802469,-1.938272,3.67284,2.286,167.64,-0.283951,86.271249
US_WA_53019,2020-01-23,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,1.895062,-1.092593,3.91358,3.302,229.446667,0.851852,92.877251
US_WA_53019,2020-01-24,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.444444,1.54321,5.876543,10.25525,216.746667,2.308642,92.412576
US_WA_53019,2020-01-25,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.635802,0.462963,5.901235,1.04775,449.58,1.376543,91.593142
US_WA_53019,2020-01-26,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.32716,0.617284,4.425926,1.651,429.26,1.481481,94.223488
US_WA_53019,2020-01-27,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.074074,1.475309,5.339506,1.74625,408.94,1.41358,89.036154
US_WA_53019,2020-01-28,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.506173,0.623457,5.561728,5.9055,391.16,0.981481,89.831244
US_WA_53019,2020-01-29,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.62963,0.790123,5.240741,2.4765,370.84,1.351852,91.43735
US_WA_53019,2020-01-30,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.37037,-0.111111,5.061728,2.38125,381.0,0.537037,87.875245
US_WA_53019,2020-01-31,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.845679,0.148148,7.314815,1.778,381.0,1.845679,87.176104
US_WA_53019,2020-02-01,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,8.783951,2.660494,11.876543,1.80975,360.68,3.259259,68.77706
US_WA_53019,2020-02-02,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,1.0,-5.388889,11.450617,0.508,320.04,-7.574074,53.100697
US_WA_53019,2020-02-03,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-2.82716,-8.024691,3.716049,0.0,320.04,-9.876543,58.655623
US_WA_53019,2020-02-04,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-5.234568,-9.975309,2.117284,0.0,320.04,-11.716049,60.557292
US_WA_53019,2020-02-05,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-2.382716,-5.012346,-0.290123,1.8415,119.38,-4.049383,88.48231
US_WA_53019,2020-02-06,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-0.438272,-2.641975,1.345679,4.47675,126.492,-1.58642,92.032605
US_WA_53019,2020-02-07,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.598765,-1.018519,2.092593,4.28625,136.652,-0.45679,92.717
US_WA_53019,2020-02-08,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.197531,0.320988,5.358025,2.159,132.715,0.08642,86.166714
US_WA_53019,2020-02-09,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-0.037037,-4.537037,5.604938,0.084667,127.635,-3.876543,76.193242
US_WA_53019,2020-02-10,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.179012,-4.635802,5.314815,0.0,219.71,-3.975309,73.787492
US_WA_53019,2020-02-11,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,1.487654,-3.469136,7.802469,0.0,214.63,-3.148148,71.497807
US_WA_53019,2020-02-12,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,1.41358,-3.703704,8.104938,0.0,209.55,-2.938272,73.062417
US_WA_53019,2020-02-13,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.320988,-4.962963,7.228395,0.0,398.78,-3.228395,77.340469
US_WA_53019,2020-02-14,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.135802,-3.08642,7.302469,0.254,398.78,-1.814815,75.574265
US_WA_53019,2020-02-15,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.104938,-1.635802,7.024691,0.15875,398.78,-2.438272,72.752836
US_WA_53019,2020-02-16,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.024691,-1.234568,6.561728,0.9525,398.78,-0.907407,81.242534
US_WA_53019,2020-02-17,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,-49,0.987654,-4.074074,6.845679,0.169333,398.78,-4.932099,64.853989
US_WA_53019,2020-02-18,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.277778,-4.777778,6.32716,0.0,,-7.432099,56.304116
US_WA_53019,2020-02-19,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-1.722222,-7.555556,5.62963,0.0,398.78,-8.716049,58.966272
US_WA_53019,2020-02-20,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-1.197531,-7.32716,6.191358,0.0,398.78,-7.740741,61.411451
US_WA_53019,2020-02-21,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,-0.080247,-6.17284,7.574074,0.0,398.78,-6.376543,62.688555
US_WA_53019,2020-02-22,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.419753,-3.617284,8.518519,0.0,398.78,-3.993827,62.840337
US_WA_53019,2020-02-23,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.407407,-2.518519,8.537037,0.79375,419.1,-1.734568,74.697577
US_WA_53019,2020-02-24,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.882716,-1.203704,7.475309,2.19075,459.74,-2.518519,68.442701
US_WA_53019,2020-02-25,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,0.37037,-4.419753,6.91358,0.0,429.26,-5.17284,67.000317
US_WA_53019,2020-02-26,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.271605,-1.944444,9.12963,0.0,419.1,-2.882716,64.422367
US_WA_53019,2020-02-27,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.808642,-1.858025,10.518519,0.0,398.78,-1.728395,67.615521
US_WA_53019,2020-02-28,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,4.67284,-1.895062,12.882716,0.0,391.16,-0.728395,68.189946
US_WA_53019,2020-02-29,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,6.271605,-1.524691,13.141975,0.0,370.84,-3.271605,50.774868
US_WA_53019,2020-03-01,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,1.833333,-4.67284,9.37037,0.028222,360.68,-5.62963,58.295299
US_WA_53019,2020-03-02,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.969136,-2.444444,10.425926,0.0,350.52,-4.5,54.344417
US_WA_53019,2020-03-03,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,6.993827,-0.679012,13.91358,0.169333,309.88,-0.598765,59.275787
US_WA_53019,2020-03-04,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,7.925926,1.481481,14.104938,0.225778,289.56,-6.234568,37.10648
US_WA_53019,2020-03-05,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,3.759259,-2.092593,11.604938,0.0,269.24,-7.314815,44.414052
US_WA_53019,2020-03-06,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,5.567901,-1.888889,11.62963,0.0,269.24,-2.117284,58.049533
US_WA_53019,2020-03-07,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,4.425926,0.296296,10.191358,3.07975,248.92,1.709877,82.895732
US_WA_53019,2020-03-08,ChIJpaZVVwmNnVQRRuxQ9BWmXtY,Q493228,geoId/53019,US,United States of America,WA,Washington,53019,Ferry County,US,USA,2,,,,,,,,,,,,,,,,,,,,7576,3899,3677,716,819,696,710,836,1089,1527,845,338,1153067,48.47,-118.51,5847,79.4,,2.006173,-1.635802,6.481481,3.048,231.14,-1.185185,79.814867
