location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26061,2020-06-19,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,8,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-19,4,19,-36,,,5.55,6.58,4.53,12.34,7.0,,,,5.97,3.5,3.5,,5.97,,,,5.55,3.5,7.82,4.32,,5.76,,,4.12,3.7,3.29,,4.32,24.28,4.32,,11.11,,6.79,3.29,,5.76,35.18,,10.08,,,7.41,,3.29,,3.5,2.88,,18.791667,14.118056,25.8125,0.03175,14.361111,71.634148
US_MI_26061,2020-06-20,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,9,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-20,,24,-12,,,,8.82,4.98,11.54,5.43,4.98,,,3.17,,4.75,,3.85,4.07,,3.85,5.2,,7.69,,,5.2,3.39,,3.39,3.62,3.17,3.62,5.43,18.09,4.3,,11.08,,3.17,4.98,,5.43,34.15,,7.92,,,9.05,4.98,,,,,,14.659722,11.534722,18.923611,0.127,12.069444,82.838516
US_MI_26061,2020-06-21,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,9,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-13,,51,-10,,,,6.68,6.92,15.04,7.64,5.49,,,,4.06,,,5.73,5.25,,6.44,3.58,,5.01,4.54,,6.21,3.58,,5.49,3.82,5.49,,5.49,22.43,5.73,4.77,12.65,3.82,4.06,,,5.01,40.81,4.77,11.46,4.3,,5.01,4.3,,,,5.01,,14.743056,10.513889,21.236111,0.635,11.638889,79.372353
US_MI_26061,2020-06-22,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,2,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-7,,23,-35,,,4.13,7.68,4.13,9.45,12.01,6.1,,3.15,,4.13,3.74,,4.53,3.35,2.76,4.13,5.12,4.13,6.5,7.88,,4.53,3.94,,3.35,3.94,4.53,3.15,5.71,22.64,,4.53,10.83,4.33,,5.71,3.74,5.32,37.8,3.54,10.43,3.35,3.15,4.92,5.51,4.72,,2.95,5.71,3.94,16.180556,12.263889,20.923611,0.66675,12.916667,79.554384
US_MI_26061,2020-06-23,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-10,,30,-33,,3.96,4.75,6.34,3.17,11.29,10.1,4.55,2.97,,5.74,,3.37,,6.93,,3.96,,6.14,2.77,7.13,3.96,,4.75,3.56,,4.16,3.37,4.75,4.95,7.33,23.76,7.13,3.56,8.32,3.37,3.56,4.36,3.17,6.53,40.39,5.74,7.13,,4.16,7.33,3.37,3.56,,3.37,3.96,,14.409722,11.9375,18.402778,0.0,9.583333,75.041273
US_MI_26061,2020-06-24,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,,17,36,-32,,,4.62,7.42,4.41,13.04,7.83,5.62,,2.81,4.21,4.01,5.62,3.01,5.42,3.61,3.81,4.41,4.41,,8.03,3.21,,6.82,3.61,,,3.81,5.42,3.61,5.02,24.28,8.43,3.41,8.63,,4.21,4.41,4.82,4.41,42.13,4.01,9.03,3.01,3.41,5.22,4.41,,,,4.62,,15.590278,11.180556,20.506944,0.0,7.472222,58.808866
US_MI_26061,2020-06-25,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-14,,36,-31,,,3.76,2.77,5.35,16.43,5.94,5.74,4.36,,6.14,6.14,2.97,,6.93,3.37,3.56,2.77,5.35,,8.91,4.36,,3.56,4.36,,,3.17,7.72,3.17,4.95,24.55,5.94,3.56,7.33,,2.97,5.35,,8.71,40.19,2.77,7.72,,3.96,5.74,4.95,4.55,,,4.36,,18.0,11.152778,24.930556,0.0,7.166667,49.446595
US_MI_26061,2020-06-26,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-18,7,30,-36,,,,6.74,4.95,12.88,5.75,4.16,,4.16,4.95,3.96,5.15,,4.75,,3.37,,6.74,,7.53,5.55,,,3.57,,4.56,3.37,4.56,2.97,6.54,20.21,5.75,,9.11,,4.16,2.97,,9.91,33.29,7.13,9.11,3.37,3.17,4.75,4.95,2.97,2.97,,3.17,,20.020833,13.034722,27.027778,0.036286,11.944444,57.037026
US_MI_26061,2020-06-27,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-23,,60,-9,,,5.2,5.44,4.95,14.6,7.42,3.71,,,5.94,3.71,4.95,,5.44,,6.68,,4.21,3.46,4.7,6.43,,3.46,3.96,,,3.46,3.96,,,23.26,5.94,,10.15,4.21,4.95,,,7.67,39.59,4.95,11.14,3.46,,9.9,,5.2,,,,,20.298611,15.402778,26.152778,0.03175,13.458333,65.867523
US_MI_26061,2020-06-28,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-6,,87,-15,,3.29,3.29,7.99,6.35,13.16,5.41,4.7,,,3.52,,,,5.17,,,3.29,4.7,,7.99,6.11,,6.58,,,3.29,,5.17,,7.76,21.86,7.05,,13.4,4.0,5.17,,,7.05,34.55,4.46,13.63,,,7.29,5.41,,,4.0,3.52,,18.756944,12.4375,25.354167,0.0,12.027778,63.525353
US_MI_26061,2020-06-29,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,7,,41,-32,,5.47,,8.11,4.53,16.03,7.54,5.66,,3.96,6.22,6.22,5.09,,5.47,3.96,,,3.21,3.4,7.36,3.4,2.83,5.85,3.4,,4.53,3.77,3.58,,7.36,24.9,4.71,,8.3,5.66,4.34,6.22,2.64,7.73,36.78,4.15,8.49,,,4.71,4.34,,,2.83,2.64,,19.680556,14.4375,26.354167,0.09525,13.652778,64.927929
US_MI_26061,2020-06-30,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,11,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-1,,69,-34,,,,6.48,4.58,14.3,7.82,7.05,3.62,,7.24,2.86,6.48,3.81,6.86,4.38,4.38,4.96,3.81,,6.48,3.05,3.81,4.19,3.81,,2.67,2.86,,,5.53,23.45,6.48,4.19,12.2,,2.86,4.77,3.24,8.77,37.36,4.77,8.39,,3.62,7.62,4.19,2.67,,,3.62,,21.993056,15.722222,27.847222,1.80975,17.930556,70.020095
US_MI_26061,2020-07-01,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,12,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,,27,62,-34,,,2.94,4.31,4.11,13.91,4.5,5.68,,4.31,,6.46,4.7,,5.68,4.5,3.92,3.53,5.68,4.11,4.9,3.33,2.74,,,3.13,,,3.13,,5.88,23.7,5.68,,11.56,,,3.72,,5.09,36.23,4.31,11.36,,,7.44,,3.92,,,,3.33,22.208333,16.388889,27.340278,0.73025,16.5,64.13206
US_MI_26061,2020-07-02,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,2,0,14,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,4,,75,-33,,,3.63,6.26,3.63,13.93,8.88,6.87,3.43,3.43,4.85,,3.63,,8.28,2.83,,3.63,4.04,,8.68,3.63,,,3.03,,3.43,4.64,3.84,3.63,6.26,23.42,4.64,,12.52,,,3.43,,6.87,33.32,5.45,10.3,,4.04,8.88,3.23,3.63,3.63,,3.84,,22.034722,16.222222,29.152778,0.0,16.5,68.097156
US_MI_26061,2020-07-03,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,2,0,16,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-6,38,91,-52,,,,8.45,3.88,14.84,8.22,8.9,,,,3.42,4.11,,8.22,3.88,,5.02,4.34,,4.34,,,5.48,3.88,,3.88,,,,8.9,25.79,5.02,,11.64,,4.34,4.11,,3.65,36.07,,10.5,,,8.22,,,,3.88,,,21.3125,15.881944,27.784722,0.0,16.111111,69.867794
US_MI_26061,2020-07-04,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,2,0,18,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-32,,87,-32,,,3.59,6.41,8.72,14.87,7.43,7.43,,,3.85,,4.87,,,4.87,4.1,,4.62,,6.15,3.59,3.59,3.59,5.9,,,5.64,3.59,,6.67,17.43,5.64,,14.1,,,5.38,,8.46,38.46,6.15,14.61,,,8.21,,,,,,,21.180556,15.381944,27.944444,0.0,16.0,69.190442
US_MI_26061,2020-07-05,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,19,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,3,,88,-17,,,,6.73,6.05,17.94,5.38,4.93,,,4.71,,3.59,,9.42,,,3.14,5.16,4.26,8.74,3.81,,4.48,4.26,,,,,,4.93,26.9,4.71,,19.28,,3.36,5.16,,7.62,35.65,5.83,15.92,4.04,,13.23,5.16,,,,3.59,,21.291667,16.083333,26.902778,0.0,16.152778,68.693844
US_MI_26061,2020-07-06,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,20,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,12,,41,-39,,4.13,3.95,6.28,4.49,14.53,7.89,6.1,,3.05,6.28,5.02,3.59,,8.97,2.87,3.59,2.51,5.02,5.2,7.0,5.2,2.87,3.59,5.38,3.59,4.31,2.87,4.31,3.95,3.77,29.96,5.38,3.41,16.87,,3.41,3.41,,5.92,36.78,5.38,9.69,2.51,,8.79,3.95,3.95,2.87,3.59,3.77,3.05,20.888889,16.631944,26.777778,3.90525,18.222222,81.209915
US_MI_26061,2020-07-07,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,20,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,1,,55,-38,,3.74,5.42,7.86,4.86,13.1,6.55,6.17,3.18,,,2.99,5.05,2.81,5.61,,,,2.62,3.74,7.67,5.99,3.55,5.42,4.49,,,2.62,2.99,,7.3,26.0,6.92,3.18,10.85,2.99,2.99,4.3,,5.42,32.18,4.3,8.42,,2.81,6.55,3.55,4.86,,,3.93,,20.8125,16.402778,26.305556,3.8735,16.722222,78.496439
US_MI_26061,2020-07-08,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,21,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,,23,53,-38,,2.84,3.59,5.67,4.54,17.02,8.13,3.97,,,5.48,5.67,4.54,,7.75,4.35,,3.4,3.97,2.84,7.18,3.97,2.84,5.86,3.4,2.65,4.16,5.11,3.4,5.29,7.75,26.85,3.4,3.78,11.53,2.65,5.29,3.21,,4.73,33.47,3.97,7.56,2.84,4.35,9.07,4.92,4.54,,2.65,4.73,,21.118056,14.868056,27.131944,0.0,17.125,74.125016
US_MI_26061,2020-07-09,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,6,0,27,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-5,,39,-32,,,,4.86,5.42,15.87,7.84,7.84,,2.99,6.91,6.35,4.48,3.55,8.22,4.11,2.99,3.55,2.8,,5.97,2.61,2.61,5.04,2.99,,2.8,3.36,7.47,3.36,3.92,27.64,7.28,3.36,9.15,,5.42,4.29,,7.47,36.04,5.04,9.9,,3.17,6.54,5.23,5.04,,,2.8,,21.1875,16.673611,26.277778,7.366,17.722222,77.736179
US_MI_26061,2020-07-10,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,27,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-16,12,47,-38,,,3.39,7.77,4.38,13.35,7.77,4.18,,,6.97,,4.38,2.79,8.57,5.18,,,4.58,,7.57,4.78,,3.39,4.18,,2.79,,3.99,3.19,4.58,29.69,5.18,,11.16,,,2.99,3.59,5.58,36.87,3.59,9.77,3.19,3.79,5.58,4.18,4.38,,,4.18,3.99,21.402778,17.930556,25.451389,0.98425,16.513889,72.424755
US_MI_26061,2020-07-11,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,27,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-22,,62,-13,,,4.25,11.56,,13.21,7.55,6.13,,,3.77,4.48,,,7.31,,4.96,,,,6.37,7.79,,3.77,4.01,,5.19,3.77,6.84,3.3,5.19,18.88,6.61,3.3,12.27,3.54,,4.25,,5.66,32.56,4.48,7.55,,3.54,6.37,,,3.54,6.37,,,20.569444,16.763889,25.166667,0.0,13.916667,67.339398
US_MI_26061,2020-07-12,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,27,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-11,,73,-15,,3.79,3.79,6.25,4.91,15.4,8.93,4.91,,,4.69,,,,7.81,,3.79,4.24,,3.12,8.04,4.69,3.35,4.02,5.8,3.57,,4.91,3.79,,,21.88,5.8,4.24,11.83,,,4.24,,5.8,35.27,4.69,9.6,,3.57,8.71,4.91,6.25,,3.57,3.35,,17.9375,13.826389,21.902778,0.0,12.527778,72.030291
US_MI_26061,2020-07-13,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,27,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-3,,52,-36,,2.82,2.82,6.58,3.76,16.36,6.77,6.2,,2.63,3.95,,3.57,,4.89,,,,,,9.02,6.39,,6.2,4.7,,3.57,,4.51,,8.08,29.89,4.7,2.82,12.6,,3.38,7.14,3.01,5.64,32.9,5.26,12.97,3.01,3.95,5.26,2.82,5.45,,,3.76,,18.333333,12.826389,23.916667,0.0,11.958333,67.084582
US_MI_26061,2020-07-14,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,3,0,30,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-5,,23,-38,,,5.99,6.87,3.7,11.81,8.11,8.11,,2.64,5.64,5.46,4.05,,7.58,3.0,2.47,2.64,3.17,3.0,7.4,7.05,3.0,5.11,5.64,,3.0,3.88,5.64,3.88,8.11,23.27,4.94,,7.05,2.82,3.88,7.4,3.35,6.52,34.55,3.35,13.93,2.64,4.76,7.4,6.17,3.0,,2.64,2.82,,19.825397,15.920635,24.166667,2.068286,16.111111,78.053084
US_MI_26061,2020-07-15,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,31,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,,18,54,-35,,4.1,2.61,6.71,4.66,8.94,5.78,6.15,,2.61,5.03,3.35,,,6.15,4.47,,,4.1,,6.52,3.17,,5.78,3.73,,2.98,3.35,4.66,2.61,7.08,24.96,4.29,2.61,8.76,4.1,3.17,3.54,,7.27,34.09,4.1,8.57,3.35,,6.89,5.4,5.03,2.79,2.79,3.54,,19.150794,13.857143,25.47619,2.358571,14.111111,70.80033
US_MI_26061,2020-07-16,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,32,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-7,,52,-31,,,4.49,6.83,4.49,14.45,5.47,7.42,,,4.69,3.51,3.32,,5.27,4.49,3.71,3.12,4.29,3.9,6.83,5.47,,5.66,4.1,,4.1,4.1,3.9,2.93,8.79,23.04,5.27,2.73,5.27,,5.66,,3.51,8.98,35.53,3.32,9.18,3.71,4.88,5.66,2.73,,,3.71,4.69,3.51,20.587302,14.730159,27.452381,0.0,14.037037,65.923582
US_MI_26061,2020-07-17,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,33,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-19,13,55,-41,,,3.21,8.82,6.21,11.42,6.61,6.41,,3.21,5.21,,,,7.21,2.81,2.81,4.21,5.01,4.01,6.81,,,3.61,5.01,,4.01,,4.41,,,21.64,6.21,,8.22,,,4.41,,5.81,36.48,5.61,7.62,,,8.82,3.01,3.01,3.41,,3.81,3.81,21.541667,16.743056,26.881944,0.108857,14.763889,64.217369
US_MI_26061,2020-07-18,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,33,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-20,,57,-17,,,3.3,9.68,3.96,9.9,5.28,6.16,,3.08,6.82,,3.08,3.52,6.38,,,,5.94,,8.14,4.18,4.84,,,,,,3.08,,4.18,21.12,4.62,,8.14,,3.52,,,6.38,34.31,5.28,6.6,,,5.28,,,,,,,22.069444,17.854167,28.006944,3.27025,17.611111,73.758116
US_MI_26061,2020-07-19,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,33,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-11,,73,-18,,,4.41,7.27,3.75,10.14,8.59,4.19,,3.08,5.73,4.63,,,6.83,,,3.31,,3.08,7.71,3.31,,7.49,3.97,,,4.41,5.07,3.31,5.07,24.68,6.39,,9.7,3.08,,4.41,,5.73,37.24,3.75,8.37,,,5.73,3.31,4.63,3.53,,,,21.597222,18.354167,25.993056,3.46075,16.097222,68.99586
US_MI_26061,2020-07-20,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,0,0,33,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,4,,56,-34,,2.82,4.7,8.08,,13.91,6.58,4.7,,,6.39,4.7,4.51,3.01,6.77,3.95,2.82,,6.01,,6.77,3.57,2.63,6.01,4.51,,3.2,,3.2,,7.33,19.74,5.64,,7.71,4.32,3.76,3.57,,8.46,34.78,4.51,10.53,,,6.58,3.57,4.14,,4.7,3.38,,16.569444,12.868056,22.916667,0.381,10.333333,66.193962
US_MI_26061,2020-07-21,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,4,0,37,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-3,,32,-38,,,4.01,7.47,4.19,10.57,7.47,5.1,,,7.66,4.37,4.56,4.01,7.66,3.28,4.19,3.83,4.19,,8.57,,2.92,4.37,,,,,3.28,2.73,6.2,23.15,6.2,,6.93,4.01,4.19,2.73,2.73,6.38,37.73,4.92,6.74,,,7.11,4.01,3.1,,,2.92,,14.972222,10.923611,19.25,0.1905,11.375,78.539232
US_MI_26061,2020-07-22,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,38,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,,16,43,-36,,,3.0,6.37,6.37,11.05,6.74,5.06,,3.75,5.06,6.37,3.56,,3.93,5.25,,4.31,4.5,,6.93,3.56,2.62,3.93,,3.0,3.56,,3.37,3.37,4.68,24.72,3.75,,7.87,,3.56,3.18,2.62,7.87,32.03,5.81,8.05,,3.18,5.81,2.81,4.68,,3.93,4.31,,15.631944,13.381944,18.208333,8.509,13.5,86.919358
US_MI_26061,2020-07-23,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,39,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-5,,54,-31,,,4.08,7.96,2.91,11.26,7.57,5.82,,,6.02,3.49,5.05,,6.41,,2.72,3.1,4.85,,7.18,4.27,,5.05,2.72,,2.91,3.1,4.85,,5.82,17.47,4.46,,8.35,3.1,5.05,3.88,2.72,6.02,35.91,4.66,7.57,,4.27,6.41,4.46,,3.1,,3.3,,15.979167,11.534722,20.708333,2.57175,12.430556,79.159532
US_MI_26061,2020-07-24,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,40,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-13,9,67,-38,,,3.02,7.25,5.84,12.89,8.66,3.83,,3.83,6.85,,3.62,,7.05,4.23,,,,,7.86,5.84,3.62,5.64,3.02,3.42,4.83,,3.02,3.42,3.83,20.14,5.04,,7.45,3.42,,3.62,3.83,5.04,34.04,5.64,8.86,,,6.24,,4.03,,,,,19.194444,12.444444,26.298611,0.0,14.402778,72.417172
US_MI_26061,2020-07-25,ChIJTfO5_mQ7UU0RWG667XtdKyc,Q45441,geoId/26061,US,United States of America,MI,Michigan,26061,Houghton County,US,USA,2,1,0,41,0,,,36198,19569,16629,3871,5863,7294,3469,3347,4019,4156,2594,1585,1898720,46.98,-88.65,3889,78.76,-18,,67,-12,,,4.99,5.9,4.54,11.8,6.58,,,,,,,,6.13,,3.63,3.63,,3.86,8.17,4.77,,6.58,4.09,,5.22,3.18,3.63,,7.26,18.16,3.4,,6.81,,,,,,31.78,4.31,9.08,,,7.04,4.09,3.18,,,,,25.145833,20.340278,30.6875,0.0,19.930556,71.619915
