location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20145,2020-01-01,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,37.11,1.17284,-5.623457,11.617284,0.0,,-4.666667,65.210073
US_KS_20145,2020-01-02,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,,4.148148,-1.067901,10.216049,0.0,,-0.648148,71.101639
US_KS_20145,2020-01-03,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,,2.604938,-3.135802,9.561728,0.0,,-1.734568,73.177794
US_KS_20145,2020-01-04,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,38.85,2.17284,-5.506173,11.450617,0.0,,-4.080247,63.530085
US_KS_20145,2020-01-05,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,46.9,5.296296,-1.765432,10.888889,0.0,,-3.58642,52.8051
US_KS_20145,2020-01-06,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,35.8,1.04321,-6.302469,10.660494,0.0,,-6.450617,57.534584
US_KS_20145,2020-01-07,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,,2.141975,-6.04321,14.234568,0.0,,-7.41358,49.473583
US_KS_20145,2020-01-08,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,32.58,3.444444,-4.475309,14.444444,0.056444,,-5.734568,51.437605
US_KS_20145,2020-01-09,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,42.73,8.117284,0.351852,13.598765,0.0,,-1.469136,50.928155
US_KS_20145,2020-01-10,ChIJGYYAuLeupocRRvPEoiB5R4k,Q374589,geoId/20145,US,United States of America,KS,Kansas,20145,Pawnee County,US,USA,2,,,,,,,6665,3712,2953,573,780,799,862,825,961,941,494,430,1070371,38.15,-99.2,1954,77.15,,,,29.17,1.216049,-4.098765,8.771605,0.564444,,-2.277778,77.614131
