location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19023,2020-06-02,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,-1,0,16,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-21,11.01,,15.14,33.71,27.211111,20.405556,35.172222,0.8636,,17.255556,54.86812
US_IA_19023,2020-06-03,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,17,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-20,14.14,,20.5,30.4,24.805556,18.811111,32.638889,0.85725,,16.844444,61.750955
US_IA_19023,2020-06-04,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,-1,0,16,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-21,12.52,,13.91,28.52,25.122222,18.283333,32.655556,0.0,,15.4,55.882548
US_IA_19023,2020-06-05,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,16,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,12.4,,23.35,35.75,23.753086,18.796296,30.253086,9.071429,,17.858025,69.884042
US_IA_19023,2020-06-06,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,16,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,19.75,39.49,22.895062,17.067901,28.944444,3.81,,12.0,50.414355
US_IA_19023,2020-06-07,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,16,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,17.6,,16.9,32.38,24.524691,17.987654,31.901235,0.0,,12.82716,48.198875
US_IA_19023,2020-06-08,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,16,1,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-20,16.16,,24.91,39.05,27.234568,20.512346,33.345679,0.0,,16.512346,52.066754
US_IA_19023,2020-06-09,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,1,16,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-22,16.47,,28.67,39.04,23.246914,19.660494,31.222222,1.161143,,14.598765,58.485264
US_IA_19023,2020-06-10,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,19,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,,,17.98,41.74,18.864198,15.092593,22.222222,38.1,,15.475309,80.975581
US_IA_19023,2020-06-11,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,19,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,14.57,,25.67,38.16,19.530864,12.209877,27.845679,2.850444,,8.802469,50.418657
US_IA_19023,2020-06-12,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,19,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-23,15.72,,21.22,37.72,21.401235,11.240741,30.024691,0.0,,8.549383,44.06642
US_IA_19023,2020-06-13,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,22,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,12.75,,14.35,26.3,20.246914,13.969136,28.722222,0.0,,9.771605,51.162889
US_IA_19023,2020-06-14,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,23,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,12.34,,13.03,31.54,18.691358,12.833333,25.302469,0.0,,8.08642,50.261594
US_IA_19023,2020-06-15,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,23,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-20,11.64,17.12,23.29,42.47,21.962963,15.777778,29.209877,0.0,,9.469136,45.037451
US_IA_19023,2020-06-16,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,24,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-21,,,24.48,36.37,23.493827,16.561728,29.734568,0.0,,10.722222,44.704361
US_IA_19023,2020-06-17,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,4,0,28,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-22,15.84,10.8,21.6,38.15,22.950617,14.567901,29.765432,0.0,,11.962963,50.212251
US_IA_19023,2020-06-18,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,31,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-22,14.25,,15.68,38.48,24.030864,17.308642,30.191358,0.0,,15.598765,59.437955
US_IA_19023,2020-06-19,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,32,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-26,10.4,,21.49,37.43,21.864198,18.67284,28.179012,22.569714,,19.104938,84.520719
US_IA_19023,2020-06-20,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,33,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,16.8,29.78,20.697531,18.12963,24.734568,20.701,,18.203704,85.868733
US_IA_19023,2020-06-21,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,2,0,35,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,14.92,,22.03,34.1,21.932099,15.783951,29.277778,1.995714,,17.709877,77.252337
US_IA_19023,2020-06-22,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,35,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-27,11.09,,30.01,29.36,19.098765,16.537037,25.481481,23.622,,17.481481,90.496115
US_IA_19023,2020-06-23,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,36,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,14.07,10.55,30.96,35.18,18.512346,14.154321,23.148148,14.774333,,14.450617,77.399869
US_IA_19023,2020-06-24,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,37,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-23,,,30.21,38.85,18.648148,12.012346,25.660494,0.362857,,13.518519,72.288442
US_IA_19023,2020-06-25,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,40,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,14.79,,24.41,44.37,21.314815,13.722222,28.67284,0.903111,,14.506173,65.427748
US_IA_19023,2020-06-26,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,41,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-26,,,20.42,30.28,23.382716,18.901235,28.203704,2.455333,,19.209877,77.698602
US_IA_19023,2020-06-27,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,41,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,28.97,41.85,24.098765,17.679012,30.04321,2.455333,,18.58642,71.574301
US_IA_19023,2020-06-28,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,42,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,26.29,33.4,24.012346,18.388889,30.141975,0.0,,20.259259,79.755131
US_IA_19023,2020-06-29,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,45,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,17.16,,31.58,45.31,26.080247,22.512346,30.709877,0.056444,,22.654321,81.749157
US_IA_19023,2020-06-30,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,46,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-21,27.34,,35.54,36.22,25.796296,22.024691,29.808642,0.0,,22.537037,82.529098
US_IA_19023,2020-07-01,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,47,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-25,10.62,13.27,27.2,31.18,24.037037,20.234568,28.290123,0.09525,,20.969136,83.200899
US_IA_19023,2020-07-02,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,5,0,52,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-30,17.02,12.05,29.78,34.75,25.296296,19.796296,31.179012,0.282222,,20.487654,74.907723
US_IA_19023,2020-07-03,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,52,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-60,12.29,,18.84,36.87,25.530864,18.82716,31.253086,0.0,,18.962963,67.214005
US_IA_19023,2020-07-04,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,53,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,22.29,,24.15,37.15,25.746914,18.790123,31.858025,0.0,,19.45679,68.442379
US_IA_19023,2020-07-05,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,56,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,18.74,,17.99,43.48,25.783951,18.561728,32.049383,0.0,,19.679012,69.208042
US_IA_19023,2020-07-06,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,57,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-28,17.18,,20.62,37.8,26.024691,19.567901,31.95679,0.0,,20.098765,70.052212
US_IA_19023,2020-07-07,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,2,0,59,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-28,12.34,15.77,26.05,45.24,26.104938,20.271605,31.685185,0.0,,20.944444,73.571151
US_IA_19023,2020-07-08,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,60,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-26,11.35,,31.92,37.59,27.265432,20.87037,33.617284,0.0,,21.604938,71.419519
US_IA_19023,2020-07-09,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,60,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-27,10.37,,22.81,41.48,24.907407,19.820988,31.561728,0.036286,,21.932099,83.834153
US_IA_19023,2020-07-10,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,4,0,64,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-21,16.65,,20.44,47.69,22.537037,17.024691,29.506173,21.87575,,17.833333,74.961709
US_IA_19023,2020-07-11,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,4,0,68,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,20.23,,31.46,35.21,23.987654,18.728395,30.469136,0.217714,,20.240741,79.808608
US_IA_19023,2020-07-12,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,2,0,70,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,15.51,,21.86,33.85,21.861111,16.125,28.604167,2.57175,,16.9375,73.783246
US_IA_19023,2020-07-13,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,70,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-23,15.84,,30.95,51.83,22.975309,15.598765,29.388889,0.0,,17.425926,71.269606
US_IA_19023,2020-07-14,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,70,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-23,12.27,,20.45,38.17,24.141975,19.716049,29.685185,0.0,,19.555556,75.875924
US_IA_19023,2020-07-15,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,4,0,74,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-22,11.23,,22.47,35.81,20.246914,17.135802,25.253086,0.889,,17.407407,83.871731
US_IA_19023,2020-07-16,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,77,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,12.04,,21.06,45.88,19.098765,10.598765,28.141975,0.564444,,14.179012,73.31888
US_IA_19023,2020-07-17,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,80,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-23,15.4,,36.96,40.04,23.617284,16.444444,30.882716,0.0,,19.728395,79.053418
US_IA_19023,2020-07-18,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,80,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,15.44,32.49,27.314815,21.598765,32.592593,2.921,,23.950617,82.094883
US_IA_19023,2020-07-19,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,81,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,14.66,,29.33,40.13,26.234568,21.345679,30.969136,1.4605,,19.475309,66.608614
US_IA_19023,2020-07-20,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,84,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-23,14.29,,25.01,38.59,21.839506,16.777778,27.302469,0.0,,17.160494,74.950329
US_IA_19023,2020-07-21,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,85,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-26,14.73,11.78,30.93,36.08,21.530864,17.123457,27.154321,0.471714,,18.660494,83.892455
US_IA_19023,2020-07-22,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,2,0,87,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,14.19,14.94,32.87,36.6,20.746914,15.123457,26.166667,5.207,,16.777778,78.182068
US_IA_19023,2020-07-23,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,88,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,11.19,,24.61,34.3,20.308642,13.617284,27.82716,0.0,,16.098765,76.948525
US_IA_19023,2020-07-24,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,89,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-27,14.68,13.21,26.43,29.36,24.382716,17.820988,31.641975,0.0,,20.216049,77.819393
US_IA_19023,2020-07-25,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,4,0,93,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,,37.79,27.135802,22.604938,32.950617,0.0,,23.481481,80.663907
US_IA_19023,2020-07-26,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,4,0,97,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,14.46,,26.03,37.6,26.796296,23.567901,31.240741,0.03175,,23.524691,82.556801
US_IA_19023,2020-07-27,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,2,0,99,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-25,12.37,,31.29,42.93,23.925926,17.401235,28.981481,0.282222,,17.746914,68.595088
US_IA_19023,2020-07-28,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,99,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,23.9,11.2,29.13,44.06,22.969136,15.5,30.759259,0.0,,15.858025,64.517283
US_IA_19023,2020-07-29,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,102,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,17.06,,23.26,39.54,24.877778,18.7,30.866667,0.056444,,19.416667,71.883566
US_IA_19023,2020-07-30,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,105,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-28,12.38,,20.11,44.09,23.216667,17.916667,28.477778,2.3876,,17.188889,69.101407
US_IA_19023,2020-07-31,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,6,0,111,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,19.46,,24.13,36.59,21.65,14.866667,27.716667,1.4986,,15.227778,67.042913
US_IA_19023,2020-08-01,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,111,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,14.54,,22.23,29.93,21.161111,13.25,28.755556,0.0,,14.783333,67.120711
US_IA_19023,2020-08-02,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,2,0,113,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,18.92,13.62,25.73,34.05,21.244444,16.783333,26.516667,0.084667,,16.2,73.156084
US_IA_19023,2020-08-03,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,114,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-26,25.37,,31.9,29.72,17.077778,10.383333,22.966667,0.0,,10.883333,67.088127
US_IA_19023,2020-08-04,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,115,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-27,,15.23,23.93,44.96,15.916667,7.811111,24.622222,0.0,,8.794444,62.768573
US_IA_19023,2020-08-05,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,3,0,118,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-24,,15.45,22.81,32.38,17.166667,9.127778,24.661111,0.0,,10.933333,67.006735
US_IA_19023,2020-08-06,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,119,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-25,11.99,15.74,28.49,36.73,20.383333,14.727778,26.611111,0.056444,,14.316667,68.399102
US_IA_19023,2020-08-07,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,0,0,119,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,-27,13.85,,25.39,43.09,22.344444,16.527778,29.566667,0.225778,,16.961111,71.904802
US_IA_19023,2020-08-08,ChIJmV1SI7M98IcRXaTuP-6ppqM,Q113783,geoId/19023,US,United States of America,IA,Iowa,19023,Butler County,US,USA,2,1,0,120,2,,,14592,7277,7315,1730,1894,1391,1688,1586,1983,2038,1306,976,1792938,42.731667,-92.791389,1506,79.54,,,,,12.85,31.32,25.255556,20.033333,31.994444,0.0,,20.511111,75.3115
