location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47083,2020-01-01,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,49.53,4.37037,-0.864198,11.246914,0.028222,,-3.666667,56.107972
US_TN_47083,2020-01-02,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,66.03,9.179012,5.771605,11.549383,1.326444,,2.969136,65.225118
US_TN_47083,2020-01-03,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,,12.266667,10.411111,14.338889,9.652,,11.966667,98.088453
US_TN_47083,2020-01-04,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,77.84,6.877778,3.022222,12.672222,2.921,,4.561111,85.305784
US_TN_47083,2020-01-05,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,58.23,4.012346,-2.191358,13.320988,0.254,,-1.030864,69.850996
US_TN_47083,2020-01-06,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,54.82,5.638889,-1.733333,11.666667,0.1778,,-0.711111,63.999241
US_TN_47083,2020-01-07,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,43.54,6.861111,0.072222,11.427778,0.2032,,-1.833333,54.065026
US_TN_47083,2020-01-08,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,49.57,6.027778,-0.077778,13.938889,0.1016,,-2.911111,52.941309
US_TN_47083,2020-01-09,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,49.99,7.95,1.638889,15.638889,0.0508,,-2.144444,49.165588
US_TN_47083,2020-01-10,ChIJyx-apQw5e4gRHn9jESZyOcM,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2,,,,,,,8158,4017,4141,908,1059,884,907,1021,1161,1112,753,353,1847630,36.28,-87.71,536,74.166667,,,,42.49,15.955556,13.605556,18.888889,0.3556,,8.505556,61.570994
