location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VT_50017,2020-10-09,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,25,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-36,-19,6,5.9,10.06,10.06,4.86,,6.59,8.68,6.59,8.33,19.78,,,36.78,7.29,9.02,5.477778,-2.238889,13.761111,0.072571,-2.116667,58.16289
US_VT_50017,2020-10-10,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,25,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,0,,,14.33,,6.97,,6.59,7.75,,,13.56,6.59,10.85,38.35,,10.46,14.866667,6.322222,24.072222,0.15875,7.2,60.3743
US_VT_50017,2020-10-11,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,25,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,5,,,13.69,7.4,9.99,5.55,11.47,5.92,,7.03,15.91,,,38.1,,,10.472222,2.961111,23.211111,7.507111,3.027778,60.152656
US_VT_50017,2020-10-12,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,26,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-33,8,12.83,15.26,9.37,4.86,7.98,8.32,9.37,,6.94,22.55,9.71,8.67,32.95,10.41,6.94,5.077778,-1.472222,14.222222,0.127,-0.572222,67.010449
US_VT_50017,2020-10-13,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,27,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-23,9,6.85,13.08,14.02,,4.98,9.97,8.1,,7.17,25.86,,5.61,31.77,5.3,,8.083333,3.011111,11.377778,3.14325,5.283333,82.567898
US_VT_50017,2020-10-14,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,27,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-49,-21,7,5.81,7.18,9.23,4.79,6.84,7.18,8.2,,,23.93,,5.13,44.44,5.47,5.13,11.488889,6.116667,18.116667,14.788444,7.061111,74.335966
US_VT_50017,2020-10-15,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,27,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-17,6,8.11,9.41,8.44,,6.16,8.11,9.73,4.87,6.49,23.68,,4.54,27.58,6.49,,11.883333,3.183333,23.161111,0.1016,5.066667,63.431424
US_VT_50017,2020-10-16,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,28,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-42,-21,10,,10.73,8.45,,7.48,,6.83,,6.18,22.11,5.2,,32.84,7.15,,11.833333,5.044444,20.438889,2.286,9.444444,85.373919
US_VT_50017,2020-10-17,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,28,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-3,,6.11,12.22,8.02,5.73,6.11,,10.69,,,22.53,7.64,6.49,32.84,,6.11,7.111111,2.616667,13.561111,25.30475,2.872222,74.524905
US_VT_50017,2020-10-18,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,28,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,3,,7.72,5.14,7.72,,5.14,5.88,6.62,,5.88,21.31,7.72,7.35,37.12,6.98,,4.955556,-1.811111,14.305556,4.4958,-0.466667,68.132152
US_VT_50017,2020-10-19,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,2,0,30,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-19,6,4.76,7.93,7.93,5.4,7.3,7.3,10.16,,7.62,26.03,,5.71,41.9,6.03,6.03,9.994444,2.416667,14.772222,0.217714,5.422222,73.445527
US_VT_50017,2020-10-20,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,31,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-19,7,7.58,10.73,12.0,10.42,5.05,5.05,11.37,,8.84,20.21,7.26,6.63,37.26,6.63,,12.077778,7.116667,14.688889,1.3335,10.661111,91.13676
US_VT_50017,2020-10-21,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,31,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-51,-24,8,7.27,4.43,9.17,,,7.59,6.33,6.33,5.69,18.97,6.33,4.74,34.47,,6.01,12.005556,8.011111,18.355556,2.69875,10.111111,88.285027
US_VT_50017,2020-10-22,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,31,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-16,5,6.07,9.26,7.03,,,10.54,8.3,5.11,,15.65,6.39,,36.09,6.07,,12.894444,6.044444,19.038889,0.818444,9.661111,81.014141
US_VT_50017,2020-10-23,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,31,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-35,-16,7,,8.57,6.59,5.93,4.61,5.6,9.22,5.6,7.58,22.4,8.89,8.57,33.27,7.25,5.27,14.493827,6.512346,19.845679,0.028222,11.617284,82.978299
US_VT_50017,2020-10-24,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,32,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-2,,5.68,10.99,,,6.44,9.09,9.85,,7.58,19.7,6.82,6.06,39.41,8.34,6.44,13.15,6.427778,18.522222,0.127,9.522222,78.841758
US_VT_50017,2020-10-25,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,32,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-2,,5.91,16.27,9.61,5.91,8.13,7.02,,,,19.22,6.65,5.54,34.38,9.24,,4.877778,1.577778,8.611111,0.5334,-2.433333,59.336111
US_VT_50017,2020-10-26,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,33,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-16,7,8.23,7.62,11.27,7.31,5.49,,9.45,,10.05,17.67,,7.01,33.82,10.05,,3.372222,0.0,7.688889,1.143,0.75,83.022718
US_VT_50017,2020-10-27,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,33,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-19,7,,10.67,10.36,5.33,6.9,9.41,10.04,,6.9,21.97,7.22,,37.34,5.65,,5.444444,1.05,8.033333,4.445,2.25,80.061347
US_VT_50017,2020-10-28,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,33,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-21,9,7.15,9.75,8.12,5.2,6.5,6.17,8.12,5.2,9.75,19.82,6.5,5.52,38.02,,7.15,3.272222,0.555556,8.511111,0.254,1.572222,88.756488
US_VT_50017,2020-10-29,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,34,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-17,7,7.58,4.74,8.21,5.05,,,6.95,,9.16,23.37,6.95,6.95,29.05,5.37,7.26,4.133333,0.627778,7.294444,1.632857,2.944444,92.097899
US_VT_50017,2020-10-30,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,34,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-53,-18,7,,10.51,,5.25,6.9,7.23,4.6,,12.48,21.68,8.87,5.91,34.82,4.93,5.58,0.927778,-2.166667,5.466667,6.293556,-2.794444,76.630184
US_VT_50017,2020-10-31,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,4,0,38,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,0,,5.95,7.14,,,6.34,9.12,,,6.34,14.27,,6.34,31.32,,,-2.222222,-8.1,5.438889,0.5588,-6.994444,69.895161
US_VT_50017,2020-11-01,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,38,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,1,,,11.18,14.54,6.34,5.22,8.2,5.96,,7.83,13.42,7.83,,43.98,,5.96,2.427778,-6.588889,8.888889,0.8255,-1.722222,74.380096
US_VT_50017,2020-11-02,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,38,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-16,7,5.16,8.19,14.87,4.86,4.55,8.19,6.68,5.16,7.59,21.24,5.77,5.77,30.65,5.46,7.59,1.35,-3.833333,7.911111,2.88925,-3.144444,72.250203
US_VT_50017,2020-11-03,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,2,0,40,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-18,8,,6.98,10.02,5.46,,7.89,6.38,,4.25,20.04,,6.38,35.52,6.07,,-0.966667,-3.738889,3.144444,1.524,-5.372222,72.273195
US_VT_50017,2020-11-04,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,40,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-44,-19,8,,6.22,14.8,,4.44,7.4,9.18,,6.51,16.58,,4.14,32.27,5.03,4.44,1.094444,-4.894444,9.594444,0.4445,-4.594444,65.944062
US_VT_50017,2020-11-05,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,40,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-17,8,7.08,9.44,10.03,7.67,4.42,7.67,7.96,4.13,5.9,17.4,4.42,4.72,31.27,5.9,4.72,7.594444,-1.627778,19.161111,0.0254,1.005556,63.852876
US_VT_50017,2020-11-06,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,3,0,43,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-52,-18,7,4.86,12.3,5.5,5.5,,6.8,6.48,,6.8,20.73,7.45,4.53,32.38,6.48,6.15,12.566667,4.55,20.366667,0.0,4.577778,58.886814
US_VT_50017,2020-11-07,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,44,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,4,,,11.24,11.62,5.81,11.24,5.81,7.75,,8.52,18.21,6.2,,33.32,6.97,,12.916667,4.877778,21.7,0.0254,6.122222,63.707966
US_VT_50017,2020-11-08,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,5,0,49,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,3,,,10.54,12.04,,6.77,,8.28,,,21.07,,,34.62,6.77,5.27,10.972222,3.283333,21.805556,0.0254,5.95,71.46936
US_VT_50017,2020-11-09,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,3,0,52,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-16,6,,7.34,8.62,5.75,5.75,12.45,13.09,5.11,5.11,26.82,7.98,,38.95,,5.75,9.0,1.305556,21.466667,0.0,4.744444,74.877908
US_VT_50017,2020-11-10,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,4,0,56,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-20,7,4.45,9.22,10.17,4.77,6.36,4.77,11.13,,,17.8,5.72,8.58,35.29,,4.45,10.544444,1.694444,22.144444,0.0,6.144444,74.402697
US_VT_50017,2020-11-11,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,6,0,62,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-29,12,4.75,10.51,10.17,,6.44,6.44,8.14,,5.76,22.04,,6.44,37.3,8.82,,13.888889,6.966667,20.288889,0.34925,11.122222,83.829872
US_VT_50017,2020-11-12,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,11,0,73,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-18,8,,8.47,10.98,5.33,,8.16,10.98,,6.59,23.53,8.47,,34.2,6.28,4.39,10.616667,3.555556,19.055556,1.0795,5.572222,71.073881
US_VT_50017,2020-11-13,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,10,0,83,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-40,-23,11,8.19,8.19,9.17,8.51,5.57,8.84,7.86,,6.55,24.56,7.53,,30.78,8.19,6.88,0.444444,-4.066667,4.205556,0.0,-1.161111,89.044565
US_VT_50017,2020-11-14,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,6,0,89,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-6,,6.62,6.25,,6.99,,6.62,8.46,,10.3,17.29,5.89,,31.64,,,2.777778,-3.738889,5.394444,0.338667,-1.372222,74.304055
US_VT_50017,2020-11-15,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,2,0,91,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,2,,6.35,10.58,8.46,6.0,,8.81,10.23,4.94,,20.1,7.05,6.7,34.56,7.05,,-0.477778,-5.944444,5.633333,0.0,-5.016667,71.525138
US_VT_50017,2020-11-16,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,15,0,106,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-22,10,4.94,7.41,4.63,,,9.57,8.64,6.48,,23.15,,,33.65,4.63,,5.422222,2.35,7.322222,14.2875,0.672222,71.759632
US_VT_50017,2020-11-17,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,16,0,122,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-24,10,7.66,7.02,12.45,5.75,6.07,9.26,,5.43,6.07,22.98,8.3,5.43,39.58,4.79,6.38,2.288889,-0.916667,6.283333,0.34925,-3.405556,66.427916
US_VT_50017,2020-11-18,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,7,0,129,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-51,-24,12,9.23,9.56,7.58,4.61,5.93,9.89,4.94,4.94,5.93,20.43,7.25,,34.93,5.6,,-4.183333,-6.866667,2.288889,0.338667,-10.722222,60.862561
US_VT_50017,2020-11-19,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,7,0,136,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-21,11,5.33,8.78,6.27,6.9,9.1,7.84,,6.9,5.64,19.76,6.9,6.9,36.06,7.21,,-4.244444,-10.205556,3.511111,0.1016,-10.155556,63.532165
US_VT_50017,2020-11-20,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,23,0,159,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-48,-20,11,4.54,11.67,11.67,9.72,,9.72,10.7,,8.43,19.45,7.78,6.81,33.06,8.75,5.18,5.772222,-0.033333,12.511111,0.0254,-2.688889,55.755664
US_VT_50017,2020-11-21,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,6,0,165,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,1,,,6.38,13.14,6.76,6.38,10.13,,5.25,,21.4,6.38,6.01,38.29,,,5.716667,-0.033333,12.188889,0.0508,-0.761111,63.522093
US_VT_50017,2020-11-22,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,7,0,172,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,7,,8.54,,9.61,7.47,6.05,6.41,11.39,6.41,,19.57,8.19,7.47,43.42,8.9,6.05,0.266667,-5.55,6.911111,0.108857,-5.588889,64.860289
US_VT_50017,2020-11-23,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,2,0,174,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-24,11,,8.46,4.7,,,,5.64,,7.52,20.06,5.64,4.7,35.42,,6.27,3.35,-3.694444,7.111111,8.22325,0.827778,83.640574
US_VT_50017,2020-11-24,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,4,0,178,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-25,10,5.29,7.61,12.24,8.27,,,7.61,,,21.17,7.94,7.94,30.76,8.6,6.62,-0.938889,-5.633333,5.794444,3.160889,-6.522222,66.245851
US_VT_50017,2020-11-25,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,10,0,188,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-32,13,,7.74,6.68,5.27,,8.09,9.14,5.98,5.62,15.47,7.03,,29.53,7.74,,-2.905556,-7.716667,2.905556,0.1905,-7.155556,72.983898
US_VT_50017,2020-11-26,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,0,0,188,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-82,30,5.83,6.93,,5.47,5.47,7.29,,,7.66,16.78,,5.83,34.65,,5.83,3.016667,-2.422222,5.622222,5.969,1.411111,89.672904
US_VT_50017,2020-11-27,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,16,0,204,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-57,-57,22,6.74,6.03,12.41,4.96,7.09,11.7,5.67,4.96,5.67,22.69,,5.67,44.67,7.8,6.74,4.909722,1.180556,8.020833,0.979714,4.048611,94.247978
US_VT_50017,2020-11-28,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,205,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-12,,10.19,7.64,8.0,7.28,10.55,,5.82,,,18.55,,8.37,38.2,8.73,,3.722222,1.138889,7.770833,1.016,2.659722,92.869916
US_VT_50017,2020-11-29,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,1,0,206,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,1,,5.81,7.63,8.72,7.26,6.17,10.17,5.08,,,18.16,6.17,7.26,35.23,5.81,5.81,2.118056,-2.243056,8.5,0.9525,-1.131944,79.368023
US_VT_50017,2020-11-30,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,5,0,211,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-24,11,,8.49,10.69,7.86,6.29,8.8,11.0,5.66,6.92,21.06,6.29,6.92,40.23,5.66,5.03,0.979167,-3.652778,11.333333,0.0,-0.381944,90.899184
US_VT_50017,2020-12-01,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,3,0,214,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-21,9,6.71,8.63,8.63,,6.71,5.43,6.39,,4.79,19.18,8.31,7.03,39.95,6.71,4.79,13.138889,6.3125,16.583333,30.080857,9.354167,77.948015
US_VT_50017,2020-12-02,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,9,0,223,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,-47,-25,12,5.57,11.8,8.85,5.57,7.21,5.57,7.87,,6.23,22.95,8.2,9.18,34.75,4.92,10.16,2.548611,-0.083333,8.631944,0.435429,-2.611111,69.175521
US_VT_50017,2020-12-03,ChIJ93o_vxYetUwRmZFcKGNDo2o,Q505444,geoId/50017,US,United States of America,VT,Vermont,50017,Orange County,US,USA,2,9,0,232,0,,,28964,14541,14423,2858,3293,3090,3270,3402,4722,4667,2450,1212,62025,43.995815,-72.374886,1792,82.27,,,,-22,10,9.77,7.17,12.38,5.54,6.51,12.05,11.73,5.21,6.51,17.59,,8.14,30.62,,5.54,0.875,-4.3125,6.847222,0.181429,-4.972222,65.108255
